,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,5,15,5,15,20
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,20,10,20,10,30
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,171,176,171,176,347
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,144,168,144,168,312
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,90,72,90,72,162
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,133,80,133,80,213
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,21,12,21,12,33
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,0,1,0,1
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,128,210,128,210,338
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,322,284,322,284,606
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,181,166,181,166,347
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,5,0,5,0,5
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,313,347,313,347,660
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,29,37,29,37,66
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,76,60,76,60,136
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,22,28,22,28,50
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,134,100,134,100,234
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,3,6,3,6,9
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,13,0,13,13
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,6,8,6,14
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,0,2,0,2
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,55,64,55,64,119
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,28,31,28,31,59
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,7,14,7,14,21
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,100,78,100,78,178
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,429,398,429,398,827
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,0,1,0,1
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,120,162,120,162,282
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,412,408,412,408,820
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,117,123,117,123,240
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,12,25,12,25,37
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,12,8,12,20
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,1,1,1,2
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,9,11,9,11,20
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,7,7,7,7,14
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,18,4,18,22
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,143,87,143,87,230
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,75,0,75,0,75
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,21,26,21,26,47
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,331,663,331,663,994
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,76,72,76,72,148
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,149,132,149,132,281
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,1,0,1,1
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,60,103,60,103,163
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,19,25,19,25,44
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,39,35,39,35,74
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,13,18,13,18,31
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,114,118,114,118,232
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,121,153,121,153,274
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,97,86,97,86,183
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,15,0,15,15
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,2,2,2,4
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,20,20,20,20,40
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2962,3136,2962,3136,6098
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,211,186,211,186,397
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,559,483,559,483,1042
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,3,1,3,1,4
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,31,32,31,32,63
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,10,2,10,12
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,52,46,52,46,98
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,30,20,30,20,50
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,15,10,15,10,25
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,19,26,19,26,45
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,45,45,45,45,90
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,2,8,2,10
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,71,58,71,58,129
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,161,165,161,165,326
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,67,97,67,97,164
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,65,60,65,60,125
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1337,1286,1337,1286,2623
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,101,124,101,124,225
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,38,31,38,31,69
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,18,19,18,19,37
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,58,39,58,39,97
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,82,70,82,70,152
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,100,89,100,89,189
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,141,132,141,132,273
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,11,8,11,19
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,176,188,176,188,364
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,60,54,60,54,114
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,152,121,152,121,273
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,148,160,148,160,308
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,7,7,7,7,14
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,321,251,321,251,572
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,17,15,17,15,32
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,6,5,6,5,11
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,35,44,35,44,79
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,294,266,294,266,560
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,65,69,65,69,134
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,22,29,22,29,51
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,61,92,61,92,153
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,2,1,2,3
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,46,56,46,56,102
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,22,26,22,26,48
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,637,709,637,709,1346
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,479,290,479,290,769
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,7,13,7,13,20
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,36,45,36,45,81
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,13,23,13,23,36
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,228,231,228,231,459
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,7,14,7,14,21
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,123,94,123,94,217
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,10,17,10,17,27
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,242,258,242,258,500
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,0,1,0,1,1
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,435,464,435,464,899
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,18,19,18,19,37
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,37,45,37,45,82
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,23,31,23,31,54
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,15,6,15,6,21
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,2,6,2,6,8
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,13,12,13,12,25
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,13,9,13,9,22
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,102,156,102,156,258
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,342,183,342,183,525
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,3,6,3,6,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,247,242,247,242,489
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,2,8,2,8,10
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,1,1,1,1,2
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,6,6,6,6,12
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,93,113,93,113,206
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,13,18,13,18,31
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,28,35,28,35,63
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,41,56,41,56,97
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,3,7,3,7,10
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,7,22,7,22,29
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,40,74,40,74,114
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,4,2,4,2,6
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,14,16,14,16,30
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,1,1,1,1,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,1,0,1,0,1
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,518,246,518,246,764
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,93,81,93,81,174
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,2,1,2,1,3
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,436,506,436,506,942
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,13,4,13,4,17
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,15,16,15,16,31
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,0,5,0,5,5
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,8,6,8,6,14
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,24,21,24,21,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,36,63,36,63,99
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,18,32,18,32,50
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,615,695,615,695,1310
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,1373,1535,1373,1535,2908
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,12,19,12,19,31
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,370,338,370,338,708
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,10,50,10,50,60
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,3,6,3,6,9
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,49,62,49,62,111
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,30,96,30,96,126
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-06-01,13,32,13,32,45
