,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2012-04-01,38,39,38,39,77
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2012-04-01,1,4,1,4,5
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2012-04-01,7,6,7,6,13
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2012-04-01,16,38,16,38,54
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2012-04-01,2,6,2,6,8
SAN JULIAN,atencion odontologica,cirugia bucal menor,2012-04-01,3,1,3,1,4
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2012-04-01,23,67,23,67,90
SAN LUCAS,atencion odontologica,cirugia bucal menor,2012-04-01,17,35,17,35,52
SAN MATIAS,atencion odontologica,cirugia bucal menor,2012-04-01,9,5,9,5,14
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2012-04-01,17,31,17,31,48
SAN PEDRO,atencion odontologica,cirugia bucal menor,2012-04-01,15,24,15,24,39
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-04-01,13,48,13,48,61
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2012-04-01,36,86,36,86,122
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2012-04-01,15,28,15,28,43
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2012-04-01,2,5,2,5,7
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2012-04-01,8,7,8,7,15
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2012-04-01,14,21,14,21,35
SANTA ANA,atencion odontologica,cirugia bucal menor,2012-04-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2012-04-01,141,236,141,236,377
SANTA ROSA,atencion odontologica,cirugia bucal menor,2012-04-01,3,2,3,2,5
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2012-04-01,14,35,14,35,49
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2012-04-01,3,4,3,4,7
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2012-04-01,26,29,26,29,55
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2012-04-01,8,18,8,18,26
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2012-04-01,19,21,19,21,40
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2012-04-01,10,7,10,7,17
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2012-04-01,5,9,5,9,14
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2012-04-01,19,20,19,20,39
SHINAOTA,atencion odontologica,cirugia bucal menor,2012-04-01,24,40,24,40,64
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2012-04-01,35,61,35,61,96
SICAYA,atencion odontologica,cirugia bucal menor,2012-04-01,0,7,0,7,7
SIPE SIPE,atencion odontologica,cirugia bucal menor,2012-04-01,32,51,32,51,83
SOPACHUY,atencion odontologica,cirugia bucal menor,2012-04-01,16,40,16,40,56
SORACACHI,atencion odontologica,cirugia bucal menor,2012-04-01,11,17,11,17,28
SORATA,atencion odontologica,cirugia bucal menor,2012-04-01,10,17,10,17,27
SUCRE,atencion odontologica,cirugia bucal menor,2012-04-01,380,535,380,535,915
TACACOMA,atencion odontologica,cirugia bucal menor,2012-04-01,28,40,28,40,68
TACOPAYA,atencion odontologica,cirugia bucal menor,2012-04-01,12,18,12,18,30
TAHUA,atencion odontologica,cirugia bucal menor,2012-04-01,3,3,3,3,6
TAPACARI,atencion odontologica,cirugia bucal menor,2012-04-01,20,48,20,48,68
TARABUCO,atencion odontologica,cirugia bucal menor,2012-04-01,68,77,68,77,145
TARACO,atencion odontologica,cirugia bucal menor,2012-04-01,26,19,26,19,45
TARATA,atencion odontologica,cirugia bucal menor,2012-04-01,7,9,7,9,16
TARIJA,atencion odontologica,cirugia bucal menor,2012-04-01,152,199,152,199,351
TARVITA,atencion odontologica,cirugia bucal menor,2012-04-01,22,60,22,60,82
TEOPONTE,atencion odontologica,cirugia bucal menor,2012-04-01,10,24,10,24,34
TIAWANACU,atencion odontologica,cirugia bucal menor,2012-04-01,40,70,40,70,110
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2012-04-01,12,11,12,11,23
TIPUANI,atencion odontologica,cirugia bucal menor,2012-04-01,11,19,11,19,30
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2012-04-01,27,80,27,80,107
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2012-04-01,12,21,12,21,33
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2012-04-01,7,21,7,21,28
TOCO,atencion odontologica,cirugia bucal menor,2012-04-01,4,9,4,9,13
TOLATA,atencion odontologica,cirugia bucal menor,2012-04-01,3,5,3,5,8
TOLEDO,atencion odontologica,cirugia bucal menor,2012-04-01,9,13,9,13,22
TOMAVE,atencion odontologica,cirugia bucal menor,2012-04-01,30,45,30,45,75
TOMINA,atencion odontologica,cirugia bucal menor,2012-04-01,15,29,15,29,44
TORO TORO,atencion odontologica,cirugia bucal menor,2012-04-01,15,38,15,38,53
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2012-04-01,19,51,19,51,70
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2012-04-01,4,2,4,2,6
TRIGAL,atencion odontologica,cirugia bucal menor,2012-04-01,8,5,8,5,13
TRINIDAD,atencion odontologica,cirugia bucal menor,2012-04-01,86,90,86,90,176
TUPIZA,atencion odontologica,cirugia bucal menor,2012-04-01,18,16,18,16,34
TURCO,atencion odontologica,cirugia bucal menor,2012-04-01,12,11,12,11,23
UMALA,atencion odontologica,cirugia bucal menor,2012-04-01,1,3,1,3,4
UNCIA,atencion odontologica,cirugia bucal menor,2012-04-01,1,6,1,6,7
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2012-04-01,45,46,45,46,91
URUBICHA,atencion odontologica,cirugia bucal menor,2012-04-01,2,2,2,2,4
UYUNI,atencion odontologica,cirugia bucal menor,2012-04-01,11,11,11,11,22
VACAS,atencion odontologica,cirugia bucal menor,2012-04-01,10,14,10,14,24
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2012-04-01,1,11,1,11,12
VIACHA,atencion odontologica,cirugia bucal menor,2012-04-01,71,90,71,90,161
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2012-04-01,20,45,20,45,65
VILLA MONTES,atencion odontologica,cirugia bucal menor,2012-04-01,93,162,93,162,255
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2012-04-01,3,6,3,6,9
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2012-04-01,23,41,23,41,64
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2012-04-01,49,87,49,87,136
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2012-04-01,20,10,20,10,30
VILLAZON,atencion odontologica,cirugia bucal menor,2012-04-01,47,67,47,67,114
VINTO,atencion odontologica,cirugia bucal menor,2012-04-01,11,31,11,31,42
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2012-04-01,6,7,6,7,13
WARNES,atencion odontologica,cirugia bucal menor,2012-04-01,13,36,13,36,49
YACO,atencion odontologica,cirugia bucal menor,2012-04-01,19,27,19,27,46
YACUIBA,atencion odontologica,cirugia bucal menor,2012-04-01,64,64,64,64,128
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2012-04-01,8,27,8,27,35
YANACACHI,atencion odontologica,cirugia bucal menor,2012-04-01,30,29,30,29,59
YAPACANI,atencion odontologica,cirugia bucal menor,2012-04-01,20,47,20,47,67
YOCALLA,atencion odontologica,cirugia bucal menor,2012-04-01,11,25,11,25,36
YOTALA,atencion odontologica,cirugia bucal menor,2012-04-01,8,13,8,13,21
YUNCHARA,atencion odontologica,cirugia bucal menor,2012-04-01,20,42,20,42,62
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2012-04-01,7,21,7,21,28
ACACIO,atencion odontologica,cirugia bucal menor,2012-05-01,7,10,7,10,17
ACHACACHI,atencion odontologica,cirugia bucal menor,2012-05-01,125,202,125,202,327
ACHOCALLA,atencion odontologica,cirugia bucal menor,2012-05-01,19,34,19,34,53
AIQUILE,atencion odontologica,cirugia bucal menor,2012-05-01,4,5,4,5,9
ALALAY,atencion odontologica,cirugia bucal menor,2012-05-01,2,1,2,1,3
ALCALA,atencion odontologica,cirugia bucal menor,2012-05-01,25,23,25,23,48
ALTO BENI,atencion odontologica,cirugia bucal menor,2012-05-01,12,21,12,21,33
ANCORAIMES,atencion odontologica,cirugia bucal menor,2012-05-01,25,32,25,32,57
ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-05-01,3,23,3,23,26
ANTEQUERA,atencion odontologica,cirugia bucal menor,2012-05-01,13,31,13,31,44
ANZALDO,atencion odontologica,cirugia bucal menor,2012-05-01,4,18,4,18,22
APOLO,atencion odontologica,cirugia bucal menor,2012-05-01,15,49,15,49,64
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2012-05-01,3,4,3,4,7
ARANI,atencion odontologica,cirugia bucal menor,2012-05-01,20,31,20,31,51
ARBIETO,atencion odontologica,cirugia bucal menor,2012-05-01,5,7,5,7,12
ARQUE,atencion odontologica,cirugia bucal menor,2012-05-01,9,23,9,23,32
ATOCHA,atencion odontologica,cirugia bucal menor,2012-05-01,104,96,104,96,200
AUCAPATA,atencion odontologica,cirugia bucal menor,2012-05-01,6,25,6,25,31
AYATA,atencion odontologica,cirugia bucal menor,2012-05-01,18,26,18,26,44
AYO AYO,atencion odontologica,cirugia bucal menor,2012-05-01,26,9,26,9,35
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2012-05-01,26,48,26,48,74
AZURDUY,atencion odontologica,cirugia bucal menor,2012-05-01,17,33,17,33,50
BATALLAS,atencion odontologica,cirugia bucal menor,2012-05-01,53,89,53,89,142
BAURES,atencion odontologica,cirugia bucal menor,2012-05-01,14,10,14,10,24
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2012-05-01,6,4,6,4,10
BERMEJO,atencion odontologica,cirugia bucal menor,2012-05-01,64,112,64,112,176
BETANZOS,atencion odontologica,cirugia bucal menor,2012-05-01,25,55,25,55,80
BOLIVAR,atencion odontologica,cirugia bucal menor,2012-05-01,14,18,14,18,32
BOLPEBRA,atencion odontologica,cirugia bucal menor,2012-05-01,3,2,3,2,5
BOYUIBE,atencion odontologica,cirugia bucal menor,2012-05-01,4,19,4,19,23
BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-05-01,2,6,2,6,8
CABEZAS,atencion odontologica,cirugia bucal menor,2012-05-01,28,39,28,39,67
CAIROMA,atencion odontologica,cirugia bucal menor,2012-05-01,46,60,46,60,106
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2012-05-01,8,49,8,49,57
CAJUATA,atencion odontologica,cirugia bucal menor,2012-05-01,40,50,40,50,90
CALACOTO,atencion odontologica,cirugia bucal menor,2012-05-01,45,30,45,30,75
CALAMARCA,atencion odontologica,cirugia bucal menor,2012-05-01,34,46,34,46,80
CAMARGO,atencion odontologica,cirugia bucal menor,2012-05-01,43,64,43,64,107
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2012-05-01,12,18,12,18,30
CAMIRI,atencion odontologica,cirugia bucal menor,2012-05-01,44,83,44,83,127
CAPINOTA,atencion odontologica,cirugia bucal menor,2012-05-01,6,9,6,9,15
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2012-05-01,13,18,13,18,31
CARACOLLO,atencion odontologica,cirugia bucal menor,2012-05-01,40,54,40,54,94
CARANAVI,atencion odontologica,cirugia bucal menor,2012-05-01,38,62,38,62,100
CARAPARI,atencion odontologica,cirugia bucal menor,2012-05-01,76,195,76,195,271
CARIPUYO,atencion odontologica,cirugia bucal menor,2012-05-01,9,20,9,20,29
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2012-05-01,16,27,16,27,43
CATACORA,atencion odontologica,cirugia bucal menor,2012-05-01,23,24,23,24,47
CHALLAPATA,atencion odontologica,cirugia bucal menor,2012-05-01,47,86,47,86,133
CHAQUI,atencion odontologica,cirugia bucal menor,2012-05-01,11,14,11,14,25
CHARAGUA,atencion odontologica,cirugia bucal menor,2012-05-01,50,66,50,66,116
CHARAÑA,atencion odontologica,cirugia bucal menor,2012-05-01,7,6,7,6,13
CHAYANTA,atencion odontologica,cirugia bucal menor,2012-05-01,20,24,20,24,44
CHIMORE,atencion odontologica,cirugia bucal menor,2012-05-01,26,47,26,47,73
CHIPAYA,atencion odontologica,cirugia bucal menor,2012-05-01,16,8,16,8,24
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2012-05-01,14,9,14,9,23
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2012-05-01,28,51,28,51,79
CHUMA,atencion odontologica,cirugia bucal menor,2012-05-01,70,88,70,88,158
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2012-05-01,19,26,19,26,45
CKOCHAS,atencion odontologica,cirugia bucal menor,2012-05-01,3,23,3,23,26
CLIZA,atencion odontologica,cirugia bucal menor,2012-05-01,44,53,44,53,97
COBIJA,atencion odontologica,cirugia bucal menor,2012-05-01,34,36,34,36,70
COCAPATA,atencion odontologica,cirugia bucal menor,2012-05-01,16,43,16,43,59
COCHABAMBA,atencion odontologica,cirugia bucal menor,2012-05-01,186,333,186,333,519
COIPASA,atencion odontologica,cirugia bucal menor,2012-05-01,8,3,8,3,11
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2012-05-01,49,79,49,79,128
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2012-05-01,21,11,21,11,32
COLLANA,atencion odontologica,cirugia bucal menor,2012-05-01,9,16,9,16,25
COLOMI,atencion odontologica,cirugia bucal menor,2012-05-01,24,57,24,57,81
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2012-05-01,14,9,14,9,23
COLQUECHACA,atencion odontologica,cirugia bucal menor,2012-05-01,45,71,45,71,116
COLQUENCHA,atencion odontologica,cirugia bucal menor,2012-05-01,9,14,9,14,23
COLQUIRI,atencion odontologica,cirugia bucal menor,2012-05-01,50,80,50,80,130
COMANCHE,atencion odontologica,cirugia bucal menor,2012-05-01,18,43,18,43,61
COMARAPA,atencion odontologica,cirugia bucal menor,2012-05-01,7,16,7,16,23
CONCEPCION,atencion odontologica,cirugia bucal menor,2012-05-01,7,10,7,10,17
COPACABANA,atencion odontologica,cirugia bucal menor,2012-05-01,9,20,9,20,29
CORIPATA,atencion odontologica,cirugia bucal menor,2012-05-01,31,29,31,29,60
CORO CORO,atencion odontologica,cirugia bucal menor,2012-05-01,17,32,17,32,49
COROICO,atencion odontologica,cirugia bucal menor,2012-05-01,50,76,50,76,126
CORQUE,atencion odontologica,cirugia bucal menor,2012-05-01,7,10,7,10,17
COTAGAITA,atencion odontologica,cirugia bucal menor,2012-05-01,33,56,33,56,89
COTOCA,atencion odontologica,cirugia bucal menor,2012-05-01,17,31,17,31,48
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2012-05-01,14,53,14,53,67
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2012-05-01,1,1,1,1,2
CUEVO,atencion odontologica,cirugia bucal menor,2012-05-01,4,19,4,19,23
CULPINA,atencion odontologica,cirugia bucal menor,2012-05-01,53,115,53,115,168
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2012-05-01,28,43,28,43,71
CURVA,atencion odontologica,cirugia bucal menor,2012-05-01,9,2,9,2,11
DESAGUADERO,atencion odontologica,cirugia bucal menor,2012-05-01,52,47,52,47,99
EL ALTO,atencion odontologica,cirugia bucal menor,2012-05-01,891,1260,891,1260,2151
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2012-05-01,8,13,8,13,21
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2012-05-01,35,69,35,69,104
EL TORNO,atencion odontologica,cirugia bucal menor,2012-05-01,79,53,79,53,132
EL VILLAR,atencion odontologica,cirugia bucal menor,2012-05-01,3,2,3,2,5
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2012-05-01,66,115,66,115,181
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2012-05-01,11,22,11,22,33
ESCOMA,atencion odontologica,cirugia bucal menor,2012-05-01,30,27,30,27,57
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2012-05-01,7,13,7,13,20
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2012-05-01,18,33,18,33,51
FILADELFIA,atencion odontologica,cirugia bucal menor,2012-05-01,11,8,11,8,19
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2012-05-01,21,50,21,50,71
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2012-05-01,27,53,27,53,80
GUANAY,atencion odontologica,cirugia bucal menor,2012-05-01,11,35,11,35,46
GUAQUI,atencion odontologica,cirugia bucal menor,2012-05-01,23,35,23,35,58
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2012-05-01,12,31,12,31,43
GUTIERREZ,atencion odontologica,cirugia bucal menor,2012-05-01,54,59,54,59,113
HUACARETA,atencion odontologica,cirugia bucal menor,2012-05-01,22,33,22,33,55
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2012-05-01,12,37,12,37,49
HUACHACALLA,atencion odontologica,cirugia bucal menor,2012-05-01,12,8,12,8,20
HUANUNI,atencion odontologica,cirugia bucal menor,2012-05-01,24,38,24,38,62
HUARACAJE,atencion odontologica,cirugia bucal menor,2012-05-01,8,7,8,7,15
HUARINA,atencion odontologica,cirugia bucal menor,2012-05-01,22,15,22,15,37
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2012-05-01,25,33,25,33,58
HUMANATA,atencion odontologica,cirugia bucal menor,2012-05-01,24,30,24,30,54
ICHOCA,atencion odontologica,cirugia bucal menor,2012-05-01,6,3,6,3,9
ICLA,atencion odontologica,cirugia bucal menor,2012-05-01,18,45,18,45,63
INCAHUASI,atencion odontologica,cirugia bucal menor,2012-05-01,28,128,28,128,156
INQUISIVI,atencion odontologica,cirugia bucal menor,2012-05-01,15,33,15,33,48
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2012-05-01,24,27,24,27,51
IXIAMAS,atencion odontologica,cirugia bucal menor,2012-05-01,8,17,8,17,25
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2012-05-01,65,94,65,94,159
LA ASUNTA,atencion odontologica,cirugia bucal menor,2012-05-01,30,90,30,90,120
LA GUARDIA,atencion odontologica,cirugia bucal menor,2012-05-01,48,62,48,62,110
LA PAZ,atencion odontologica,cirugia bucal menor,2012-05-01,518,866,518,866,1384
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2012-05-01,2,7,2,7,9
LAJA,atencion odontologica,cirugia bucal menor,2012-05-01,36,33,36,33,69
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2012-05-01,9,10,9,10,19
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2012-05-01,3,5,3,5,8
LLALLAGUA,atencion odontologica,cirugia bucal menor,2012-05-01,35,64,35,64,99
LLICA,atencion odontologica,cirugia bucal menor,2012-05-01,27,23,27,23,50
LURIBAY,atencion odontologica,cirugia bucal menor,2012-05-01,21,25,21,25,46
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2012-05-01,14,18,14,18,32
MACHARETI,atencion odontologica,cirugia bucal menor,2012-05-01,5,3,5,3,8
MAGDALENA,atencion odontologica,cirugia bucal menor,2012-05-01,28,30,28,30,58
MAIRANA,atencion odontologica,cirugia bucal menor,2012-05-01,1,4,1,4,5
MALLA,atencion odontologica,cirugia bucal menor,2012-05-01,6,7,6,7,13
MAPIRI,atencion odontologica,cirugia bucal menor,2012-05-01,15,30,15,30,45
MECAPACA,atencion odontologica,cirugia bucal menor,2012-05-01,7,10,7,10,17
MINEROS,atencion odontologica,cirugia bucal menor,2012-05-01,9,5,9,5,14
MIZQUE,atencion odontologica,cirugia bucal menor,2012-05-01,13,21,13,21,34
MOCOMOCO,atencion odontologica,cirugia bucal menor,2012-05-01,58,79,58,79,137
MOJOCOYA,atencion odontologica,cirugia bucal menor,2012-05-01,6,41,6,41,47
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2012-05-01,52,77,52,77,129
MONTERO,atencion odontologica,cirugia bucal menor,2012-05-01,97,102,97,102,199
MORO MORO,atencion odontologica,cirugia bucal menor,2012-05-01,0,2,0,2,2
MOROCHATA,atencion odontologica,cirugia bucal menor,2012-05-01,5,8,5,8,13
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2012-05-01,8,7,8,7,15
OCURI,atencion odontologica,cirugia bucal menor,2012-05-01,24,71,24,71,95
OKINAWA,atencion odontologica,cirugia bucal menor,2012-05-01,4,3,4,3,7
OMEREQUE,atencion odontologica,cirugia bucal menor,2012-05-01,5,20,5,20,25
ORURO,atencion odontologica,cirugia bucal menor,2012-05-01,307,408,307,408,715
PADCAYA,atencion odontologica,cirugia bucal menor,2012-05-01,84,144,84,144,228
PADILLA,atencion odontologica,cirugia bucal menor,2012-05-01,41,44,41,44,85
PAILON,atencion odontologica,cirugia bucal menor,2012-05-01,8,11,8,11,19
PALCA,atencion odontologica,cirugia bucal menor,2012-05-01,41,71,41,71,112
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2012-05-01,13,34,13,34,47
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2012-05-01,6,9,6,9,15
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2012-05-01,6,14,6,14,20
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2012-05-01,7,7,7,7,14
PASORAPA,atencion odontologica,cirugia bucal menor,2012-05-01,8,5,8,5,13
PATACAMAYA,atencion odontologica,cirugia bucal menor,2012-05-01,34,34,34,34,68
PAZÑA,atencion odontologica,cirugia bucal menor,2012-05-01,7,13,7,13,20
PELECHUCO,atencion odontologica,cirugia bucal menor,2012-05-01,19,34,19,34,53
POCOATA,atencion odontologica,cirugia bucal menor,2012-05-01,33,66,33,66,99
POCONA,atencion odontologica,cirugia bucal menor,2012-05-01,47,83,47,83,130
POJO (CBBA),atencion odontologica,cirugia bucal menor,2012-05-01,8,16,8,16,24
POOPO,atencion odontologica,cirugia bucal menor,2012-05-01,29,34,29,34,63
PORCO,atencion odontologica,cirugia bucal menor,2012-05-01,4,18,4,18,22
