,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,atencion odontologica,primera consulta,2012-04-01,350,491,350,491,841
SACABAMBA,atencion odontologica,primera consulta,2012-04-01,0,3,0,3,3
SACACA,atencion odontologica,primera consulta,2012-04-01,28,39,28,39,67
SAIPINA,atencion odontologica,primera consulta,2012-04-01,10,24,10,24,34
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-04-01,19,32,19,32,51
SAMAIPATA,atencion odontologica,primera consulta,2012-04-01,26,40,26,40,66
SAN AGUSTIN,atencion odontologica,primera consulta,2012-04-01,1,2,1,2,3
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-04-01,84,127,84,127,211
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-04-01,3,5,3,5,8
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-04-01,6,19,6,19,25
SAN BENITO,atencion odontologica,primera consulta,2012-04-01,34,15,34,15,49
SAN BORJA,atencion odontologica,primera consulta,2012-04-01,78,109,78,109,187
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-04-01,23,20,23,20,43
SAN CARLOS,atencion odontologica,primera consulta,2012-04-01,50,125,50,125,175
SAN IGNACIO,atencion odontologica,primera consulta,2012-04-01,290,315,290,315,605
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-04-01,90,134,90,134,224
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-04-01,117,106,117,106,223
SAN JOAQUIN,atencion odontologica,primera consulta,2012-04-01,11,9,11,9,20
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-04-01,99,127,99,127,226
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-04-01,10,21,10,21,31
SAN JULIAN,atencion odontologica,primera consulta,2012-04-01,67,71,67,71,138
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-04-01,46,101,46,101,147
SAN LUCAS,atencion odontologica,primera consulta,2012-04-01,487,501,487,501,988
SAN MATIAS,atencion odontologica,primera consulta,2012-04-01,25,32,25,32,57
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-04-01,31,50,31,50,81
SAN PEDRO,atencion odontologica,primera consulta,2012-04-01,30,65,30,65,95
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-04-01,24,34,24,34,58
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-04-01,46,62,46,62,108
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-04-01,20,33,20,33,53
SAN RAFAEL,atencion odontologica,primera consulta,2012-04-01,107,113,107,113,220
SAN RAMON BENI,atencion odontologica,primera consulta,2012-04-01,7,13,7,13,20
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-04-01,47,56,47,56,103
SANTA ANA,atencion odontologica,primera consulta,2012-04-01,70,58,70,58,128
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-04-01,1516,2280,1516,2280,3796
SANTA ROSA,atencion odontologica,primera consulta,2012-04-01,4,5,4,5,9
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-04-01,159,221,159,221,380
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-04-01,15,19,15,19,34
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-04-01,39,39,39,39,78
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-04-01,68,85,68,85,153
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-04-01,94,120,94,120,214
SANTIVAÑES,atencion odontologica,primera consulta,2012-04-01,13,9,13,9,22
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-04-01,15,17,15,17,32
SAPAHAQUI,atencion odontologica,primera consulta,2012-04-01,18,25,18,25,43
SHINAOTA,atencion odontologica,primera consulta,2012-04-01,8,12,8,12,20
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-04-01,44,79,44,79,123
SICAYA,atencion odontologica,primera consulta,2012-04-01,7,9,7,9,16
SIPE SIPE,atencion odontologica,primera consulta,2012-04-01,81,143,81,143,224
SOPACHUY,atencion odontologica,primera consulta,2012-04-01,37,88,37,88,125
SORACACHI,atencion odontologica,primera consulta,2012-04-01,84,97,84,97,181
SORATA,atencion odontologica,primera consulta,2012-04-01,16,35,16,35,51
SUCRE,atencion odontologica,primera consulta,2012-04-01,2723,3750,2723,3750,6473
TACACOMA,atencion odontologica,primera consulta,2012-04-01,36,43,36,43,79
TACOPAYA,atencion odontologica,primera consulta,2012-04-01,11,18,11,18,29
TAHUA,atencion odontologica,primera consulta,2012-04-01,8,10,8,10,18
TAPACARI,atencion odontologica,primera consulta,2012-04-01,62,80,62,80,142
TARABUCO,atencion odontologica,primera consulta,2012-04-01,235,318,235,318,553
TARACO,atencion odontologica,primera consulta,2012-04-01,43,28,43,28,71
TARATA,atencion odontologica,primera consulta,2012-04-01,16,33,16,33,49
TARIJA,atencion odontologica,primera consulta,2012-04-01,554,737,554,737,1291
TARVITA,atencion odontologica,primera consulta,2012-04-01,229,320,229,320,549
TEOPONTE,atencion odontologica,primera consulta,2012-04-01,40,44,40,44,84
TIAWANACU,atencion odontologica,primera consulta,2012-04-01,96,159,96,159,255
TINGUIPAYA,atencion odontologica,primera consulta,2012-04-01,27,37,27,37,64
TIPUANI,atencion odontologica,primera consulta,2012-04-01,19,31,19,31,50
TIQUIPAYA,atencion odontologica,primera consulta,2012-04-01,198,260,198,260,458
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-04-01,34,48,34,48,82
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-04-01,14,15,14,15,29
TOCO,atencion odontologica,primera consulta,2012-04-01,12,32,12,32,44
TOLATA,atencion odontologica,primera consulta,2012-04-01,14,18,14,18,32
TOLEDO,atencion odontologica,primera consulta,2012-04-01,32,50,32,50,82
TOMAVE,atencion odontologica,primera consulta,2012-04-01,32,37,32,37,69
TOMINA,atencion odontologica,primera consulta,2012-04-01,237,261,237,261,498
TORO TORO,atencion odontologica,primera consulta,2012-04-01,97,158,97,158,255
TOTORA(CBBA),atencion odontologica,primera consulta,2012-04-01,228,296,228,296,524
TOTORA(ORR),atencion odontologica,primera consulta,2012-04-01,13,11,13,11,24
TRIGAL,atencion odontologica,primera consulta,2012-04-01,22,21,22,21,43
TRINIDAD,atencion odontologica,primera consulta,2012-04-01,198,245,198,245,443
TUPIZA,atencion odontologica,primera consulta,2012-04-01,44,41,44,41,85
TURCO,atencion odontologica,primera consulta,2012-04-01,53,49,53,49,102
UMALA,atencion odontologica,primera consulta,2012-04-01,9,6,9,6,15
UNCIA,atencion odontologica,primera consulta,2012-04-01,19,30,19,30,49
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2012-04-01,56,107,56,107,163
URUBICHA,atencion odontologica,primera consulta,2012-04-01,4,9,4,9,13
UYUNI,atencion odontologica,primera consulta,2012-04-01,88,91,88,91,179
VACAS,atencion odontologica,primera consulta,2012-04-01,38,49,38,49,87
VALLEGRANDE,atencion odontologica,primera consulta,2012-04-01,156,165,156,165,321
VIACHA,atencion odontologica,primera consulta,2012-04-01,202,206,202,206,408
VILA VILA,atencion odontologica,primera consulta,2012-04-01,21,43,21,43,64
VILLA CHARCAS,atencion odontologica,primera consulta,2012-04-01,177,229,177,229,406
VILLA MONTES,atencion odontologica,primera consulta,2012-04-01,170,275,170,275,445
VILLA RIVERO,atencion odontologica,primera consulta,2012-04-01,14,18,14,18,32
VILLA SERRANO,atencion odontologica,primera consulta,2012-04-01,139,168,139,168,307
VILLA TUNARI,atencion odontologica,primera consulta,2012-04-01,340,369,340,369,709
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2012-04-01,84,118,84,118,202
VILLAZON,atencion odontologica,primera consulta,2012-04-01,68,113,68,113,181
VINTO,atencion odontologica,primera consulta,2012-04-01,44,75,44,75,119
WALDO BALLIVIAN,atencion odontologica,primera consulta,2012-04-01,8,7,8,7,15
WARNES,atencion odontologica,primera consulta,2012-04-01,78,136,78,136,214
YACO,atencion odontologica,primera consulta,2012-04-01,18,27,18,27,45
YACUIBA,atencion odontologica,primera consulta,2012-04-01,96,169,96,169,265
YAMPARAEZ,atencion odontologica,primera consulta,2012-04-01,102,262,102,262,364
YANACACHI,atencion odontologica,primera consulta,2012-04-01,22,22,22,22,44
YAPACANI,atencion odontologica,primera consulta,2012-04-01,50,174,50,174,224
YOCALLA,atencion odontologica,primera consulta,2012-04-01,42,53,42,53,95
YOTALA,atencion odontologica,primera consulta,2012-04-01,36,67,36,67,103
YUNCHARA,atencion odontologica,primera consulta,2012-04-01,41,78,41,78,119
ZUDAÑEZ,atencion odontologica,primera consulta,2012-04-01,33,65,33,65,98
ACACIO,atencion odontologica,primera consulta,2012-05-01,20,18,20,18,38
ACHACACHI,atencion odontologica,primera consulta,2012-05-01,400,567,400,567,967
ACHOCALLA,atencion odontologica,primera consulta,2012-05-01,36,68,36,68,104
AIQUILE,atencion odontologica,primera consulta,2012-05-01,40,32,40,32,72
ALALAY,atencion odontologica,primera consulta,2012-05-01,54,53,54,53,107
ALCALA,atencion odontologica,primera consulta,2012-05-01,22,41,22,41,63
ALTO BENI,atencion odontologica,primera consulta,2012-05-01,36,54,36,54,90
ANCORAIMES,atencion odontologica,primera consulta,2012-05-01,0,7,0,7,7
ANDAMARCA,atencion odontologica,primera consulta,2012-05-01,20,27,20,27,47
ANTEQUERA,atencion odontologica,primera consulta,2012-05-01,15,16,15,16,31
ANZALDO,atencion odontologica,primera consulta,2012-05-01,23,37,23,37,60
APOLO,atencion odontologica,primera consulta,2012-05-01,40,69,40,69,109
ARAMPAMPA,atencion odontologica,primera consulta,2012-05-01,4,14,4,14,18
ARANI,atencion odontologica,primera consulta,2012-05-01,22,42,22,42,64
ARBIETO,atencion odontologica,primera consulta,2012-05-01,37,56,37,56,93
ARQUE,atencion odontologica,primera consulta,2012-05-01,48,84,48,84,132
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2012-05-01,10,5,10,5,15
ATOCHA,atencion odontologica,primera consulta,2012-05-01,286,269,286,269,555
AUCAPATA,atencion odontologica,primera consulta,2012-05-01,5,19,5,19,24
AYATA,atencion odontologica,primera consulta,2012-05-01,20,30,20,30,50
AYO AYO,atencion odontologica,primera consulta,2012-05-01,39,41,39,41,80
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2012-05-01,85,103,85,103,188
AZURDUY,atencion odontologica,primera consulta,2012-05-01,30,52,30,52,82
BATALLAS,atencion odontologica,primera consulta,2012-05-01,34,68,34,68,102
BAURES,atencion odontologica,primera consulta,2012-05-01,15,16,15,16,31
BELEN DE URMIRI,atencion odontologica,primera consulta,2012-05-01,6,8,6,8,14
BERMEJO,atencion odontologica,primera consulta,2012-05-01,303,376,303,376,679
BETANZOS,atencion odontologica,primera consulta,2012-05-01,101,164,101,164,265
BOLIVAR,atencion odontologica,primera consulta,2012-05-01,107,116,107,116,223
BOLPEBRA,atencion odontologica,primera consulta,2012-05-01,10,6,10,6,16
BOYUIBE,atencion odontologica,primera consulta,2012-05-01,4,16,4,16,20
BUENA VISTA,atencion odontologica,primera consulta,2012-05-01,9,7,9,7,16
CABEZAS,atencion odontologica,primera consulta,2012-05-01,87,170,87,170,257
CAIROMA,atencion odontologica,primera consulta,2012-05-01,93,120,93,120,213
"CAIZA ""D""",atencion odontologica,primera consulta,2012-05-01,39,86,39,86,125
CAJUATA,atencion odontologica,primera consulta,2012-05-01,58,70,58,70,128
CALACOTO,atencion odontologica,primera consulta,2012-05-01,61,50,61,50,111
CALAMARCA,atencion odontologica,primera consulta,2012-05-01,64,106,64,106,170
CAMARGO,atencion odontologica,primera consulta,2012-05-01,170,183,170,183,353
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2012-05-01,18,20,18,20,38
CAMIRI,atencion odontologica,primera consulta,2012-05-01,177,246,177,246,423
CAPINOTA,atencion odontologica,primera consulta,2012-05-01,111,83,111,83,194
CAQUIAVIRI,atencion odontologica,primera consulta,2012-05-01,24,25,24,25,49
CARACOLLO,atencion odontologica,primera consulta,2012-05-01,43,79,43,79,122
CARANAVI,atencion odontologica,primera consulta,2012-05-01,561,555,561,555,1116
CARAPARI,atencion odontologica,primera consulta,2012-05-01,121,160,121,160,281
CARIPUYO,atencion odontologica,primera consulta,2012-05-01,39,60,39,60,99
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-05-01,31,57,31,57,88
CATACORA,atencion odontologica,primera consulta,2012-05-01,17,15,17,15,32
CHALLAPATA,atencion odontologica,primera consulta,2012-05-01,100,150,100,150,250
CHAQUI,atencion odontologica,primera consulta,2012-05-01,13,20,13,20,33
CHARAGUA,atencion odontologica,primera consulta,2012-05-01,60,93,60,93,153
CHARAÑA,atencion odontologica,primera consulta,2012-05-01,14,16,14,16,30
CHAYANTA,atencion odontologica,primera consulta,2012-05-01,23,36,23,36,59
CHIMORE,atencion odontologica,primera consulta,2012-05-01,38,43,38,43,81
CHIPAYA,atencion odontologica,primera consulta,2012-05-01,25,26,25,26,51
CHOQUE COTA,atencion odontologica,primera consulta,2012-05-01,4,4,4,4,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-05-01,36,42,36,42,78
CHUMA,atencion odontologica,primera consulta,2012-05-01,100,96,100,96,196
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2012-05-01,19,26,19,26,45
CKOCHAS,atencion odontologica,primera consulta,2012-05-01,21,20,21,20,41
CLIZA,atencion odontologica,primera consulta,2012-05-01,23,20,23,20,43
COBIJA,atencion odontologica,primera consulta,2012-05-01,155,245,155,245,400
COCAPATA,atencion odontologica,primera consulta,2012-05-01,26,40,26,40,66
COCHABAMBA,atencion odontologica,primera consulta,2012-05-01,1548,2217,1548,2217,3765
COIPASA,atencion odontologica,primera consulta,2012-05-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica,primera consulta,2012-05-01,83,122,83,122,205
"COLCHA ""K""",atencion odontologica,primera consulta,2012-05-01,58,57,58,57,115
COLLANA,atencion odontologica,primera consulta,2012-05-01,19,52,19,52,71
COLOMI,atencion odontologica,primera consulta,2012-05-01,36,83,36,83,119
COLPA BELGICA,atencion odontologica,primera consulta,2012-05-01,24,22,24,22,46
COLQUECHACA,atencion odontologica,primera consulta,2012-05-01,126,162,126,162,288
COLQUENCHA,atencion odontologica,primera consulta,2012-05-01,13,17,13,17,30
COLQUIRI,atencion odontologica,primera consulta,2012-05-01,35,32,35,32,67
COMANCHE,atencion odontologica,primera consulta,2012-05-01,17,16,17,16,33
COMARAPA,atencion odontologica,primera consulta,2012-05-01,96,88,96,88,184
CONCEPCION,atencion odontologica,primera consulta,2012-05-01,12,19,12,19,31
COPACABANA,atencion odontologica,primera consulta,2012-05-01,23,25,23,25,48
CORIPATA,atencion odontologica,primera consulta,2012-05-01,120,124,120,124,244
CORO CORO,atencion odontologica,primera consulta,2012-05-01,19,19,19,19,38
COROICO,atencion odontologica,primera consulta,2012-05-01,15,25,15,25,40
CORQUE,atencion odontologica,primera consulta,2012-05-01,16,18,16,18,34
COTAGAITA,atencion odontologica,primera consulta,2012-05-01,194,265,194,265,459
COTOCA,atencion odontologica,primera consulta,2012-05-01,30,95,30,95,125
CUATRO CAÑADAS,atencion odontologica,primera consulta,2012-05-01,52,111,52,111,163
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2012-05-01,16,16,16,16,32
CUEVO,atencion odontologica,primera consulta,2012-05-01,12,40,12,40,52
CULPINA,atencion odontologica,primera consulta,2012-05-01,161,239,161,239,400
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2012-05-01,10,9,10,9,19
CURVA,atencion odontologica,primera consulta,2012-05-01,30,26,30,26,56
DESAGUADERO,atencion odontologica,primera consulta,2012-05-01,115,106,115,106,221
EL ALTO,atencion odontologica,primera consulta,2012-05-01,2169,2736,2169,2736,4905
EL PUENTE(STC),atencion odontologica,primera consulta,2012-05-01,10,12,10,12,22
EL PUENTE(TJA),atencion odontologica,primera consulta,2012-05-01,63,112,63,112,175
EL TORNO,atencion odontologica,primera consulta,2012-05-01,117,71,117,71,188
EL VILLAR,atencion odontologica,primera consulta,2012-05-01,12,28,12,28,40
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2012-05-01,98,160,98,160,258
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2012-05-01,27,63,27,63,90
ESCOMA,atencion odontologica,primera consulta,2012-05-01,58,49,58,49,107
EUCALIPTUS,atencion odontologica,primera consulta,2012-05-01,15,27,15,27,42
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2012-05-01,22,40,22,40,62
FILADELFIA,atencion odontologica,primera consulta,2012-05-01,49,49,49,49,98
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2012-05-01,165,260,165,260,425
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2012-05-01,41,69,41,69,110
GUANAY,atencion odontologica,primera consulta,2012-05-01,59,100,59,100,159
GUAQUI,atencion odontologica,primera consulta,2012-05-01,43,68,43,68,111
GUAYARAMERIN,atencion odontologica,primera consulta,2012-05-01,170,269,170,269,439
GUTIERREZ,atencion odontologica,primera consulta,2012-05-01,67,107,67,107,174
HUACARETA,atencion odontologica,primera consulta,2012-05-01,29,63,29,63,92
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-05-01,19,23,19,23,42
HUACHACALLA,atencion odontologica,primera consulta,2012-05-01,10,13,10,13,23
HUANUNI,atencion odontologica,primera consulta,2012-05-01,82,82,82,82,164
HUARACAJE,atencion odontologica,primera consulta,2012-05-01,13,20,13,20,33
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-05-01,31,33,31,33,64
HUMANATA,atencion odontologica,primera consulta,2012-05-01,8,5,8,5,13
ICHOCA,atencion odontologica,primera consulta,2012-05-01,29,33,29,33,62
ICLA,atencion odontologica,primera consulta,2012-05-01,86,171,86,171,257
INCAHUASI,atencion odontologica,primera consulta,2012-05-01,375,491,375,491,866
INQUISIVI,atencion odontologica,primera consulta,2012-05-01,13,21,13,21,34
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-05-01,44,49,44,49,93
IXIAMAS,atencion odontologica,primera consulta,2012-05-01,10,25,10,25,35
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-05-01,349,363,349,363,712
LA ASUNTA,atencion odontologica,primera consulta,2012-05-01,65,121,65,121,186
LA GUARDIA,atencion odontologica,primera consulta,2012-05-01,82,178,82,178,260
LA PAZ,atencion odontologica,primera consulta,2012-05-01,3798,4330,3798,4330,8128
LAGUNILLAS,atencion odontologica,primera consulta,2012-05-01,8,15,8,15,23
LAJA,atencion odontologica,primera consulta,2012-05-01,47,74,47,74,121
