,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CAIROMA,atencion odontologica,otras acciones,2012-05-01,8,21,8,21,29
"CAIZA ""D""",atencion odontologica,otras acciones,2012-05-01,32,91,32,91,123
CAJUATA,atencion odontologica,otras acciones,2012-05-01,5,12,5,12,17
CALACOTO,atencion odontologica,otras acciones,2012-05-01,16,18,16,18,34
CALAMARCA,atencion odontologica,otras acciones,2012-05-01,38,78,38,78,116
CAMARGO,atencion odontologica,otras acciones,2012-05-01,123,159,123,159,282
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2012-05-01,16,38,16,38,54
CAMIRI,atencion odontologica,otras acciones,2012-05-01,53,123,53,123,176
CAPINOTA,atencion odontologica,otras acciones,2012-05-01,60,59,60,59,119
CAQUIAVIRI,atencion odontologica,otras acciones,2012-05-01,9,9,9,9,18
CARACOLLO,atencion odontologica,otras acciones,2012-05-01,62,84,62,84,146
CARANAVI,atencion odontologica,otras acciones,2012-05-01,239,292,239,292,531
CARAPARI,atencion odontologica,otras acciones,2012-05-01,16,22,16,22,38
CARIPUYO,atencion odontologica,otras acciones,2012-05-01,12,28,12,28,40
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2012-05-01,12,25,12,25,37
CATACORA,atencion odontologica,otras acciones,2012-05-01,3,1,3,1,4
CHALLAPATA,atencion odontologica,otras acciones,2012-05-01,16,30,16,30,46
CHAQUI,atencion odontologica,otras acciones,2012-05-01,11,17,11,17,28
CHARAGUA,atencion odontologica,otras acciones,2012-05-01,5,3,5,3,8
CHAYANTA,atencion odontologica,otras acciones,2012-05-01,33,33,33,33,66
CHIMORE,atencion odontologica,otras acciones,2012-05-01,6,10,6,10,16
CHIPAYA,atencion odontologica,otras acciones,2012-05-01,6,10,6,10,16
CHOQUE COTA,atencion odontologica,otras acciones,2012-05-01,3,5,3,5,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2012-05-01,4,12,4,12,16
CHUMA,atencion odontologica,otras acciones,2012-05-01,43,39,43,39,82
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2012-05-01,10,18,10,18,28
CKOCHAS,atencion odontologica,otras acciones,2012-05-01,23,19,23,19,42
CLIZA,atencion odontologica,otras acciones,2012-05-01,60,118,60,118,178
COBIJA,atencion odontologica,otras acciones,2012-05-01,46,81,46,81,127
COCAPATA,atencion odontologica,otras acciones,2012-05-01,5,3,5,3,8
COCHABAMBA,atencion odontologica,otras acciones,2012-05-01,1743,2240,1743,2240,3983
COIPASA,atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,otras acciones,2012-05-01,112,118,112,118,230
"COLCHA ""K""",atencion odontologica,otras acciones,2012-05-01,11,11,11,11,22
COLLANA,atencion odontologica,otras acciones,2012-05-01,6,11,6,11,17
COLOMI,atencion odontologica,otras acciones,2012-05-01,4,5,4,5,9
COLQUECHACA,atencion odontologica,otras acciones,2012-05-01,48,83,48,83,131
COMANCHE,atencion odontologica,otras acciones,2012-05-01,4,6,4,6,10
COMARAPA,atencion odontologica,otras acciones,2012-05-01,70,78,70,78,148
COPACABANA,atencion odontologica,otras acciones,2012-05-01,17,23,17,23,40
CORIPATA,atencion odontologica,otras acciones,2012-05-01,2,2,2,2,4
CORO CORO,atencion odontologica,otras acciones,2012-05-01,7,8,7,8,15
COROICO,atencion odontologica,otras acciones,2012-05-01,49,62,49,62,111
CORQUE,atencion odontologica,otras acciones,2012-05-01,17,20,17,20,37
COTAGAITA,atencion odontologica,otras acciones,2012-05-01,104,161,104,161,265
COTOCA,atencion odontologica,otras acciones,2012-05-01,3,10,3,10,13
CUATRO CAÑADAS,atencion odontologica,otras acciones,2012-05-01,22,73,22,73,95
CUEVO,atencion odontologica,otras acciones,2012-05-01,28,23,28,23,51
CULPINA,atencion odontologica,otras acciones,2012-05-01,62,49,62,49,111
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2012-05-01,31,50,31,50,81
CURVA,atencion odontologica,otras acciones,2012-05-01,13,2,13,2,15
DESAGUADERO,atencion odontologica,otras acciones,2012-05-01,22,23,22,23,45
EL ALTO,atencion odontologica,otras acciones,2012-05-01,1453,2049,1453,2049,3502
EL PUENTE(STC),atencion odontologica,otras acciones,2012-05-01,11,17,11,17,28
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-05-01,2,15,2,15,17
EL TORNO,atencion odontologica,otras acciones,2012-05-01,1,5,1,5,6
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-05-01,18,33,18,33,51
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-05-01,10,17,10,17,27
ESCOMA,atencion odontologica,otras acciones,2012-05-01,8,1,8,1,9
EUCALIPTUS,atencion odontologica,otras acciones,2012-05-01,13,25,13,25,38
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-05-01,20,23,20,23,43
FILADELFIA,atencion odontologica,otras acciones,2012-05-01,2,6,2,6,8
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-05-01,3,9,3,9,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-05-01,11,24,11,24,35
GUANAY,atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
GUAQUI,atencion odontologica,otras acciones,2012-05-01,27,55,27,55,82
GUAYARAMERIN,atencion odontologica,otras acciones,2012-05-01,127,149,127,149,276
GUTIERREZ,atencion odontologica,otras acciones,2012-05-01,21,24,21,24,45
HUACARETA,atencion odontologica,otras acciones,2012-05-01,4,21,4,21,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-05-01,2,0,2,0,2
HUACHACALLA,atencion odontologica,otras acciones,2012-05-01,13,13,13,13,26
HUANUNI,atencion odontologica,otras acciones,2012-05-01,73,95,73,95,168
HUARACAJE,atencion odontologica,otras acciones,2012-05-01,4,3,4,3,7
HUARINA,atencion odontologica,otras acciones,2012-05-01,10,9,10,9,19
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-05-01,38,40,38,40,78
HUMANATA,atencion odontologica,otras acciones,2012-05-01,4,9,4,9,13
ICHOCA,atencion odontologica,otras acciones,2012-05-01,4,5,4,5,9
ICLA,atencion odontologica,otras acciones,2012-05-01,6,4,6,4,10
INCAHUASI,atencion odontologica,otras acciones,2012-05-01,5,7,5,7,12
INQUISIVI,atencion odontologica,otras acciones,2012-05-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-05-01,59,55,59,55,114
IXIAMAS,atencion odontologica,otras acciones,2012-05-01,4,2,4,2,6
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-05-01,233,228,233,228,461
LA ASUNTA,atencion odontologica,otras acciones,2012-05-01,48,68,48,68,116
LA GUARDIA,atencion odontologica,otras acciones,2012-05-01,2,7,2,7,9
LA PAZ,atencion odontologica,otras acciones,2012-05-01,3139,3939,3139,3939,7078
LAJA,atencion odontologica,otras acciones,2012-05-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,otras acciones,2012-05-01,61,167,61,167,228
LLICA,atencion odontologica,otras acciones,2012-05-01,52,55,52,55,107
LURIBAY,atencion odontologica,otras acciones,2012-05-01,5,5,5,5,10
MACHACAMARCA,atencion odontologica,otras acciones,2012-05-01,22,10,22,10,32
MACHARETI,atencion odontologica,otras acciones,2012-05-01,11,8,11,8,19
MAGDALENA,atencion odontologica,otras acciones,2012-05-01,4,4,4,4,8
MAIRANA,atencion odontologica,otras acciones,2012-05-01,6,16,6,16,22
MALLA,atencion odontologica,otras acciones,2012-05-01,7,2,7,2,9
MAPIRI,atencion odontologica,otras acciones,2012-05-01,7,38,7,38,45
MECAPACA,atencion odontologica,otras acciones,2012-05-01,28,40,28,40,68
MINEROS,atencion odontologica,otras acciones,2012-05-01,1,6,1,6,7
MIZQUE,atencion odontologica,otras acciones,2012-05-01,25,23,25,23,48
MOCOMOCO,atencion odontologica,otras acciones,2012-05-01,17,12,17,12,29
MOJOCOYA,atencion odontologica,otras acciones,2012-05-01,34,46,34,46,80
MONTEAGUDO,atencion odontologica,otras acciones,2012-05-01,53,114,53,114,167
MONTERO,atencion odontologica,otras acciones,2012-05-01,53,57,53,57,110
MOROCHATA,atencion odontologica,otras acciones,2012-05-01,6,22,6,22,28
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2012-05-01,9,0,9,0,9
OCURI,atencion odontologica,otras acciones,2012-05-01,9,10,9,10,19
OMEREQUE,atencion odontologica,otras acciones,2012-05-01,5,9,5,9,14
ORURO,atencion odontologica,otras acciones,2012-05-01,714,945,714,945,1659
PADCAYA,atencion odontologica,otras acciones,2012-05-01,37,39,37,39,76
PADILLA,atencion odontologica,otras acciones,2012-05-01,13,30,13,30,43
PAILON,atencion odontologica,otras acciones,2012-05-01,18,9,18,9,27
PALCA,atencion odontologica,otras acciones,2012-05-01,18,21,18,21,39
PALOS BLANCOS,atencion odontologica,otras acciones,2012-05-01,14,19,14,19,33
PAMPA AULLAGAS,atencion odontologica,otras acciones,2012-05-01,5,10,5,10,15
PAMPA GRANDE,atencion odontologica,otras acciones,2012-05-01,3,13,3,13,16
PAPEL PAMPA,atencion odontologica,otras acciones,2012-05-01,3,16,3,16,19
PASORAPA,atencion odontologica,otras acciones,2012-05-01,2,5,2,5,7
PATACAMAYA,atencion odontologica,otras acciones,2012-05-01,90,147,90,147,237
PAZÑA,atencion odontologica,otras acciones,2012-05-01,16,8,16,8,24
PELECHUCO,atencion odontologica,otras acciones,2012-05-01,6,22,6,22,28
POCOATA,atencion odontologica,otras acciones,2012-05-01,60,142,60,142,202
POCONA,atencion odontologica,otras acciones,2012-05-01,8,34,8,34,42
POJO (CBBA),atencion odontologica,otras acciones,2012-05-01,11,17,11,17,28
POOPO,atencion odontologica,otras acciones,2012-05-01,37,36,37,36,73
PORCO,atencion odontologica,otras acciones,2012-05-01,22,67,22,67,89
POROMA,atencion odontologica,otras acciones,2012-05-01,10,34,10,34,44
PORONGO,atencion odontologica,otras acciones,2012-05-01,2,0,2,0,2
PORTACHUELO,atencion odontologica,otras acciones,2012-05-01,26,52,26,52,78
PORVENIR,atencion odontologica,otras acciones,2012-05-01,0,8,0,8,8
POSTRER VALLE,atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
POTOSI,atencion odontologica,otras acciones,2012-05-01,264,393,264,393,657
PRESTO,atencion odontologica,otras acciones,2012-05-01,5,2,5,2,7
PUCARANI,atencion odontologica,otras acciones,2012-05-01,51,65,51,65,116
PUERTO ACOSTA,atencion odontologica,otras acciones,2012-05-01,6,7,6,7,13
PUERTO CARABUCO,atencion odontologica,otras acciones,2012-05-01,20,23,20,23,43
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2012-05-01,5,0,5,0,5
PUERTO PEREZ,atencion odontologica,otras acciones,2012-05-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,otras acciones,2012-05-01,26,67,26,67,93
PUERTO RICO,atencion odontologica,otras acciones,2012-05-01,9,3,9,3,12
PUERTO SUAREZ,atencion odontologica,otras acciones,2012-05-01,2,9,2,9,11
PUERTO VILLARROEL,atencion odontologica,otras acciones,2012-05-01,32,42,32,42,74
PUNA,atencion odontologica,otras acciones,2012-05-01,58,65,58,65,123
PUNATA,atencion odontologica,otras acciones,2012-05-01,20,52,20,52,72
QUILLACOLLO,atencion odontologica,otras acciones,2012-05-01,182,224,182,224,406
QUIME,atencion odontologica,otras acciones,2012-05-01,139,52,139,52,191
QUIRUSILLAS,atencion odontologica,otras acciones,2012-05-01,4,5,4,5,9
RAVELO,atencion odontologica,otras acciones,2012-05-01,12,17,12,17,29
REYES,atencion odontologica,otras acciones,2012-05-01,0,1,0,1,1
RIBERALTA,atencion odontologica,otras acciones,2012-05-01,2,2,2,2,4
ROBORE,atencion odontologica,otras acciones,2012-05-01,2,10,2,10,12
RURRENABAQUE,atencion odontologica,otras acciones,2012-05-01,1,0,1,0,1
SABAYA,atencion odontologica,otras acciones,2012-05-01,66,76,66,76,142
SACABA,atencion odontologica,otras acciones,2012-05-01,511,851,511,851,1362
SACABAMBA,atencion odontologica,otras acciones,2012-05-01,0,3,0,3,3
SACACA,atencion odontologica,otras acciones,2012-05-01,5,8,5,8,13
SAIPINA,atencion odontologica,otras acciones,2012-05-01,5,10,5,10,15
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2012-05-01,24,54,24,54,78
SAMAIPATA,atencion odontologica,otras acciones,2012-05-01,0,10,0,10,10
SAN AGUSTIN,atencion odontologica,otras acciones,2012-05-01,1,5,1,5,6
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2012-05-01,23,24,23,24,47
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2012-05-01,7,12,7,12,19
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2012-05-01,5,5,5,5,10
SAN BENITO,atencion odontologica,otras acciones,2012-05-01,23,49,23,49,72
SAN BORJA,atencion odontologica,otras acciones,2012-05-01,16,43,16,43,59
SAN BUENA VENTURA,atencion odontologica,otras acciones,2012-05-01,4,6,4,6,10
SAN CARLOS,atencion odontologica,otras acciones,2012-05-01,10,18,10,18,28
SAN IGNACIO,atencion odontologica,otras acciones,2012-05-01,15,8,15,8,23
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2012-05-01,7,10,7,10,17
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2012-05-01,13,21,13,21,34
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2012-05-01,4,2,4,2,6
SAN LORENZO(TJA),atencion odontologica,otras acciones,2012-05-01,30,111,30,111,141
SAN LUCAS,atencion odontologica,otras acciones,2012-05-01,55,90,55,90,145
SAN MATIAS,atencion odontologica,otras acciones,2012-05-01,1,4,1,4,5
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2012-05-01,12,22,12,22,34
SAN PEDRO,atencion odontologica,otras acciones,2012-05-01,10,6,10,6,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2012-05-01,10,33,10,33,43
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2012-05-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2012-05-01,3,7,3,7,10
SAN RAFAEL,atencion odontologica,otras acciones,2012-05-01,22,21,22,21,43
SANTA ANA,atencion odontologica,otras acciones,2012-05-01,0,4,0,4,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2012-05-01,613,683,613,683,1296
SANTA ROSA,atencion odontologica,otras acciones,2012-05-01,6,7,6,7,13
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2012-05-01,18,27,18,27,45
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2012-05-01,2,9,2,9,11
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2012-05-01,215,147,215,147,362
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2012-05-01,0,3,0,3,3
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2012-05-01,3,5,3,5,8
SANTIVAÑES,atencion odontologica,otras acciones,2012-05-01,18,31,18,31,49
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2012-05-01,5,3,5,3,8
SAPAHAQUI,atencion odontologica,otras acciones,2012-05-01,6,11,6,11,17
SHINAOTA,atencion odontologica,otras acciones,2012-05-01,43,20,43,20,63
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2012-05-01,8,16,8,16,24
SICAYA,atencion odontologica,otras acciones,2012-05-01,5,10,5,10,15
SIPE SIPE,atencion odontologica,otras acciones,2012-05-01,137,164,137,164,301
SOPACHUY,atencion odontologica,otras acciones,2012-05-01,23,119,23,119,142
SORACACHI,atencion odontologica,otras acciones,2012-05-01,13,14,13,14,27
SORATA,atencion odontologica,otras acciones,2012-05-01,56,46,56,46,102
SUCRE,atencion odontologica,otras acciones,2012-05-01,1130,1380,1130,1380,2510
TACACOMA,atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
TACOPAYA,atencion odontologica,otras acciones,2012-05-01,62,104,62,104,166
TAHUA,atencion odontologica,otras acciones,2012-05-01,4,2,4,2,6
TAPACARI,atencion odontologica,otras acciones,2012-05-01,22,31,22,31,53
TARABUCO,atencion odontologica,otras acciones,2012-05-01,5,11,5,11,16
TARACO,atencion odontologica,otras acciones,2012-05-01,15,23,15,23,38
TARATA,atencion odontologica,otras acciones,2012-05-01,10,20,10,20,30
TARIJA,atencion odontologica,otras acciones,2012-05-01,895,1530,895,1530,2425
TARVITA,atencion odontologica,otras acciones,2012-05-01,26,38,26,38,64
TIAWANACU,atencion odontologica,otras acciones,2012-05-01,60,83,60,83,143
TINGUIPAYA,atencion odontologica,otras acciones,2012-05-01,8,29,8,29,37
TIPUANI,atencion odontologica,otras acciones,2012-05-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,otras acciones,2012-05-01,112,214,112,214,326
TIRAQUE (CBBA),atencion odontologica,otras acciones,2012-05-01,35,70,35,70,105
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
TOCO,atencion odontologica,otras acciones,2012-05-01,25,23,25,23,48
TOLATA,atencion odontologica,otras acciones,2012-05-01,15,26,15,26,41
TOMAVE,atencion odontologica,otras acciones,2012-05-01,48,52,48,52,100
TOMINA,atencion odontologica,otras acciones,2012-05-01,404,462,404,462,866
TORO TORO,atencion odontologica,otras acciones,2012-05-01,46,131,46,131,177
TOTORA(CBBA),atencion odontologica,otras acciones,2012-05-01,33,56,33,56,89
TOTORA(ORR),atencion odontologica,otras acciones,2012-05-01,3,2,3,2,5
TRIGAL,atencion odontologica,otras acciones,2012-05-01,0,2,0,2,2
TRINIDAD,atencion odontologica,otras acciones,2012-05-01,39,83,39,83,122
TUPIZA,atencion odontologica,otras acciones,2012-05-01,62,96,62,96,158
TURCO,atencion odontologica,otras acciones,2012-05-01,9,9,9,9,18
UMALA,atencion odontologica,otras acciones,2012-05-01,6,14,6,14,20
UNCIA,atencion odontologica,otras acciones,2012-05-01,8,8,8,8,16
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2012-05-01,59,109,59,109,168
URUBICHA,atencion odontologica,otras acciones,2012-05-01,1,3,1,3,4
UYUNI,atencion odontologica,otras acciones,2012-05-01,18,14,18,14,32
VACAS,atencion odontologica,otras acciones,2012-05-01,10,24,10,24,34
VALLEGRANDE,atencion odontologica,otras acciones,2012-05-01,3,8,3,8,11
VIACHA,atencion odontologica,otras acciones,2012-05-01,123,126,123,126,249
VILA VILA,atencion odontologica,otras acciones,2012-05-01,3,0,3,0,3
VILLA CHARCAS,atencion odontologica,otras acciones,2012-05-01,9,22,9,22,31
VILLA MONTES,atencion odontologica,otras acciones,2012-05-01,77,146,77,146,223
VILLA RIVERO,atencion odontologica,otras acciones,2012-05-01,6,13,6,13,19
VILLA SERRANO,atencion odontologica,otras acciones,2012-05-01,307,297,307,297,604
VILLA TUNARI,atencion odontologica,otras acciones,2012-05-01,45,66,45,66,111
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2012-05-01,1,4,1,4,5
VILLAZON,atencion odontologica,otras acciones,2012-05-01,76,122,76,122,198
VINTO,atencion odontologica,otras acciones,2012-05-01,26,48,26,48,74
VITICHI,atencion odontologica,otras acciones,2012-05-01,39,80,39,80,119
WARNES,atencion odontologica,otras acciones,2012-05-01,61,118,61,118,179
YACO,atencion odontologica,otras acciones,2012-05-01,2,2,2,2,4
YACUIBA,atencion odontologica,otras acciones,2012-05-01,103,141,103,141,244
YAMPARAEZ,atencion odontologica,otras acciones,2012-05-01,52,59,52,59,111
YANACACHI,atencion odontologica,otras acciones,2012-05-01,14,22,14,22,36
YAPACANI,atencion odontologica,otras acciones,2012-05-01,3,29,3,29,32
YOCALLA,atencion odontologica,otras acciones,2012-05-01,15,26,15,26,41
YOTALA,atencion odontologica,otras acciones,2012-05-01,12,27,12,27,39
YUNCHARA,atencion odontologica,otras acciones,2012-05-01,15,29,15,29,44
ZUDAÑEZ,atencion odontologica,otras acciones,2012-05-01,8,10,8,10,18
ACACIO,atencion odontologica,otras acciones,2012-06-01,8,4,8,4,12
ACHACACHI,atencion odontologica,otras acciones,2012-06-01,116,147,116,147,263
ACHOCALLA,atencion odontologica,otras acciones,2012-06-01,3,9,3,9,12
ALALAY,atencion odontologica,otras acciones,2012-06-01,3,15,3,15,18
ALCALA,atencion odontologica,otras acciones,2012-06-01,21,57,21,57,78
ALTO BENI,atencion odontologica,otras acciones,2012-06-01,7,8,7,8,15
ANCORAIMES,atencion odontologica,otras acciones,2012-06-01,3,2,3,2,5
ANDAMARCA,atencion odontologica,otras acciones,2012-06-01,22,37,22,37,59
ANTEQUERA,atencion odontologica,otras acciones,2012-06-01,24,28,24,28,52
ANZALDO,atencion odontologica,otras acciones,2012-06-01,7,3,7,3,10
APOLO,atencion odontologica,otras acciones,2012-06-01,11,12,11,12,23
ARAMPAMPA,atencion odontologica,otras acciones,2012-06-01,1,4,1,4,5
ARANI,atencion odontologica,otras acciones,2012-06-01,20,34,20,34,54
ARBIETO,atencion odontologica,otras acciones,2012-06-01,1,5,1,5,6
ARQUE,atencion odontologica,otras acciones,2012-06-01,5,12,5,12,17
ATOCHA,atencion odontologica,otras acciones,2012-06-01,100,136,100,136,236
AUCAPATA,atencion odontologica,otras acciones,2012-06-01,0,8,0,8,8
AYATA,atencion odontologica,otras acciones,2012-06-01,4,3,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2012-06-01,70,93,70,93,163
