,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-05-01,3,5,3,5,8
IXIAMAS,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-05-01,8,15,8,15,23
LA ASUNTA,atencion odontologica,endodoncias,2012-05-01,10,12,10,12,22
LA GUARDIA,atencion odontologica,endodoncias,2012-05-01,12,34,12,34,46
LA PAZ,atencion odontologica,endodoncias,2012-05-01,521,712,521,712,1233
LAGUNILLAS,atencion odontologica,endodoncias,2012-05-01,2,2,2,2,4
LAS CARRERAS,atencion odontologica,endodoncias,2012-05-01,3,2,3,2,5
LLALLAGUA,atencion odontologica,endodoncias,2012-05-01,12,24,12,24,36
LLICA,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
LURIBAY,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2012-05-01,5,2,5,2,7
MACHARETI,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
MAGDALENA,atencion odontologica,endodoncias,2012-05-01,2,2,2,2,4
MAIRANA,atencion odontologica,endodoncias,2012-05-01,0,6,0,6,6
MALLA,atencion odontologica,endodoncias,2012-05-01,3,0,3,0,3
MAPIRI,atencion odontologica,endodoncias,2012-05-01,7,12,7,12,19
MIZQUE,atencion odontologica,endodoncias,2012-05-01,2,10,2,10,12
MOCOMOCO,atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2012-05-01,10,10,10,10,20
MONTEAGUDO,atencion odontologica,endodoncias,2012-05-01,18,42,18,42,60
MONTERO,atencion odontologica,endodoncias,2012-05-01,27,40,27,40,67
MOROCHATA,atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
OCURI,atencion odontologica,endodoncias,2012-05-01,2,2,2,2,4
OKINAWA,atencion odontologica,endodoncias,2012-05-01,3,1,3,1,4
OMEREQUE,atencion odontologica,endodoncias,2012-05-01,3,3,3,3,6
ORURO,atencion odontologica,endodoncias,2012-05-01,169,224,169,224,393
PADCAYA,atencion odontologica,endodoncias,2012-05-01,11,7,11,7,18
PADILLA,atencion odontologica,endodoncias,2012-05-01,21,24,21,24,45
PAILON,atencion odontologica,endodoncias,2012-05-01,1,3,1,3,4
PALCA,atencion odontologica,endodoncias,2012-05-01,1,5,1,5,6
PALOS BLANCOS,atencion odontologica,endodoncias,2012-05-01,6,15,6,15,21
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-05-01,1,2,1,2,3
PAMPA GRANDE,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
PASORAPA,atencion odontologica,endodoncias,2012-05-01,2,0,2,0,2
PATACAMAYA,atencion odontologica,endodoncias,2012-05-01,5,7,5,7,12
PAZÑA,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
PELECHUCO,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
POCOATA,atencion odontologica,endodoncias,2012-05-01,3,1,3,1,4
POCONA,atencion odontologica,endodoncias,2012-05-01,4,12,4,12,16
POJO (CBBA),atencion odontologica,endodoncias,2012-05-01,4,6,4,6,10
POOPO,atencion odontologica,endodoncias,2012-05-01,6,0,6,0,6
PORCO,atencion odontologica,endodoncias,2012-05-01,7,9,7,9,16
POROMA,atencion odontologica,endodoncias,2012-05-01,3,13,3,13,16
PORONGO,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
PORVENIR,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
POTOSI,atencion odontologica,endodoncias,2012-05-01,166,310,166,310,476
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-05-01,2,2,2,2,4
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-05-01,3,6,3,6,9
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-05-01,6,14,6,14,20
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-05-01,64,81,64,81,145
PUNATA,atencion odontologica,endodoncias,2012-05-01,16,27,16,27,43
QUILLACOLLO,atencion odontologica,endodoncias,2012-05-01,77,72,77,72,149
QUIME,atencion odontologica,endodoncias,2012-05-01,8,6,8,6,14
QUIRUSILLAS,atencion odontologica,endodoncias,2012-05-01,3,2,3,2,5
RAVELO,atencion odontologica,endodoncias,2012-05-01,2,5,2,5,7
RIBERALTA,atencion odontologica,endodoncias,2012-05-01,41,22,41,22,63
RURRENABAQUE,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
SABAYA,atencion odontologica,endodoncias,2012-05-01,2,4,2,4,6
SACABA,atencion odontologica,endodoncias,2012-05-01,107,149,107,149,256
SAIPINA,atencion odontologica,endodoncias,2012-05-01,3,3,3,3,6
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2012-05-01,5,12,5,12,17
SAMAIPATA,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2012-05-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncias,2012-05-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
SAN BENITO,atencion odontologica,endodoncias,2012-05-01,12,48,12,48,60
SAN BORJA,atencion odontologica,endodoncias,2012-05-01,20,66,20,66,86
SAN BUENA VENTURA,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,endodoncias,2012-05-01,14,22,14,22,36
SAN IGNACIO,atencion odontologica,endodoncias,2012-05-01,5,8,5,8,13
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2012-05-01,5,5,5,5,10
SAN JAVIER(STC),atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
SAN JOAQUIN,atencion odontologica,endodoncias,2012-05-01,1,5,1,5,6
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
SAN LORENZO(PND),atencion odontologica,endodoncias,2012-05-01,0,3,0,3,3
SAN LORENZO(TJA),atencion odontologica,endodoncias,2012-05-01,18,26,18,26,44
SAN LUCAS,atencion odontologica,endodoncias,2012-05-01,6,17,6,17,23
SAN MATIAS,atencion odontologica,endodoncias,2012-05-01,6,1,6,1,7
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2012-05-01,5,9,5,9,14
SAN PEDRO,atencion odontologica,endodoncias,2012-05-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2012-05-01,1,8,1,8,9
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
SAN RAFAEL,atencion odontologica,endodoncias,2012-05-01,0,3,0,3,3
SAN RAMON BENI,atencion odontologica,endodoncias,2012-05-01,2,12,2,12,14
SAN RAMON SCZ,atencion odontologica,endodoncias,2012-05-01,9,0,9,0,9
SANTA ANA,atencion odontologica,endodoncias,2012-05-01,4,9,4,9,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2012-05-01,255,394,255,394,649
SANTA ROSA,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2012-05-01,1,8,1,8,9
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2012-05-01,8,7,8,7,15
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2012-05-01,7,12,7,12,19
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
SANTIVAÑES,atencion odontologica,endodoncias,2012-05-01,2,6,2,6,8
SAPAHAQUI,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
SENA,atencion odontologica,endodoncias,2012-05-01,0,4,0,4,4
SHINAOTA,atencion odontologica,endodoncias,2012-05-01,11,4,11,4,15
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2012-05-01,2,0,2,0,2
SIPE SIPE,atencion odontologica,endodoncias,2012-05-01,27,92,27,92,119
SOPACHUY,atencion odontologica,endodoncias,2012-05-01,3,22,3,22,25
SORACACHI,atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
SORATA,atencion odontologica,endodoncias,2012-05-01,22,16,22,16,38
SUCRE,atencion odontologica,endodoncias,2012-05-01,333,491,333,491,824
TAHUA,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
TAPACARI,atencion odontologica,endodoncias,2012-05-01,1,5,1,5,6
TARABUCO,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
TARATA,atencion odontologica,endodoncias,2012-05-01,8,8,8,8,16
TARIJA,atencion odontologica,endodoncias,2012-05-01,366,449,366,449,815
TARVITA,atencion odontologica,endodoncias,2012-05-01,5,11,5,11,16
TEOPONTE,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
TIAWANACU,atencion odontologica,endodoncias,2012-05-01,3,7,3,7,10
TINGUIPAYA,atencion odontologica,endodoncias,2012-05-01,1,6,1,6,7
TIQUIPAYA,atencion odontologica,endodoncias,2012-05-01,46,53,46,53,99
TIRAQUE (CBBA),atencion odontologica,endodoncias,2012-05-01,4,18,4,18,22
TOCO,atencion odontologica,endodoncias,2012-05-01,7,10,7,10,17
TOLATA,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
TOLEDO,atencion odontologica,endodoncias,2012-05-01,3,6,3,6,9
TOMAVE,atencion odontologica,endodoncias,2012-05-01,2,5,2,5,7
TOMINA,atencion odontologica,endodoncias,2012-05-01,9,21,9,21,30
TORO TORO,atencion odontologica,endodoncias,2012-05-01,4,9,4,9,13
TOTORA(CBBA),atencion odontologica,endodoncias,2012-05-01,3,8,3,8,11
TRINIDAD,atencion odontologica,endodoncias,2012-05-01,53,50,53,50,103
TUPIZA,atencion odontologica,endodoncias,2012-05-01,36,31,36,31,67
TURCO,atencion odontologica,endodoncias,2012-05-01,3,5,3,5,8
UNCIA,atencion odontologica,endodoncias,2012-05-01,5,10,5,10,15
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2012-05-01,20,38,20,38,58
URUBICHA,atencion odontologica,endodoncias,2012-05-01,6,7,6,7,13
UYUNI,atencion odontologica,endodoncias,2012-05-01,8,4,8,4,12
VACAS,atencion odontologica,endodoncias,2012-05-01,11,9,11,9,20
VALLEGRANDE,atencion odontologica,endodoncias,2012-05-01,9,8,9,8,17
VIACHA,atencion odontologica,endodoncias,2012-05-01,25,24,25,24,49
VILLA CHARCAS,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
VILLA MONTES,atencion odontologica,endodoncias,2012-05-01,39,96,39,96,135
VILLA RIVERO,atencion odontologica,endodoncias,2012-05-01,1,2,1,2,3
VILLA SERRANO,atencion odontologica,endodoncias,2012-05-01,8,8,8,8,16
VILLA TUNARI,atencion odontologica,endodoncias,2012-05-01,20,65,20,65,85
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
VILLAZON,atencion odontologica,endodoncias,2012-05-01,52,64,52,64,116
VINTO,atencion odontologica,endodoncias,2012-05-01,9,14,9,14,23
VITICHI,atencion odontologica,endodoncias,2012-05-01,5,12,5,12,17
WARNES,atencion odontologica,endodoncias,2012-05-01,1,8,1,8,9
YACUIBA,atencion odontologica,endodoncias,2012-05-01,34,71,34,71,105
YAMPARAEZ,atencion odontologica,endodoncias,2012-05-01,7,8,7,8,15
YANACACHI,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
YAPACANI,atencion odontologica,endodoncias,2012-05-01,10,39,10,39,49
YOCALLA,atencion odontologica,endodoncias,2012-05-01,3,4,3,4,7
YOTALA,atencion odontologica,endodoncias,2012-05-01,4,6,4,6,10
YUNCHARA,atencion odontologica,endodoncias,2012-05-01,7,7,7,7,14
ZUDAÑEZ,atencion odontologica,endodoncias,2012-05-01,1,11,1,11,12
ACACIO,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
ACHACACHI,atencion odontologica,endodoncias,2012-06-01,15,41,15,41,56
ACHOCALLA,atencion odontologica,endodoncias,2012-06-01,2,6,2,6,8
AIQUILE,atencion odontologica,endodoncias,2012-06-01,17,22,17,22,39
ALCALA,atencion odontologica,endodoncias,2012-06-01,0,4,0,4,4
ALTO BENI,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
ANCORAIMES,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
ANDAMARCA,atencion odontologica,endodoncias,2012-06-01,2,8,2,8,10
ANTEQUERA,atencion odontologica,endodoncias,2012-06-01,5,1,5,1,6
ANZALDO,atencion odontologica,endodoncias,2012-06-01,0,10,0,10,10
ARAMPAMPA,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
ARANI,atencion odontologica,endodoncias,2012-06-01,8,6,8,6,14
ARBIETO,atencion odontologica,endodoncias,2012-06-01,1,3,1,3,4
ARQUE,atencion odontologica,endodoncias,2012-06-01,0,7,0,7,7
ATOCHA,atencion odontologica,endodoncias,2012-06-01,80,127,80,127,207
AYO AYO,atencion odontologica,endodoncias,2012-06-01,6,2,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-06-01,19,32,19,32,51
AZURDUY,atencion odontologica,endodoncias,2012-06-01,1,10,1,10,11
BATALLAS,atencion odontologica,endodoncias,2012-06-01,0,6,0,6,6
BAURES,atencion odontologica,endodoncias,2012-06-01,2,6,2,6,8
BELEN DE URMIRI,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
BERMEJO,atencion odontologica,endodoncias,2012-06-01,35,68,35,68,103
BETANZOS,atencion odontologica,endodoncias,2012-06-01,4,8,4,8,12
BOLIVAR,atencion odontologica,endodoncias,2012-06-01,4,1,4,1,5
BOYUIBE,atencion odontologica,endodoncias,2012-06-01,0,4,0,4,4
BUENA VISTA,atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
CABEZAS,atencion odontologica,endodoncias,2012-06-01,1,6,1,6,7
CAIROMA,atencion odontologica,endodoncias,2012-06-01,3,5,3,5,8
"CAIZA ""D""",atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
CAJUATA,atencion odontologica,endodoncias,2012-06-01,7,1,7,1,8
CALACOTO,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
CALAMARCA,atencion odontologica,endodoncias,2012-06-01,8,10,8,10,18
CAMARGO,atencion odontologica,endodoncias,2012-06-01,11,45,11,45,56
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
CAMIRI,atencion odontologica,endodoncias,2012-06-01,21,42,21,42,63
CAPINOTA,atencion odontologica,endodoncias,2012-06-01,24,18,24,18,42
CAQUIAVIRI,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
CARACOLLO,atencion odontologica,endodoncias,2012-06-01,7,19,7,19,26
CARANAVI,atencion odontologica,endodoncias,2012-06-01,4,1,4,1,5
CARAPARI,atencion odontologica,endodoncias,2012-06-01,20,23,20,23,43
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2012-06-01,1,8,1,8,9
CHAQUI,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
CHARAGUA,atencion odontologica,endodoncias,2012-06-01,4,4,4,4,8
CHARAÑA,atencion odontologica,endodoncias,2012-06-01,6,0,6,0,6
CHIMORE,atencion odontologica,endodoncias,2012-06-01,7,10,7,10,17
CHIPAYA,atencion odontologica,endodoncias,2012-06-01,3,1,3,1,4
CHOQUE COTA,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-06-01,13,19,13,19,32
CHUMA,atencion odontologica,endodoncias,2012-06-01,15,15,15,15,30
CKOCHAS,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
CLIZA,atencion odontologica,endodoncias,2012-06-01,11,11,11,11,22
COBIJA,atencion odontologica,endodoncias,2012-06-01,23,34,23,34,57
COCAPATA,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
COCHABAMBA,atencion odontologica,endodoncias,2012-06-01,790,960,790,960,1750
COIPASA,atencion odontologica,endodoncias,2012-06-01,2,5,2,5,7
COLCAPIRHUA,atencion odontologica,endodoncias,2012-06-01,28,45,28,45,73
"COLCHA ""K""",atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
COLLANA,atencion odontologica,endodoncias,2012-06-01,1,7,1,7,8
COLOMI,atencion odontologica,endodoncias,2012-06-01,3,3,3,3,6
COLPA BELGICA,atencion odontologica,endodoncias,2012-06-01,0,6,0,6,6
COLQUECHACA,atencion odontologica,endodoncias,2012-06-01,5,4,5,4,9
COLQUENCHA,atencion odontologica,endodoncias,2012-06-01,9,14,9,14,23
COLQUIRI,atencion odontologica,endodoncias,2012-06-01,6,9,6,9,15
COMANCHE,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
COMARAPA,atencion odontologica,endodoncias,2012-06-01,11,22,11,22,33
CONCEPCION,atencion odontologica,endodoncias,2012-06-01,6,4,6,4,10
COPACABANA,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
CORIPATA,atencion odontologica,endodoncias,2012-06-01,0,4,0,4,4
CORO CORO,atencion odontologica,endodoncias,2012-06-01,3,5,3,5,8
COROICO,atencion odontologica,endodoncias,2012-06-01,25,16,25,16,41
CORQUE,atencion odontologica,endodoncias,2012-06-01,1,3,1,3,4
COTAGAITA,atencion odontologica,endodoncias,2012-06-01,58,51,58,51,109
COTOCA,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-06-01,2,4,2,4,6
CUEVO,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
CULPINA,atencion odontologica,endodoncias,2012-06-01,3,7,3,7,10
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2012-06-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
EL ALTO,atencion odontologica,endodoncias,2012-06-01,506,624,506,624,1130
EL PUENTE(STC),atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-06-01,9,11,9,11,20
EL TORNO,atencion odontologica,endodoncias,2012-06-01,8,16,8,16,24
EL VILLAR,atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-06-01,4,5,4,5,9
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-06-01,6,9,6,9,15
EUCALIPTUS,atencion odontologica,endodoncias,2012-06-01,2,6,2,6,8
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-06-01,3,10,3,10,13
FILADELFIA,atencion odontologica,endodoncias,2012-06-01,4,5,4,5,9
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
GUANAY,atencion odontologica,endodoncias,2012-06-01,5,9,5,9,14
GUAQUI,atencion odontologica,endodoncias,2012-06-01,6,4,6,4,10
GUAYARAMERIN,atencion odontologica,endodoncias,2012-06-01,11,47,11,47,58
GUTIERREZ,atencion odontologica,endodoncias,2012-06-01,1,11,1,11,12
HUACARETA,atencion odontologica,endodoncias,2012-06-01,0,4,0,4,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
HUACHACALLA,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
HUANUNI,atencion odontologica,endodoncias,2012-06-01,5,5,5,5,10
HUARACAJE,atencion odontologica,endodoncias,2012-06-01,1,1,1,1,2
HUARINA,atencion odontologica,endodoncias,2012-06-01,4,1,4,1,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
ICLA,atencion odontologica,endodoncias,2012-06-01,3,5,3,5,8
INCAHUASI,atencion odontologica,endodoncias,2012-06-01,2,4,2,4,6
INQUISIVI,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-06-01,3,7,3,7,10
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-06-01,2,12,2,12,14
LA ASUNTA,atencion odontologica,endodoncias,2012-06-01,8,29,8,29,37
LA GUARDIA,atencion odontologica,endodoncias,2012-06-01,21,27,21,27,48
LA PAZ,atencion odontologica,endodoncias,2012-06-01,651,949,651,949,1600
LAGUNILLAS,atencion odontologica,endodoncias,2012-06-01,2,5,2,5,7
LAJA,atencion odontologica,endodoncias,2012-06-01,15,9,15,9,24
LAS CARRERAS,atencion odontologica,endodoncias,2012-06-01,3,3,3,3,6
LICOMA PAMPA,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,endodoncias,2012-06-01,8,37,8,37,45
LURIBAY,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2012-06-01,5,1,5,1,6
MACHARETI,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
MAGDALENA,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
MAIRANA,atencion odontologica,endodoncias,2012-06-01,2,4,2,4,6
MALLA,atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
MAPIRI,atencion odontologica,endodoncias,2012-06-01,8,18,8,18,26
MINEROS,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
MIZQUE,atencion odontologica,endodoncias,2012-06-01,3,12,3,12,15
MOJOCOYA,atencion odontologica,endodoncias,2012-06-01,8,20,8,20,28
MONTEAGUDO,atencion odontologica,endodoncias,2012-06-01,11,32,11,32,43
MONTERO,atencion odontologica,endodoncias,2012-06-01,24,45,24,45,69
MOROCHATA,atencion odontologica,endodoncias,2012-06-01,0,3,0,3,3
OCURI,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
OKINAWA,atencion odontologica,endodoncias,2012-06-01,1,1,1,1,2
OMEREQUE,atencion odontologica,endodoncias,2012-06-01,5,6,5,6,11
ORURO,atencion odontologica,endodoncias,2012-06-01,206,276,206,276,482
PADCAYA,atencion odontologica,endodoncias,2012-06-01,17,24,17,24,41
PADILLA,atencion odontologica,endodoncias,2012-06-01,3,9,3,9,12
PAILON,atencion odontologica,endodoncias,2012-06-01,4,9,4,9,13
PALCA,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
PALOS BLANCOS,atencion odontologica,endodoncias,2012-06-01,4,12,4,12,16
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-06-01,3,1,3,1,4
PAPEL PAMPA,atencion odontologica,endodoncias,2012-06-01,3,4,3,4,7
PATACAMAYA,atencion odontologica,endodoncias,2012-06-01,2,7,2,7,9
PAZÑA,atencion odontologica,endodoncias,2012-06-01,1,1,1,1,2
POCOATA,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
POCONA,atencion odontologica,endodoncias,2012-06-01,4,6,4,6,10
POJO (CBBA),atencion odontologica,endodoncias,2012-06-01,5,7,5,7,12
POOPO,atencion odontologica,endodoncias,2012-06-01,9,2,9,2,11
PORCO,atencion odontologica,endodoncias,2012-06-01,5,6,5,6,11
POROMA,atencion odontologica,endodoncias,2012-06-01,3,8,3,8,11
PORTACHUELO,atencion odontologica,endodoncias,2012-06-01,0,7,0,7,7
PORVENIR,atencion odontologica,endodoncias,2012-06-01,1,2,1,2,3
POTOSI,atencion odontologica,endodoncias,2012-06-01,231,370,231,370,601
PRESTO,atencion odontologica,endodoncias,2012-06-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-06-01,2,6,2,6,8
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-06-01,6,7,6,7,13
PUERTO SUAREZ,atencion odontologica,endodoncias,2012-06-01,1,1,1,1,2
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-06-01,44,74,44,74,118
PUNA,atencion odontologica,endodoncias,2012-06-01,1,1,1,1,2
PUNATA,atencion odontologica,endodoncias,2012-06-01,18,39,18,39,57
QUILLACOLLO,atencion odontologica,endodoncias,2012-06-01,659,82,659,82,741
QUIME,atencion odontologica,endodoncias,2012-06-01,9,5,9,5,14
QUIRUSILLAS,atencion odontologica,endodoncias,2012-06-01,0,2,0,2,2
RAVELO,atencion odontologica,endodoncias,2012-06-01,4,1,4,1,5
REYES,atencion odontologica,endodoncias,2012-06-01,2,0,2,0,2
RIBERALTA,atencion odontologica,endodoncias,2012-06-01,18,61,18,61,79
RURRENABAQUE,atencion odontologica,endodoncias,2012-06-01,2,1,2,1,3
SABAYA,atencion odontologica,endodoncias,2012-06-01,1,0,1,0,1
SACABA,atencion odontologica,endodoncias,2012-06-01,121,234,121,234,355
SACABAMBA,atencion odontologica,endodoncias,2012-06-01,3,9,3,9,12
SACACA,atencion odontologica,endodoncias,2012-06-01,5,0,5,0,5
SAIPINA,atencion odontologica,endodoncias,2012-06-01,5,6,5,6,11
