,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,12,5,5,10,17,15,32
POOPO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,7,5,1,2,8,7,15
PORCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,7,10,6,4,13,14,27
POROMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,5,3,8,8,13,21
PORONGO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,9,3,5,6,14,20
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,22,25,4,4,26,29,55
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,0,7,4,7,4,11
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,219,218,66,58,285,276,561
PRESTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,4,1,4,6,8,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,0,0,1,1,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,12,11,16,22,28,50
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,6,11,7,12,19
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,6,9,6,14,12,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,1,8,4,12,5,17
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,2,8,5,9,7,16
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,15,35,9,12,24,47,71
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,3,1,5,6,8,14
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,15,15,2,6,17,21,38
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,66,47,13,4,79,51,130
PUNA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,8,10,7,4,15,14,29
PUNATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,13,8,1,2,14,10,24
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,1,1,1,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,70,82,63,61,133,143,276
QUIME,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,3,14,10,17,13,30
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,7,9,12,14,19,33
REYES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,12,10,19,18,31,28,59
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,72,76,51,65,123,141,264
ROBORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,19,16,3,13,22,29,51
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,17,18,16,6,33,24,57
SABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,4,2,1,3,5,8
SACABA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,106,113,19,13,125,126,251
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,5,3,0,6,5,11
SACACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,17,8,7,9,24,17,41
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,2,17,8,19,10,29
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,4,4,2,6,6,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,6,10,7,11,18
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,6,2,0,0,6,2,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,0,13,8,17,8,25
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,0,3,3,5,3,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,9,6,0,0,9,6,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,0,5,6,6,6,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,5,3,9,5,14,19
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,45,37,30,35,75,72,147
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,16,11,2,4,18,15,33
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,18,13,15,14,33,27,60
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,31,23,18,18,49,41,90
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,53,58,13,26,66,84,150
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,1,12,5,14,6,20
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,10,8,8,19,18,37
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,3,0,0,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,22,11,16,13,38,24,62
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,4,6,3,7,7,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,45,46,47,52,92,98,190
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,36,22,37,23,60
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,10,13,4,5,14,18,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,29,15,12,7,41,22,63
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,2,30,22,33,24,57
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,20,11,4,2,24,13,37
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,2,0,0,1,2,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,10,7,8,11,18,18,36
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,22,20,18,18,40,38,78
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,4,1,0,3,4,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,3,2,4,3,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,2,0,0,2,2,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,7,1,3,1,10,2,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,2,7,8,10,10,20
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,7,14,4,1,11,15,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,23,17,0,0,23,17,40
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1636,1546,327,300,1963,1846,3809
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,14,5,0,0,14,5,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,10,12,9,11,19,23,42
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,2,1,3,3,5,8
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,1,19,18,19,19,38
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,0,6,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,4,2,0,6,4,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,5,2,2,5,7,12
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,4,4,3,9,7,16
SENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,5,1,0,4,5,9
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,22,18,5,4,27,22,49
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,15,5,10,7,25,12,37
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,48,36,0,0,48,36,84
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,0,0,0,4,0,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,7,4,10,9,17,26
SORATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,8,2,11,5,19,7,26
SUCRE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,277,254,8,5,285,259,544
TACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,0,5,0,5,0,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,0,1,3,4,3,7
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,1,5,11,8,12,20
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,4,2,6,3,10,13
TAHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,1,1,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,10,18,8,6,18,24,42
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,8,6,8,6,16,12,28
TARACO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,4,0,0,1,4,5
TARATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,4,1,1,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,175,170,11,10,186,180,366
TARVITA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,8,5,13,11,21,16,37
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,16,15,17,9,33,24,57
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,11,4,2,15,13,28
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,13,7,20,18,33,25,58
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,8,4,6,3,14,7,21
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,57,55,16,16,73,71,144
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,6,5,6,7,12,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,2,0,3,1,4
TOCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,1,3,3,5,4,9
TOLATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,3,0,0,5,3,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,2,1,1,1,3,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,5,3,3,8,8,16
TOMINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,6,3,2,3,8,6,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,3,5,4,9,7,16
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,7,4,10,15,17,32
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,1,5,0,7,1,8
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,1,1,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,126,105,113,121,239,226,465
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,31,20,13,8,44,28,72
TURCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,0,0,2,1,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,1,6,6,9,7,16
UNCIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,6,16,19,20,25,45
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,9,3,5,14,14,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,6,5,5,6,11,11,22
UYUNI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,12,16,4,3,16,19,35
VACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,4,6,5,7,12
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,11,12,2,2,13,14,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,49,70,25,12,74,82,156
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,0,7,5,9,5,14
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,9,5,8,7,17,12,29
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,26,33,20,31,46,64,110
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,1,3,1,4,2,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,6,3,6,4,12,7,19
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,1,5,4,2,5,7,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,52,52,16,29,68,81,149
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,2,6,6,9,8,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,23,40,9,8,32,48,80
VINTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,45,37,1,2,46,39,85
VITICHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,3,2,2,7,5,12
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,2,1,2,0,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,138,104,59,35,197,139,336
YACO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,8,6,7,9,15,24
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,51,55,46,32,97,87,184
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,3,2,0,7,3,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,7,3,1,3,8,6,14
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,38,50,25,23,63,73,136
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,5,2,5,6,10,16
YOTALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,5,3,6,4,11,7,18
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,4,1,5,4,9,5,14
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-04-01,3,0,2,4,5,4,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,2,3,5,4,7,11
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,15,14,6,5,21,19,40
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,13,2,6,5,19,7,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,13,10,12,6,25,16,41
ALALAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,2,1,2,1,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,3,6,1,0,4,6,10
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,8,8,1,3,9,11,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,6,4,3,1,9,5,14
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,1,2,0,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,5,3,1,5,6,8,14
APOLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,2,14,7,15,9,24
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,2,3,2,3,5
ARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,6,5,1,2,7,7,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,11,8,3,4,14,12,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,3,5,7,2,10,7,17
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,31,36,5,4,36,40,76
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,7,4,5,3,12,7,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,0,0,2,1,2,3
AYATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,5,1,2,1,7,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,2,1,1,3,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,10,11,14,13,24,24,48
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,1,2,3,2,4,6
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,6,4,2,8,8,16
BAURES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,2,10,8,9,10,19,29
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,1,0,1,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,26,21,14,8,40,29,69
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,16,16,12,17,28,33,61
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,7,6,7,6,13
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,3,0,0,1,3,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,4,1,4,1,8,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,5,8,8,7,13,15,28
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,12,15,10,11,22,26,48
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,5,4,0,3,5,7,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,6,4,2,3,8,7,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,3,3,2,6,5,9,14
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,1,2,1,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,3,0,0,4,3,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,15,16,6,3,21,19,40
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,2,1,0,0,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,31,31,1,4,32,35,67
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,8,10,8,4,16,14,30
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,8,0,0,0,8,0,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,5,3,2,7,7,14
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,40,42,14,15,54,57,111
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,3,15,17,19,20,39
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,3,2,3,2,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,0,2,3,2,3,5
CATACORA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,1,1,0,0,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,20,12,10,7,30,19,49
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,6,7,0,1,6,8,14
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,9,22,23,24,32,46,78
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,3,1,0,0,3,1,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,3,5,3,9,6,15
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,26,23,5,2,31,25,56
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,20,12,5,5,25,17,42
CHUMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,2,5,7,1,9,6,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,3,7,1,11,4,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,7,4,5,5,12,9,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,6,13,6,7,12,20,32
COBIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,43,46,14,16,57,62,119
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,4,7,14,9,18,16,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,550,594,31,23,581,617,1198
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,33,32,1,2,34,34,68
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-05-01,21,8,0,2,21,10,31
