,group,variable,month,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,13,3,8,20,21,41
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,10,2,0,12,10,22
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,3,6,4,7,11
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,1,1,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,3,1,1,4,4,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,6,2,7,11,13,24
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,2,5,3,10,5,15
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,8,7,4,15,12,27
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,3,1,2,6,5,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,2,2,1,9,3,12
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,1,0,3,2,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,9,1,3,11,12,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,20,19,2,3,22,22,44
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,12,4,4,12,16,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,5,0,0,4,5,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,5,2,0,6,5,11
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,13,6,3,23,16,39
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,10,1,3,9,13,22
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,1,15,14,19,15,34
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,2,1,2,4,4,8
CATACORA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,2,0,2,2,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,3,7,2,14,5,19
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,1,0,0,3,1,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,13,10,6,18,19,37
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,5,9,6,9,15
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,14,9,2,3,16,12,28
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,3,0,0,2,3,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,1,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,3,1,1,1,4,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,11,3,1,13,12,25
CHUMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,3,2,3,7,6,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,10,0,5,7,15,22
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,10,6,4,13,14,27
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,35,36,2,4,37,40,77
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,4,11,13,19,17,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,395,354,48,20,443,374,817
COIPASA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,0,0,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,32,33,2,1,34,34,68
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,6,0,1,9,7,16
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,11,11,6,0,17,11,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,3,8,3,15,6,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,11,10,14,11,25,21,46
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,8,1,1,6,9,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,0,1,2,3,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,10,1,0,6,10,16
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,0,0,2,2,4
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,3,6,6,8,9,17
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,6,7,0,0,6,7,13
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,3,0,3,2,6,8
CORQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,2,4,3,5,5,10
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,9,2,3,12,12,24
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,19,1,0,8,19,27
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,6,4,1,21,7,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,1,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,3,1,3,2,6,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,2,2,3,3,6
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,0,1,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,5,5,5,5,10
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,2,2,4,4,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,317,323,63,73,380,396,776
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,0,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,12,8,23,19,35,27,62
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,11,2,3,11,14,25
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,34,35,3,0,37,35,72
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,2,2,2,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,8,6,1,16,9,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,48,37,0,0,48,37,85
ESCARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,2,0,2,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,2,2,0,3,2,5
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,0,0,2,2,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,5,0,2,5,7,12
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,5,7,5,9,14
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,8,0,0,8,8,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,0,0,0,3,0,3
GUANAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,1,1,1,3,2,5
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,3,2,3,4,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,16,7,11,24,27,51
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,3,2,0,4,3,7
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,5,2,1,6,6,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,0,2,0,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,11,1,5,10,16,26
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,0,0,0,1,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,1,0,1,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,2,0,2,1,4,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,1,3,2,3,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,5,1,5,6
ICLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,1,1,1,6,2,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,11,7,5,11,16,27
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,3,1,3,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,2,2,1,5,3,8
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,6,0,1,4,7,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,4,0,1,5,5,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,3,2,3,9,6,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,28,18,3,5,31,23,54
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,37,36,3,4,40,40,80
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,292,323,10,10,302,333,635
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,1,2,2,4,3,7
LAJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,4,1,1,6,5,11
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,2,1,1,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,7,6,10,14,17,31
LLICA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,4,1,0,5,4,9
LURIBAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,3,2,3,6,6,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,0,0,0,2,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,6,3,0,4,6,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,0,0,1,4,1,5
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,11,0,0,4,11,15
MALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,2,0,2,0,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,8,2,1,11,9,20
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,4,4,3,7,7,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,2,2,1,5,3,8
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,15,15,7,8,22,23,45
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,5,2,2,10,7,17
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,2,0,2,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,1,4,1,6,2,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,20,14,11,3,31,17,48
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,86,69,6,10,92,79,171
MORO MORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,1,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,6,10,2,14,8,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,0,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,1,3,2,4,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,8,2,1,9,9,18
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,5,3,6,3,9
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,154,95,12,19,166,114,280
PADCAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,19,10,1,0,20,10,30
PADILLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,6,7,0,0,6,7,13
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,1,1,3,4,4,8
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,4,4,2,13,6,19
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,12,13,1,1,13,14,27
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,7,0,0,2,7,9
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,2,4,3,5,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,0,1,1,2,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,0,2,0,2,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,1,0,1,2,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,2,2,1,7,3,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,11,5,12,5,17
POCONA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,9,7,4,4,13,11,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,6,2,2,7,8,15
POOPO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,1,0,0,2,1,3
PORCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,4,0,4,0,4
POROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,8,7,10,10,18,28
PORONGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,5,2,0,6,5,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,17,0,1,17,18,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,4,1,5,1,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,95,87,22,8,117,95,212
PRESTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,3,0,3,1,6,1,7
PUCARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,0,0,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,15,3,2,13,17,30
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,2,3,2,3,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,4,5,0,0,4,5,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,2,2,6,0,8,2,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,2,0,0,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,6,4,4,9,10,19
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,11,2,7,7,18,25
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,10,6,4,1,14,7,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,22,22,13,8,35,30,65
PUNA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,8,6,4,8,12,14,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,17,14,0,1,17,15,32
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,2,2,0,3,2,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,67,52,32,26,99,78,177
QUIME,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,6,11,2,0,8,11,19
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,0,0,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,7,8,7,4,14,12,26
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,5,12,0,3,5,15,20
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,49,51,1,3,50,54,104
ROBORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,6,10,0,0,6,10,16
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,13,7,0,1,13,8,21
SABAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,0,1,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,69,75,24,23,93,98,191
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-05-01,1,1,0,4,1,5,6
