municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
CAJUATA,otras actividades de enfermeria, inyectables,2014-04-01,460,460
CALACOTO,otras actividades de enfermeria, inyectables,2014-04-01,86,86
CALAMARCA,otras actividades de enfermeria, inyectables,2014-04-01,290,290
CAMARGO,otras actividades de enfermeria, inyectables,2014-04-01,2153,2153
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, inyectables,2014-04-01,209,209
CAMIRI,otras actividades de enfermeria, inyectables,2014-04-01,8464,8464
CAPINOTA,otras actividades de enfermeria, inyectables,2014-04-01,1229,1229
CAQUIAVIRI,otras actividades de enfermeria, inyectables,2014-04-01,124,124
CARACOLLO,otras actividades de enfermeria, inyectables,2014-04-01,661,661
CARANAVI,otras actividades de enfermeria, inyectables,2014-04-01,4260,4260
CARANGAS,otras actividades de enfermeria, inyectables,2014-04-01,8,8
CARAPARI,otras actividades de enfermeria, inyectables,2014-04-01,1915,1915
CARIPUYO,otras actividades de enfermeria, inyectables,2014-04-01,115,115
CARMEN RIVERO TORREZ,otras actividades de enfermeria, inyectables,2014-04-01,322,322
CATACORA,otras actividades de enfermeria, inyectables,2014-04-01,40,40
CHACARILLA,otras actividades de enfermeria, inyectables,2014-04-01,41,41
CHALLAPATA,otras actividades de enfermeria, inyectables,2014-04-01,1959,1959
CHAQUI,otras actividades de enfermeria, inyectables,2014-04-01,419,419
CHARAGUA,otras actividades de enfermeria, inyectables,2014-04-01,1525,1525
CHARAÑA,otras actividades de enfermeria, inyectables,2014-04-01,52,52
CHAYANTA,otras actividades de enfermeria, inyectables,2014-04-01,396,396
CHIMORE,otras actividades de enfermeria, inyectables,2014-04-01,1093,1093
CHIPAYA,otras actividades de enfermeria, inyectables,2014-04-01,24,24
CHOQUE COTA,otras actividades de enfermeria, inyectables,2014-04-01,62,62
CHUA COCANI,otras actividades de enfermeria, inyectables,2014-04-01,112,112
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, inyectables,2014-04-01,457,457
CHUMA,otras actividades de enfermeria, inyectables,2014-04-01,174,174
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, inyectables,2014-04-01,88,88
CKOCHAS,otras actividades de enfermeria, inyectables,2014-04-01,349,349
CLIZA,otras actividades de enfermeria, inyectables,2014-04-01,951,951
COBIJA,otras actividades de enfermeria, inyectables,2014-04-01,11553,11553
COCAPATA,otras actividades de enfermeria, inyectables,2014-04-01,146,146
COCHABAMBA,otras actividades de enfermeria, inyectables,2014-04-01,78029,78029
COIPASA,otras actividades de enfermeria, inyectables,2014-04-01,29,29
COLCAPIRHUA,otras actividades de enfermeria, inyectables,2014-04-01,2439,2439
"COLCHA ""K""",otras actividades de enfermeria, inyectables,2014-04-01,882,882
COLLANA,otras actividades de enfermeria, inyectables,2014-04-01,79,79
COLOMI,otras actividades de enfermeria, inyectables,2014-04-01,407,407
COLPA BELGICA,otras actividades de enfermeria, inyectables,2014-04-01,807,807
COLQUECHACA,otras actividades de enfermeria, inyectables,2014-04-01,558,558
COLQUENCHA,otras actividades de enfermeria, inyectables,2014-04-01,108,108
COLQUIRI,otras actividades de enfermeria, inyectables,2014-04-01,721,721
COMANCHE,otras actividades de enfermeria, inyectables,2014-04-01,15,15
COMARAPA,otras actividades de enfermeria, inyectables,2014-04-01,1183,1183
COMBAYA,otras actividades de enfermeria, inyectables,2014-04-01,28,28
CONCEPCION,otras actividades de enfermeria, inyectables,2014-04-01,1133,1133
COPACABANA,otras actividades de enfermeria, inyectables,2014-04-01,319,319
CORIPATA,otras actividades de enfermeria, inyectables,2014-04-01,478,478
CORO CORO,otras actividades de enfermeria, inyectables,2014-04-01,190,190
COROICO,otras actividades de enfermeria, inyectables,2014-04-01,1188,1188
CORQUE,otras actividades de enfermeria, inyectables,2014-04-01,148,148
COTAGAITA,otras actividades de enfermeria, inyectables,2014-04-01,3070,3070
COTOCA,otras actividades de enfermeria, inyectables,2014-04-01,2236,2236
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-04-01,7,7
CUATRO CAÑADAS,otras actividades de enfermeria, inyectables,2014-04-01,1284,1284
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-04-01,38,38
CUEVO,otras actividades de enfermeria, inyectables,2014-04-01,192,192
CULPINA,otras actividades de enfermeria, inyectables,2014-04-01,883,883
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-04-01,127,127
CURVA,otras actividades de enfermeria, inyectables,2014-04-01,77,77
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-04-01,127,127
EL ALTO,otras actividades de enfermeria, inyectables,2014-04-01,55957,55957
EL CHORO,otras actividades de enfermeria, inyectables,2014-04-01,79,79
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-04-01,658,658
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-04-01,1051,1051
EL TORNO,otras actividades de enfermeria, inyectables,2014-04-01,7875,7875
EL VILLAR,otras actividades de enfermeria, inyectables,2014-04-01,443,443
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-04-01,2146,2146
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-04-01,829,829
ESCARA,otras actividades de enfermeria, inyectables,2014-04-01,15,15
ESCOMA,otras actividades de enfermeria, inyectables,2014-04-01,329,329
ESMERALDA,otras actividades de enfermeria, inyectables,2014-04-01,20,20
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-04-01,207,207
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-04-01,59,59
EXALTACION,otras actividades de enfermeria, inyectables,2014-04-01,65,65
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-04-01,1205,1205
FILADELFIA,otras actividades de enfermeria, inyectables,2014-04-01,698,698
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-04-01,757,757
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-04-01,329,329
GUANAY,otras actividades de enfermeria, inyectables,2014-04-01,633,633
GUAQUI,otras actividades de enfermeria, inyectables,2014-04-01,187,187
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-04-01,13236,13236
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-04-01,498,498
HUACARETA,otras actividades de enfermeria, inyectables,2014-04-01,1280,1280
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-04-01,149,149
HUACHACALLA,otras actividades de enfermeria, inyectables,2014-04-01,113,113
HUANUNI,otras actividades de enfermeria, inyectables,2014-04-01,4504,4504
HUARACAJE,otras actividades de enfermeria, inyectables,2014-04-01,320,320
HUARINA,otras actividades de enfermeria, inyectables,2014-04-01,177,177
HUATAJATA,otras actividades de enfermeria, inyectables,2014-04-01,252,252
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-04-01,154,154
HUMANATA,otras actividades de enfermeria, inyectables,2014-04-01,59,59
ICHOCA,otras actividades de enfermeria, inyectables,2014-04-01,52,52
ICLA,otras actividades de enfermeria, inyectables,2014-04-01,381,381
INCAHUASI,otras actividades de enfermeria, inyectables,2014-04-01,644,644
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-04-01,48,48
INQUISIVI,otras actividades de enfermeria, inyectables,2014-04-01,179,179
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-04-01,738,738
IXIAMAS,otras actividades de enfermeria, inyectables,2014-04-01,360,360
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-04-01,481,481
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-04-01,1321,1321
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-04-01,4594,4594
LA PAZ,otras actividades de enfermeria, inyectables,2014-04-01,179709,179709
LA RIVERA,otras actividades de enfermeria, inyectables,2014-04-01,19,19
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-04-01,430,430
LAJA,otras actividades de enfermeria, inyectables,2014-04-01,309,309
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-04-01,317,317
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-04-01,70,70
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-04-01,4467,4467
LLICA,otras actividades de enfermeria, inyectables,2014-04-01,238,238
LORETO,otras actividades de enfermeria, inyectables,2014-04-01,96,96
LURIBAY,otras actividades de enfermeria, inyectables,2014-04-01,192,192
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-04-01,109,109
MACHARETI,otras actividades de enfermeria, inyectables,2014-04-01,536,536
MAGDALENA,otras actividades de enfermeria, inyectables,2014-04-01,3490,3490
MAIRANA,otras actividades de enfermeria, inyectables,2014-04-01,1488,1488
MALLA,otras actividades de enfermeria, inyectables,2014-04-01,53,53
MAPIRI,otras actividades de enfermeria, inyectables,2014-04-01,345,345
MECAPACA,otras actividades de enfermeria, inyectables,2014-04-01,234,234
MINEROS,otras actividades de enfermeria, inyectables,2014-04-01,811,811
MIZQUE,otras actividades de enfermeria, inyectables,2014-04-01,1016,1016
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-04-01,102,102
MOJINETE,otras actividades de enfermeria, inyectables,2014-04-01,41,41
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-04-01,647,647
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-04-01,4995,4995
MONTERO,otras actividades de enfermeria, inyectables,2014-04-01,13084,13084
MORO MORO,otras actividades de enfermeria, inyectables,2014-04-01,204,204
MOROCHATA,otras actividades de enfermeria, inyectables,2014-04-01,202,202
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, inyectables,2014-04-01,308,308
NAZACARA DE PACAJES,otras actividades de enfermeria, inyectables,2014-04-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, inyectables,2014-04-01,121,121
OCURI,otras actividades de enfermeria, inyectables,2014-04-01,399,399
OKINAWA,otras actividades de enfermeria, inyectables,2014-04-01,553,553
OMEREQUE,otras actividades de enfermeria, inyectables,2014-04-01,458,458
ORURO,otras actividades de enfermeria, inyectables,2014-04-01,56053,56053
PADCAYA,otras actividades de enfermeria, inyectables,2014-04-01,1635,1635
PADILLA,otras actividades de enfermeria, inyectables,2014-04-01,2938,2938
PAILON,otras actividades de enfermeria, inyectables,2014-04-01,1359,1359
PALCA,otras actividades de enfermeria, inyectables,2014-04-01,287,287
PALOS BLANCOS,otras actividades de enfermeria, inyectables,2014-04-01,1054,1054
PAMPA AULLAGAS,otras actividades de enfermeria, inyectables,2014-04-01,115,115
PAMPA GRANDE,otras actividades de enfermeria, inyectables,2014-04-01,554,554
PAPEL PAMPA,otras actividades de enfermeria, inyectables,2014-04-01,280,280
PASORAPA,otras actividades de enfermeria, inyectables,2014-04-01,237,237
PATACAMAYA,otras actividades de enfermeria, inyectables,2014-04-01,407,407
PAZÑA,otras actividades de enfermeria, inyectables,2014-04-01,238,238
PELECHUCO,otras actividades de enfermeria, inyectables,2014-04-01,185,185
POCOATA,otras actividades de enfermeria, inyectables,2014-04-01,184,184
POCONA,otras actividades de enfermeria, inyectables,2014-04-01,281,281
POJO (CBBA),otras actividades de enfermeria, inyectables,2014-04-01,456,456
POOPO,otras actividades de enfermeria, inyectables,2014-04-01,390,390
PORCO,otras actividades de enfermeria, inyectables,2014-04-01,356,356
POROMA,otras actividades de enfermeria, inyectables,2014-04-01,714,714
PORONGO,otras actividades de enfermeria, inyectables,2014-04-01,348,348
PORTACHUELO,otras actividades de enfermeria, inyectables,2014-04-01,7905,7905
PORVENIR,otras actividades de enfermeria, inyectables,2014-04-01,1171,1171
POSTRER VALLE,otras actividades de enfermeria, inyectables,2014-04-01,130,130
POTOSI,otras actividades de enfermeria, inyectables,2014-04-01,57528,57528
PRESTO,otras actividades de enfermeria, inyectables,2014-04-01,577,577
PUCARA,otras actividades de enfermeria, inyectables,2014-04-01,108,108
PUCARANI,otras actividades de enfermeria, inyectables,2014-04-01,511,511
PUERTO ACOSTA,otras actividades de enfermeria, inyectables,2014-04-01,265,265
PUERTO CARABUCO,otras actividades de enfermeria, inyectables,2014-04-01,204,204
PUERTO GONZALO MORENO,otras actividades de enfermeria, inyectables,2014-04-01,883,883
PUERTO PEREZ,otras actividades de enfermeria, inyectables,2014-04-01,157,157
PUERTO QUIJARRO,otras actividades de enfermeria, inyectables,2014-04-01,900,900
PUERTO RICO,otras actividades de enfermeria, inyectables,2014-04-01,974,974
PUERTO SILES,otras actividades de enfermeria, inyectables,2014-04-01,93,93
PUERTO SUAREZ,otras actividades de enfermeria, inyectables,2014-04-01,1406,1406
PUERTO VILLARROEL,otras actividades de enfermeria, inyectables,2014-04-01,1525,1525
PUNA,otras actividades de enfermeria, inyectables,2014-04-01,795,795
PUNATA,otras actividades de enfermeria, inyectables,2014-04-01,4488,4488
QUIABAYA,otras actividades de enfermeria, inyectables,2014-04-01,186,186
QUILLACOLLO,otras actividades de enfermeria, inyectables,2014-04-01,5622,5622
QUIME,otras actividades de enfermeria, inyectables,2014-04-01,284,284
QUIRUSILLAS,otras actividades de enfermeria, inyectables,2014-04-01,142,142
RAVELO,otras actividades de enfermeria, inyectables,2014-04-01,676,676
REYES,otras actividades de enfermeria, inyectables,2014-04-01,1645,1645
RIBERALTA,otras actividades de enfermeria, inyectables,2014-04-01,12377,12377
ROBORE,otras actividades de enfermeria, inyectables,2014-04-01,2280,2280
RURRENABAQUE,otras actividades de enfermeria, inyectables,2014-04-01,4217,4217
SABAYA,otras actividades de enfermeria, inyectables,2014-04-01,417,417
SACABA,otras actividades de enfermeria, inyectables,2014-04-01,4957,4957
SACABAMBA,otras actividades de enfermeria, inyectables,2014-04-01,91,91
SACACA,otras actividades de enfermeria, inyectables,2014-04-01,268,268
SAIPINA,otras actividades de enfermeria, inyectables,2014-04-01,328,328
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, inyectables,2014-04-01,543,543
SAMAIPATA,otras actividades de enfermeria, inyectables,2014-04-01,838,838
SAN AGUSTIN,otras actividades de enfermeria, inyectables,2014-04-01,94,94
SAN ANDRES,otras actividades de enfermeria, inyectables,2014-04-01,640,640
SAN ANDRES DE MACHACA,otras actividades de enfermeria, inyectables,2014-04-01,51,51
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, inyectables,2014-04-01,117,117
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, inyectables,2014-04-01,420,420
SAN BENITO,otras actividades de enfermeria, inyectables,2014-04-01,361,361
SAN BORJA,otras actividades de enfermeria, inyectables,2014-04-01,1205,1205
SAN BUENA VENTURA,otras actividades de enfermeria, inyectables,2014-04-01,670,670
SAN CARLOS,otras actividades de enfermeria, inyectables,2014-04-01,2646,2646
SAN IGNACIO,otras actividades de enfermeria, inyectables,2014-04-01,2611,2611
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, inyectables,2014-04-01,15369,15369
SAN JAVIER(BNI),otras actividades de enfermeria, inyectables,2014-04-01,162,162
SAN JAVIER(STC),otras actividades de enfermeria, inyectables,2014-04-01,182,182
SAN JOAQUIN,otras actividades de enfermeria, inyectables,2014-04-01,333,333
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, inyectables,2014-04-01,1603,1603
SAN JUAN DE YAPACANI,otras actividades de enfermeria, inyectables,2014-04-01,424,424
SAN JULIAN,otras actividades de enfermeria, inyectables,2014-04-01,2575,2575
SAN LORENZO(PND),otras actividades de enfermeria, inyectables,2014-04-01,230,230
SAN LORENZO(TJA),otras actividades de enfermeria, inyectables,2014-04-01,1398,1398
SAN LUCAS,otras actividades de enfermeria, inyectables,2014-04-01,2010,2010
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-04-01,1366,1366
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-04-01,636,636
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-04-01,130,130
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-04-01,818,818
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-04-01,367,367
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-04-01,99,99
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-04-01,52,52
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-04-01,301,301
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-04-01,124,124
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-04-01,990,990
SAN RAMON BENI,otras actividades de enfermeria, inyectables,2014-04-01,378,378
SAN RAMON SCZ,otras actividades de enfermeria, inyectables,2014-04-01,1239,1239
SANTA ANA,otras actividades de enfermeria, inyectables,2014-04-01,3493,3493
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, inyectables,2014-04-01,237749,237749
SANTA ROSA,otras actividades de enfermeria, inyectables,2014-04-01,603,603
SANTA ROSA DEL SARA,otras actividades de enfermeria, inyectables,2014-04-01,909,909
