municipality,group,variable,month,Total 7.3 Curaciones y/o suturas,TOTAL
LAGUNILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,61,61
LAJA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,66,66
LAS CARRERAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,11,11
LLALLAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,699,699
LLICA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,23,23
LORETO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,20,20
LURIBAY,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,75,75
MACHACAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,30,30
MACHARETI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,53,53
MAGDALENA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,473,473
MAIRANA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,359,359
MALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,18,18
MAPIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,63,63
MECAPACA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,134,134
MINEROS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,89,89
MIZQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,198,198
MOCOMOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,31,31
MOJINETE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2,2
MOJOCOYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,33,33
MONTEAGUDO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,621,621
MONTERO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2901,2901
MORO MORO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,19,19
MOROCHATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,27,27
NAZACARA DE PACAJES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,13,13
OCURI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,59,59
OKINAWA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,84,84
OMEREQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,62,62
ORURO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,9322,9322
PADCAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,300,300
PADILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,143,143
PAILON,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,218,218
PALCA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,62,62
PALOS BLANCOS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,438,438
PAMPA AULLAGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,31,31
PAMPA GRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,71,71
PAPEL PAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,31,31
PASORAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,23,23
PATACAMAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,119,119
PAZÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,36,36
PELECHUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,71,71
POCOATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,92,92
POCONA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,69,69
POJO (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,28,28
POOPO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,79,79
PORCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,33,33
POROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,106,106
PORONGO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,70,70
PORTACHUELO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,1733,1733
PORVENIR,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,131,131
POSTRER VALLE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,3,3
POTOSI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,7539,7539
PRESTO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,28,28
PUCARA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,10,10
PUCARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,97,97
PUERTO ACOSTA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,40,40
PUERTO CARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,62,62
PUERTO GONZALO MORENO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,78,78
PUERTO PEREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,29,29
PUERTO QUIJARRO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,318,318
PUERTO RICO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,37,37
PUERTO SILES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,13,13
PUERTO SUAREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,292,292
PUERTO VILLARROEL,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,610,610
PUNA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,205,205
PUNATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,567,567
QUIABAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,30,30
QUILLACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,1457,1457
QUIME,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,35,35
QUIRUSILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,17,17
RAVELO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,40,40
REYES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,298,298
RIBERALTA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2158,2158
ROBORE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,344,344
RURRENABAQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,336,336
SABAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,64,64
SACABA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2041,2041
SACABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,16,16
SACACA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,72,72
SAIPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,67,67
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,67,67
SAMAIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,141,141
SAN AGUSTIN,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,4,4
SAN ANDRES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,62,62
SAN ANDRES DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,28,28
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,5,5
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,28,28
SAN BENITO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,85,85
SAN BORJA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,782,782
SAN BUENA VENTURA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,78,78
SAN CARLOS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,230,230
SAN IGNACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,477,477
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,1473,1473
SAN JAVIER(BNI),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,19,19
SAN JAVIER(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,71,71
SAN JOAQUIN,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,114,114
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,555,555
SAN JUAN DE YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,163,163
SAN JULIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,543,543
SAN LORENZO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,26,26
SAN LORENZO(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,258,258
SAN LUCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,127,127
SAN MATIAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,179,179
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,129,129
SAN PABLO DE LIPEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,6,6
SAN PEDRO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,135,135
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,102,102
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,44,44
SAN PEDRO DE QUEMES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,8,8
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,49,49
SAN PEDRO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,37,37
SAN RAFAEL,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,100,100
SAN RAMON BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,183,183
SAN RAMON SCZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,114,114
SANTA ANA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,697,697
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,35142,35142
SANTA ROSA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,125,125
SANTA ROSA DEL SARA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,142,142
SANTIAGO DE CALLAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,7,7
SANTIAGO DE HUARI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,192,192
SANTIAGO DE HUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,79,79
SANTIAGO DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,13,13
SANTIVAÑES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,121,121
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,26,26
SAPAHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,102,102
SENA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,24,24
SHINAOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,150,150
SICA SICA (VILLA AROMA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,114,114
SICAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,19,19
SIPE SIPE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,249,249
SOPACHUY,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,68,68
SORACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,52,52
SORATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,85,85
SUCRE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,6168,6168
TACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,5,5
TACACOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,27,27
TACOBAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,37,37
TACOPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,24,24
TAHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2,2
TAPACARI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,103,103
TARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,76,76
TARACO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,78,78
TARATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,102,102
TARIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,16042,16042
TARVITA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,55,55
TEOPONTE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,16,16
TIAWANACU,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,54,54
TINGUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,31,31
TIPUANI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,142,142
TIQUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,308,308
TIRAQUE (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,134,134
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,10,10
TOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,62,62
TODOS SANTOS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,2,2
TOLATA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,59,59
TOLEDO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,16,16
TOMAVE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,46,46
TOMINA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,60,60
TORO TORO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,59,59
TOTORA(CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,95,95
TOTORA(ORR),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,26,26
TRIGAL,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,51,51
TRINIDAD,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,9204,9204
TUPIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,1049,1049
TURCO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,10,10
UMALA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,26,26
UNCIA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,273,273
URIONDO (A. CONCEPCION),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,184,184
URUBICHA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,42,42
UYUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,903,903
VACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,75,75
VALLEGRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,897,897
VIACHA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,822,822
VILA VILA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,20,20
VILLA CHARCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,37,37
VILLA MONTES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,603,603
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,12,12
VILLA RIVERO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,70,70
VILLA SERRANO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,86,86
VILLA TUNARI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,774,774
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,57,57
VILLAZON,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,755,755
VINTO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,370,370
VITICHI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,42,42
WALDO BALLIVIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,16,16
WARNES,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,629,629
YACO,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,18,18
YACUIBA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,5348,5348
YAMPARAEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,33,33
YANACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,51,51
YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,931,931
YOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,18,18
YOTALA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,57,57
YUNCHARA,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,38,38
ZUDAÑEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-05-01,67,67
ACACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,14,14
ACHACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,181,181
ACHOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,50,50
AIQUILE,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,269,269
ALALAY,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,5,5
ALCALA,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,25,25
ALTO BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,27,27
ANCORAIMES,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,47,47
ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,44,44
ANTEQUERA,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,23,23
ANZALDO,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,83,83
APOLO,otras actividades de enfermeria, curaciones y/o suturas,2014-06-01,71,71
