,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,6,13
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,3,5
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,34,26,60
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,21,15,36
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,5,0,5
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,2,4
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,1,4
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,20,32,52
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,23,16,39
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,0,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,5,7
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,9,16
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,140,158,298
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,4,5
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,0,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,9,16
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,5,12
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,304,228,532
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,48,27,75
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,3,4
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,5,5,10
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,4,6
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,8,9,17
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,6,9
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,11,7,18
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,2,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,13,9,22
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,252,327,579
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,4,5
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,1,4
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,6,6,12
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,13,20
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,59,67,126
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,5,18,23
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,15,19,34
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,46,87,133
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,9,4,13
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,8,2,10
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,5,8
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,4,4,8
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,30,29,59
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,5,12
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,2,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,9,13,22
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,6,4,10
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,4,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,1,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,7,14
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,4,4,8
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,6,6
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,5,2,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,11,6,17
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,4,1,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,1,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,9,15,24
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,2,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,3,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,22,25,47
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,390,577,967
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,2,4
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,2,5
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,14,18,32
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,124,137,261
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,14,12,26
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,24,26,50
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,9,16
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,1,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,36,44,80
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,30,23,53
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,24,26,50
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,7,8,15
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,22,21,43
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,5,8
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,5,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,8,6,14
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,6,20,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,50,50,100
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,1,3,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,3,4,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-06-01,10,23,33
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,3,3
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,3,6
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,5,7
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,11,14
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,15,25
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,11,13,24
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,2,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,1,3
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,3,3
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,2,4
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,5,11
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,1,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,47,39,86
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,3,5
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,9,8,17
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,129,148,277
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,4,7
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,2,5
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,2,5
