,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,3,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,8,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,4,7,11
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,40,220,260
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,3,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,12,9,21
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,4,7
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,4,5
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,1,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,18,44,62
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,4,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,5,23,28
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,32,35
REYES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,13,13
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,2,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,3,10,13
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,3,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,25,37,62
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,23,42,65
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,7,9,16
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,181,455,636
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,10,12
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,5,5
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,12,56,68
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,16,102,118
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,36,149,185
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,18,19
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,4,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,2,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,7,63,70
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,27,30,57
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,24,36,60
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,5,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,131,177,308
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,12,34,46
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,1,2,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-12-01,0,2,2
