,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,15,17,32
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,8,31,39
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,5,9
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,44,63,107
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,7,15,22
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,6,4,10
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,15,9,24
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,12,20,32
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,6,0,6
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,4,6
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,2,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,5,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,199,331,530
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,31,27,58
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,13,16,29
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,13,15,28
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,8,11
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,3,7
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,9,12,21
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,20,30,50
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,1,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,5,29,34
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,30,43,73
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,13,10,23
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,607,1482,2089
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,7,10,17
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,1,7,8
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,5,12,17
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,27,37,64
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,11,22,33
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,10,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,8,53,61
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,23,36,59
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,15,26,41
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,16,20
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,7,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,22,27,49
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,3,7
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,12,0,12
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,5,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,11,35,46
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,9,12,21
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,1,3
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,7,6,13
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,6,27,33
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,5,9
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,9,16,25
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,8,26,34
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,3,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,18,54,72
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,8,10
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,4,7
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,6,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,24,54,78
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,7,11,18
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,2,5,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,1,2,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,14,17,31
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,2,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,5,10,15
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,41,58,99
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,8,12
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,7,5,12
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,0,1,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,1,6,7
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,4,13,17
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-04-01,3,9,12
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,11,18,29
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,14,22,36
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,3,5
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,4,6
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,0,2
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,3,4
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,0,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,3,7
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,2,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,10,19,29
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,3,6
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,5,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,25,36,61
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,25,46,71
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,27,28,55
BELEN DE URMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,28,25,53
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,24,42,66
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,9,16
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,15,19
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,12,13,25
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,12,13
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,25,20,45
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,5,12
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,0,1
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,1,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,2,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,2,5
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,13,16
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,1,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,4,11
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,2,6
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,2,4
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,5,9
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,19,19,38
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,8,8
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,13,28,41
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,13,12,25
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,215,450,665
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,5,6
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,5,4,9
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,5,7
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,13,19,32
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,1,3
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,12,21,33
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,2,5
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,5,7
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,1,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,36,37
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,9,9,18
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,8,5,13
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,14,12,26
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,11,5,16
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,18,41,59
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,7,11
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,3,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,14,17,31
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,64,139,203
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,0,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,7,8
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,11,30,41
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,3,7
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,2,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,8,5,13
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,2,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,12,19
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,5,7
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,11,15
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,7,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,8,15
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,6,9
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,6,15,21
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,10,8,18
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,14,21
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,1,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,10,13
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,5,2,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,10,11,21
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,14,17
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,13,12,25
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,198,486,684
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,5,5
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,4,4
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,52,70,122
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,2,5
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,2,4
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,4,6
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,3,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,8,8
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,7,8
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,15,30,45
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,19,25,44
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,6,6,12
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,3,4
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,87,188,275
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,17,15,32
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,6,6,12
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,7,7,14
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-05-01,4,4,8
