,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,7,4,4,11,11,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,5,6,6,8,14
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,6,0,0,0,6,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,1,1,1,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,4,0,0,5,4,9
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,3,6,4,6,7,13
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,16,10,7,1,23,11,34
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,2,3,3,8,5,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,6,2,0,7,6,13
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,2,5,5,8,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,3,0,0,1,3,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,5,1,0,7,5,12
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,3,1,4,2,6
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,20,21,21,21,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,30,25,5,5,35,30,65
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,11,7,13,9,22
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,1,1,3,3,6
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,2,0,1,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,2,10,12,10,14,24
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,3,1,1,6,4,10
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,0,2,3,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,2,10,8,20,10,30
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3,0,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,5,0,0,8,5,13
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,9,4,3,15,12,27
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,0,0,0,4,0,4
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,30,41,10,10,40,51,91
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,3,0,5,2,7
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,5,7,4,12,9,21
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,0,0,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,1,3,4,10,5,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,9,9,2,1,11,10,21
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,6,2,7,5,13,18
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,0,0,0,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,2,1,1,5,3,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,0,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,12,3,1,13,13,26
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,5,8,8,13,13,26
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,9,12,10,14,24
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,6,2,0,13,6,19
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,23,22,7,1,30,23,53
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,23,22,4,4,27,26,53
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,3,3,0,4,3,7
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,2,2,1,9,3,12
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,13,3,3,13,16,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,7,12,8,12,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,4,2,4,3,7
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,14,12,2,5,16,17,33
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,1,1,2,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,1,2,4,5,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,0,0,2,5,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,145,157,9,2,154,159,313
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,8,2,2,8,10,18
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,3,1,1,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,1,1,3,3,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,4,0,2,4,6,10
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,3,1,0,2,3,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,1,1,0,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,2,2,0,9,2,11
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,4,1,4,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,13,8,2,3,15,11,26
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,4,0,1,6,5,11
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,3,3,4,3,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,26,3,3,14,29,43
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,2,0,3,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,2,0,0,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,12,7,8,4,20,11,31
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,40,28,3,7,43,35,78
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,2,2,0,7,2,9
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,1,1,4,4,8
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,2,2,4,4,8
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,2,1,3,1,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,12,7,7,10,19,17,36
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,2,4,4,8,6,14
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,0,2,3,5
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,2,3,3,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,43,38,1,1,44,39,83
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,1,1,0,5,1,6
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,5,0,0,3,5,8
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,0,0,2,5,7
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,10,3,4,14,14,28
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,2,0,0,5,2,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,16,17,1,2,17,19,36
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,10,8,9,15,19,34
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,3,3,4,3,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,2,1,2,1,3
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,0,0,0,4,0,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,2,2,4,4,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,3,2,0,6,3,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,6,1,2,5,8,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,13,1,1,5,14,19
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,1,1,2,1,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,13,10,0,0,13,10,23
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,18,24,4,0,22,24,46
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,3,1,0,2,3,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,10,1,2,9,12,21
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,4,4,7,5,12
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,0,2,3,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,2,1,5,4,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,4,0,1,5,5,10
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,9,12,0,0,9,12,21
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,0,2,3,3,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,1,3,3,6,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,11,0,2,8,13,21
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,3,2,4,4,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,0,2,2,4
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,5,4,7,5,12
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,45,35,4,9,49,44,93
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,0,0,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,20,27,1,3,21,30,51
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,5,24,21,30,26,56
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,2,7,2,8,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,2,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,9,12,3,5,12,17,29
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,10,7,11,18,21,39
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,1,1,1,5,2,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,1,0,3,2,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,15,18,25,21,40,39,79
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,1,1,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,2,3,2,3,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,4,3,5,4,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,1,1,0,8,1,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,0,2,2,3,2,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,8,6,2,7,10,13,23
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,12,12,0,1,12,13,25
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,0,15,17,17,17,34
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,2,1,1,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,0,0,1,2,1,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,7,3,0,0,7,3,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,5,3,1,7,6,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,1,0,0,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,3,0,0,0,3,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,3,3,1,2,4,5,9
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,15,4,6,5,21,9,30
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,0,2,2,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,1,3,1,4,2,6
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,10,14,3,1,13,15,28
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,1,8,9,9,10,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,7,12,0,0,7,12,19
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,5,8,3,2,8,10,18
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,2,0,0,0,2,2
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,3,7,1,11,4,15
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,4,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,15,11,9,10,24,21,45
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,3,3,4,6,7,9,16
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,12,17,0,0,12,17,29
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,6,2,0,1,6,3,9
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,4,2,2,3,6,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,20,18,14,6,34,24,58
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,14,29,3,6,17,35,52
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,7,2,3,1,10,3,13
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,2,1,0,3,2,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,1,2,3,4,4,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,0,0,4,1,4,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,7,4,4,8,11,19
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,4,1,1,5,5,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,8,3,0,7,8,15
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,5,0,0,2,5,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,0,0,2,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,3,1,1,0,4,1,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,7,7,6,4,13,11,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,9,9,3,5,12,14,26
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,10,11,4,3,14,14,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,6,3,0,1,6,4,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,7,8,6,5,13,13,26
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,23,14,3,2,26,16,42
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,9,8,7,2,16,10,26
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,7,2,2,6,9,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,4,6,1,10,5,15
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,0,1,1,3,1,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,0,0,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,20,15,3,4,23,19,42
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,2,1,0,5,2,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,8,5,2,5,10,10,20
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,1,0,1,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,5,3,2,7,7,14
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,15,10,2,2,17,12,29
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,0,0,1,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,1,2,2,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,10,9,0,2,10,11,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,5,4,1,0,6,4,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,1,3,1,3,2,5
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,2,4,9,3,11,7,18
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,11,16,7,6,18,22,40
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,16,25,13,11,29,36,65
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,6,4,13,8,19,12,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,244,258,5,3,249,261,510
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,11,19,0,0,11,19,30
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,10,4,6,4,16,8,24
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,3,1,3,5,6,6,12
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,4,8,1,0,5,8,13
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-05-01,0,1,0,0,0,1,1
