,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,4,4,5,21
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,2,0,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,2,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,16,16,2,0,34
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,1,1,1,6
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,0,1,5
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,4,0,0,5
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,2,1,1,7
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,2,3,6
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,7,2,3,13
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,3,4,3,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,3,6,1,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,7,8,6,2,23
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,6,2,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,6,2,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,40,39,5,8,92
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,96,88,3,2,189
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,504,442,6,1,953
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,4,1,4,13
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,13,10,1,0,24
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,2,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,0,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,20,10,17,27,74
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,6,0,0,8
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,6,5,13
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,4,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,3,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,7,4,0,16
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,7,8,5,6,26
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,8,0,0,17
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,13,12,3,0,28
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,13,3,1,23
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,22,13,4,1,40
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,19,13,7,7,46
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,3,4,3,14
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,5,1,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,23,2,0,36
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,107,90,2,4,203
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,1,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,1,8,4,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,1,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,3,10,4,23
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,7,3,0,22
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,0,1,4
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,220,214,7,22,463
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,10,13,3,1,27
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,7,10,1,0,18
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,25,12,24,36,97
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,12,3,5,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,20,21,3,2,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,3,0,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,7,0,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,0,2,4
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,4,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,17,15,2,5,39
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,1,0,5
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,7,2,1,13
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,2,19,7,32
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,3,8,5,24
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,9,2,5,27
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,2,0,0,8
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,8,4,1,21
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,2,6,6,18
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,7,3,0,14
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,22,18,0,0,40
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,3,0,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,137,158,23,22,340
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,4,3,4,11
PUCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,26,4,4,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,7,3,2,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,2,4,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,6,1,3,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,3,0,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,9,1,1,20
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,7,1,0,13
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,1,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,16,9,3,2,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,37,51,3,1,92
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,2,6,5,18
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,25,20,2,2,49
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,92,76,48,49,265
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,5,1,1,18
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,6,4,8,27
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,10,5,2,28
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,90,82,8,2,182
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,12,2,0,23
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,14,11,3,1,29
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,1,2,0,6
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,126,112,11,14,263
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,4,0,1,7
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,4,10,6,32
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,3,1,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,2,3,4,13
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,1,0,1,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,10,3,2,1,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,0,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,2,6,2,14
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,8,2,2,18
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,38,37,8,8,91
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,10,3,1,23
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,18,19,1,1,39
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,18,15,3,2,38
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,34,38,11,7,90
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,1,2,1,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,13,8,0,0,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,3,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,13,8,14,11,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,7,2,0,1,10
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,29,29,4,4,66
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,3,5,7,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,12,0,2,26
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,18,12,11,11,52
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,14,10,1,1,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,13,6,1,1,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,7,0,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,23,4,13,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,5,1,0,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,1,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,1,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,0,1,1,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,7,1,2,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,7,0,0,15
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,13,1,1,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1171,1069,14,5,2259
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,10,11,6,8,35
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,6,0,1,10
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,2,1,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,3,3,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,1,0,0,3
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,1,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,3,0,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,0,3,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,7,3,3,13
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,4,1,3,10
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,23,15,0,0,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,20,11,0,3,34
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,0,2,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,15,15,1,1,32
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,0,1,4
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,4,2,6,15
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,10,2,3,21
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,229,207,1,5,442
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,7,6,2,0,15
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,3,2,3,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,0,1,0,5
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,26,5,5,48
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,8,7,2,23
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,0,0,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,0,0,3
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,147,166,5,2,320
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,4,1,6,17
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,5,1,2,11
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,10,6,1,2,19
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,14,8,6,33
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,9,2,0,15
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,15,21,5,1,42
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,9,10,6,10,35
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,0,0,2,5
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,2,0,0,6
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,1,1,6
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,8,2,5,19
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,3,4,2,14
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,3,4,4,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,11,9,1,2,23
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,2,0,0,8
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,91,87,8,10,196
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,32,26,4,6,68
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,2,1,0,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,3,0,4
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,10,9,4,4,27
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,8,7,2,2,19
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,5,6,1,1,13
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,18,24,3,1,46
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,3,2,2,9
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,12,13,1,0,26
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,41,41,5,6,93
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,3,0,4,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,14,4,2,4,24
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,40,31,5,2,78
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,0,0,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,11,2,1,18
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,3,4,1,1,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,57,55,5,2,119
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,7,3,5,19
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,34,25,1,1,61
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,27,31,11,11,80
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,1,1,0,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,0,2,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,102,92,4,7,205
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,4,3,0,8
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,64,56,5,4,129
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,2,2,2,2,8
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,0,0,2
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,37,37,11,8,93
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,6,6,2,1,15
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,4,1,2,11
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,1,1,3,7,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-04-01,4,0,3,2,9
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,2,2,2,1,7
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,23,15,3,5,46
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,10,4,8,3,25
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,13,11,5,8,37
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,3,0,0,1,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,7,10,1,2,20
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,6,3,2,0,11
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,0,2,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,1,2,5,6,14
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,10,13,5,5,33
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,1,2,1,1,5
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,9,10,2,1,22
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,16,19,4,4,43
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,2,4,0,2,8
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-05-01,41,36,0,0,77
