municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,235,235
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,307,307
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,9,9
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,378,378
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,239,239
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,91,91
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1720,1720
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,93,93
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,364,364
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,12690,12690
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,141,141
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,63,63
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,73,73
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1148,1148
TAHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,233,233
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1158,1158
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2081,2081
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,202,202
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,391,391
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3199,3199
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1157,1157
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,425,425
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,123,123
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,463,463
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3051,3051
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,233,233
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1916,1916
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,4,4
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,87,87
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,52,52
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,186,186
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,55,55
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,234,234
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,387,387
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,155,155
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,20,20
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2426,2426
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,853,853
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,73,73
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,352,352
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,288,288
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,829,829
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,90,90
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1536,1536
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1856,1856
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,17,17
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,685,685
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,140,140
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,469,469
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,11,11
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,245,245
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,10,10
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2693,2693
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,81,81
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3765,3765
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,54,54
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,43,43
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1156,1156
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,104,104
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3094,3094
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,394,394
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,577,577
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,248,248
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,592,592
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,34,34
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,379,379
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,9,9
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,145,145
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,61,61
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,212,212
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,234,234
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,31,31
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,52,52
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,54,54
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,5,5
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,155,155
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,150,150
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,72,72
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,87,87
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,172,172
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,44,44
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,93,93
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,219,219
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,129,129
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,1,1
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,4,4
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,1659,1659
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,518,518
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,109,109
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,21,21
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,85,85
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,188,188
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,64,64
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,53,53
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,95,95
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,1,1
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,9,9
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,68,68
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,26,26
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,119,119
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,114,114
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,16,16
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,87,87
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,168,168
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,11,11
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,46,46
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,31,31
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,302,302
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,5,5
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,37,37
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,468,468
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,4,4
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,111,111
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,3122,3122
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,57,57
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,159,159
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,44,44
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,440,440
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,25,25
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,7,7
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,13,13
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,15,15
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,44,44
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,96,96
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,216,216
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,118,118
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,43,43
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,9,9
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,19,19
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,31,31
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,238,238
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,5,5
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,7,7
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,4160,4160
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,27,27
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,43,43
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,167,167
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,27,27
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,513,513
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,183,183
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,193,193
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,9,9
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,36,36
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,19,19
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,84,84
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,199,199
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,20,20
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,656,656
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,8,8
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,104,104
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,41,41
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,30,30
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,1,1
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,26,26
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,17,17
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,138,138
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,203,203
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,600,600
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,38,38
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,101,101
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,3,3
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,34,34
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,307,307
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,5894,5894
LA RIVERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,1,1
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,103,103
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,2,2
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,170,170
LLICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,58,58
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,22,22
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,26,26
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,67,67
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,13,13
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,7,7
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,285,285
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,67,67
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,700,700
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,42,42
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,8,8
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,131,131
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,220,220
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-05-01,3,3
