,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,0,9,2,13
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,8,7,0,0,15
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,0,1,0,5
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,4,2,6
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
QUIME,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,3,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,1,2
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,0,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,0,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,1,5,2,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,2,0,2
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,3,1,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,5,6,11
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,2,2,4
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,3,4,0,0,7
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,1,2,1,5
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,3,0,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,40,37,14,15,106
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,2,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,4,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,1,2,0,4
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,0,3,2,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,6,6,2,0,14
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,2,3,3,1,9
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,0,1,1
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,0,1,1,2
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,4,2,5,5,16
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-12-01,0,2,0,0,2
