municipality,group,variable,month,úmero de DIU Insertados,úmero de DIU Insertados1,úmero de DIU Insertados2,úmero de DIU Insertados3,úmero de DIU Insertados4,TOTAL
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,3,15,2,0,20
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,8,102,21,0,131
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,3,4,0,0,7
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,3,0,0,3
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,3,1,0,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,6,4,0,11
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,8,4,0,12
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,8,4,0,12
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,3,0,0,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,3,1,0,5
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,2,0,0,3
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,4,0,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,8,7,0,15
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,2,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,12,4,0,16
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,17,1,0,19
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,1,0,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,1,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,3,12,0,0,15
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,1,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,1,1,0,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,17,139,76,0,232
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,4,1,0,5
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,0,1,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,1,0,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,4,54,22,0,80
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,8,25,9,0,42
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,2,0,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,3,1,0,4
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,0,1,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,10,1,0,11
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,2,3,0,0,5
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,0,1,0,1
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,1,0,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,1,0,0,2
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,2,2,0,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,3,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,2,2,0,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,1,0,2,0,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,0,4,1,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-12-01,0,1,25,2,0,28
