municipality,group,variable,month,N°de beneficiarios(as) (niño/as) con educación en Salud Oral,TOTAL
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,130,130
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,85,85
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,68,68
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1679,1679
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,93,93
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,56,56
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,157,157
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,79,79
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,64,64
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,199,199
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,40,40
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,100,100
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,39,39
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,310,310
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,23,23
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,9,9
HUACHACALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,33,33
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,42,42
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,92,92
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,22,22
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,292,292
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,105,105
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,34,34
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,150,150
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,32,32
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,102,102
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,305,305
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1017,1017
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,47,47
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,9,9
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,218,218
LLICA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,81,81
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,9,9
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,61,61
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,59,59
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,20,20
MAIRANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,20,20
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,76,76
MIZQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,81,81
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,29,29
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,212,212
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,149,149
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,194,194
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,240,240
PADCAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,39,39
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,62,62
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,356,356
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,239,239
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,10,10
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,254,254
POJO (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,9,9
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,118,118
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,304,304
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,72,72
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,197,197
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,723,723
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1155,1155
PUCARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,24,24
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,54,54
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,36,36
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,15,15
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,26,26
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,12,12
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,86,86
PUNA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,49,49
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,8,8
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,275,275
QUIME,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,50,50
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,276,276
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,21,21
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,432,432
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,24,24
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,62,62
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1803,1803
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,6,6
SACACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,31,31
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,160,160
SAMAIPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,41,41
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,5,5
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,42,42
SAN BENITO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,45,45
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,60,60
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,25,25
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,70,70
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,239,239
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,32,32
SAN PEDRO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,28,28
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,9,9
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,191,191
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,149,149
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,7368,7368
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,189,189
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,61,61
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,62,62
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,78,78
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,22,22
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,46,46
SHINAOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,88,88
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,101,101
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,20,20
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,126,126
