,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,3,0,1,5
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,5,2,6,14
APOLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,15,17,7,3,42
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,3,1,8
ARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,7,0,0,17
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,16,5,2,31
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,11,14,2,5,32
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,31,36,0,0,67
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,5,3,2,22
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,0,1,1,3
AYATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,4,3,2,12
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,7,0,0,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,5,11,14,42
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,4,5,14
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,2,4,2,16
BAURES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,1,0,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,2,1,1,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,1,0,2,4
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,1,0,2,4
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,15,14,1,5,35
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,21,10,13,56
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,2,4,3,10
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,5,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,13,2,0,24
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,16,25,10,19,70
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,9,4,7,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,2,2,2,15
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,8,0,1,17
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,3,2,1,7
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,8,1,1,13
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,7,2,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,1,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,34,37,6,6,83
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,18,25,2,1,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,2,2,0,8
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,7,7,9,32
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,39,42,12,11,104
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,20,15,1,2,38
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,7,4,4,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,2,2,2,8
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,0,1,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,29,20,12,11,72
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,2,4,4,14
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,17,37,27,104
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,3,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,4,5,7,28
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,19,0,7,49
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,2,0,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,21,14,3,4,42
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,3,1,5,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,4,1,3,12
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,8,4,2,22
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,22,16,3,1,42
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,68,55,12,14,149
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,11,3,9,9,32
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,686,652,3,11,1352
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,43,37,1,0,81
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,12,1,0,17
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,0,0,5
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,20,18,4,2,44
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,10,0,1,14
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,16,17,24,21,78
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,5,0,1,13
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,6,9,8,31
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,14,15,4,0,33
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,0,4,3,7
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,18,5,13,59
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,4,1,0,10
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,13,8,1,1,23
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,5,0,3,12
COROICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,10,6,8,34
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,2,7,1,11
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,11,5,1,29
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,61,62,19,29,171
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,13,20,5,3,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,2,0,0,2
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,2,1,0,4
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,16,9,1,6,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,0,1,2
CURVA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,5,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,754,791,108,133,1786
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,5,2,1,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,11,10,4,2,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,8,2,1,16
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,52,50,8,4,114
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,3,3,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,15,10,4,5,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,61,43,3,1,108
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,0,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,2,0,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,9,0,0,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,4,1,6
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,6,1,4,21
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,2,1,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,12,3,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,5,3,1,14
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,13,10,4,5,32
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,2,4,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,48,56,9,2,115
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,9,2,4,20
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,6,2,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,19,0,4,46
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,1,1,7
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,1,0,1,3
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,0,0,1,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,0,2,5
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,1,2,1,5
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,2,2,1,5
ICLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,2,2,7
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,6,3,5,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,3,1,1,9
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,5,7,9,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,7,5,3,24
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,5,2,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,2,2,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,36,43,11,9,99
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,92,89,7,5,193
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,630,632,42,24,1328
LA RIVERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,3,0,2,8
LAJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,3,1,3,14
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,2,2,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,44,34,23,19,120
LLICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,4,0,1,11
LORETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,0,1,4
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,6,2,13
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,2,1,6
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,5,0,2,11
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,6,0,2,15
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,10,3,2,38
MALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,0,2,1,5
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,20,14,1,1,36
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,5,2,2,16
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,3,0,0,7
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,24,21,6,4,55
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,4,3,4,17
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,1,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,5,3,1,17
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,18,17,0,1,36
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,130,150,4,7,291
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,2,9,5,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,6,1,2,11
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,4,12,21
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,14,13,4,5,36
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,3,3,0,8
ORURO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,294,323,10,20,647
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,11,20,2,2,35
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,3,1,1,15
PAILON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,27,35,15,14,91
PALCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,10,9,3,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,22,5,3,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,2,0,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,8,1,2,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,2,0,0,6
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,16,25,4,4,49
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,3,3,2,8
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,6,1,3,13
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,2,18,12,33
POCONA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,7,6,4,20
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,7,3,0,17
POOPO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,1,5
PORCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,19,4,2,37
POROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,9,6,2,23
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,0,3,7,15
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,18,31,4,2,55
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,1,5,2,12
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,1,4,0,0,5
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,202,237,22,27,488
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,4,7,14
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,11,19,13,9,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,4,7,2,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,8,6,6,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,0,4,3,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,4,7,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,13,2,3,28
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,11,0,0,17
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,1,2,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,14,12,3,3,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,79,76,4,7,166
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,6,5,4,21
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,23,24,0,0,47
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,4,8
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,108,132,37,32,309
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,3,4,4,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,2,1,0,3
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,8,11,5,27
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,5,15,15,43
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,138,141,14,9,302
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,17,9,1,2,29
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,24,24,5,1,54
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,3,2,3,8
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,127,138,6,3,274
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,0,4
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,9,19,8,8,44
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,3,0,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,2,7,4,19
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,3,1,3,10
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,15,5,2,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,1,6,0,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,1,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,3,3,4,14
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,8,6,1,3,18
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,38,45,32,33,148
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,11,1,3,22
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,15,20,6,1,42
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,22,16,8,8,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,48,54,9,9,120
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,4,2,2,2,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,25,16,6,8,55
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,6,5,2,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,21,12,12,11,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,3,5,0,1,9
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,43,43,33,23,142
