,group,variable,month,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,3,1,2,8
SAN BENITO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,7,6,1,2,16
SAN BORJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,64,48,1,1,114
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,12,6,1,0,19
SAN CARLOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,22,25,1,1,49
SAN IGNACIO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,32,12,2,4,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,55,55,7,6,123
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,2,0,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,5,0,1,14
SAN JOAQUIN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,22,16,0,0,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,6,2,2,15
SAN JULIAN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,54,35,9,8,106
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,0,3,1,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,16,9,2,2,29
SAN LUCAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,18,18,13,11,60
SAN MATIAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,17,12,2,0,31
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,8,2,3,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,3,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,11,10,0,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,34,14,12,21,81
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,3,0,2,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,1,1,2,5
SAN RAFAEL,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,4,0,0,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,2,7,0,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,0,2,0,0,2
SANTA ANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,22,15,1,2,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1627,1546,38,28,3239
SANTA ROSA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,7,7,1,0,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,14,9,1,0,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,0,0,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,9,7,2,1,19
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,2,3,2,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,2,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,6,1,0,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,3,0,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,5,1,0,8
SENA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,10,0,0,13
SHINAOTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,16,15,2,2,35
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,10,15,3,4,32
SICAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,1,0,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,32,30,1,1,64
SOPACHUY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,5,2,1,16
SORACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,11,3,3,3,20
SORATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,9,7,11,33
SUCRE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,303,255,8,2,568
TACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,0,0,1,3
TACACOMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,10,5,1,1,17
TACOBAMBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,10,2,5,5,22
TACOPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,2,4,1,12
TAHUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,17,7,9,10,43
TARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,10,9,5,11,35
TARACO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,1,2,1,8
TARATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,11,5,1,1,18
TARIJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,223,223,5,4,455
TARVITA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,7,7,1,6,21
TEOPONTE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,9,8,2,2,21
TIAWANACU,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,14,7,1,0,22
TINGUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,24,20,9,7,60
TIPUANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,6,0,0,14
TIQUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,36,32,6,9,83
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,10,6,4,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,0,0,0,3
TOCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,4,0,0,7
TODOS SANTOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,0,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,5,2,1,12
TOLEDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,3,1,1,8
TOMAVE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,4,6,6,18
TOMINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,4,2,3,15
TORO TORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,4,10,8,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,20,17,3,2,42
TOTORA(ORR),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,2,0,1,4
TRIGAL,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,107,123,3,2,235
TUPIZA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,38,43,9,5,95
TURCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,1,0,0,6
UMALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,0,7,3,1,11
UNCIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,18,22,5,4,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,9,11,2,0,22
URUBICHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,7,2,1,12
UYUNI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,34,31,5,3,73
VACAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,6,4,1,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,10,1,0,15
VIACHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,73,67,2,3,145
VILA VILA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,4,1,3,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,7,2,3,20
VILLA MONTES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,48,43,4,8,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,2,2,1,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,5,5,2,0,12
VILLA SERRANO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,3,3,2,16
VILLA TUNARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,65,58,3,4,130
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,7,10,5,7,29
VILLAZON,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,31,34,2,3,70
VINTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,61,48,0,3,112
VITICHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,5,0,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,3,0,0,4
WARNES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,141,99,3,4,247
YACO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,4,4,4,3,15
YACUIBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,86,127,7,10,230
YAMPARAEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,3,0,3,9
YANACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,3,2,0,1,6
YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,54,52,7,3,116
YOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,8,2,1,4,15
YOTALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,7,4,4,0,15
YUNCHARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,0,0,3,3,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-03-01,1,5,2,0,8
ACACIO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,0,3,1,4
ACHACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,11,17,9,3,40
ACHOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,10,7,15,14,46
AIQUILE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,19,11,8,1,39
ALALAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,2,2,0,2,6
ALTO BENI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,7,5,0,0,12
ANCORAIMES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,8,5,2,20
ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,4,2,0,6
ANTEQUERA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,3,0,1,5
ANZALDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,5,2,6,14
APOLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,15,16,5,2,38
ARAMPAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,1,3,1,8
ARANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,7,0,0,16
ARBIETO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,8,16,5,2,31
ARQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,13,13,2,6,34
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,16,19,0,0,35
ATOCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,10,5,3,2,20
AUCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,0,1,1,3
AYATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,3,3,2,11
AYO AYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,8,5,0,0,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,13,5,9,15,42
AZURDUY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,2,3,4,5,14
BATALLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,8,2,4,1,15
BAURES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,1,0,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,1,1,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,2,0,2,5
BELLA FLOR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,1,0,2,4
BERMEJO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,39,55,1,5,100
BETANZOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,12,21,10,13,56
BOLIVAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,2,2,2,7
BOYUIBE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,5,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,12,2,0,23
CABEZAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,14,20,3,9,46
CAIROMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,6,9,4,7,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,2,2,2,15
CAJUATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,8,8,0,1,17
CALACOTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,3,2,1,7
CALAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,7,0,1,11
CAMARGO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,7,2,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,1,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,36,35,6,6,83
CAPINOTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,18,24,1,0,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,2,2,0,7
CARACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,7,7,6,7,27
CARANAVI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,38,42,10,12,102
CARAPARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,19,13,1,2,35
CARIPUYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,2,7,4,4,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,2,2,2,2,8
CHACARILLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,28,18,12,9,67
CHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,4,2,4,4,14
CHARAGUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,21,14,23,21,79
CHARAÑA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,3,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,12,4,5,7,28
CHIMORE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,21,18,0,5,44
CHIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,2,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,2,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,21,12,2,4,39
CHUMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,3,1,4,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,4,4,1,3,12
CKOCHAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,11,8,3,2,24
CLIZA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,21,16,3,1,41
COBIJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,59,54,9,11,133
COCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,10,4,10,9,33
COCHABAMBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,675,643,1,40,1359
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,43,32,3,0,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,4,12,1,0,17
COLLANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,2,3,0,0,5
COLOMI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,18,17,4,1,40
COLPA BELGICA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,7,5,0,1,13
COLQUECHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,14,15,23,21,73
COLQUENCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,6,4,0,1,11
COLQUIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,8,7,8,8,31
COMANCHE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,14,16,4,0,34
COMBAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,0,4,2,6
CONCEPCION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,23,18,5,9,55
COPACABANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,4,1,0,10
CORIPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,12,8,1,1,22
CORO CORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,4,4,0,2,10
COROICO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,10,6,7,32
CORQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,2,7,1,10
COTAGAITA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,12,11,5,1,29
COTOCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,67,67,11,21,166
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,13,20,5,3,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,2,0,0,2
CUEVO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,2,1,0,4
CULPINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,15,10,1,6,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,1,0,1,2
CURVA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,1,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,4,5,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,713,738,86,112,1649
EL CHORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,5,2,1,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,11,10,4,2,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,8,2,1,16
EL TORNO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,53,49,8,2,112
EL VILLAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,1,3,3,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,15,10,4,5,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,54,38,2,0,94
ESCARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,0,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,2,0,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,9,0,0,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,0,1,1,2,4
EXALTACION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,3,1,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,5,1,4,19
FILADELFIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,2,1,3,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,9,12,3,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-04-01,5,4,3,1,13
