,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,11,14,2,0,27
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,17,15,3,0,35
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,21,13,3,0,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,36,54,9,8,107
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,2,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,5,0,0,9
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,9,0,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,16,17,0,0,33
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,9,13,2,1,25
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,33,37,10,4,84
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,1,4,3,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,15,2,4,29
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,15,20,7,15,57
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,10,1,0,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,8,1,2,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,4,0,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,11,9,0,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,23,19,9,5,56
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,1,0,0,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,2,0,3,6
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,5,5,5,20
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,0,2,3,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,9,10,0,0,19
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,14,5,2,2,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1229,1306,16,30,2581
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,12,7,1,3,23
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,12,14,4,2,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,6,2,1,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,4,0,2,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,2,2,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,6,8,2,1,17
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,3,2,0,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,5,1,0,11
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,1,0,0,6
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,11,20,4,2,37
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,10,9,3,5,27
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,2,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,46,27,0,0,73
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,0,3,1,1,5
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,2,5,2,1,10
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,7,8,7,8,30
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,306,300,3,1,610
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,0,1,1,0,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,6,2,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,5,3,6,15
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,6,0,2,11
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,17,8,5,11,41
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,10,5,9,32
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,1,1,0,5
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,7,9,4,6,26
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,204,205,3,6,418
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,6,6,6,22
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,7,11,2,2,22
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,10,12,1,0,23
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,22,10,2,6,40
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,10,8,3,2,23
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,33,26,6,5,70
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,6,8,4,4,22
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,1,0,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,11,6,0,0,17
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,7,2,2,2,13
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,3,0,1,9
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,10,5,7,7,29
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,1,2,1,7
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,2,3,13,13,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,17,12,6,3,38
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,3,0,2,6
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,110,81,5,6,202
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,32,33,9,3,77
TURCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,4,0,0,7
UMALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,1,2,4,15
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,15,17,12,7,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,14,10,2,1,27
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,2,1,1,7
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,21,29,2,1,53
VACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,2,4,2,11
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,15,11,0,0,26
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,65,51,5,5,126
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,3,1,1,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,17,11,7,5,40
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,38,42,8,5,93
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,5,2,2,0,9
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,6,4,3,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,10,9,5,3,27
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,46,46,3,1,96
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,6,1,0,0,7
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,54,36,2,2,94
VINTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,50,39,2,1,92
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,6,5,2,2,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,1,0,0,4
WARNES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,91,88,5,3,187
YACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,3,5,2,13
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,84,77,13,8,182
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,1,5,2,1,9
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,3,8,1,1,13
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,49,33,8,14,104
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,8,2,1,5,16
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,7,3,3,17
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,2,1,1,5,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-03-01,4,4,4,4,16
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,2,2,6
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,11,13,6,6,36
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,2,9,14,31
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,16,13,4,3,36
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,1,1,1,6
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,4,2,0,10
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,11,8,2,1,22
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,5,2,2,13
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,2,1,5
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,3,3,2,10
APOLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,16,25,4,1,46
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,0,1,3,5
ARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,5,0,1,10
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,6,7,0,18
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,8,8,5,2,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,37,52,0,0,89
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,9,9,1,4,23
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,0,1,2,6
AYATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,7,1,3,14
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,3,2,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,11,11,8,15,45
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,5,1,4,14
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,9,10,3,3,25
BAURES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,0,0,2
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,1,0,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,2,0,3,6
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,37,34,1,0,72
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,20,17,7,5,49
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,1,3,4,10
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,2,0,0,3
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,1,1,3
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,10,14,0,3,27
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,26,16,21,23,86
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,8,6,2,10,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,2,2,2,12
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,16,18,0,0,34
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,1,0,2
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,7,5,1,2,15
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,8,6,1,2,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,2,0,1,6
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,23,25,5,6,59
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,22,16,1,4,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,5,2,1,11
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,4,6,10,24
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,36,34,9,13,92
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,11,6,3,4,24
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,4,4,4,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,2,0,4,8
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,0,0,5,5
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,21,12,12,9,54
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,4,1,0,9
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,20,19,23,22,84
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,10,4,3,22
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,12,10,2,2,26
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,3,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,15,11,1,1,28
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,4,8,3,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,6,1,0,9
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,8,5,2,4,19
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,12,8,2,2,24
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,39,34,11,11,95
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,7,18,10,41
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,567,547,6,18,1138
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,0,0,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,41,35,1,1,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,8,9,0,4,21
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,4,1,0,6
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,19,16,2,1,38
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,3,1,0,7
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,15,14,19,14,62
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,7,3,0,16
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,3,11,13,32
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,1,0,0,5
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,17,13,3,2,35
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,0,1,2
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,17,17,8,9,51
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,4,0,3,12
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,19,14,3,2,38
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,1,1,3,11
COROICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,12,16,3,2,33
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,2,0,0,3
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,7,17,5,8,37
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,49,52,29,23,153
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,18,18,5,5,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,0,0,0,1
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,2,1,2,6
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,12,12,6,4,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,2,3,7
CURVA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,5,1,1,9
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,575,612,127,132,1446
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,0,2,2,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,12,3,7,6,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,13,4,4,3,24
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,51,48,7,8,114
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,3,0,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,14,19,5,4,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,44,42,7,2,95
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,0,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,3,2,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,1,0,1,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,1,2,1,1,5
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,5,7,2,3,17
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,6,4,1,0,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,16,12,4,1,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,4,10,3,1,18
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,10,9,4,2,25
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,4,0,2,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,44,39,12,6,101
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,7,6,3,2,18
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,3,4,2,6,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-04-01,2,1,0,3,6
