,group,variable,month,TOTAL BCG DENTRO,TOTAL BCG DENTRO,TOTAL BCG FUERA,TOTAL BCG FUERA,TOTALES
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,2,0,1,6
SAPAHAQUI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,3,3,3,12
SENA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,2,0,2,7
SHINAOTA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,15,25,2,2,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,5,5,9,22
SICAYA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,2,1,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,total bcg,2015-04-01,22,30,0,1,53
SOPACHUY,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,3,1,0,4
SORACACHI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,3,8,4,18
SORATA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,6,2,6,3,17
SUCRE,vacunaciones en menores de 1 ano,total bcg,2015-04-01,309,318,2,3,632
TACACHI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,3,4,1,10
TACOBAMBA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,0,8,2,11
TACOPAYA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,1,5,5,14
TAPACARI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,10,13,10,8,41
TARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,8,6,3,1,18
TARACO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,2,1,0,4
TARATA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,5,3,0,0,8
TARIJA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,302,275,2,2,581
TARVITA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,5,5,1,4,15
TEOPONTE,vacunaciones en menores de 1 ano,total bcg,2015-04-01,7,8,1,2,18
TIAWANACU,vacunaciones en menores de 1 ano,total bcg,2015-04-01,4,3,7,3,17
TINGUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,12,8,11,6,37
TIPUANI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,4,0,1,8
TIQUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,56,61,6,4,127
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-04-01,16,9,4,3,32
TOCO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,1,0,0,1
TOLATA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,0,1,0,3
TOLEDO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,2,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,1,6,2,12
TOMINA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,5,9,1,3,18
TORO TORO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,6,1,9,2,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,total bcg,2015-04-01,16,2,0,2,20
TOTORA(ORR),vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,0,1,3,5
TRINIDAD,vacunaciones en menores de 1 ano,total bcg,2015-04-01,205,184,0,4,393
TUPIZA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,47,45,3,4,99
TURCO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,1,1,0,3
UMALA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,1,4,4,10
UNCIA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,9,10,5,4,28
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total bcg,2015-04-01,6,3,1,0,10
URUBICHA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,6,4,1,5,16
UYUNI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,31,36,2,2,71
VACAS,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,1,7,5,14
VALLEGRANDE,vacunaciones en menores de 1 ano,total bcg,2015-04-01,21,16,0,0,37
VIACHA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,34,41,2,1,78
VILA VILA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,5,4,4,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,0,8,7,16
VILLA MONTES,vacunaciones en menores de 1 ano,total bcg,2015-04-01,58,78,3,1,140
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,0,2,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,1,1,3,7
VILLA SERRANO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,5,0,0,8
VILLA TUNARI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,93,82,15,9,199
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,2,3,4,9
VILLAZON,vacunaciones en menores de 1 ano,total bcg,2015-04-01,39,35,1,0,75
VINTO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,53,50,0,0,103
VITICHI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,1,7,4,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total bcg,2015-04-01,1,0,1,0,2
WARNES,vacunaciones en menores de 1 ano,total bcg,2015-04-01,105,95,4,3,207
YACO,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,3,4,0,7
YACUIBA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,94,119,8,7,228
YAMPARAEZ,vacunaciones en menores de 1 ano,total bcg,2015-04-01,3,3,0,0,6
YANACACHI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,1,0,0,3
YAPACANI,vacunaciones en menores de 1 ano,total bcg,2015-04-01,65,54,6,5,130
YOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,5,3,2,3,13
YOTALA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,5,1,0,1,7
YUNCHARA,vacunaciones en menores de 1 ano,total bcg,2015-04-01,2,0,4,1,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,total bcg,2015-04-01,0,3,1,3,7
ACACIO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,4,0,1,8
ACHACACHI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,22,20,10,13,65
ACHOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,6,6,5,23
AIQUILE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,20,20,7,4,51
ALALAY,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,4,0,0,6
ALTO BENI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,4,1,2,10
ANCORAIMES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,3,10,12,29
ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,4,3,7
ANTEQUERA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,0,0,5
ANZALDO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,1,2,4
APOLO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,2,5,8,18
ARAMPAMPA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,1,4,1,10
ARANI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,5,0,0,11
ARBIETO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,3,9,9,31
ARQUE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,7,2,5,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,35,33,1,1,70
ATOCHA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,2,0,0,4
AUCAPATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,5,2,7
AYATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,2,3,0,8
AYO AYO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,6,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,10,7,7,30
AZURDUY,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,6,1,5,16
BATALLAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,5,3,2,16
BAURES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,9,2,0,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,1,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,30,26,0,0,56
BETANZOS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,11,7,12,6,36
BOLIVAR,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,3,2,7
BOLPEBRA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,0,1,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,7,2,1,15
CABEZAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,14,9,10,43
CAIROMA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,9,0,1,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,1,3,4,12
CAJUATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,8,1,3,19
CALACOTO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,2,1,3
CALAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,6,5,13
CAMARGO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,18,17,3,0,38
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,1,3,7
CAMIRI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,44,50,0,0,94
CAPINOTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,8,8,1,2,19
CAQUIAVIRI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,1,5,9
CARACOLLO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,15,6,2,33
CARANAVI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,68,57,5,4,134
CARAPARI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,4,3,10
CARIPUYO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,5,9,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,2,1,2,9
CHACARILLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,27,30,17,9,83
CHAQUI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,3,4,2,16
CHARAGUA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,32,15,25,19,91
CHAYANTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,4,9,6,24
CHIMORE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,5,3,1,15
CHIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,2,2,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total bcg,2015-05-01,13,14,1,5,33
CHUMA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,2,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,3,2,2,10
CKOCHAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,4,4,4,15
CLIZA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,24,14,1,2,41
COBIJA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,82,69,2,2,155
COCAPATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,3,2,11,20
COCHABAMBA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,821,789,1,2,1613
COIPASA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,30,24,0,0,54
"COLCHA ""K""",vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,13,2,2,22
COLLANA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,2,1,0,9
COLOMI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,9,5,9,4,27
COLPA BELGICA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,3,3,11
COLQUECHACA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,11,33,27,75
COLQUENCHA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,9,7,17
COLQUIRI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,14,13,27
COMANCHE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,2,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,21,9,1,0,31
COMBAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,1,0,3
CONCEPCION,vacunaciones en menores de 1 ano,total bcg,2015-05-01,18,14,4,0,36
COPACABANA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,6,1,2,16
CORIPATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,12,0,0,22
CORO CORO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,3,2,5
COROICO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,12,5,2,25
CORQUE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,2,3,2,11
COTAGAITA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,4,10,4,23
COTOCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,58,64,0,3,125
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,13,17,2,2,34
CUEVO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,0,2,0,6
CULPINA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,12,5,4,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,4,3,11
CURVA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,1,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,0,0,3
EL ALTO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,928,795,33,37,1793
EL CHORO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,3,2,2,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,5,0,3,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,2,5,9
EL TORNO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,46,55,2,0,103
EL VILLAR,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,0,2,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,8,8,3,1,20
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,22,26,1,0,49
ESCOMA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,0,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,4,1,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,2,2,1,5
FILADELFIA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,3,4,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,7,0,0,17
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,2,3,8
GUANAY,vacunaciones en menores de 1 ano,total bcg,2015-05-01,14,9,1,1,25
GUAQUI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,0,1,2
GUAYARAMERIN,vacunaciones en menores de 1 ano,total bcg,2015-05-01,58,70,0,0,128
GUTIERREZ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,5,4,4,17
HUACARETA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,7,1,2,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,5,3,8
HUACHACALLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,11,16,1,0,28
HUARACAJE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,2,1,5
HUARINA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,1,1,3
HUATAJATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,1,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,2,2,7
HUMANATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,1,3,5
ICHOCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,4,3,7
ICLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,5,2,4,16
INCAHUASI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,9,4,5,3,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,2,3,5
INQUISIVI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,6,5,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,4,4,3,14
IXIAMAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,1,1,2,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,9,5,18
LA ASUNTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,42,37,9,4,92
LA GUARDIA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,55,61,7,6,129
LA PAZ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,884,852,0,1,1737
LAGUNILLAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,0,0,1,5
LAJA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,9,6,5,1,21
LAS CARRERAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,6,4,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,22,20,16,20,78
LLICA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,1,1,6
LORETO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,4,0,1,6
LURIBAY,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,2,3,10
MACHACAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,2,1,5
MACHARETI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,7,3,12
MAGDALENA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,13,4,4,27
MAIRANA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,8,7,0,0,15
MALLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,14,1,0,21
MECAPACA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,3,7,3,17
MINEROS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,0,0,2
MIZQUE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,14,15,5,9,43
MOCOMOCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,4,4,7,19
MOJOCOYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,7,1,0,10
MONTEAGUDO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,28,26,1,0,55
MONTERO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,163,184,1,0,348
MORO MORO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,1,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,5,3,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,3,0,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,2,0,0,2
OCURI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,10,14,29
OKINAWA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,8,2,1,17
OMEREQUE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,4,0,0,7
ORURO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,333,443,0,3,779
PADCAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,1,0,6
PADILLA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,16,9,0,0,25
PAILON,vacunaciones en menores de 1 ano,total bcg,2015-05-01,23,22,22,18,85
PALCA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,7,11,9,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,16,17,5,3,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,1,4,0,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,6,0,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,4,1,6
PASORAPA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,3,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,23,22,2,2,49
PAZÑA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,2,2,1,6
PELECHUCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,2,8,2,14
POCOATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,14,15,31
POCONA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,3,6,3,16
POJO (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,6,5,6,20
POOPO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,0,0,0,2
PORCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,6,1,2,14
POROMA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,6,13,6,7,32
PORONGO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,4,4,8
PORTACHUELO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,16,14,0,0,30
PORVENIR,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,243,249,2,8,502
PRESTO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,1,2,2,6
PUCARANI,vacunaciones en menores de 1 ano,total bcg,2015-05-01,17,14,9,8,48
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,2,4,4,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,1,7,10,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,5,3,1,3,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,5,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,11,0,2,20
PUERTO RICO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,12,4,0,0,16
PUERTO SILES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total bcg,2015-05-01,26,11,2,0,39
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total bcg,2015-05-01,61,72,3,4,140
PUNA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,5,11,7,27
PUNATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,29,48,0,0,77
QUIABAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,4,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,141,108,5,8,262
QUIME,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,6,5,12
RAVELO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,2,9,7,22
REYES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,17,13,2,4,36
RIBERALTA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,134,116,15,13,278
ROBORE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,12,13,0,2,27
RURRENABAQUE,vacunaciones en menores de 1 ano,total bcg,2015-05-01,30,23,4,1,58
SABAYA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,0,0,1
SACABA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,147,124,4,2,277
SACABAMBA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,2,3,0,0,5
SACACA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,15,5,8,3,31
SAIPINA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,1,1,2,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,7,1,3,15
SAMAIPATA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,0,1,0,5
SAN AGUSTIN,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,3,1,1,6
SAN ANDRES,vacunaciones en menores de 1 ano,total bcg,2015-05-01,4,4,0,4,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,3,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,3,1,3,1,8
SAN BENITO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,7,3,0,1,11
SAN BORJA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,47,33,6,10,96
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total bcg,2015-05-01,10,6,0,2,18
SAN CARLOS,vacunaciones en menores de 1 ano,total bcg,2015-05-01,15,17,0,0,32
SAN IGNACIO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,31,22,17,17,87
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total bcg,2015-05-01,69,61,5,1,136
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total bcg,2015-05-01,0,0,3,1,4
