,group,variable,month,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
VILLA CHARCAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,6,9,4,6,25
VILLA MONTES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,44,38,9,10,101
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,0,0,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,4,7,2,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,6,1,4,4,15
VILLA TUNARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,74,64,6,7,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,10,2,2,2,16
VILLAZON,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,42,34,6,2,84
VINTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,56,67,4,2,129
VITICHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,2,3,1,0,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,78,104,18,27,227
YACO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,5,5,1,4,15
YACUIBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,47,38,15,19,119
YAMPARAEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,4,1,3,2,10
YANACACHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,2,1,2,0,5
YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,42,42,13,8,105
YOCALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,0,2,2,2,6
YOTALA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,1,3,2,3,9
YUNCHARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,1,1,1,6,9
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,0,0,1,0,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-04-01,2,6,3,4,15
ACACIO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,3,2,6,14
ACHACACHI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,18,6,4,45
ACHOCALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,6,6,4,25
AIQUILE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,14,18,7,13,52
ALALAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,1,0,1
ALCALA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,1,0,2,4
ALTO BENI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,13,9,3,2,27
ANCORAIMES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,2,2,4,17
ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,3,0,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,1,2,2,9
APOLO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,5,5,8,21
ARAMPAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,2,2,6,11
ARANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,3,1,2,12
ARBIETO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,10,14,3,11,38
ARQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,4,2,2,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,39,30,0,2,71
ATOCHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,8,1,1,16
AUCAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,4,1,5
AYATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,2,3,1,8
AYO AYO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,3,0,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,6,13,12,42
AZURDUY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,1,6,7,17
BATALLAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,6,1,1,17
BAURES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,3,2,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,2,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,2,1,4
BELLA FLOR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,2,0,2,5
BERMEJO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,26,24,4,3,57
BETANZOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,26,22,6,10,64
BOLIVAR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,0,3,3,12
BOYUIBE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,3,2,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,13,13,1,1,28
CABEZAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,14,11,6,48
CAIROMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,10,1,3,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,4,2,2,16
CAJUATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,6,0,0,10
CALACOTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,3,3,7
CALAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,5,0,2,12
CAMARGO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,4,2,1,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,2,1,0,4
CAMIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,30,24,1,0,55
CAPINOTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,13,13,3,3,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,2,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,5,1,2,19
CARANAVI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,35,33,4,10,82
CARANGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,2,0,2
CARAPARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,14,10,1,3,28
CARIPUYO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,7,6,10,5,28
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,2,1,3,9
CHACARILLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,2,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,24,20,10,6,60
CHAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,5,4,1,16
CHARAGUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,12,6,13,40
CHAYANTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,9,5,3,25
CHIMORE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,14,1,1,27
CHIPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,3,1,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,1,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,13,4,3,29
CHUMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,5,3,5,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,3,0,1,9
CKOCHAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,11,2,5,27
CLIZA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,17,2,0,30
COBIJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,36,65,0,5,106
COCAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,7,7,5,7,26
COCHABAMBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,634,571,4,6,1215
COIPASA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,46,42,0,0,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,14,13,2,1,30
COLLANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,15,1,0,33
COLPA BELGICA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,6,4,1,16
COLQUECHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,14,15,16,56
COLQUENCHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,2,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,6,4,6,22
COMANCHE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,1,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,12,10,0,1,23
COMBAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,1,1,1,5
CONCEPCION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,27,0,3,47
COPACABANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,4,2,1,11
CORIPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,13,2,0,26
CORO CORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,3,1,0,6
COROICO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,12,0,0,21
CORQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,1,3,5
COTAGAITA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,5,5,5,26
COTOCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,76,55,1,2,134
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,18,13,3,4,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,1,0,1,3
CUEVO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,4,1,2,9
CULPINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,16,12,5,6,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,1,0,1,6
CURVA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,1,4,6
DESAGUADERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,5,0,7
EL ALTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,633,555,88,97,1373
EL CHORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,6,6,13
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,5,8,10,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,8,2,1,17
EL TORNO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,47,44,4,5,100
EL VILLAR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,2,2,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,14,20,7,9,50
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,21,28,0,0,49
ESCARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,0,1,2
ESCOMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,5,1,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,5,0,0,9
EXALTACION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,7,7,4,0,18
FILADELFIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,5,5,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,12,10,0,0,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,9,2,4,18
GUANAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,7,3,2,18
GUAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,3,5,0,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,31,35,4,3,73
GUTIERREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,7,13,6,31
HUACARETA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,10,7,2,25
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,2,0,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,23,18,6,6,53
HUARACAJE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,1,0,1,5
HUARINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,0,0,1,6
HUATAJATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,3,3,4,11
ICHOCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,2,2,2,7
ICLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,3,5,4,12
INCAHUASI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,12,7,5,27
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,1,1,2
INQUISIVI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,3,7,5,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,7,4,3,20
IXIAMAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,2,3,2,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,10,4,1,0,15
LA ASUNTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,31,36,11,10,88
LA GUARDIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,68,59,3,4,134
LA PAZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,551,552,18,16,1137
LA RIVERA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,4,3,3,18
LAJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,4,2,2,13
LAS CARRERAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,2,0,5,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,1,1,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,15,14,17,63
LLICA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,2,0,3,8
LORETO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,3,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,5,5,5,16
MACHARETI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,4,1,1,12
MAGDALENA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,15,9,8,7,39
MAIRANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,15,14,0,0,29
MALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,1,3,5
MAPIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,9,11,3,1,24
MECAPACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,5,2,2,15
MINEROS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,2,0,1,6
MIZQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,25,19,3,4,51
MOCOMOCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,12,3,3,26
MOJINETE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,5,2,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,19,2,5,43
MONTERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,109,103,5,3,220
MORO MORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,1,2,5
MOROCHATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,3,4,7,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,0,2,0,5
OCURI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,11,14,7,9,41
OKINAWA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,10,12,0,0,22
OMEREQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,0,3,2,6
ORURO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,243,242,6,6,497
PADCAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,7,8,5,1,21
PADILLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,4,2,1,10
PAILON,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,21,13,12,9,55
PALCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,17,12,2,2,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,21,29,2,0,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,5,0,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,10,6,0,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,3,2,2,7
PASORAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,2,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,16,11,2,2,31
PAZÑA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,4,0,2,9
PELECHUCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,1,4,1,9
POCOATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,2,1,15,17,35
POCONA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,4,4,1,2,11
POJO (CBBA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,10,8,2,1,21
POOPO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,3,0,0,3
PORCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,8,3,5,4,20
POROMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,5,3,6,8,22
PORONGO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,1,4,3,3,11
PORTACHUELO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,32,28,12,10,82
PORVENIR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,6,5,0,2,13
POSTRER VALLE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,166,172,13,5,356
PRESTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-05-01,3,4,13,3,23
