,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,9,5,5,25
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,2,3,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,44,51,1,0,96
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,5,8,4,25
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,6,6,3,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,0,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,27,18,0,0,45
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,4,0,0,5
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,0,1,0,5
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,2,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,3,2,2,10
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,2,1,1,8
ICLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,4,4,2,13
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,10,3,3,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,3,3,7,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,5,4,6,21
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,7,2,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,3,2,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,47,34,13,9,103
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,98,77,4,3,182
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,699,657,24,25,1405
LA RIVERA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,7,4,5,23
LAJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,6,3,2,18
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,4,0,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,1,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,17,31,14,25,87
LLICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,1,0,2,6
LORETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,2,1,1,4
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,7,2,2,12
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,3,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,2,2,0,8
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,15,6,1,2,24
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,13,0,0,22
MALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,3,2,2,7
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,12,3,3,31
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,5,1,6,18
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,3,0,1,7
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,33,18,5,4,60
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,6,6,6,25
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,4,3,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,19,22,2,2,45
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,117,149,2,0,268
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,1,1,2,6
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,7,5,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,0,2,3,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,1,0,0,5
OCURI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,14,3,10,33
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,20,9,1,1,31
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,1,2,2,8
ORURO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,329,332,6,5,672
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,12,11,1,0,24
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,4,2,1,12
PAILON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,32,26,27,23,108
PALCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,11,9,4,0,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,29,23,1,2,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,6,0,0,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,8,0,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,4,2,3,9
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,3,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,18,15,2,1,36
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,3,0,0,8
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,2,3,1,14
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,7,16,15,41
POCONA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,4,1,3,14
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,7,3,2,25
POOPO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,4,0,0,5
PORCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,8,1,3,25
POROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,5,6,9,26
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,5,0,0,14
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,16,20,1,1,38
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,7,3,1,18
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,255,234,11,9,509
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,2,10,1,19
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,2,0,0,5
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,14,17,8,8,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,3,5,4,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,5,6,6,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,5,0,3,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,3,0,0,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,15,17,2,4,38
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,5,0,0,12
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,0,0,1,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,17,23,2,3,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,46,45,4,3,98
PUNA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,10,8,12,7,37
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,21,30,3,0,54
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,1,3,6
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,103,102,29,38,272
QUIME,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,6,0,1,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,3,9,10,28
REYES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,10,10,1,1,22
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,122,137,14,23,296
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,18,15,4,2,39
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,19,19,4,3,45
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,1,2,0,5
SACABA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,130,127,2,4,263
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,3,2,0,7
SACACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,10,13,4,4,31
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,2,1,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,6,6,3,21
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,6,0,0,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,10,4,1,0,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,0,1,0,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,1,0,1,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,1,3,0,4
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,5,1,0,11
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,62,52,8,3,125
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,7,3,0,18
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,24,21,0,0,45
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,21,24,1,0,46
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,62,69,4,6,141
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,1,1,0,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,5,0,1,14
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,8,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,17,18,0,0,35
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,11,5,3,0,19
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,34,31,13,8,86
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,0,2,6,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,23,13,4,0,40
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,18,14,6,11,49
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,21,1,1,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,15,6,2,36
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,5,0,1,7
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,6,0,0,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,18,15,9,9,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,5,0,1,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,1,0,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,0,3,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,9,0,0,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,2,3,2,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,1,0,0,5
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,13,13,0,0,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1634,1465,37,20,3156
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,14,10,1,1,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,12,16,1,0,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,0,1,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,4,3,3,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,3,3,0,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,0,0,1,2
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,4,0,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,4,0,3,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,2,2,1,9
SENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,3,1,0,12
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,11,20,1,0,32
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,12,10,6,3,31
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,1,0,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,45,36,1,1,83
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,1,2,0,8
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,7,2,2,18
SORATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,5,10,6,30
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,300,299,3,2,604
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,9,1,3,18
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,3,6,4,17
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,6,2,3,13
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,1,0,1,4
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,14,10,11,15,50
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,7,2,3,14
TARACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,0,1,1,4
TARATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,7,0,7,22
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,211,193,5,6,415
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,7,3,7,23
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,16,7,2,3,28
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,11,10,0,2,23
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,20,14,3,5,42
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,11,2,1,23
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,26,21,7,3,57
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,6,7,8,11,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,4,0,1,8
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,0,0,1,4
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,7,0,0,9
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,7,4,7,25
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,6,6,3,22
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,7,2,9,4,22
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,10,8,7,34
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,1,0,2,8
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,2,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,126,99,5,3,233
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,42,43,8,7,100
TURCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,4,0,0,7
UMALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,7,3,2,17
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,18,14,4,7,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,8,9,1,0,18
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,8,1,4,15
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,26,25,4,3,58
VACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,2,0,3,1,6
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,9,9,1,0,19
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,74,53,2,4,133
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,7,2,3,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,12,1,2,20
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,54,33,15,11,113
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,3,0,0,6
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,7,0,1,12
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,7,5,0,15
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,59,64,3,2,128
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,6,1,0,12
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,35,33,1,1,70
VINTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,38,43,0,2,83
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,6,3,1,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,1,0,0,1,2
WARNES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,112,120,3,3,238
YACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,2,2,5,12
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,84,92,6,12,194
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,2,1,1,9
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,5,5,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,42,32,5,6,85
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,2,2,2,10
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,3,4,3,1,11
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,0,0,6,2,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-03-01,4,0,5,3,12
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-04-01,3,3,1,5,12
