municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
YOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-03-01,2.0,2.0
YOTALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-03-01,93.0,93.0
YUNCHARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-03-01,23.0,23.0
ZUDAÑEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-03-01,11.0,11.0
ACHACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,34.0,34.0
ACHOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
AIQUILE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
ALALAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,1.0,1.0
ANCORAIMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,13.0,13.0
ANTEQUERA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,15.0,15.0
APOLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
ARAMPAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
ARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
ARQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
ATOCHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
AUCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
AYATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,1.0,1.0
AYO AYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,28.0,28.0
AZURDUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,10.0,10.0
BELEN DE ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
BERMEJO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,54.0,54.0
BETANZOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
BOLIVAR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,17.0,17.0
BOLPEBRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
BOYUIBE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
CABEZAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,10.0,10.0
"CAIZA ""D""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,9.0,9.0
CAJUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,9.0,9.0
CALACOTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
CALAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
CAMARGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,8.0,8.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,6.0,6.0
CAMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,76.0,76.0
CAPINOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,23.0,23.0
CAQUIAVIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
CARACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
CARANAVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,11.0,11.0
CARAPARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,11.0,11.0
CARIPUYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,19.0,19.0
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
CATACORA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,1.0,1.0
CHALLAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,58.0,58.0
CHARAGUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,18.0,18.0
CHARAÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
CHAYANTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,8.0,8.0
CHIMORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
CHIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,10.0,10.0
CHOQUE COTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,8.0,8.0
CHUA COCANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
CHUMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,23.0,23.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,15.0,15.0
CKOCHAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,17.0,17.0
COBIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,66.0,66.0
COCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,31.0,31.0
COCHABAMBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,158.0,158.0
COIPASA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
COLCAPIRHUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,73.0,73.0
"COLCHA ""K""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
COLLANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
COLOMI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,12.0,12.0
COLPA BELGICA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
COLQUECHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,40.0,40.0
COLQUENCHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
COLQUIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
COMANCHE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
COMARAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
COMBAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,16.0,16.0
CONCEPCION,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,47.0,47.0
COPACABANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
CORO CORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,1.0,1.0
CORQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
COTAGAITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,6.0,6.0
CUATRO CAÑADAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,67.0,67.0
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
CUEVO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,11.0,11.0
CULPINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,13.0,13.0
CURVA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
EL ALTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,310.0,310.0
EL CHORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,46.0,46.0
EL PUENTE(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,13.0,13.0
EL PUENTE(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,28.0,28.0
EL TORNO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,21.0,21.0
ENTRE RIOS TRJ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,31.0,31.0
ENTRE RIOS CBBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,32.0,32.0
ESCOMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,3.0,3.0
EUCALIPTUS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
FERNANDEZ ALONSO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
FILADELFIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
GENERAL SAAVEDRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,6.0,6.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,17.0,17.0
GUANAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
GUAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,16.0,16.0
GUAYARAMERIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,28.0,28.0
GUTIERREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,79.0,79.0
HUACARETA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,11.0,11.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,5.0,5.0
HUANUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,9.0,9.0
HUARINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
HUATAJATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,9.0,9.0
HUAYLLAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,19.0,19.0
ICHOCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,4.0,4.0
ICLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,29.0,29.0
INGAVI (HUMAITA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,2.0,2.0
INQUISIVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-04-01,7.0,7.0
