municipality,group,variable,month,Niños de 0 a 6 meses que reciben Lactancia Mat. Ex,TOTAL
ANZALDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,25,25
APOLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,30,30
ARAMPAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,79,79
ARANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,30,30
ARBIETO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,29,29
ARQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,43,43
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,56,56
ATOCHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
AUCAPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,22,22
AYATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,47,47
AYO AYO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,74,74
AZURDUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,32,32
BATALLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,36,36
BAURES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,13,13
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,7,7
BERMEJO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,62,62
BETANZOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,129,129
BOLIVAR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,79,79
BOLPEBRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,12,12
CAIROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,68,68
"CAIZA ""D""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,31,31
CAJUATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,46,46
CALACOTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,32,32
CALAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,66,66
CAMARGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,144,144
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,32,32
CAMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,151,151
CAPINOTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,17,17
CAQUIAVIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,39,39
CARACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,85,85
CARANAVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,353,353
CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,4,4
CARAPARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,72,72
CARIPUYO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,18,18
CATACORA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,3,3
CHALLAPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,93,93
CHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,9,9
CHARAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,39,39
CHAYANTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,14,14
CHIMORE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,71,71
CHIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,6,6
CHOQUE COTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,5,5
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,19,19
CHUMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,63,63
CLIZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,78,78
COBIJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,36,36
COCHABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,871,871
COIPASA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,112,112
"COLCHA ""K""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,55,55
COLLANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,9,9
COLOMI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,160,160
COLPA BELGICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,50,50
COLQUECHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,133,133
COLQUENCHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,29,29
COLQUIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,94,94
COMANCHE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,30,30
COMARAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,88,88
COMBAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,10,10
COPACABANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,83,83
CORIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,67,67
CORO CORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,14,14
COROICO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,20,20
CORQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,40,40
COTAGAITA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,43,43
COTOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,143,143
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,13,13
CUEVO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,24,24
CULPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,54,54
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,25,25
CURVA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,23,23
DESAGUADERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,32,32
EL ALTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1835,1835
EL CHORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,25,25
EL PUENTE(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,2,2
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,7,7
EL TORNO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,121,121
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,45,45
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,103,103
ESMERALDA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,22,22
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,7,7
EXALTACION,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,18,18
FILADELFIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,20,20
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,83,83
GUANAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,24,24
GUAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,47,47
GUAYARAMERIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,179,179
GUTIERREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,28,28
HUACARETA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,75,75
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,22,22
HUACHACALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,11,11
HUANUNI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,192,192
HUARACAJE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,33,33
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,24,24
ICHOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,41,41
ICLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,80,80
INCAHUASI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,283,283
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,5,5
INQUISIVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,60,60
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,78,78
IXIAMAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,72,72
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,59,59
LA ASUNTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,26,26
LA GUARDIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,254,254
LA PAZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1756,1756
LA RIVERA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,2,2
LAJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,60,60
LAS CARRERAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,18,18
LICOMA PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,15,15
LLALLAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,184,184
LLICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,10,10
LORETO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1,1
LURIBAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,53,53
MACHACAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
MACHARETI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,50,50
MAGDALENA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,20,20
MAIRANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,66,66
MALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,16,16
MAPIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,28,28
MECAPACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,10,10
MIZQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,56,56
MOCOMOCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,63,63
MOJINETE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,3,3
MOJOCOYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,63,63
MONTEAGUDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,93,93
MONTERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,6,6
MORO MORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,7,7
MOROCHATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,47,47
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,3,3
OCURI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,61,61
OKINAWA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,30,30
OMEREQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
ORURO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,688,688
PADCAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,54,54
PADILLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,101,101
PALCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,47,47
PALOS BLANCOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,124,124
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,9,9
PAMPA GRANDE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,5,5
PAPEL PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,16,16
PASORAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,20,20
PATACAMAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,154,154
PAZÑA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,20,20
PELECHUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,17,17
POCOATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,59,59
POCONA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,42,42
POJO (CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,63,63
POOPO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,26,26
PORCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,22,22
POROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,58,58
PORONGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,43,43
PORVENIR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
POSTRER VALLE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,6,6
POTOSI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,298,298
PRESTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,71,71
PUCARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,4,4
PUCARANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,57,57
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,57,57
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,72,72
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,49,49
PUERTO PEREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,21,21
PUERTO SILES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,8,8
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,107,107
PUNA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,153,153
PUNATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,88,88
QUIABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,12,12
QUILLACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,286,286
QUIME,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,37,37
QUIRUSILLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,1,1
RAVELO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,60,60
REYES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,3,3
RIBERALTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,312,312
RURRENABAQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,42,42
SABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,16,16
SACABA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,242,242
SACABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,25,25
SACACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,54,54
SAIPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,10,10
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,38,38
SAMAIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-05-01,38,38
