municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,63,63
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,36,36
COMANCHE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
COMARAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,25,25
COMBAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,4,4
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,12,12
COPACABANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,18,18
CORIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
CORO CORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,9,9
COROICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,40,40
CORQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,40,40
COTOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,26,26
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,26,26
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
CUEVO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,4,4
CULPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,30,30
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
CURVA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
EL ALTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1127,1127
EL CHORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,9,9
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,16,16
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
EL TORNO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,174,174
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,45,45
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,40,40
ESMERALDA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,15,15
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
EXALTACION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,15,15
GUANAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,30,30
GUAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,11,11
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,106,106
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
HUACARETA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,17,17
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
HUACHACALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,35,35
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
HUAYLLAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
ICHOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,11,11
ICLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,26,26
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,66,66
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,24,24
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,18,18
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,17,17
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,111,111
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,82,82
LA PAZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,992,992
LA RIVERA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
LAJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,15,15
LLICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
LORETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
LURIBAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,20,20
MACHACAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
MACHARETI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,13,13
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
MAIRANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
MALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
MAPIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
MECAPACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,19,19
MINEROS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,35,35
MIZQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,54,54
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,17,17
MOJINETE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,17,17
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,71,71
MONTERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,230,230
MORO MORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,86,86
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,4,4
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
OCURI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,37,37
OKINAWA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,12,12
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,9,9
ORURO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,223,223
PADCAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
PADILLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,19,19
PAILON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,28,28
PALCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,16,16
PALOS BLANCOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,57,57
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
PAMPA GRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
PAPEL PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,11,11
PASORAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
PATACAMAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,38,38
PAZÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
PELECHUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,13,13
POCOATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,37,37
POCONA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
POJO (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
POOPO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
PORCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,17,17
POROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,44,44
PORONGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,11,11
PORTACHUELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,41,41
PORVENIR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
POSTRER VALLE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
POTOSI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,175,175
PRESTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
PUCARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
PUCARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,31,31
PUERTO ACOSTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,61,61
PUERTO CARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,13,13
PUERTO PEREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,8,8
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
PUERTO RICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,18,18
PUERTO SILES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
PUERTO SUAREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,79,79
PUNA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,23,23
PUNATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
QUIABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,137,137
QUIME,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,22,22
QUIRUSILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
RAVELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
REYES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,46,46
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,198,198
ROBORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,48,48
SABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,12,12
SACABA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,250,250
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
SACACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,44,44
SAIPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,7,7
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,24,24
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,13,13
SAN AGUSTIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,16,16
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,99,99
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,35,35
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,54,54
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,37,37
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,93,93
SAN JAVIER(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,21,21
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,27,27
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,19,19
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,45,45
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,10,10
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,38,38
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,106,106
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,32,32
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,14,14
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,2,2
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,34,34
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,40,40
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,6,6
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,5,5
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-04-01,3,3
