municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,3,3
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,70,70
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,163,163
ESMERALDA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,36,36
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,3,3
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,13,13
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,152,152
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,38,38
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,221,221
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,99,99
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,15,15
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,15,15
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,112,112
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,343,343
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,112,112
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,71,71
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,75,75
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,3,3
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,30,30
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,30,30
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,56,56
INCAHUASI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,405,405
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,113,113
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,76,76
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,23,23
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,68,68
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,153,153
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,464,464
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,2025,2025
LA RIVERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,97,97
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,55,55
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,22,22
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,12,12
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,137,137
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,27,27
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,73,73
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,52,52
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,74,74
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,76,76
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,59,59
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,34,34
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,26,26
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,5,5
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,225,225
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,232,232
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,75,75
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,15,15
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,118,118
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,210,210
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1093,1093
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,208,208
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,17,17
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,3,3
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,261,261
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,118,118
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,67,67
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,2110,2110
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,62,62
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,68,68
PAILON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,112,112
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,12,12
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,69,69
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,19,19
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,38,38
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,49,49
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,51,51
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,22,22
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,127,127
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,43,43
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,168,168
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1,1
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,19,19
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,200,200
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,104,104
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,190,190
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,43,43
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,26,26
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,763,763
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,72,72
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,16,16
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,93,93
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,98,98
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,66,66
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,60,60
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,34,34
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,89,89
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,37,37
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,39,39
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,19,19
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,178,178
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,338,338
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,99,99
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,34,34
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,272,272
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,9,9
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,55,55
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,30,30
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,305,305
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,48,48
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,55,55
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,9,9
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,680,680
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,13,13
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,323,323
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,85,85
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,76,76
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,46,46
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,110,110
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,18,18
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,80,80
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,74,74
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,180,180
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,13,13
SAN CARLOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,158,158
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,303,303
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,384,384
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,139,139
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,50,50
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,63,63
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,55,55
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,534,534
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,21,21
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,82,82
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,646,646
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,72,72
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,42,42
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,181,181
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,399,399
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,105,105
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,40,40
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,13,13
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,6,6
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,15,15
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,40,40
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,2718,2718
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,61,61
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,194,194
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,29,29
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,65,65
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,8,8
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,27,27
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,78,78
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,85,85
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,20,20
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,32,32
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1,1
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,224,224
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,30,30
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,205,205
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,120,120
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1964,1964
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,5,5
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,46,46
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,17,17
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,63,63
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,141,141
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,566,566
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,19,19
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,25,25
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,305,305
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,505,505
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,18,18
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,30,30
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,144,144
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,22,22
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,502,502
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,164,164
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,15,15
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,33,33
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,20,20
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,38,38
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-07-01,29,29
