municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,35,35
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,38,38
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,6,6
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,15,15
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,21,21
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,14,14
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,11,11
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,9,9
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,11,11
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,22,22
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,49,49
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,36,36
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,6,6
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,35,35
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,51,51
CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,9,9
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,50,50
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,47,47
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,22,22
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,29,29
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,17,17
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,64,64
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,383,383
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,41,41
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,46,46
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,55,55
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,28,28
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,39,39
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,21,21
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,11,11
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,14,14
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,27,27
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,71,71
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,31,31
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,19,19
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,6,6
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1013,1013
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,11,11
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,9,9
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,77,77
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,22,22
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
ESMERALDA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,25,25
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,11,11
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,39,39
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,29,29
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,59,59
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,14,14
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,44,44
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,47,47
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1219,1219
LA RIVERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,15,15
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,23,23
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,62,62
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,19,19
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,23,23
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,26,26
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,34,34
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,10,10
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,67,67
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,61,61
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,48,48
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,47,47
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,186,186
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,19,19
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,31,31
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,20,20
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,26,26
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,21,21
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,21,21
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,48,48
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,49,49
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,78,78
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,15,15
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,19,19
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,28,28
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,9,9
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,6,6
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,2,2
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,33,33
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,102,102
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,51,51
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,59,59
