municipality,group,variable,month,Partos atendidos por partera capacitada u otr,TOTAL
BELLA FLOR,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,4,4
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,6,6
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,31,31
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,18,18
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,3,3
LLICA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
MORO MORO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,7,7
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,11,11
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,5,5
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,4,4
PUNATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,14,14
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,24,24
SAIPINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,9,9
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,13,13
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,8,8
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,3,3
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,3,3
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada u otr,2007-12-01,1,1
