,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
PUCARANI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-05-01,6,6,0,3,0,0,0,1,0,0,0,0,0,0,16
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,3,1,2,1,0,0,0,0,0,0,0,8
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,2,5,15,14,0,0,12,15,2,2,0,0,0,0,67
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,4,5,1,5,3,4,3,6,0,0,0,0,0,0,31
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,5,10,17,28,8,4,11,31,1,3,0,0,0,0,118
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,2,0,2,0,0,0,0,1,0,0,0,0,0,6
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,1,5,0,0,1,1,0,0,0,0,0,0,9
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,1,0,0,1,1,3,0,0,0,0,0,0,7
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-05-01,5,0,3,2,4,4,3,9,1,3,0,0,0,0,34
SAN MIGUEL DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,11,15,71,56,0,12,5,12,4,7,0,0,0,0,193
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,1,1,2,0,1,0,2,0,0,0,0,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,148,150,49,71,14,26,25,141,54,56,0,0,0,0,734
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,2,2,3,7,0,0,0,0,0,0,0,0,0,0,14
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,1,1,0,1,0,3,0,0,0,0,0,0,7
SANTIAGO DE HUATA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,2,3,0,1,1,0,0,0,0,0,0,0,7
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,0,1,1,0,2,0,0,0,0,0,0,5
SORATA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,trat. odontologico integral terminado,2023-05-01,39,27,38,52,5,20,27,98,6,3,0,0,0,0,315
TACACOMA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,0,1,1,3,8,9,1,5,0,0,0,0,29
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
TARIJA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,2,6,1,3,1,7,1,1,0,0,0,0,23
TARVITA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,1,1,0,0,1,10,0,0,0,0,0,0,14
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,1,0,1,0,0,1,0,0,0,0,0,0,4
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,5,7,0,1,1,1,0,0,0,0,0,0,16
TOLATA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,2,3,2,7,2,6,1,0,0,0,0,0,24
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,1,2,0,0,0,3,0,0,0,0,0,0,7
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRIGAL,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,1,0,0,0,0,0,5,0,1,0,0,0,0,7
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,3,3,1,2,2,4,0,1,0,0,0,0,16
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,4,1,0,0,4,3,0,1,0,0,0,0,13
UYUNI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,3,2,2,0,0,0,0,0,0,0,0,0,0,8
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,3,0,0,9,9,1,2,0,0,0,0,25
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,3,0,2,4,0,3,0,3,0,0,0,0,0,0,15
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,6,0,1,0,1,0,0,0,0,0,0,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2023-05-01,8,3,2,5,2,3,1,5,1,0,0,0,0,0,30
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2023-05-01,3,1,7,12,4,7,3,8,4,0,0,0,0,0,49
VINTO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,2,0,1,1,3,0,0,0,0,0,0,8
VITICHI,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5
WARNES,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YACO,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,1,7,9,5,6,18,26,0,0,0,0,0,0,73
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,1,0,1,4,1,5,0,0,0,0,0,0,12
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-05-01,1,3,2,4,0,1,1,6,0,1,0,0,0,0,19
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-05-01,3,6,5,5,0,2,0,1,0,0,0,0,0,0,22
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,1,3,3,0,0,4,1,0,0,0,0,13
ALALAY,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,3,0,1,1,3,1,1,0,0,0,0,12
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,2,3,0,1,0,0,0,0,0,0,0,0,6
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,3,0,0,0,1,0,0,0,0,0,0,6
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,4,2,0,0,0,1,0,0,0,0,0,0,7
APOLO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,0,0,2,1,2,0,0,0,0,0,0,6
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,1,5,3,2,1,0,0,0,0,0,13
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,4,0,0,0,2,0,0,0,0,0,0,7
AYATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,1,1,3,1,1,0,0,0,0,8
BATALLAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,2,1,0,0,0,2,0,0,0,0,0,0,6
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
CALACOTO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,2,2,1,1,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,2,2,1,2,4,8,0,1,0,0,0,0,21
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,28,32,58,71,19,41,36,124,11,8,0,0,0,0,428
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,3,0,2,0,1,0,0,1,1,0,0,0,0,8
CATACORA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,1,7,4,2,1,5,1,0,0,0,0,0,23
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,2,1,0,0,2,0,0,0,0,0,0,6
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,9,6,0,1,13,18,2,3,0,0,0,0,52
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,3,2,0,0,0,0,1,0,0,0,0,0,0,8
CHIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
CLIZA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
COBIJA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,26,6,1,1,0,0,1,4,0,0,0,0,0,0,39
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,26,34,54,47,13,25,41,87,20,24,0,0,0,0,371
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,1,4,3,0,0,2,6,0,1,0,0,0,0,19
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,4,3,10,2,4,7,52,4,4,0,0,0,0,90
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,2,1,0,2,0,0,0,0,0,0,6
COMBAYA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4
COROICO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
CRUZ DE MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,2,0,0,0,0,2,1,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,6,12,21,46,10,53,16,64,3,1,0,0,0,0,232
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,2,0,1,1,0,1,0,0,0,0,0,0,0,5
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,3,2,1,0,0,2,0,0,0,0,0,0,8
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,8,19,18,22,3,6,7,27,0,1,0,0,0,0,111
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-06-01,10,5,3,3,0,0,0,6,1,0,0,0,0,0,28
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,1,1,0,2,0,0,0,0,5
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,6,8,12,8,2,4,8,15,11,4,0,0,0,0,78
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,2,2,3,0,2,0,4,0,0,0,0,0,0,14
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,0,2,0,0,1,2,2,2,0,0,0,0,11
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
GUANAY,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,2,1,2,1,1,0,0,0,0,8
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-06-01,5,8,2,2,0,0,0,3,1,2,0,0,0,0,23
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,5,12,10,18,20,81,3,0,0,0,0,0,151
HUACARAJE,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,0,0,2,2,5,0,0,0,0,10
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,3,2,3,2,2,1,2,0,0,0,0,0,0,0,15
HUARINA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,0,0,0,1,2,1,0,0,0,0,0,0,5
HUATAJATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,6,1,1,3,2,5,0,0,0,0,0,0,19
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,3,3,5,5,0,3,0,1,0,0,0,0,0,0,20
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,3,1,6,1,3,1,6,0,0,0,0,0,0,21
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,1,2,0,0,0,0,0,0,0,0,4
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,2,2,0,1,2,4,0,1,0,0,0,0,13
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-06-01,44,157,77,70,6,16,32,75,6,7,0,0,0,0,490
LAJA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,1,2,4,0,2,0,0,0,0,9
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,2,6,0,0,2,2,0,0,0,0,0,0,14
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,4,0,0,0,0,0,0,0,0,0,0,6
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,4,11,13,1,8,5,10,4,2,0,0,0,0,60
MORO MORO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
NAZACARA DE PACAJES,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,14,16,34,33,15,23,87,145,16,17,0,0,0,0,400
PADILLA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,3,0,1,0,6,0,0,0,0,0,0,0,12
PALCA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
PAPEL PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,3,2,1,0,0,0,0,0,0,0,0,0,0,7
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4
POCONA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9
PORCO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,2,5,9,4,2,0,2,0,0,0,0,0,0,24
PORONGO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
PORTACHUELO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,2,2,0,2,0,2,0,0,0,0,0,0,8
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,2,2,6,0,2,3,11,0,1,0,0,0,0,28
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,1,6,1,5,1,3,0,0,0,0,0,0,18
PUCARA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,0,2,0,0,2,1,0,0,0,0,0,0,7
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-06-01,3,5,0,2,1,2,2,5,0,0,0,0,0,0,20
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,1,5,2,1,3,3,1,0,1,0,0,0,0,19
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,7,2,7,10,6,4,8,20,3,5,0,0,0,0,72
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,2,5,0,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,8,11,1,5,2,1,0,6,0,1,0,0,0,0,35
SABAYA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,11,9,23,26,2,7,6,24,1,1,0,0,0,0,110
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,1,0,1,0,0,1,0,0,0,0,0,4
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,15,16,5,5,3,4,2,7,2,0,0,0,0,0,59
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado,2023-06-01,8,10,10,20,3,5,2,3,1,2,0,0,0,0,64
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
