,group,variable,month,17. RN CON APEGO PRECOZ SERV/DOM,17. RN CON APEGO PRECOZ SERV/DOM,TOTALES,TOTALES,TOTALES
PADCAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,11,2,11,2,13
PADILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
PAILON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,43,0,43,0,43
PALCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,15,1,15,16
PALOS BLANCOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,26,7,26,7,33
PAMPA AULLAGAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,1,2,1,3
PAMPA GRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,0,7,0,7
PAPEL PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,2,0,2,2
PATACAMAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,30,7,30,7,37
PAZÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,1,3,1,4
PELECHUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,2,3,2,5
POCOATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,16,18,16,18,34
POCONA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,8,1,8,1,9
POJO (CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,2,7,2,9
POOPO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
PORCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,12,1,12,1,13
POROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,10,4,10,14
PORONGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
PORTACHUELO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,22,0,22,0,22
PORVENIR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
POSTRER VALLE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
POTOSI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,266,2,266,2,268
PRESTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,7,0,7,7
PUCARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,13,17,13,17,30
PUERTO ACOSTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,4,3,4,7
PUERTO CARABUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,4,3,4,7
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,0,7,0,7
PUERTO PEREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,3,0,3,3
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,26,0,26,0,26
PUERTO RICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,10,2,10,2,12
PUERTO SILES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,132,2,132,2,134
PUNA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,2,7,2,9
PUNATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,49,0,49,0,49
QUIABAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
QUILLACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,178,0,178,0,178
QUIME,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,5,1,5,1,6
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
RAVELO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,2,6,2,8
REYES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,8,0,8,0,8
RIBERALTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,223,0,223,0,223
ROBORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,25,0,25,0,25
RURRENABAQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,20,0,20,0,20
SABAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
SACABA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,225,2,225,2,227
SACABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
SACACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,5,6,5,11
SAIPINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
SAMAIPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
SAN AGUSTIN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,2,1,2,3
SAN ANDRES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,1,2,1,3
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
SAN BENITO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,1,6,1,7
SAN BORJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,57,17,57,17,74
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,28,3,28,3,31
SAN CARLOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,16,0,16,0,16
SAN IGNACIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,23,3,23,3,26
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,47,1,47,1,48
SAN JAVIER(BNI),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,3,0,3,3
SAN JAVIER(STC),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,20,0,20,0,20
SAN JOAQUIN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,9,2,9,2,11
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,39,0,39,0,39
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
SAN JULIAN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,57,0,57,0,57
SAN LORENZO(PND),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,1,3,1,4
SAN LORENZO(TJA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
SAN LUCAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,26,10,26,10,36
SAN MATIAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,17,2,17,2,19
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,17,1,17,1,18
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,1,0,1,1
SAN PEDRO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,11,17,11,17,28
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,11,11,11,11,22
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
SAN RAFAEL,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,8,1,8,1,9
SAN RAMON BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,0,7,0,7
SAN RAMON SCZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
SANTA ANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1372,2,1372,2,1374
SANTA ROSA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,12,1,12,1,13
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,2,0,2,2
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,2,2,2,4
SANTIVAÑES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
SAPAHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
SENA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
SHINAOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,34,1,34,1,35
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,8,7,8,15
SICAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
SIPE SIPE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,36,0,36,0,36
SOPACHUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,0,4,0,4
SORACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
SORATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,10,4,10,4,14
SUCRE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,247,1,247,1,248
TACOBAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,5,1,5,6
TACOPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,1,1,1,2
TAPACARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,5,12,5,12,17
TARABUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,3,6,3,9
TARACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
TARATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,1,6,1,7
TARIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,246,1,246,1,247
TARVITA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,13,2,13,2,15
TEOPONTE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,8,0,8,0,8
TIAHUANACU,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,3,1,3,4
TINGUIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,5,1,5,6
TIPUANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,5,0,5,0,5
TIQUIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,53,4,53,4,57
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,5,0,5,0,5
TOCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
TOLATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
TOLEDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,1,2,1,3
TOMAVE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
TOMINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,1,0,1,1
TORO TORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,6,4,6,10
TOTORA(CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,18,1,18,1,19
TOTORA(ORR),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,0,2,0,2
TRINIDAD,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,219,2,219,2,221
TUPIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,52,6,52,6,58
UMALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,2,0,2,2
UNCIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,22,1,22,1,23
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
URUBICHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
UYUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,2,6,2,6,8
VACAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,1,4,1,5
VALLEGRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,5,0,5,0,5
VIACHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,28,5,28,5,33
VILA VILA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,1,4,1,5
VILLA CHARCAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,13,3,13,3,16
VILLA MONTES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,52,1,52,1,53
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
VILLA RIVERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
VILLA SERRANO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,4,1,4,1,5
VILLA TUNARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,138,4,138,4,142
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,7,0,7,0,7
VILLAZON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,31,0,31,0,31
VINTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,46,0,46,0,46
VITICHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,3,1,3,4
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,2,0,2,2
WARNES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,43,0,43,0,43
YACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,5,1,5,6
YACUIBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,122,2,122,2,124
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,3,0,3,0,3
YANACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
YAPACANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,68,0,68,0,68
YOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,0,1,0,1,1
YOTALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,0,1,0,1
YUNCHARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,1,2,1,2,3
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-04-01,6,0,6,0,6
ACACIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,2,0,2,2
ACHACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,35,12,35,12,47
ACHOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,10,0,10,0,10
AIQUILE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,17,0,17,0,17
ALALAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,2,0,2,2
ALTO BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,6,0,6,0,6
ANCORAIMES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,3,3,3,6
ANDAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,1,1,1,2
ANZALDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,10,5,10,5,15
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,2,1,2,3
ARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,0,5,0,5
ARBIETO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,1,5,1,6
ARQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,9,3,9,12
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,28,0,28,0,28
ATOCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,0,5,0,5
AUCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,1,0,1,1
AYATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,2,2,2,2,4
AYO AYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,4,7,4,7,11
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,15,4,15,4,19
AZURDUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,6,4,6,4,10
BATALLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,6,1,6,7
BAURES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,0,3,0,3
BERMEJO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,17,0,17,0,17
BETANZOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,6,7,6,7,13
BOLIVAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,1,1,1,2
BOYUIBE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,0,3,0,3
BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,2,1,2,1,3
CABEZAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,16,5,16,21
CAIROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,4,1,4,5
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,0,5,0,5
CAJUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,14,2,14,2,16
CALACOTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,2,0,2,2
CALAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,4,4,4,4,8
CAMARGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,13,1,13,1,14
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,53,0,53,0,53
CAPINOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,12,0,12,0,12
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,2,3,2,5
CARACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,11,2,11,2,13
CARANAVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,76,3,76,3,79
CARAPARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,0,3,0,3
CARIPUYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,6,1,6,7
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,5,0,5,0,5
CHACARILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,39,3,39,3,42
CHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,2,1,2,1,3
CHARAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,19,20,19,20,39
CHARAÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,0,2,0,2,2
CHAYANTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,4,3,4,3,7
CHIMORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,24,3,24,3,27
CHUA COCANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,24,1,24,1,25
CHUMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,3,5,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,4,0,4,0,4
CKOCHAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,6,12,6,12,18
CLIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,24,0,24,0,24
COBIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,31,0,31,0,31
COCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,9,11,9,11,20
COCHABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,820,0,820,0,820
COIPASA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-05-01,1,0,1,0,1
