,group,variable,month,2. NACIDOS VIVOS EN MUJERES DE 15 A 49 AÑOS CON 4 CPN SERV/DOM,2. NACIDOS VIVOS EN MUJERES DE 15 A 49 AÑOS CON 4 CPN SERV/DOM,TOTALES,TOTALES,TOTALES
QUIME,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,3,1,3,4
RAVELO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,2,1,2,3
REYES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,15,4,15,4,19
RIBERALTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,186,0,186,0,186
ROBORE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,16,0,16,0,16
RURRENABAQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,10,1,10,1,11
SABAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,79,0,79,0,79
SACABAMBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SACACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,9,4,9,4,13
SAIPINA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,0,4,0,4
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,1,5,1,6
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
SAN AGUSTIN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SAN ANDRES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,1,5,1,6
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,1,4,1,5
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,53,12,53,12,65
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,19,1,19,1,20
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,15,0,15,0,15
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,22,3,22,3,25
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,126,1,126,1,127
SAN JAVIER(STC),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,23,0,23,0,23
SAN JOAQUIN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,14,1,14,1,15
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,48,0,48,0,48
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,52,0,52,0,52
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,3,4,3,7
SAN LORENZO(TJA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,0,3,0,3
SAN LUCAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,24,14,24,14,38
SAN MATIAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,15,0,15,0,15
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,15,1,15,1,16
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,1,1,1,2
SAN PEDRO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,8,0,8,0,8
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,14,4,14,4,18
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,3,0,3,3
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,15,6,15,6,21
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SAN RAMON BENI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,7,1,7,1,8
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,27,2,27,2,29
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,756,0,756,0,756
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,12,0,12,0,12
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,7,0,7,0,7
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,3,1,3,4
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SAPAHAQUI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,6,1,6,1,7
SENA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,7,0,7,0,7
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,44,0,44,0,44
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,3,5,3,8
SICAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,39,7,39,7,46
SOPACHUY,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,6,0,6,0,6
SORACACHI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
SORATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,6,7,6,7,13
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,388,2,388,2,390
TACACOMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,1,1,1,2
TAHUA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,3,0,3,3
TARABUCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,1,1,1,2
TARACO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
TARATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,0,3,0,3
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,263,0,263,0,263
TARVITA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,11,2,11,2,13
TEOPONTE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,11,2,11,2,13
TIAHUANACU,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,3,5,3,8
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,4,1,4,5
TIPUANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
TIQUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,62,2,62,2,64
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,0,3,0,3
TOCO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,2,2,2,4
TOLEDO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,0,1,0,1
TOMAVE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,1,2,1,3
TOMINA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,1,3,1,4
TORO TORO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,6,2,6,2,8
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,22,1,22,1,23
TRINIDAD,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,27,0,27,0,27
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,64,3,64,3,67
UMALA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,16,1,16,1,17
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,1,3,1,4
URUBICHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,0,4,0,4
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,10,5,10,5,15
VALLEGRANDE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,13,0,13,0,13
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,72,4,72,4,76
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,1,2,1,3
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,11,4,11,4,15
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,67,2,67,2,69
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
VILLA RIVERO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
VILLA SERRANO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,0,5,0,5
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,70,14,70,14,84
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,2,4,2,6
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,27,1,27,1,28
VINTO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,52,2,52,2,54
VITICHI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,3,2,3,2,5
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
WARNES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,52,0,52,0,52
YACO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,5,0,5,0,5
YACUIBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,130,0,130,0,130
YAMPARAEZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,4,0,4,0,4
YANACACHI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,87,1,87,1,88
YOCALLA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,1,1,1,1,2
YOTALA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,6,0,6,0,6
YUNCHARA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,0,1,0,1,1
ZUDAÑEZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-03-01,2,0,2,0,2
ACACIO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,0,1,0,1
ACHACACHI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,31,6,31,6,37
ACHOCALLA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,2,1,2,3
AIQUILE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,20,0,20,0,20
ALALAY,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,2,0,2,2
ALCALA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,4,2,4,2,6
ANCORAIMES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,5,1,5,6
ANTEQUERA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,14,4,14,4,18
ARAMPAMPA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,0,2,0,2
ARANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,0,1,0,1
ARBIETO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,9,0,9,0,9
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,7,1,7,8
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,57,0,57,0,57
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,4,0,4,0,4
AUCAPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,2,0,2,2
AYATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,2,2,2,4
AYO AYO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,4,2,4,6
AZURDUY,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,6,5,6,5,11
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,5,7,5,7,12
BAURES,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,4,0,4,0,4
BERMEJO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,35,0,35,0,35
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,13,2,13,2,15
BOLIVAR,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,3,2,3,5
BOYUIBE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,0,2,0,2
BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,0,1,0,1
CABEZAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,12,8,12,8,20
CAIROMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,3,1,3,1,4
"CAIZA ""D""",recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,7,1,7,1,8
CAJUATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,5,1,5,1,6
CALACOTO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,1,1,1,2
CALAMARCA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,2,1,2,3
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,11,1,11,1,12
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,5,0,5,0,5
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,13,2,13,2,15
CAQUIAVIRI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,1,1,1,2
CARACOLLO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,16,3,16,3,19
CARANAVI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,78,0,78,0,78
CARAPARI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,4,0,4,0,4
CARIPUYO,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,3,4,3,4,7
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,2,0,2,2
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,38,7,38,7,45
CHAQUI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,5,2,5,2,7
CHARAGUA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,29,3,29,3,32
CHARAÑA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,2,0,2,2
CHAYANTA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,3,1,3,1,4
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,8,1,8,1,9
CHIPAYA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,1,0,1,1
CHUA COCANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,14,0,14,0,14
CHUMA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,1,4,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,2,0,2,0,2
CKOCHAS,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,0,6,0,6,6
CLIZA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,22,0,22,0,22
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,97,0,97,0,97
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,8,3,8,3,11
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos en mujeres de 15 a 49 anos con 4 cpn,2024-04-01,544,2,544,2,546
