,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,309,413,722
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,653,738,1391
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,43,80,123
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,45,54,99
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,1,3
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,5,8
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,3,7
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,52,84,136
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,7,9
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,2,3,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,6,11
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,31,46,77
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,13,14,27
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,7,11,18
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,3,3,6
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,4,1,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,11,19,30
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,5,8,13
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,9,4,13
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,38,28,66
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-11-01,1,5,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,11,6,17
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,6,9
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,3,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,2,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,1,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,30,23,53
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,11,12,23
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,10,10,20
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,0,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,4,6
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,4,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,139,173,312
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,4,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,6,8,14
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,6,7
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,8,4,12
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,80,149,229
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,2,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,0,2
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,10,2,12
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,4,6
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,113,202,315
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,4,2,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,13,10,23
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,16,42,58
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,47,55,102
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,6,12,18
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,3,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,3,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,8,11,19
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,5,8
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,10,21,31
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,2,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,6,4,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,2,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,2,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,3,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,2,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,6,8
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,10,5,15
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,3,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,8,6,14
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,3,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,21,14,35
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,2,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,3,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,13,14,27
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,0,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,0,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,259,485,744
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,4,0,4
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,782,854,1636
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,174,35,209
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,37,42,79
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,1,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,4,5,9
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,51,63,114
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,2,2
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,4,3,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,3,7,10
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,20,30,50
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,10,2,12
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,3,5
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,6,6,12
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,3,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,5,12,17
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,6,3,9
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,5,0,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,11,9,20
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,25,26,51
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-12-01,2,6,8
