,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,3,7
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,4,8
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,52,48,100
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,22,30,52
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,8,13
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,3,4
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,10,13
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,6,14
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,43,68,111
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,25,50,75
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,7,6,13
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,0,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,1,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,6,9
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,4,6
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,11,12,23
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,5,5
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,11,31,42
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,9,21,30
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,25,38
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,170,403,573
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,8,8
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,6,10
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,2,5
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,5,6
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,6,8
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,7,6,13
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,6,4,10
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,17,21
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,13,21
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,10,12
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,4,6
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,24,32
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,8,11
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,12,25
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,4,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,10,13,23
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,8,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,203,404,607
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,1,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,34,50,84
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,5,6
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,9,12
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,9,0,9
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,8,16
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,4,6
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,3,4
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,10,23
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,6,5,11
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,9,8,17
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,7,9
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,3,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,5,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,307,917,1224
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,2,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,6,8
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,7,12
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,9,11
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,7,12,19
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,30,35
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,28,49,77
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,7,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,151,273,424
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,21,29
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,25,35,60
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,18,26
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,7,11
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,5,5
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,10,18
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,29,26,55
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,19,44,63
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,11,14
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,25,22,47
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,14,22
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,10,7,17
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,1,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,17,24,41
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,11,12,23
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,9,6,15
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,3,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,6,10
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,4,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,15,29,44
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,6,20,26
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,19,19,38
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,6,9,15
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,17,15,32
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,62,82,144
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,20,15,35
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,12,17
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,4,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,4,6
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,1,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,16,28,44
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,9,14
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,22,26,48
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,27,29
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,25,35,60
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,3,3
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,4,6
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,12,22,34
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,23,47,70
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,4,7
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,0,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,2,6
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,8,12
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,4,4
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,15,18,33
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,142,276,418
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,3,5
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,11,20,31
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,5,10
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,4,4
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,8,21
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,129,258,387
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,4,5
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,36,49
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,10,12
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,3,4
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,23,55,78
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,20,31,51
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,7,8
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,8,10
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,10,12
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,4,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,52,78,130
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,14,21,35
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,4,12
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,23,20,43
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,7,15,22
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,22,32,54
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,19,24
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,15,35,50
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,3,6
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,2,4
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,2,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,20,32,52
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,19,21,40
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,14,15,29
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,16,51,67
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,5,7
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,13,21,34
YACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,2,0,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,66,79,145
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,3,8,11
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,5,6,11
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,4,2,6
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-05-01,8,12,20
