,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,14,14
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,34,34
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2896,2896
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,40,40
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,15,15
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,13,13
SICA SICA (VILLA AROMA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
SICAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,3,3
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,18,18
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,11,11
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,873,873
TACACOMA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,4,4
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,1,1
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,15,15
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,36,36
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,29,29
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,353,353
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,31,31
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,19,19
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,29,29
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,13,13
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,34,34
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,5,5
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,8,8
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,66,66
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,116,116
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,40,40
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,5,5
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,15,15
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,60,60
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,17,17
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,21,21
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,128,128
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,2,2
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,342,342
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,20,20
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,127,127
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,11,11
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,144,144
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,68,68
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,12,12
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,67,67
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,14,14
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,9,9
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-09-01,0,10,10
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,60,60
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,68,68
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
ARQUE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,118,118
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,27,27
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,30,30
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,138,138
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,52,52
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,18,18
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,46,46
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,54,54
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,185,185
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,35,35
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,33,33
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,65,65
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,20,20
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,19,19
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,75,75
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,36,36
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,46,46
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,8,8
CKOCHAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,8,8
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,75,75
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,144,144
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,950,950
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,10,10
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,23,23
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,10,10
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,11,11
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,41,41
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,102,102
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,40,40
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1768,1768
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,39,39
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,13,13
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,152,152
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,31,31
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,31,31
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,14,14
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,18,18
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,50,50
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
GUAQUI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,2,2
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,283,283
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,10,10
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,18,18
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,77,77
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,8,8
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,20,20
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,24,24
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,122,122
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,2128,2128
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,192,192
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,19,19
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,73,73
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,41,41
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,81,81
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,543,543
MOROCHATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
OMEREQUE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1021,1021
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,25,25
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,16,16
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,96,96
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,45,45
PAZÑA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,61,61
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,14,14
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,27,27
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,14,14
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,220,220
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,11,11
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,24,24
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,14,14
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,27,27
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,16,16
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,306,306
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,123,123
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,12,12
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,10,10
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,656,656
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,45,45
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,436,436
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,22,22
SALINAS DE GARCI MENDOZA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,61,61
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,35,35
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,85,85
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,43,43
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,113,113
SAN JAVIER(BNI),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,51,51
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,85,85
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,27,27
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,101,101
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,50,50
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,71,71
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,40,40
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,34,34
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,46,46
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,56,56
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3175,3175
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,41,41
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,17,17
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,8,8
SICA SICA (VILLA AROMA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,2,2
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,55,55
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,16,16
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,862,862
TACACOMA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,12,12
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,23,23
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,25,25
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,352,352
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,19,19
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,11,11
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,35,35
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,7,7
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,6,6
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,19,19
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,60,60
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,160,160
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,56,56
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,3,3
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,18,18
UYUNI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,61,61
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,97,97
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,58,58
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,17,17
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,140,140
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,23,23
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,331,331
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,15,15
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,142,142
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,9,9
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,68,68
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,11,11
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,37,37
YOCALLA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,1,1
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,27,27
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,5,5
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-10-01,0,13,13
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,48,48
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,51,51
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,7,7
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,23,23
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,92,92
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,27,27
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,10,10
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1,1
BELEN DE ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,100,100
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,40,40
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,25,25
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,37,37
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,31,31
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,187,187
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,27,27
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,42,42
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,73,73
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,28,28
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,7,7
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,82,82
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,39,39
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,28,28
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
CHOQUE COTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,38,38
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,2,2
CLIZA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,70,70
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,119,119
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,652,652
COIPASA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1,1
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,10,10
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,45,45
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,39,39
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,91,91
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,26,26
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1957,1957
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,21,21
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,14,14
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,178,178
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,35,35
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,19,19
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,17,17
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,27,27
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,20,20
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,44,44
GUANAY,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,20,20
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,293,293
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,17,17
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1,1
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,77,77
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,10,10
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
