,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,144,505,649
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,13,14
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,19,19
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,10,10
PALOS BLANCOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,7,104,111
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,14,15
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,31,78,109
POCOATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,22,23
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,24,24
PORONGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,2,6,8
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,6,4,10
PORVENIR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,8,9
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,59,67,126
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,16,16
PUCARANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,27,27
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,26,62,88
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,15,39,54
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,9,9
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,20,20
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,17,54,71
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,11,137,148
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,5,5,10
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,15,546,561
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,5,33,38
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,34,35
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,14,404,418
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,16,16
SAN BORJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,2,16,18
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,7,22,29
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,20,21
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,11,68,79
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,2,24,26
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,56,74,130
SAN JUAN DE YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,0,1
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,7,105,112
SAN LORENZO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,5,5
SAN LORENZO(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,33,33
SAN LUCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,2,89,91
SAN MIGUEL DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,13,14
SAN PEDRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,22,22
SAN PEDRO DE BUENA VISTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,18,19
SAN PEDRO(PND),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,5,8,13
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,12,12
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,17,17
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,194,1203,1397
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,5,25,30
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,15,16
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,29,46,75
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,31,31
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,52,118,170
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,3,3
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,144,2226,2370
TACOBAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,36,36
TAPACARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,3,17,20
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,7,71,78
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,1,1
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,45,267,312
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,3,34,37
TIPUANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,18,21,39
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,13,13
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,10,10
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,2,2
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,18,18
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,60,61
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,2,2
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,28,84,112
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,12,12
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,10,11
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,2,2
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,15,21,36
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,7,45,52
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,0,1
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,32,32
VILLA NUEVA (LOMA ALTA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,3,3
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,3,23,26
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,27,318,345
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,2,39,41
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,10,126,136
VITICHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,22,22
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,8,120,128
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,15,140,155
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,10,10
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,36,111,147
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,0,38,38
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,1,11,12
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-05-01,8,38,46
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,8,49,57
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,13,15
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,16,17
ANDAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,1,1
APOLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,21,21
ARAMPAMPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,5,9
ARBIETO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,27,27
ARQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,5,8,13
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,15,127,142
AZURDUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,25,27
BERMEJO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,1,1
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,42,44
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,5,4,9
CABEZAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,3,32,35
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,27,119,146
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,10,12
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,17,195,212
CAPINOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,4,6
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,2,3
CARANAVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,21,65,86
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,25,26
CHAQUI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,4,4
CHIMORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,6,10
CLIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,3,73,76
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,143,455,598
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,76,1090,1166
COIPASA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,1,1
"COLCHA ""K""",vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,7,9
COLOMI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,1,2
COLPA BELGICA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,1,1
COLQUECHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,14,14
COLQUIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,20,20
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,3,3
CORO CORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,36,14,50
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,41,42
CORQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,1,1
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,137,141
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,3,3
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,5,53,58
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,232,2119,2351
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,20,46,66
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,3,5
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,31,188,219
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,7,11
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,9,9,18
ESCOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,29,30
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,6,18,24
FERNANDEZ ALONSO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,36,40
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,4,4
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,7,8
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,8,9
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,70,256,326
GUTIERREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,11,11
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,21,21
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,5,15,20
HUACHACALLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,3,3
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,28,29
HUARACAJE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,0,1
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,7,7
HUAYLLAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,2,2
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,14,16
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,26,26
INGAVI (HUMAITA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,3,3
INQUISIVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,3,8,11
IRUPANA (VILLA DE LANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,8,10
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,7,57,64
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,32,36
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,177,879,1056
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,5,6
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,14,3,17
MACHACAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,2,2,4
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,19,20
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,24,24
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,4,46,50
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,11,27,38
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,5,15,20
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,3,87,90
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,11,288,299
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,1,7,8
NUEVO MANOA (NUEVA ESPERANZA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,0,4,4
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-06-01,42,588,630
