,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,15,3,15,3,18
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,22,0,22,0,22
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,2,3,2,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,25,0,25,0,25
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,2,3,2,5
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,33,2,33,2,35
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,69,0,69,0,69
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,24,0,24,0,24
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,29,6,29,6,35
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,0,3,0,3,3
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,8,0,8,0,8
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1775,3,1775,3,1778
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,2,4,2,6
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,22,0,22,0,22
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,20,3,20,3,23
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,70,2,70,2,72
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,0,6,0,6
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,25,3,25,3,28
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,48,0,48,0,48
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,19,1,19,1,20
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,0,1,0,1,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,27,0,27,0,27
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,3,3,3,6
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,21,0,21,0,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,3,11,3,14
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,1,16,1,17
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,0,6,0,6
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,71,1,71,1,72
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,27,5,27,5,32
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,5,11,5,16
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,1,2,1,3
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,50,0,50,0,50
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,0,5,0,5
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,1,1,1,2
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,2,1,2,3
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,3,11,3,14
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,22,11,22,11,33
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,6,3,6,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,15,1,15,1,16
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,10,1,10,1,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,1,18,1,19
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,69,0,69,0,69
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,123,0,123,0,123
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1430,4,1430,4,1434
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,2,7,2,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,13,0,13,0,13
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,1,5,1,6
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,64,1,64,1,65
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,0,5,0,5
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,12,1,12,1,13
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,0,7,0,7
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,8,4,8,4,12
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,20,0,20,0,20
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,25,0,25,0,25
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,28,0,28,0,28
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,0,18,0,18
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,39,0,39,0,39
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,63,0,63,0,63
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,14,2,14,2,16
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,0,1,0,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,10,0,10,0,10
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,42,6,42,6,48
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,199,0,199,0,199
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,14,5,14,5,19
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,1,2,1,3
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,2,1,2,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,11,18,11,29
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,17,0,17,0,17
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,0,5,0,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,605,0,605,0,605
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,15,2,15,2,17
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,3,16,3,19
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,45,0,45,0,45
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,13,2,13,2,15
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,51,0,51,0,51
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,12,0,12,0,12
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,0,6,0,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,1,5,1,6
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,29,0,29,0,29
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,1,4,1,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,20,17,20,17,37
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,0,16,0,16
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,22,0,22,0,22
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,13,0,13,0,13
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,1,18,1,19
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,14,6,14,6,20
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,14,1,14,1,15
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,38,0,38,0,38
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,522,3,522,3,525
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,1,6,1,7
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,33,0,33,0,33
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,7,6,7,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,2,11,2,13
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,2,4,2,6
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,40,0,40,0,40
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,10,0,10,0,10
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,36,0,36,0,36
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,116,4,116,4,120
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,31,1,31,1,32
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,47,0,47,0,47
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,1,4,1,5
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,194,2,194,2,196
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,10,0,10,0,10
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,13,8,13,8,21
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,32,3,32,3,35
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,195,5,195,5,200
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,17,0,17,0,17
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,23,6,23,6,29
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,1,6,1,7
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,256,0,256,0,256
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,1,2,1,3
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,35,3,35,3,38
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,9,0,9,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,1,6,1,7
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,13,0,13,0,13
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,0,6,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,2,2,2,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,0,6,0,6
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,15,2,15,2,17
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,50,15,50,15,65
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,33,0,33,0,33
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,39,0,39,0,39
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,37,3,37,3,40
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,105,11,105,11,116
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,1,1,1,2
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,21,0,21,0,21
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,26,1,26,1,27
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,23,0,23,0,23
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,86,8,86,8,94
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,4,5,4,9
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,26,3,26,3,29
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,55,28,55,28,83
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,24,0,24,0,24
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,1,16,1,17
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,1,3,1,4
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,21,0,21,0,21
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,21,9,21,9,30
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,1,2,1,3
SAN PEDRO DE QUEMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,2,1,2,3
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,12,2,12,2,14
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,5,0,5,0,5
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,23,0,23,0,23
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2531,56,2531,56,2587
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,0,7,0,7
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,26,1,26,1,27
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,2,3,2,5
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,10,0,10,0,10
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,3,1,3,4
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,1,7,1,8
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,0,16,0,16
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,71,0,71,0,71
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,15,6,15,6,21
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,60,0,60,0,60
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,8,1,8,1,9
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,3,7,3,10
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,16,3,16,3,19
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,602,5,602,5,607
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,1,11,1,12
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,4,6,4,10
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,6,1,6,1,7
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,1,1,1,2
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,36,10,36,10,46
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,26,3,26,3,29
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,1,1,1,2
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,9,0,9,0,9
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,452,19,452,19,471
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,11,18,11,29
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,2,3,2,5
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,11,3,11,3,14
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,19,6,19,6,25
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,21,0,21,0,21
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,107,1,107,1,108
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,27,0,27,0,27
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,4,0,4,0,4
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,0,7,0,7
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,7,2,7,2,9
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,14,1,14,1,15
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,20,2,20,2,22
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,5,3,5,8
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,31,0,31,0,31
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,2,1,2,1,3
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,159,2,159,2,161
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,66,14,66,14,80
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,3,0,3,0,3
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,1,0,1,0,1
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,2,18,2,20
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,18,0,18,0,18
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,8,0,8,0,8
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-05-01,37,2,37,2,39
