,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES,TOTALES,TOTALES
PAILON,consultas prenatales,repetidas,2010-04-01,132,15,132,15,147
PALCA,consultas prenatales,repetidas,2010-04-01,31,1,31,1,32
PALOS BLANCOS,consultas prenatales,repetidas,2010-04-01,192,0,192,0,192
PAMPA AULLAGAS,consultas prenatales,repetidas,2010-04-01,7,1,7,1,8
PAMPA GRANDE,consultas prenatales,repetidas,2010-04-01,53,0,53,0,53
PAPEL PAMPA,consultas prenatales,repetidas,2010-04-01,7,4,7,4,11
PASORAPA,consultas prenatales,repetidas,2010-04-01,17,1,17,1,18
PATACAMAYA,consultas prenatales,repetidas,2010-04-01,157,0,157,0,157
PAZÑA,consultas prenatales,repetidas,2010-04-01,32,4,32,4,36
PELECHUCO,consultas prenatales,repetidas,2010-04-01,11,7,11,7,18
POCOATA,consultas prenatales,repetidas,2010-04-01,93,26,93,26,119
POCONA,consultas prenatales,repetidas,2010-04-01,35,11,35,11,46
POJO (CBBA),consultas prenatales,repetidas,2010-04-01,36,35,36,35,71
POOPO,consultas prenatales,repetidas,2010-04-01,26,0,26,0,26
PORCO,consultas prenatales,repetidas,2010-04-01,80,2,80,2,82
POROMA,consultas prenatales,repetidas,2010-04-01,55,23,55,23,78
PORONGO,consultas prenatales,repetidas,2010-04-01,40,2,40,2,42
PORTACHUELO,consultas prenatales,repetidas,2010-04-01,238,0,238,0,238
PORVENIR,consultas prenatales,repetidas,2010-04-01,27,1,27,1,28
POSTRER VALLE,consultas prenatales,repetidas,2010-04-01,6,0,6,0,6
POTOSI,consultas prenatales,repetidas,2010-04-01,1736,6,1736,6,1742
PRESTO,consultas prenatales,repetidas,2010-04-01,41,6,41,6,47
PUCARA,consultas prenatales,repetidas,2010-04-01,6,5,6,5,11
PUCARANI,consultas prenatales,repetidas,2010-04-01,118,2,118,2,120
PUERTO ACOSTA,consultas prenatales,repetidas,2010-04-01,16,1,16,1,17
PUERTO CARABUCO,consultas prenatales,repetidas,2010-04-01,39,9,39,9,48
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2010-04-01,22,3,22,3,25
PUERTO PEREZ,consultas prenatales,repetidas,2010-04-01,18,0,18,0,18
PUERTO QUIJARRO,consultas prenatales,repetidas,2010-04-01,104,0,104,0,104
PUERTO RICO,consultas prenatales,repetidas,2010-04-01,44,2,44,2,46
PUERTO SILES,consultas prenatales,repetidas,2010-04-01,13,0,13,0,13
PUERTO SUAREZ,consultas prenatales,repetidas,2010-04-01,131,0,131,0,131
PUERTO VILLARROEL,consultas prenatales,repetidas,2010-04-01,469,6,469,6,475
PUNA,consultas prenatales,repetidas,2010-04-01,113,2,113,2,115
PUNATA,consultas prenatales,repetidas,2010-04-01,287,1,287,1,288
QUIABAYA,consultas prenatales,repetidas,2010-04-01,7,2,7,2,9
QUILLACOLLO,consultas prenatales,repetidas,2010-04-01,529,18,529,18,547
QUIME,consultas prenatales,repetidas,2010-04-01,38,2,38,2,40
QUIRUSILLAS,consultas prenatales,repetidas,2010-04-01,2,0,2,0,2
RAVELO,consultas prenatales,repetidas,2010-04-01,71,19,71,19,90
REYES,consultas prenatales,repetidas,2010-04-01,53,1,53,1,54
RIBERALTA,consultas prenatales,repetidas,2010-04-01,1142,15,1142,15,1157
ROBORE,consultas prenatales,repetidas,2010-04-01,103,0,103,0,103
RURRENABAQUE,consultas prenatales,repetidas,2010-04-01,130,16,130,16,146
SABAYA,consultas prenatales,repetidas,2010-04-01,9,1,9,1,10
SACABA,consultas prenatales,repetidas,2010-04-01,1031,6,1031,6,1037
SACABAMBA,consultas prenatales,repetidas,2010-04-01,29,3,29,3,32
SACACA,consultas prenatales,repetidas,2010-04-01,111,7,111,7,118
SAIPINA,consultas prenatales,repetidas,2010-04-01,62,1,62,1,63
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2010-04-01,20,5,20,5,25
SAMAIPATA,consultas prenatales,repetidas,2010-04-01,52,8,52,8,60
SAN AGUSTIN,consultas prenatales,repetidas,2010-04-01,6,0,6,0,6
SAN ANDRES,consultas prenatales,repetidas,2010-04-01,44,1,44,1,45
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2010-04-01,8,11,8,11,19
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2010-04-01,10,0,10,0,10
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2010-04-01,37,0,37,0,37
SAN BENITO,consultas prenatales,repetidas,2010-04-01,133,2,133,2,135
SAN BORJA,consultas prenatales,repetidas,2010-04-01,198,7,198,7,205
SAN BUENA VENTURA,consultas prenatales,repetidas,2010-04-01,97,0,97,0,97
SAN CARLOS,consultas prenatales,repetidas,2010-04-01,166,0,166,0,166
SAN IGNACIO,consultas prenatales,repetidas,2010-04-01,216,7,216,7,223
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2010-04-01,513,33,513,33,546
SAN JAVIER(BNI),consultas prenatales,repetidas,2010-04-01,7,1,7,1,8
SAN JAVIER(STC),consultas prenatales,repetidas,2010-04-01,123,0,123,0,123
SAN JOAQUIN,consultas prenatales,repetidas,2010-04-01,35,39,35,39,74
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2010-04-01,92,8,92,8,100
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2010-04-01,48,0,48,0,48
SAN JULIAN,consultas prenatales,repetidas,2010-04-01,376,6,376,6,382
SAN LORENZO(PND),consultas prenatales,repetidas,2010-04-01,21,5,21,5,26
SAN LORENZO(TJA),consultas prenatales,repetidas,2010-04-01,103,7,103,7,110
SAN LUCAS,consultas prenatales,repetidas,2010-04-01,179,101,179,101,280
SAN MATIAS,consultas prenatales,repetidas,2010-04-01,89,0,89,0,89
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2010-04-01,93,9,93,9,102
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2010-04-01,14,0,14,0,14
SAN PEDRO,consultas prenatales,repetidas,2010-04-01,93,0,93,0,93
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2010-04-01,61,20,61,20,81
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2010-04-01,9,2,9,2,11
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2010-04-01,28,0,28,0,28
SAN PEDRO(PND),consultas prenatales,repetidas,2010-04-01,1,0,1,0,1
SAN RAFAEL,consultas prenatales,repetidas,2010-04-01,45,0,45,0,45
SAN RAMON BENI,consultas prenatales,repetidas,2010-04-01,22,0,22,0,22
SAN RAMON SCZ,consultas prenatales,repetidas,2010-04-01,112,0,112,0,112
SANTA ANA,consultas prenatales,repetidas,2010-04-01,150,3,150,3,153
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2010-04-01,9417,7,9417,7,9424
SANTA ROSA,consultas prenatales,repetidas,2010-04-01,24,0,24,0,24
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2010-04-01,110,0,110,0,110
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2010-04-01,8,9,8,9,17
SANTIAGO DE HUARI,consultas prenatales,repetidas,2010-04-01,23,3,23,3,26
SANTIAGO DE HUATA,consultas prenatales,repetidas,2010-04-01,11,0,11,0,11
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2010-04-01,9,2,9,2,11
SANTIVAÑES,consultas prenatales,repetidas,2010-04-01,27,0,27,0,27
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2010-04-01,20,6,20,6,26
SAPAHAQUI,consultas prenatales,repetidas,2010-04-01,22,2,22,2,24
SENA,consultas prenatales,repetidas,2010-04-01,27,0,27,0,27
SHINAOTA,consultas prenatales,repetidas,2010-04-01,313,0,313,0,313
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2010-04-01,56,11,56,11,67
SICAYA,consultas prenatales,repetidas,2010-04-01,15,2,15,2,17
SIPE SIPE,consultas prenatales,repetidas,2010-04-01,291,17,291,17,308
SOPACHUY,consultas prenatales,repetidas,2010-04-01,58,3,58,3,61
SORACACHI,consultas prenatales,repetidas,2010-04-01,15,14,15,14,29
SORATA,consultas prenatales,repetidas,2010-04-01,56,16,56,16,72
SUCRE,consultas prenatales,repetidas,2010-04-01,3115,23,3115,23,3138
TACACHI,consultas prenatales,repetidas,2010-04-01,4,0,4,0,4
TACACOMA,consultas prenatales,repetidas,2010-04-01,20,2,20,2,22
TACOBAMBA,consultas prenatales,repetidas,2010-04-01,12,1,12,1,13
TACOPAYA,consultas prenatales,repetidas,2010-04-01,33,5,33,5,38
TAHUA,consultas prenatales,repetidas,2010-04-01,3,0,3,0,3
TAPACARI,consultas prenatales,repetidas,2010-04-01,107,16,107,16,123
TARABUCO,consultas prenatales,repetidas,2010-04-01,82,35,82,35,117
TARACO,consultas prenatales,repetidas,2010-04-01,5,0,5,0,5
TARATA,consultas prenatales,repetidas,2010-04-01,58,2,58,2,60
TARIJA,consultas prenatales,repetidas,2010-04-01,2163,1,2163,1,2164
TARVITA,consultas prenatales,repetidas,2010-04-01,94,23,94,23,117
TEOPONTE,consultas prenatales,repetidas,2010-04-01,31,3,31,3,34
TIAWANACU,consultas prenatales,repetidas,2010-04-01,45,14,45,14,59
TINGUIPAYA,consultas prenatales,repetidas,2010-04-01,53,17,53,17,70
TIPUANI,consultas prenatales,repetidas,2010-04-01,84,0,84,0,84
TIQUIPAYA,consultas prenatales,repetidas,2010-04-01,476,2,476,2,478
TIRAQUE (CBBA),consultas prenatales,repetidas,2010-04-01,86,1,86,1,87
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2010-04-01,2,0,2,0,2
TOCO,consultas prenatales,repetidas,2010-04-01,21,1,21,1,22
TODOS SANTOS,consultas prenatales,repetidas,2010-04-01,3,0,3,0,3
TOLATA,consultas prenatales,repetidas,2010-04-01,35,2,35,2,37
TOLEDO,consultas prenatales,repetidas,2010-04-01,25,4,25,4,29
TOMAVE,consultas prenatales,repetidas,2010-04-01,41,7,41,7,48
TOMINA,consultas prenatales,repetidas,2010-04-01,50,2,50,2,52
TORO TORO,consultas prenatales,repetidas,2010-04-01,27,18,27,18,45
TOTORA(CBBA),consultas prenatales,repetidas,2010-04-01,116,0,116,0,116
TOTORA(ORR),consultas prenatales,repetidas,2010-04-01,14,6,14,6,20
TRIGAL,consultas prenatales,repetidas,2010-04-01,13,2,13,2,15
TRINIDAD,consultas prenatales,repetidas,2010-04-01,1050,0,1050,0,1050
TUPIZA,consultas prenatales,repetidas,2010-04-01,279,53,279,53,332
TURCO,consultas prenatales,repetidas,2010-04-01,14,2,14,2,16
UMALA,consultas prenatales,repetidas,2010-04-01,9,5,9,5,14
UNCIA,consultas prenatales,repetidas,2010-04-01,124,11,124,11,135
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2010-04-01,65,0,65,0,65
URUBICHA,consultas prenatales,repetidas,2010-04-01,65,0,65,0,65
UYUNI,consultas prenatales,repetidas,2010-04-01,222,9,222,9,231
VACAS,consultas prenatales,repetidas,2010-04-01,46,4,46,4,50
VALLEGRANDE,consultas prenatales,repetidas,2010-04-01,91,6,91,6,97
VIACHA,consultas prenatales,repetidas,2010-04-01,302,3,302,3,305
VILA VILA,consultas prenatales,repetidas,2010-04-01,20,2,20,2,22
VILLA CHARCAS,consultas prenatales,repetidas,2010-04-01,68,12,68,12,80
VILLA MONTES,consultas prenatales,repetidas,2010-04-01,276,12,276,12,288
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2010-04-01,3,1,3,1,4
VILLA RIVERO,consultas prenatales,repetidas,2010-04-01,24,1,24,1,25
VILLA SERRANO,consultas prenatales,repetidas,2010-04-01,78,26,78,26,104
VILLA TUNARI,consultas prenatales,repetidas,2010-04-01,575,9,575,9,584
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2010-04-01,60,10,60,10,70
VILLAZON,consultas prenatales,repetidas,2010-04-01,416,13,416,13,429
VINTO,consultas prenatales,repetidas,2010-04-01,361,0,361,0,361
VITICHI,consultas prenatales,repetidas,2010-04-01,37,15,37,15,52
WALDO BALLIVIAN,consultas prenatales,repetidas,2010-04-01,6,0,6,0,6
WARNES,consultas prenatales,repetidas,2010-04-01,625,14,625,14,639
YACO,consultas prenatales,repetidas,2010-04-01,19,7,19,7,26
YACUIBA,consultas prenatales,repetidas,2010-04-01,516,23,516,23,539
YAMPARAEZ,consultas prenatales,repetidas,2010-04-01,41,1,41,1,42
YANACACHI,consultas prenatales,repetidas,2010-04-01,11,0,11,0,11
YAPACANI,consultas prenatales,repetidas,2010-04-01,443,5,443,5,448
YOCALLA,consultas prenatales,repetidas,2010-04-01,22,2,22,2,24
YOTALA,consultas prenatales,repetidas,2010-04-01,64,1,64,1,65
YUNCHARA,consultas prenatales,repetidas,2010-04-01,10,38,10,38,48
ZUDAÑEZ,consultas prenatales,repetidas,2010-04-01,26,8,26,8,34
ACACIO,consultas prenatales,repetidas,2010-05-01,28,8,28,8,36
ACHACACHI,consultas prenatales,repetidas,2010-05-01,197,36,197,36,233
ACHOCALLA,consultas prenatales,repetidas,2010-05-01,55,0,55,0,55
AIQUILE,consultas prenatales,repetidas,2010-05-01,154,1,154,1,155
ALALAY,consultas prenatales,repetidas,2010-05-01,5,4,5,4,9
ALCALA,consultas prenatales,repetidas,2010-05-01,23,1,23,1,24
ALTO BENI,consultas prenatales,repetidas,2010-05-01,57,3,57,3,60
ANCORAIMES,consultas prenatales,repetidas,2010-05-01,42,9,42,9,51
ANDAMARCA,consultas prenatales,repetidas,2010-05-01,16,3,16,3,19
ANTEQUERA,consultas prenatales,repetidas,2010-05-01,16,1,16,1,17
ANZALDO,consultas prenatales,repetidas,2010-05-01,21,5,21,5,26
APOLO,consultas prenatales,repetidas,2010-05-01,77,11,77,11,88
ARAMPAMPA,consultas prenatales,repetidas,2010-05-01,18,2,18,2,20
ARANI,consultas prenatales,repetidas,2010-05-01,102,16,102,16,118
ARBIETO,consultas prenatales,repetidas,2010-05-01,35,17,35,17,52
ARQUE,consultas prenatales,repetidas,2010-05-01,74,0,74,0,74
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2010-05-01,205,0,205,0,205
ATOCHA,consultas prenatales,repetidas,2010-05-01,85,3,85,3,88
AUCAPATA,consultas prenatales,repetidas,2010-05-01,5,0,5,0,5
AYATA,consultas prenatales,repetidas,2010-05-01,20,7,20,7,27
AYO AYO,consultas prenatales,repetidas,2010-05-01,17,0,17,0,17
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2010-05-01,110,15,110,15,125
AZURDUY,consultas prenatales,repetidas,2010-05-01,33,18,33,18,51
BATALLAS,consultas prenatales,repetidas,2010-05-01,70,0,70,0,70
BAURES,consultas prenatales,repetidas,2010-05-01,28,0,28,0,28
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2010-05-01,8,0,8,0,8
BELEN DE URMIRI,consultas prenatales,repetidas,2010-05-01,1,3,1,3,4
BELLA FLOR,consultas prenatales,repetidas,2010-05-01,5,5,5,5,10
BERMEJO,consultas prenatales,repetidas,2010-05-01,261,1,261,1,262
BETANZOS,consultas prenatales,repetidas,2010-05-01,179,30,179,30,209
BOLIVAR,consultas prenatales,repetidas,2010-05-01,22,0,22,0,22
BOLPEBRA,consultas prenatales,repetidas,2010-05-01,8,7,8,7,15
BOYUIBE,consultas prenatales,repetidas,2010-05-01,16,2,16,2,18
BUENA VISTA,consultas prenatales,repetidas,2010-05-01,40,2,40,2,42
CABEZAS,consultas prenatales,repetidas,2010-05-01,88,0,88,0,88
CAIROMA,consultas prenatales,repetidas,2010-05-01,51,1,51,1,52
"CAIZA ""D""",consultas prenatales,repetidas,2010-05-01,62,2,62,2,64
CAJUATA,consultas prenatales,repetidas,2010-05-01,44,6,44,6,50
CALACOTO,consultas prenatales,repetidas,2010-05-01,5,13,5,13,18
CALAMARCA,consultas prenatales,repetidas,2010-05-01,35,3,35,3,38
CAMARGO,consultas prenatales,repetidas,2010-05-01,98,11,98,11,109
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2010-05-01,21,4,21,4,25
CAMIRI,consultas prenatales,repetidas,2010-05-01,245,0,245,0,245
CAPINOTA,consultas prenatales,repetidas,2010-05-01,179,0,179,0,179
CAQUIAVIRI,consultas prenatales,repetidas,2010-05-01,23,1,23,1,24
CARACOLLO,consultas prenatales,repetidas,2010-05-01,119,3,119,3,122
CARANAVI,consultas prenatales,repetidas,2010-05-01,356,12,356,12,368
CARAPARI,consultas prenatales,repetidas,2010-05-01,70,13,70,13,83
CARIPUYO,consultas prenatales,repetidas,2010-05-01,30,10,30,10,40
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2010-05-01,17,0,17,0,17
CATACORA,consultas prenatales,repetidas,2010-05-01,1,0,1,0,1
CHACARILLA,consultas prenatales,repetidas,2010-05-01,2,1,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2010-05-01,220,22,220,22,242
CHAQUI,consultas prenatales,repetidas,2010-05-01,27,1,27,1,28
CHARAGUA,consultas prenatales,repetidas,2010-05-01,174,11,174,11,185
CHARAÑA,consultas prenatales,repetidas,2010-05-01,7,2,7,2,9
CHAYANTA,consultas prenatales,repetidas,2010-05-01,61,28,61,28,89
CHIMORE,consultas prenatales,repetidas,2010-05-01,141,1,141,1,142
CHIPAYA,consultas prenatales,repetidas,2010-05-01,11,0,11,0,11
CHOQUE COTA,consultas prenatales,repetidas,2010-05-01,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2010-05-01,145,0,145,0,145
CHUMA,consultas prenatales,repetidas,2010-05-01,28,10,28,10,38
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2010-05-01,26,10,26,10,36
CKOCHAS,consultas prenatales,repetidas,2010-05-01,68,6,68,6,74
CLIZA,consultas prenatales,repetidas,2010-05-01,243,0,243,0,243
COBIJA,consultas prenatales,repetidas,2010-05-01,606,0,606,0,606
COCAPATA,consultas prenatales,repetidas,2010-05-01,38,48,38,48,86
COCHABAMBA,consultas prenatales,repetidas,2010-05-01,6461,47,6461,47,6508
COIPASA,consultas prenatales,repetidas,2010-05-01,4,0,4,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2010-05-01,519,2,519,2,521
"COLCHA ""K""",consultas prenatales,repetidas,2010-05-01,35,9,35,9,44
COLLANA,consultas prenatales,repetidas,2010-05-01,3,1,3,1,4
COLOMI,consultas prenatales,repetidas,2010-05-01,119,0,119,0,119
COLPA BELGICA,consultas prenatales,repetidas,2010-05-01,45,4,45,4,49
COLQUECHACA,consultas prenatales,repetidas,2010-05-01,155,32,155,32,187
COLQUENCHA,consultas prenatales,repetidas,2010-05-01,42,0,42,0,42
COLQUIRI,consultas prenatales,repetidas,2010-05-01,49,53,49,53,102
COMANCHE,consultas prenatales,repetidas,2010-05-01,9,0,9,0,9
COMARAPA,consultas prenatales,repetidas,2010-05-01,165,0,165,0,165
COMBAYA,consultas prenatales,repetidas,2010-05-01,0,8,0,8,8
CONCEPCION,consultas prenatales,repetidas,2010-05-01,92,19,92,19,111
COPACABANA,consultas prenatales,repetidas,2010-05-01,54,4,54,4,58
CORIPATA,consultas prenatales,repetidas,2010-05-01,86,0,86,0,86
CORO CORO,consultas prenatales,repetidas,2010-05-01,29,3,29,3,32
COROICO,consultas prenatales,repetidas,2010-05-01,116,4,116,4,120
CORQUE,consultas prenatales,repetidas,2010-05-01,18,12,18,12,30
COTAGAITA,consultas prenatales,repetidas,2010-05-01,110,20,110,20,130
COTOCA,consultas prenatales,repetidas,2010-05-01,409,0,409,0,409
CUATRO CAÑADAS,consultas prenatales,repetidas,2010-05-01,101,8,101,8,109
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2010-05-01,8,0,8,0,8
CUEVO,consultas prenatales,repetidas,2010-05-01,24,2,24,2,26
CULPINA,consultas prenatales,repetidas,2010-05-01,89,15,89,15,104
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2010-05-01,29,0,29,0,29
CURVA,consultas prenatales,repetidas,2010-05-01,1,5,1,5,6
DESAGUADERO,consultas prenatales,repetidas,2010-05-01,51,0,51,0,51
EL ALTO,consultas prenatales,repetidas,2010-05-01,6247,0,6247,0,6247
EL CHORO,consultas prenatales,repetidas,2010-05-01,14,7,14,7,21
EL PUENTE(STC),consultas prenatales,repetidas,2010-05-01,92,0,92,0,92
EL PUENTE(TJA),consultas prenatales,repetidas,2010-05-01,83,3,83,3,86
EL TORNO,consultas prenatales,repetidas,2010-05-01,398,3,398,3,401
EL VILLAR,consultas prenatales,repetidas,2010-05-01,24,0,24,0,24
ENTRE RIOS TRJ,consultas prenatales,repetidas,2010-05-01,130,18,130,18,148
ENTRE RIOS CBBA,consultas prenatales,repetidas,2010-05-01,201,0,201,0,201
ESCARA,consultas prenatales,repetidas,2010-05-01,1,0,1,0,1
ESCOMA,consultas prenatales,repetidas,2010-05-01,43,1,43,1,44
EUCALIPTUS,consultas prenatales,repetidas,2010-05-01,35,0,35,0,35
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2010-05-01,9,2,9,2,11
EXALTACION,consultas prenatales,repetidas,2010-05-01,8,0,8,0,8
FERNANDEZ ALONSO,consultas prenatales,repetidas,2010-05-01,90,0,90,0,90
FILADELFIA,consultas prenatales,repetidas,2010-05-01,12,8,12,8,20
GENERAL SAAVEDRA,consultas prenatales,repetidas,2010-05-01,69,4,69,4,73
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2010-05-01,37,4,37,4,41
GUANAY,consultas prenatales,repetidas,2010-05-01,102,4,102,4,106
GUAQUI,consultas prenatales,repetidas,2010-05-01,18,1,18,1,19
GUAYARAMERIN,consultas prenatales,repetidas,2010-05-01,278,12,278,12,290
GUTIERREZ,consultas prenatales,repetidas,2010-05-01,50,10,50,10,60
HUACARETA,consultas prenatales,repetidas,2010-05-01,59,13,59,13,72
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2010-05-01,2,14,2,14,16
HUACHACALLA,consultas prenatales,repetidas,2010-05-01,3,0,3,0,3
HUANUNI,consultas prenatales,repetidas,2010-05-01,254,0,254,0,254
HUARACAJE,consultas prenatales,repetidas,2010-05-01,18,0,18,0,18
HUARINA,consultas prenatales,repetidas,2010-05-01,4,0,4,0,4
HUAYLLAMARCA,consultas prenatales,repetidas,2010-05-01,15,0,15,0,15
HUMANATA,consultas prenatales,repetidas,2010-05-01,13,0,13,0,13
ICHOCA,consultas prenatales,repetidas,2010-05-01,6,9,6,9,15
ICLA,consultas prenatales,repetidas,2010-05-01,49,11,49,11,60
INCAHUASI,consultas prenatales,repetidas,2010-05-01,64,10,64,10,74
INGAVI (HUMAITA),consultas prenatales,repetidas,2010-05-01,7,5,7,5,12
INQUISIVI,consultas prenatales,repetidas,2010-05-01,20,7,20,7,27
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2010-05-01,54,3,54,3,57
IXIAMAS,consultas prenatales,repetidas,2010-05-01,55,1,55,1,56
JESUS DE MACHACA,consultas prenatales,repetidas,2010-05-01,51,6,51,6,57
LA ASUNTA,consultas prenatales,repetidas,2010-05-01,221,0,221,0,221
LA GUARDIA,consultas prenatales,repetidas,2010-05-01,724,0,724,0,724
LA PAZ,consultas prenatales,repetidas,2010-05-01,8141,0,8141,0,8141
LA RIVERA,consultas prenatales,repetidas,2010-05-01,1,0,1,0,1
LAGUNILLAS,consultas prenatales,repetidas,2010-05-01,24,9,24,9,33
LAJA,consultas prenatales,repetidas,2010-05-01,78,0,78,0,78
LAS CARRERAS,consultas prenatales,repetidas,2010-05-01,25,7,25,7,32
LICOMA PAMPA,consultas prenatales,repetidas,2010-05-01,17,0,17,0,17
LLALLAGUA,consultas prenatales,repetidas,2010-05-01,327,8,327,8,335
LLICA,consultas prenatales,repetidas,2010-05-01,25,3,25,3,28
LORETO,consultas prenatales,repetidas,2010-05-01,7,1,7,1,8
LURIBAY,consultas prenatales,repetidas,2010-05-01,24,2,24,2,26
MACHACAMARCA,consultas prenatales,repetidas,2010-05-01,17,0,17,0,17
MACHARETI,consultas prenatales,repetidas,2010-05-01,53,11,53,11,64
MAGDALENA,consultas prenatales,repetidas,2010-05-01,71,4,71,4,75
MAIRANA,consultas prenatales,repetidas,2010-05-01,74,0,74,0,74
MALLA,consultas prenatales,repetidas,2010-05-01,3,2,3,2,5
MAPIRI,consultas prenatales,repetidas,2010-05-01,106,1,106,1,107
MECAPACA,consultas prenatales,repetidas,2010-05-01,39,4,39,4,43
MINEROS,consultas prenatales,repetidas,2010-05-01,156,1,156,1,157
