,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,2,2,2,4
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,12,4,12,4,16
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,1,2,1,3
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,9,5,9,14
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,9,8,9,17
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,1,3,1,4
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,28,3,28,3,31
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,26,0,26,0,26
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,21,5,21,5,26
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,2,5,2,7
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,20,4,20,4,24
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,1,6,1,7
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,21,1,21,1,22
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,20,0,20,0,20
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,20,2,20,2,22
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,11,0,11,0,11
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,4,0,4,4
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,1,3,1,4
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,64,0,64,0,64
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,14,0,14,0,14
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,31,7,31,7,38
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,1,10,1,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,2,1,2,3
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,22,5,22,5,27
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,3,4,3,7
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,41,5,41,5,46
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,13,2,13,2,15
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,21,2,21,2,23
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,15,0,15,0,15
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,3,6,3,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,4,2,4,6
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,15,0,15,0,15
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,15,0,15,0,15
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,43,0,43,0,43
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,19,10,19,29
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1455,1,1455,1,1456
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,58,0,58,0,58
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,1,3,1,4
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,17,1,17,1,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,40,8,40,8,48
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,2,4,2,6
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,2,1,2,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,11,0,11,0,11
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,2,0,2,2
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,16,0,16,0,16
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,1,3,1,4
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,1,5,1,6
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,2,4,2,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,21,2,21,2,23
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,3,2,3,5
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,13,4,13,4,17
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,35,0,35,0,35
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,2,0,2,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1283,0,1283,0,1283
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,1,1,1,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,24,0,24,0,24
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,2,7,2,9
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,33,0,33,0,33
ESCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,13,0,13,0,13
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,2,7,2,9
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,1,2,1,3
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,33,0,33,0,33
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,8,0,8,0,8
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,1,3,1,4
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,20,0,20,0,20
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,1,1,1,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,2,5,2,7
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,3,0,3,3
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,2,3,2,5
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,2,1,2,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,8,6,8,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,0,7,0,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,41,0,41,0,41
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,57,0,57,0,57
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1241,87,1241,87,1328
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,1,2,1,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,19,0,19,0,19
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,41,6,41,6,47
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,2,7,2,9
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,1,1,1,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,2,4,2,6
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,13,0,13,0,13
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,22,1,22,1,23
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,3,6,3,9
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,18,1,18,1,19
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,76,0,76,0,76
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,9,7,9,16
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,12,10,12,10,22
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,0,10,0,10
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,473,0,473,0,473
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,16,2,16,2,18
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,2,4,2,6
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,14,1,14,1,15
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,1,5,1,6
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,31,1,31,1,32
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,2,2,2,4
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,18,4,18,4,22
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,3,7,3,10
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,6,10,6,16
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,0,7,0,7
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,7,10,7,17
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,15,0,15,0,15
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,3,4,3,7
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,481,7,481,7,488
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,23,1,23,1,24
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,1,4,1,5
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,7,5,7,5,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,2,1,2,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,12,0,12,0,12
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,17,0,17,0,17
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,68,13,68,13,81
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,18,0,18,0,18
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,24,0,24,0,24
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,2,0,2,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,137,1,137,1,138
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,4,9,4,13
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,1,6,1,7
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,169,8,169,8,177
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,26,2,26,2,28
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,153,0,153,0,153
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,0,6,0,6
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,13,1,13,1,14
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,4,0,4,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,6,4,6,4,10
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,3,0,3,0,3
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,16,0,16,0,16
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,0,1,0,1
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,42,8,42,8,50
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,5,0,5,0,5
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,10,0,10,0,10
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,27,1,27,1,28
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,42,9,42,9,51
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,1,1,1,1,2
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,9,0,9,0,9
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-04-01,2,2,2,2,4
