,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES,TOTALES,TOTALES
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,32,0,32,0,32
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,8,2,8,2,10
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,3,0,3,0,3
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,97,5,97,5,102
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,10,1,10,1,11
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,4,6,4,6,10
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,31,4,31,4,35
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,728,4,728,4,732
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,1,0,1,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,11,0,11,0,11
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,1,2,1,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,6,1,6,1,7
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,0,2,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,18,6,18,6,24
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,15,7,15,7,22
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,13,0,13,0,13
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,416,1,416,1,417
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,25,9,25,9,34
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,4,2,4,2,6
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,14,4,14,4,18
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,18,3,18,3,21
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,23,0,23,0,23
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,81,0,81,0,81
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,20,0,20,0,20
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,0,2,0,2
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,4,0,4,0,4
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,3,0,3,0,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,8,1,8,1,9
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,9,2,9,2,11
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,10,1,10,1,11
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,2,2,2,4
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,53,0,53,0,53
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,3,2,3,2,5
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,1,2,1,3
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,156,0,156,0,156
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,75,15,75,15,90
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,1,2,1,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,2,2,2,4
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,8,3,8,3,11
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,19,0,19,0,19
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,9,0,9,0,9
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,60,2,60,2,62
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,11,3,11,3,14
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,23,2,23,2,25
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,77,1,77,1,78
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,8,0,8,0,8
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,16,2,16,2,18
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,56,1,56,1,57
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,1,0,1,0,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,4,1,4,1,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,11,5,11,5,16
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,80,1,80,1,81
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,14,3,14,3,17
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,67,3,67,3,70
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,49,0,49,0,49
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,5,2,5,2,7
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,1,0,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,125,11,125,11,136
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,5,0,5,0,5
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,102,6,102,6,108
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,10,1,10,1,11
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,2,0,2,0,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,57,1,57,1,58
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,4,0,4,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,10,0,10,0,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,0,9,0,9,9
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-04-01,7,0,7,0,7
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,1,3,1,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,34,4,34,4,38
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,52,0,52,0,52
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,1,1,1,2
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,1,6,1,7
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,20,0,20,0,20
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,3,13,3,16
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,1,2,1,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,1,4,1,5
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,1,7,1,8
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,4,7,4,11
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,1,1,1,2
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,16,2,16,2,18
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,2,13,2,15
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,0,13,0,13
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,33,0,33,0,33
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,38,1,38,1,39
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,2,2,2,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,0,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,21,5,21,5,26
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,4,12,4,16
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,19,0,19,0,19
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,5,0,5,0,5
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,45,1,45,1,46
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,33,6,33,6,39
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,9,0,9,0,9
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,1,1,1,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,1,1,1,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,14,0,14,0,14
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,0,12,0,12
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,1,8,1,9
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,1,13,1,14
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,9,2,9,2,11
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,3,1,3,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,0,8,0,8
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,28,3,28,3,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,5,2,5,2,7
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,49,0,49,0,49
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,19,0,19,0,19
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,16,0,16,0,16
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,124,5,124,5,129
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,16,0,16,0,16
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,1,7,1,8
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,54,8,54,8,62
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,0,7,0,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,31,2,31,2,33
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,1,0,1,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,5,12,5,17
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,28,0,28,0,28
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,0,7,0,7
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,2,8,2,10
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,6,6,6,12
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,24,0,24,0,24
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,26,0,26,0,26
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,76,0,76,0,76
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,19,8,19,27
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1159,1,1159,1,1160
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,55,1,55,1,56
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,2,13,2,15
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,1,2,1,3
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,22,0,22,0,22
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,0,7,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,30,4,30,4,34
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,0,8,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,14,19,14,19,33
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,34,0,34,0,34
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,3,0,3,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,36,5,36,5,41
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,16,2,16,2,18
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,0,13,0,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,11,2,11,2,13
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,0,4,0,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,22,7,22,7,29
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,69,0,69,0,69
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,26,3,26,3,29
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,1,6,1,7
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,20,5,20,5,25
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,0,4,0,4
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,2,0,2,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,15,0,15,0,15
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1024,0,1024,0,1024
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,3,2,3,5
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,20,0,20,0,20
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,1,13,1,14
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,53,0,53,0,53
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,0,6,0,6
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,19,6,19,6,25
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,33,0,33,0,33
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,9,1,9,1,10
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,1,2,1,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,27,0,27,0,27
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,1,0,1,1
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,18,0,18,0,18
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,2,8,2,10
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,28,1,28,1,29
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,9,1,9,1,10
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,52,4,52,4,56
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,19,2,19,2,21
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,21,1,21,1,22
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,0,5,0,5,5
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,43,0,43,0,43
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,1,3,1,4
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,5,4,5,4,9
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,13,5,13,5,18
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,1,6,1,7
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,5,0,5,0,5
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,17,3,17,3,20
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,43,0,43,0,43
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,64,0,64,0,64
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1588,0,1588,0,1588
LA RIVERA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,10,3,10,3,13
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,18,0,18,0,18
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,8,2,8,2,10
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,0,4,0,4
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,58,6,58,6,64
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,0,4,0,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,5,0,5,0,5
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,1,3,1,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,1,12,1,13
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,18,0,18,0,18
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,0,12,0,12
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,17,1,17,1,18
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,3,0,3,0,3
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,41,0,41,0,41
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,21,2,21,2,23
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,1,12,1,13
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,1,0,1,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,14,0,14,0,14
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,53,2,53,2,55
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,202,0,202,0,202
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,4,0,4,0,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,14,8,14,8,22
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,7,2,7,2,9
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,1,2,1,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,23,15,23,15,38
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,12,0,12,0,12
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,2,0,2,0,2
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,486,0,486,0,486
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,22,1,22,1,23
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,16,7,16,7,23
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,23,0,23,0,23
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,6,0,6,0,6
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-05-01,30,0,30,0,30
