municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,39,39
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,9,9
TACOBAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TARATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,11,11
TEOPONTE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TOLEDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,4,4
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,10,10
TURCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
UMALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,6,6
VITICHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-05-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,5,5
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ALTO BENI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,5,5
BOLIVAR,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
CAJUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
COMANCHE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,47,47
EL CHORO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,5,5
ESCOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
GUAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,4,4
GUTIERREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
ICLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-06-01,1,1
