municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
VILLA MONTES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,13,13
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,11,11
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,12,12
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,55,55
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,10,10
VILLAZON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,21,21
VINTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,9,9
VITICHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,19,19
WARNES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,24,24
YACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,1002,1002
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,29,29
YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,309,309
YOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,20,20
YUNCHARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,22,22
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-04-01,55,55
ACACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,12,12
ACHACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,28,28
ACHOCALLA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,14,14
AIQUILE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,33,33
ALALAY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,14,14
ALCALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,40,40
ANCORAIMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,5,5
ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,25,25
ANTEQUERA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,28,28
ANZALDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,6,6
APOLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,26,26
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,8,8
ARANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,20,20
ARBIETO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,20,20
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,63,63
ATOCHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,3,3
AYATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,3,3
AZURDUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,37,37
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,3,3
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,43,43
BOLIVAR,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,20,20
BOLPEBRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,8,8
CABEZAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,34,34
CAJUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,6,6
CALACOTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,10,10
CAMARGO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,28,28
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,15,15
CAMIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,986,986
CAPINOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,25,25
CAQUIAVIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,9,9
CARACOLLO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,46,46
CARANAVI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,98,98
CARAPARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,16,16
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
CATACORA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,82,82
CHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,23,23
CHARAGUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,11,11
CHAYANTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,7,7
CHIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,24,24
CHOQUE COTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,13,13
CLIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,9,9
COCAPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,13,13
COCHABAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,252,252
COIPASA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,43,43
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,142,142
COLOMI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,10,10
COLQUECHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,20,20
COLQUIRI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,21,21
COMBAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,10,10
CORIPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
COROICO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,55,55
COTAGAITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,44,44
COTOCA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,10,10
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,42,42
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,11,11
CUEVO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,14,14
CULPINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,25,25
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,42,42
DESAGUADERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-05-01,1,1
