municipality,group,variable,month,10.4. N° de reuniones realizadas con Comités Loc. De Salud/Consejo Mun. De Salud,TOTAL
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,21,21
TACOPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
TAHUA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,12,12
TARABUCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,34,34
TARVITA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TEOPONTE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TODOS SANTOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,5,5
TOMINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TRIGAL,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,12,12
TURCO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
VILA VILA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,9,9
VILLAZON,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,5,5
VINTO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,13,13
WARNES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,7,7
YACUIBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
YAMPARAEZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-04-01,13,13
ACACIO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
ALALAY,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,5,5
ANCORAIMES,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,7,7
BETANZOS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,6,6
CAMARGO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CAMIRI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,5,5
CHARAÑA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,7,7
CLIZA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,8,8
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,6,6
COTOCA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
CUEVO,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,     n de reuniones realizadas con comites loc. de salud/consejo mun. de salud,2014-05-01,4,4
