municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
LAGUNILLAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,18,18
LAJA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,7,7
LAS CARRERAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,13,13
LICOMA PAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,20,20
LORETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,11,11
MACHARETI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,86,86
MAGDALENA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,14,14
MAPIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,8,8
MECAPACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,20,20
MINEROS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,35,35
MOCOMOCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,13,13
MOJINETE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,28,28
MONTEAGUDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,37,37
MONTERO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,116,116
MORO MORO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,20,20
MOROCHATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,33,33
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,2,2
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,21,21
OCURI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,45,45
OKINAWA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,6,6
ORURO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,163,163
PADCAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,85,85
PADILLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,54,54
PAILON,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,2,2
PALCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,14,14
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,4,4
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,28,28
PELECHUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,27,27
POCONA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,16,16
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,4,4
POOPO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,4,4
POROMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,60,60
PORONGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,4,4
PORTACHUELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,7,7
PORVENIR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,19,19
POTOSI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,33,33
PRESTO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,32,32
PUCARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,3,3
PUERTO RICO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,42,42
PUNA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,70,70
PUNATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,54,54
QUIME,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,91,91
REYES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,18,18
RIBERALTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,23,23
ROBORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,14,14
SACABA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,51,51
SACABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,5,5
SACACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,75,75
SAIPINA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,9,9
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,108,108
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,6,6
SAN ANDRES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,2,2
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-04-01,25,25
