,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,7,7
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,2,4
PORCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,0,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,2,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,86,26,112
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,5,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,34,26,60
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,11,11
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,4,8
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,4,5
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,20,2,22
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,5,26,31
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,5,0,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,5,5,10
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,11,11,22
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,2,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,5,0,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,17,4,21
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,297,179,476
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,4,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,9,9
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,4,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,8,4,12
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,113,7,120
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,21,6,27
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,14,14
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,11,16,27
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,0,3
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,29,14,43
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,6,2,8
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,0,2,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,16,0,16
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,12,19,31
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,4,20,24
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-10-01,5,0,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,19,19
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,6,7
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,9,9
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,4,6
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,6,0,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,10,10
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,5,9
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,3,3
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,8,1,9
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,1,5
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,7,8,15
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,9,10
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,3,3
CHARAÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,3,6
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,7,9,16
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,177,37,214
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,2,6
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,6,9
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,1,5
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
COMANCHE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,0,4
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,16,8,24
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,154,106,260
EL CHORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,8,3,11
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,6,1,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,288,288
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,8,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,21,25
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,6,9
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,2,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,16,1,17
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,98,1,99
LAJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,9,10
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,5,5
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
MALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,9,9
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,5,6
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,11,8,19
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,11,11
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,34,1,35
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,62,66
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,5,6
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,6,6
PAZÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,6,6
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,0,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,4,5
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,22,1,23
PRESTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,7,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,0,3
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,5,0,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,4,7
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,25,45,70
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,2,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,3,4
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,24,1,25
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,153,278,431
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,15,9,24
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,0,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,3,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,2,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,247,93,340
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,0,3
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,6,3,9
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,15,8,23
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,42,10,52
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,7,7
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,9,10,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,7,7
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,5,5
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,46,3,49
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,2,6
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,1,3
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,6,1,7
VACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,6,6
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,2,3,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,2,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,3,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,0,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,0,5,5
WALDO BALLIVIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,14,2,16
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,3,13,16
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,1,1,2
YOTALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-11-01,4,5,9
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,6,6
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,2,4
ANZALDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,4,4
ARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
AZURDUY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,6,14,20
BAURES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,0,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,3,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,1,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,3,6
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,7,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,4,4
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,4,13,17
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,7,7
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,127,2,129
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,10,4,14
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,1,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,1,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,9,5,14
CULPINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,102,41,143
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,8,4,12
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,0,5
ESCARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,3,3
