,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,77,39,116
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,4,6,10
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,8,2,10
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,1,21,22
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,3,8,11
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,1,2,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,0,2,2
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,22,0,22
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,22,25,47
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,16,12,28
TRIGAL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,1,7,8
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,28,24,52
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,5,4,9
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,8,150,158
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,5,25,30
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,5,15,20
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,12,2,14
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,18,17,35
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,10,9,19
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,1,3,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,37,46,83
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,5,3,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,24,3,27
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,3,0,3
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,14,10,24
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,78,207,285
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,28,15,43
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,3,3,6
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,6,8,14
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,2,4,6
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-05-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,0,6
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,4,11
ALALAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,2,3
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,3,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,2,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,38,42
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,13,17
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,8,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,45,1,46
ATOCHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,6,6
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,10,18
BATALLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,2,4
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,11,0,11
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,11,13
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,0,3
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,6,9
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,7,11
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,5,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,2,3
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,13,15
CARAPARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,13,16
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,3,7
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,41,37,78
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,15,5,20
CLIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,19,19,38
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,26,35,61
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,19,24
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,272,60,332
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,37,4,41
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,20,28
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,3,10
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,0,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,10,14
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,5,11
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,7,12
COPACABANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,4,4
COROICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,10,16
CORQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,4,5
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,9,12
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,23,0,23
CUEVO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,4,4
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,193,51,244
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,34,2,36
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,34,2,36
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,12,14
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,15,6,21
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,36,73,109
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,1,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,19,7,26
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,11,0,11
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,3,7
ICLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,10,10
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,2,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,52,17,69
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,143,47,190
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,10,12
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,8,13
LURIBAY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,12,2,14
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,10,15
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,9,11
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,17,0,17
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,5,12
MOJINETE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,2,3
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,3,9
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,26,3,29
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,1,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,43,48
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,12,3,15
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,6,9
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,61,0,61
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,3,6
PADILLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,3,8
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,5,67,72
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,6,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,12,16
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,2,5
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,10,11
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,14,17
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,4,5
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,3,7
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,25,26
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,45,0,45
PORVENIR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,138,48,186
PUCARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,13,37,50
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,77,25,102
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,2,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,9,3,12
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,52,49,101
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,9,12
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,12,5,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,16,31,47
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,1,9
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,48,55
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,63,53,116
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,3,3
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,4,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,3,5
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,6,10
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,49,41,90
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,16,23
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,29,63,92
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,4,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,12,20,32
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,189,195
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,13,15
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,8,14
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,24,8,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,2,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,9,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,7,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,11,23,34
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,717,166,883
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,17,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,11,8,19
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,1,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,87,38,125
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,9,9,18
TARABUCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,21,23
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,2,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,123,72,195
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,0,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,2,10
TOCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,4,4
TOLATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,6,3,9
TOLEDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,0,4
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,10,13
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,14,19,33
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,5,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,98,274,372
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,15,52,67
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,6,9
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,12,0,12
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,4,5
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,1,9
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,2,2
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,7,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,11,15,26
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,6,9
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,19,13,32
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,8,3,11
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,16,31,47
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,0,2
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,2,1,3
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,76,95,171
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,33,29,62
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,3,6,9
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-06-01,4,2,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,0,11,11
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,9,12,21
ALCALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,2,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,1,5,6
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,2,7,9
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,5,4,9
ARBIETO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,2,11,13
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,4,5,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,39,1,40
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,3,23,26
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,1,4,5
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,2,0,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,0,5,5
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,4,8,12
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,3,0,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,4,0,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,1,11,12
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,13,2,15
CAMIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2013-07-01,1,0,1
