,group,variable,month,SRP DOSIS ÚNICA CANTIDAD,SRP DOSIS ÚNICA CANTIDAD,TOTALES
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,10,0,10
TUPIZA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,40,30,70
UNCIA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,2,2
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,9,3,12
VINTO,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,3,2,5
WARNES,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,75,5,80
YACUIBA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,4,3,7
YAPACANI,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,2,6,8
YOCALLA,vacunaciones en ninos de 2 a 4 anos,srp dosis unica,2013-12-01,0,3,3
