,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,6,3,9
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,33,12,45
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,3,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,10,5,15
OCURI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,5,5
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,8,0,8
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,1,4
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,9,86,95
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,5,2,7
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,2,2
PUNA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,5,4,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,4,10,14
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,17,0,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,24,0,24
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,0,3
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,6,3,9
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,7,1,8
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,29,10,39
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,3,5
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,8,0,8
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,128,19,147
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,9,9
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,4,2,6
SENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,1,4
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,12,2,14
TAPACARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,6,8,14
TARACO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,3,1,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,15,0,15
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,3,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,32,10,42
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,2,0,2
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,10,0,10
YOCALLA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2013-12-01,0,1,1
