,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,8,4,8,4,12
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,2,6,2,8
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,3,3,3,6
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,6,2,6,8
AUCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,1,1,1,2
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,6,2,6,8
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,103,93,103,93,196
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,14,6,14,20
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,14,6,14,6,20
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,11,6,11,17
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,4,5,4,9
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,4,0,4,4
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,8,1,8,9
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,14,40,14,40,54
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,7,2,7,9
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,18,27,18,27,45
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,5,3,5,8
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,2,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,0,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,9,6,9,15
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,8,11,8,11,19
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,9,14,9,14,23
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,2,1,2,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,9,0,9,9
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,17,22,17,22,39
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,364,544,364,544,908
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,12,16,12,16,28
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,1,2,1,3
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,5,0,5,5
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,4,2,4,6
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,6,2,6,8
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,24,11,24,35
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,7,6,7,13
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,15,18,15,18,33
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,9,4,9,13
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,0,6,0,6
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,3,2,3,5
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,15,15,15,15,30
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,4,2,4,6
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,3,4,3,7
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,4,0,4,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,3,5,3,8
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,51,125,51,125,176
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,6,4,6,10
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,12,25,12,25,37
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,6,5,6,11
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,4,0,4,4
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,8,7,8,7,15
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,2,2,2,4
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,5,2,5,7
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,1,2,1,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,9,5,9,14
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,2,2,2,4
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,9,7,9,16
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,3,7,3,10
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,3,6,3,9
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,5,2,5,7
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,3,0,3,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,12,3,12,15
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,3,7,3,10
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,4,3,4,7
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,6,4,6,10
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,1,4,1,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,514,199,514,199,713
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,0,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,0,3,0,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,8,9,8,9,17
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,2,1,2,3
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,2,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,24,11,24,35
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,9,2,9,11
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,42,69,42,69,111
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,3,1,3,4
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,0,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,6,4,6,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,156,253,156,253,409
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,5,1,5,6
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,17,33,17,33,50
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,7,7,7,14
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,1,1,1,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,10,25,10,25,35
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,3,2,3,5
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,2,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,9,1,9,10
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,4,0,4,4
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,56,0,56,0,56
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,7,5,7,12
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,3,1,3,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,15,7,15,22
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,12,19,12,19,31
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,15,5,15,20
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,12,6,12,18
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,2,1,2,3
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,114,59,114,59,173
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,12,5,12,17
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,1,3,1,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,11,6,11,17
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,14,13,14,13,27
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,162,144,162,144,306
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,2,0,2,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,7,3,7,10
RAVELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,6,6,6,12
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,14,18,14,18,32
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,9,3,9,3,12
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,144,91,144,91,235
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,115,121,115,121,236
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,4,6,4,10
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,3,0,3,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,2,4,2,6
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,6,2,6,8
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,2,1,2,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,21,31,21,31,52
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,36,34,36,34,70
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,5,0,5,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,8,7,8,7,15
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,1,3,1,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,5,2,5,7
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,6,3,6,9
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,13,10,13,10,23
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,1,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,37,56,37,56,93
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,3,4,3,7
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,2,2,2,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,0,3,0,3
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,6,4,6,10
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,660,243,660,243,903
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,0,2,0,2
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,13,15,13,15,28
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,7,4,7,11
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,1,1,1,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,4,5,4,9
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,70,94,70,94,164
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,20,11,20,31
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,68,157,68,157,225
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,1,1,1,2
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,1,3,1,4
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,10,2,10,12
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,25,11,25,36
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,12,5,12,17
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,1,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,14,13,14,13,27
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,12,13,12,13,25
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,3,6,3,6,9
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,12,6,12,18
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,7,0,7,7
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,4,1,4,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,16,4,16,20
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,7,6,7,6,13
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,2,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,35,64,35,64,99
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,20,33,20,33,53
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,3,1,3,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,6,6,6,12
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,5,11,5,11,16
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,2,6,2,6,8
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,17,11,17,28
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,18,38,18,38,56
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,1,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,4,5,4,5,9
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,6,8,6,8,14
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,12,22,12,22,34
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,11,5,11,5,16
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,25,10,25,10,35
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,27,33,27,33,60
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,3,0,3,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,0,2,0,2,2
YACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-05-01,1,0,1,0,1
