,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES,TOTALES,TOTALES
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,0,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,8,19,8,19,27
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,0,3,0,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,2,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,7,6,7,6,13
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,8,4,8,12
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,1,4,1,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,5,4,5,9
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,1,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,7,6,7,6,13
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,9,8,9,8,17
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,3,0,3,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,3,0,3,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,2,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,4,0,4,4
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,16,21,16,21,37
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,3,2,3,5
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,8,6,8,6,14
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,6,7,6,7,13
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,2,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,3,2,3,5
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,219,209,219,209,428
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,0,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,8,8,8,8,16
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,8,2,8,2,10
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,129,150,129,150,279
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,15,35,15,35,50
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,67,68,67,68,135
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,5,3,5,3,8
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,2,3,2,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,0,3,0,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,1,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,6,5,6,5,11
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,1,4,1,5
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,2,1,2,3
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,51,66,51,66,117
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,2,2,2,2,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,5,2,5,2,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,15,20,15,20,35
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,3,3,3,3,6
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,1,4,1,5
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,3,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,11,5,11,5,16
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,4,4,4,4,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,0,11,0,11,11
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,14,23,14,23,37
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,1,6,1,6,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,11,10,11,10,21
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-11-01,7,11,7,11,18
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,10,11,10,11,21
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,1,3,1,4
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,2,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,39,51,39,51,90
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,2,0,2,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,3,5,3,8
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,4,2,4,2,6
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,6,1,6,7
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,5,2,5,7
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,3,2,3,5
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,144,165,144,165,309
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,7,1,7,8
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,4,2,4,2,6
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,1,2,1,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,2,0,2,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,15,11,15,11,26
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,0,2,0,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,40,37,40,37,77
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,0,3,0,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,4,5,4,9
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,1,1,1,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,13,10,13,10,23
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,7,5,7,12
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,4,3,4,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,2,0,2,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,2,1,2,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,3,2,3,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,455,599,455,599,1054
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,6,2,6,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,4,1,4,1,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,1,2,1,3
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,0,2,0,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,1,3,1,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,11,6,11,6,17
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,8,9,8,9,17
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,5,2,5,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,68,92,68,92,160
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,20,9,20,9,29
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,19,19,19,19,38
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,2,1,2,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,6,3,6,3,9
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,8,5,8,13
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,2,3,2,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,0,3,0,3
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,7,2,7,9
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,0,2,0,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,6,6,6,6,12
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,2,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,8,11,8,11,19
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,2,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,2,3,2,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,5,3,5,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,5,2,5,7
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,24,19,24,19,43
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,5,0,5,5
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,2,5,2,7
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,6,3,6,9
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,0,2,0,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,5,5,5,5,10
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,150,201,150,201,351
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,59,59,59,59,118
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,3,2,3,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,31,32,31,32,63
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,8,3,8,11
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,4,3,4,7
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,15,6,15,6,21
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,33,43,33,43,76
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,107,95,107,95,202
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,2,1,2,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,0,1,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,2,3,2,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,20,30,20,30,50
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,6,1,6,7
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,1,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,8,17,8,17,25
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,3,1,3,1,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,6,5,6,5,11
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,50,19,50,19,69
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,2,0,2,0,2
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,1,0,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,12,9,12,9,21
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2010-12-01,4,4,4,4,8
