,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
SANTA ROSA,consultas prenatales,repetidas,2013-04-01,69,0,69
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-04-01,78,0,78
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-04-01,2,8,10
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-04-01,35,2,37
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-04-01,31,0,31
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-04-01,17,0,17
SANTIVAÑES,consultas prenatales,repetidas,2013-04-01,22,1,23
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-04-01,14,6,20
SAPAHAQUI,consultas prenatales,repetidas,2013-04-01,23,1,24
SENA,consultas prenatales,repetidas,2013-04-01,24,1,25
SHINAOTA,consultas prenatales,repetidas,2013-04-01,392,0,392
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-04-01,75,1,76
SICAYA,consultas prenatales,repetidas,2013-04-01,25,0,25
SIPE SIPE,consultas prenatales,repetidas,2013-04-01,373,2,375
SOPACHUY,consultas prenatales,repetidas,2013-04-01,34,8,42
SORACACHI,consultas prenatales,repetidas,2013-04-01,25,16,41
SORATA,consultas prenatales,repetidas,2013-04-01,71,4,75
SUCRE,consultas prenatales,repetidas,2013-04-01,3087,9,3096
TACACHI,consultas prenatales,repetidas,2013-04-01,3,0,3
TACACOMA,consultas prenatales,repetidas,2013-04-01,40,1,41
TACOBAMBA,consultas prenatales,repetidas,2013-04-01,30,1,31
TACOPAYA,consultas prenatales,repetidas,2013-04-01,24,5,29
TAHUA,consultas prenatales,repetidas,2013-04-01,1,2,3
TAPACARI,consultas prenatales,repetidas,2013-04-01,109,16,125
TARABUCO,consultas prenatales,repetidas,2013-04-01,91,24,115
TARACO,consultas prenatales,repetidas,2013-04-01,14,8,22
TARATA,consultas prenatales,repetidas,2013-04-01,59,4,63
TARIJA,consultas prenatales,repetidas,2013-04-01,2189,1,2190
TARVITA,consultas prenatales,repetidas,2013-04-01,69,19,88
TEOPONTE,consultas prenatales,repetidas,2013-04-01,60,4,64
TIAWANACU,consultas prenatales,repetidas,2013-04-01,56,0,56
TINGUIPAYA,consultas prenatales,repetidas,2013-04-01,61,9,70
TIPUANI,consultas prenatales,repetidas,2013-04-01,97,0,97
TIQUIPAYA,consultas prenatales,repetidas,2013-04-01,502,9,511
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-04-01,95,10,105
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-04-01,1,0,1
TOCO,consultas prenatales,repetidas,2013-04-01,29,0,29
TOLATA,consultas prenatales,repetidas,2013-04-01,40,0,40
TOLEDO,consultas prenatales,repetidas,2013-04-01,16,0,16
TOMAVE,consultas prenatales,repetidas,2013-04-01,36,22,58
TOMINA,consultas prenatales,repetidas,2013-04-01,60,1,61
TORO TORO,consultas prenatales,repetidas,2013-04-01,34,6,40
TOTORA(CBBA),consultas prenatales,repetidas,2013-04-01,176,6,182
TOTORA(ORR),consultas prenatales,repetidas,2013-04-01,20,5,25
TRIGAL,consultas prenatales,repetidas,2013-04-01,6,2,8
TRINIDAD,consultas prenatales,repetidas,2013-04-01,1209,4,1213
TUPIZA,consultas prenatales,repetidas,2013-04-01,334,12,346
TURCO,consultas prenatales,repetidas,2013-04-01,11,0,11
UMALA,consultas prenatales,repetidas,2013-04-01,13,9,22
UNCIA,consultas prenatales,repetidas,2013-04-01,158,8,166
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-04-01,99,3,102
URUBICHA,consultas prenatales,repetidas,2013-04-01,37,2,39
UYUNI,consultas prenatales,repetidas,2013-04-01,264,11,275
VACAS,consultas prenatales,repetidas,2013-04-01,44,5,49
VALLEGRANDE,consultas prenatales,repetidas,2013-04-01,103,17,120
VIACHA,consultas prenatales,repetidas,2013-04-01,342,2,344
VILA VILA,consultas prenatales,repetidas,2013-04-01,9,0,9
VILLA CHARCAS,consultas prenatales,repetidas,2013-04-01,87,21,108
VILLA MONTES,consultas prenatales,repetidas,2013-04-01,166,9,175
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-04-01,12,0,12
VILLA RIVERO,consultas prenatales,repetidas,2013-04-01,71,1,72
VILLA SERRANO,consultas prenatales,repetidas,2013-04-01,51,13,64
VILLA TUNARI,consultas prenatales,repetidas,2013-04-01,912,2,914
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-04-01,45,9,54
VILLAZON,consultas prenatales,repetidas,2013-04-01,389,17,406
VINTO,consultas prenatales,repetidas,2013-04-01,257,0,257
VITICHI,consultas prenatales,repetidas,2013-04-01,32,10,42
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-04-01,7,0,7
WARNES,consultas prenatales,repetidas,2013-04-01,668,2,670
YACO,consultas prenatales,repetidas,2013-04-01,9,8,17
YACUIBA,consultas prenatales,repetidas,2013-04-01,754,1,755
YAMPARAEZ,consultas prenatales,repetidas,2013-04-01,31,9,40
YANACACHI,consultas prenatales,repetidas,2013-04-01,46,0,46
YAPACANI,consultas prenatales,repetidas,2013-04-01,373,1,374
YOCALLA,consultas prenatales,repetidas,2013-04-01,41,2,43
YOTALA,consultas prenatales,repetidas,2013-04-01,49,5,54
YUNCHARA,consultas prenatales,repetidas,2013-04-01,11,16,27
ZUDAÑEZ,consultas prenatales,repetidas,2013-04-01,35,9,44
ACACIO,consultas prenatales,repetidas,2013-05-01,20,1,21
ACHACACHI,consultas prenatales,repetidas,2013-05-01,235,6,241
ACHOCALLA,consultas prenatales,repetidas,2013-05-01,74,10,84
AIQUILE,consultas prenatales,repetidas,2013-05-01,168,3,171
ALALAY,consultas prenatales,repetidas,2013-05-01,3,3,6
ALCALA,consultas prenatales,repetidas,2013-05-01,19,1,20
ALTO BENI,consultas prenatales,repetidas,2013-05-01,48,0,48
ANCORAIMES,consultas prenatales,repetidas,2013-05-01,49,6,55
ANDAMARCA,consultas prenatales,repetidas,2013-05-01,16,3,19
ANTEQUERA,consultas prenatales,repetidas,2013-05-01,12,2,14
ANZALDO,consultas prenatales,repetidas,2013-05-01,23,8,31
APOLO,consultas prenatales,repetidas,2013-05-01,108,16,124
ARAMPAMPA,consultas prenatales,repetidas,2013-05-01,7,4,11
ARANI,consultas prenatales,repetidas,2013-05-01,82,0,82
ARBIETO,consultas prenatales,repetidas,2013-05-01,56,16,72
ARQUE,consultas prenatales,repetidas,2013-05-01,64,1,65
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-05-01,207,8,215
ATOCHA,consultas prenatales,repetidas,2013-05-01,91,3,94
AUCAPATA,consultas prenatales,repetidas,2013-05-01,9,4,13
AYATA,consultas prenatales,repetidas,2013-05-01,27,4,31
AYO AYO,consultas prenatales,repetidas,2013-05-01,25,0,25
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-05-01,155,8,163
AZURDUY,consultas prenatales,repetidas,2013-05-01,42,18,60
BATALLAS,consultas prenatales,repetidas,2013-05-01,97,6,103
BAURES,consultas prenatales,repetidas,2013-05-01,30,0,30
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-05-01,4,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2013-05-01,0,7,7
BELLA FLOR,consultas prenatales,repetidas,2013-05-01,21,1,22
BERMEJO,consultas prenatales,repetidas,2013-05-01,267,2,269
BETANZOS,consultas prenatales,repetidas,2013-05-01,134,21,155
BOLIVAR,consultas prenatales,repetidas,2013-05-01,19,6,25
BOLPEBRA,consultas prenatales,repetidas,2013-05-01,12,2,14
BOYUIBE,consultas prenatales,repetidas,2013-05-01,18,3,21
BUENA VISTA,consultas prenatales,repetidas,2013-05-01,35,0,35
CABEZAS,consultas prenatales,repetidas,2013-05-01,151,0,151
CAIROMA,consultas prenatales,repetidas,2013-05-01,34,4,38
"CAIZA ""D""",consultas prenatales,repetidas,2013-05-01,51,12,63
CAJUATA,consultas prenatales,repetidas,2013-05-01,66,3,69
CALACOTO,consultas prenatales,repetidas,2013-05-01,9,3,12
CALAMARCA,consultas prenatales,repetidas,2013-05-01,51,4,55
CAMARGO,consultas prenatales,repetidas,2013-05-01,100,13,113
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-05-01,16,4,20
CAMIRI,consultas prenatales,repetidas,2013-05-01,314,1,315
CAPINOTA,consultas prenatales,repetidas,2013-05-01,181,0,181
CAQUIAVIRI,consultas prenatales,repetidas,2013-05-01,27,7,34
CARACOLLO,consultas prenatales,repetidas,2013-05-01,128,10,138
CARANAVI,consultas prenatales,repetidas,2013-05-01,389,8,397
CARAPARI,consultas prenatales,repetidas,2013-05-01,101,2,103
CARIPUYO,consultas prenatales,repetidas,2013-05-01,31,26,57
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-05-01,29,2,31
CATACORA,consultas prenatales,repetidas,2013-05-01,4,0,4
CHACARILLA,consultas prenatales,repetidas,2013-05-01,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2013-05-01,255,26,281
CHAQUI,consultas prenatales,repetidas,2013-05-01,39,6,45
CHARAGUA,consultas prenatales,repetidas,2013-05-01,141,3,144
CHARAÑA,consultas prenatales,repetidas,2013-05-01,9,1,10
CHAYANTA,consultas prenatales,repetidas,2013-05-01,57,12,69
CHIMORE,consultas prenatales,repetidas,2013-05-01,163,11,174
CHIPAYA,consultas prenatales,repetidas,2013-05-01,17,0,17
CHOQUE COTA,consultas prenatales,repetidas,2013-05-01,3,0,3
CHUA COCANI,consultas prenatales,repetidas,2013-05-01,10,0,10
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-05-01,111,0,111
CHUMA,consultas prenatales,repetidas,2013-05-01,28,6,34
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-05-01,46,9,55
CKOCHAS,consultas prenatales,repetidas,2013-05-01,67,9,76
CLIZA,consultas prenatales,repetidas,2013-05-01,214,1,215
COBIJA,consultas prenatales,repetidas,2013-05-01,532,0,532
COCAPATA,consultas prenatales,repetidas,2013-05-01,28,40,68
COCHABAMBA,consultas prenatales,repetidas,2013-05-01,5755,7,5762
COIPASA,consultas prenatales,repetidas,2013-05-01,6,0,6
COLCAPIRHUA,consultas prenatales,repetidas,2013-05-01,441,0,441
"COLCHA ""K""",consultas prenatales,repetidas,2013-05-01,72,2,74
COLLANA,consultas prenatales,repetidas,2013-05-01,5,1,6
COLOMI,consultas prenatales,repetidas,2013-05-01,107,0,107
COLPA BELGICA,consultas prenatales,repetidas,2013-05-01,40,0,40
COLQUECHACA,consultas prenatales,repetidas,2013-05-01,126,36,162
COLQUENCHA,consultas prenatales,repetidas,2013-05-01,66,1,67
COLQUIRI,consultas prenatales,repetidas,2013-05-01,50,22,72
COMANCHE,consultas prenatales,repetidas,2013-05-01,7,1,8
COMARAPA,consultas prenatales,repetidas,2013-05-01,168,0,168
COMBAYA,consultas prenatales,repetidas,2013-05-01,8,3,11
CONCEPCION,consultas prenatales,repetidas,2013-05-01,108,0,108
COPACABANA,consultas prenatales,repetidas,2013-05-01,67,9,76
CORIPATA,consultas prenatales,repetidas,2013-05-01,91,0,91
CORO CORO,consultas prenatales,repetidas,2013-05-01,20,9,29
COROICO,consultas prenatales,repetidas,2013-05-01,151,0,151
CORQUE,consultas prenatales,repetidas,2013-05-01,17,11,28
COTAGAITA,consultas prenatales,repetidas,2013-05-01,119,13,132
COTOCA,consultas prenatales,repetidas,2013-05-01,350,0,350
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2013-05-01,0,3,3
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-05-01,144,0,144
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-05-01,3,0,3
CUEVO,consultas prenatales,repetidas,2013-05-01,10,4,14
CULPINA,consultas prenatales,repetidas,2013-05-01,88,14,102
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-05-01,18,0,18
CURVA,consultas prenatales,repetidas,2013-05-01,7,0,7
DESAGUADERO,consultas prenatales,repetidas,2013-05-01,36,0,36
EL ALTO,consultas prenatales,repetidas,2013-05-01,6228,13,6241
EL CHORO,consultas prenatales,repetidas,2013-05-01,17,9,26
EL PUENTE(STC),consultas prenatales,repetidas,2013-05-01,72,1,73
EL PUENTE(TJA),consultas prenatales,repetidas,2013-05-01,66,6,72
EL TORNO,consultas prenatales,repetidas,2013-05-01,295,7,302
EL VILLAR,consultas prenatales,repetidas,2013-05-01,18,3,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-05-01,120,4,124
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-05-01,230,0,230
ESCARA,consultas prenatales,repetidas,2013-05-01,2,0,2
ESCOMA,consultas prenatales,repetidas,2013-05-01,32,1,33
EUCALIPTUS,consultas prenatales,repetidas,2013-05-01,16,1,17
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-05-01,4,0,4
EXALTACION,consultas prenatales,repetidas,2013-05-01,16,0,16
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-05-01,87,0,87
FILADELFIA,consultas prenatales,repetidas,2013-05-01,23,0,23
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-05-01,106,0,106
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-05-01,32,13,45
GUANAY,consultas prenatales,repetidas,2013-05-01,79,5,84
GUAQUI,consultas prenatales,repetidas,2013-05-01,28,2,30
GUAYARAMERIN,consultas prenatales,repetidas,2013-05-01,335,3,338
GUTIERREZ,consultas prenatales,repetidas,2013-05-01,67,3,70
HUACARETA,consultas prenatales,repetidas,2013-05-01,68,9,77
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-05-01,4,17,21
HUACHACALLA,consultas prenatales,repetidas,2013-05-01,12,0,12
HUANUNI,consultas prenatales,repetidas,2013-05-01,289,0,289
HUARACAJE,consultas prenatales,repetidas,2013-05-01,16,0,16
HUARINA,consultas prenatales,repetidas,2013-05-01,23,1,24
HUATAJATA,consultas prenatales,repetidas,2013-05-01,33,0,33
HUAYLLAMARCA,consultas prenatales,repetidas,2013-05-01,19,0,19
HUMANATA,consultas prenatales,repetidas,2013-05-01,12,5,17
ICHOCA,consultas prenatales,repetidas,2013-05-01,5,8,13
ICLA,consultas prenatales,repetidas,2013-05-01,40,19,59
INCAHUASI,consultas prenatales,repetidas,2013-05-01,55,46,101
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-05-01,4,0,4
INQUISIVI,consultas prenatales,repetidas,2013-05-01,38,19,57
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-05-01,56,2,58
IXIAMAS,consultas prenatales,repetidas,2013-05-01,50,3,53
JESUS DE MACHACA,consultas prenatales,repetidas,2013-05-01,64,0,64
LA ASUNTA,consultas prenatales,repetidas,2013-05-01,349,4,353
LA GUARDIA,consultas prenatales,repetidas,2013-05-01,568,0,568
LA PAZ,consultas prenatales,repetidas,2013-05-01,7184,0,7184
LAGUNILLAS,consultas prenatales,repetidas,2013-05-01,28,5,33
LAJA,consultas prenatales,repetidas,2013-05-01,64,0,64
LAS CARRERAS,consultas prenatales,repetidas,2013-05-01,19,3,22
LICOMA PAMPA,consultas prenatales,repetidas,2013-05-01,4,0,4
LLALLAGUA,consultas prenatales,repetidas,2013-05-01,356,4,360
LLICA,consultas prenatales,repetidas,2013-05-01,22,1,23
LORETO,consultas prenatales,repetidas,2013-05-01,14,0,14
LURIBAY,consultas prenatales,repetidas,2013-05-01,15,2,17
MACHACAMARCA,consultas prenatales,repetidas,2013-05-01,23,0,23
MACHARETI,consultas prenatales,repetidas,2013-05-01,40,5,45
MAGDALENA,consultas prenatales,repetidas,2013-05-01,63,2,65
MAIRANA,consultas prenatales,repetidas,2013-05-01,87,0,87
MALLA,consultas prenatales,repetidas,2013-05-01,2,4,6
MAPIRI,consultas prenatales,repetidas,2013-05-01,126,1,127
MECAPACA,consultas prenatales,repetidas,2013-05-01,53,2,55
MINEROS,consultas prenatales,repetidas,2013-05-01,128,0,128
MIZQUE,consultas prenatales,repetidas,2013-05-01,169,5,174
MOCOMOCO,consultas prenatales,repetidas,2013-05-01,31,6,37
MOJINETE,consultas prenatales,repetidas,2013-05-01,3,2,5
MOJOCOYA,consultas prenatales,repetidas,2013-05-01,38,9,47
MONTEAGUDO,consultas prenatales,repetidas,2013-05-01,241,9,250
MONTERO,consultas prenatales,repetidas,2013-05-01,880,0,880
MORO MORO,consultas prenatales,repetidas,2013-05-01,10,1,11
MOROCHATA,consultas prenatales,repetidas,2013-05-01,35,25,60
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-05-01,12,0,12
NAZACARA DE PACAJES,consultas prenatales,repetidas,2013-05-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-05-01,9,8,17
OCURI,consultas prenatales,repetidas,2013-05-01,72,21,93
OKINAWA,consultas prenatales,repetidas,2013-05-01,101,0,101
OMEREQUE,consultas prenatales,repetidas,2013-05-01,53,2,55
ORURO,consultas prenatales,repetidas,2013-05-01,2619,1,2620
PADCAYA,consultas prenatales,repetidas,2013-05-01,97,8,105
PADILLA,consultas prenatales,repetidas,2013-05-01,80,6,86
PAILON,consultas prenatales,repetidas,2013-05-01,94,0,94
PALCA,consultas prenatales,repetidas,2013-05-01,53,6,59
PALOS BLANCOS,consultas prenatales,repetidas,2013-05-01,214,1,215
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-05-01,10,1,11
PAMPA GRANDE,consultas prenatales,repetidas,2013-05-01,57,0,57
PAPEL PAMPA,consultas prenatales,repetidas,2013-05-01,11,7,18
PASORAPA,consultas prenatales,repetidas,2013-05-01,4,1,5
PATACAMAYA,consultas prenatales,repetidas,2013-05-01,216,3,219
PAZÑA,consultas prenatales,repetidas,2013-05-01,24,5,29
PELECHUCO,consultas prenatales,repetidas,2013-05-01,23,0,23
POCOATA,consultas prenatales,repetidas,2013-05-01,67,44,111
POCONA,consultas prenatales,repetidas,2013-05-01,71,2,73
POJO (CBBA),consultas prenatales,repetidas,2013-05-01,55,1,56
POOPO,consultas prenatales,repetidas,2013-05-01,49,0,49
PORCO,consultas prenatales,repetidas,2013-05-01,82,7,89
POROMA,consultas prenatales,repetidas,2013-05-01,50,24,74
PORONGO,consultas prenatales,repetidas,2013-05-01,51,1,52
PORTACHUELO,consultas prenatales,repetidas,2013-05-01,193,0,193
PORVENIR,consultas prenatales,repetidas,2013-05-01,36,1,37
POSTRER VALLE,consultas prenatales,repetidas,2013-05-01,3,0,3
POTOSI,consultas prenatales,repetidas,2013-05-01,1684,0,1684
PRESTO,consultas prenatales,repetidas,2013-05-01,14,34,48
PUCARA,consultas prenatales,repetidas,2013-05-01,2,3,5
PUCARANI,consultas prenatales,repetidas,2013-05-01,120,9,129
PUERTO ACOSTA,consultas prenatales,repetidas,2013-05-01,26,19,45
PUERTO CARABUCO,consultas prenatales,repetidas,2013-05-01,39,14,53
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-05-01,37,3,40
PUERTO PEREZ,consultas prenatales,repetidas,2013-05-01,20,2,22
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-05-01,40,0,40
PUERTO RICO,consultas prenatales,repetidas,2013-05-01,56,0,56
PUERTO SILES,consultas prenatales,repetidas,2013-05-01,4,0,4
PUERTO SUAREZ,consultas prenatales,repetidas,2013-05-01,115,0,115
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-05-01,511,0,511
PUNA,consultas prenatales,repetidas,2013-05-01,82,12,94
PUNATA,consultas prenatales,repetidas,2013-05-01,200,6,206
QUIABAYA,consultas prenatales,repetidas,2013-05-01,7,2,9
QUILLACOLLO,consultas prenatales,repetidas,2013-05-01,944,1,945
QUIME,consultas prenatales,repetidas,2013-05-01,56,0,56
QUIRUSILLAS,consultas prenatales,repetidas,2013-05-01,10,0,10
RAVELO,consultas prenatales,repetidas,2013-05-01,27,30,57
REYES,consultas prenatales,repetidas,2013-05-01,51,18,69
RIBERALTA,consultas prenatales,repetidas,2013-05-01,944,48,992
ROBORE,consultas prenatales,repetidas,2013-05-01,86,0,86
RURRENABAQUE,consultas prenatales,repetidas,2013-05-01,132,0,132
SABAYA,consultas prenatales,repetidas,2013-05-01,9,0,9
SACABA,consultas prenatales,repetidas,2013-05-01,1049,4,1053
SACABAMBA,consultas prenatales,repetidas,2013-05-01,21,0,21
SACACA,consultas prenatales,repetidas,2013-05-01,103,5,108
SAIPINA,consultas prenatales,repetidas,2013-05-01,38,0,38
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-05-01,43,22,65
SAMAIPATA,consultas prenatales,repetidas,2013-05-01,60,0,60
SAN AGUSTIN,consultas prenatales,repetidas,2013-05-01,0,2,2
SAN ANDRES,consultas prenatales,repetidas,2013-05-01,49,1,50
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-05-01,6,5,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-05-01,6,1,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-05-01,12,3,15
SAN BENITO,consultas prenatales,repetidas,2013-05-01,93,0,93
SAN BORJA,consultas prenatales,repetidas,2013-05-01,242,10,252
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-05-01,112,0,112
SAN CARLOS,consultas prenatales,repetidas,2013-05-01,181,0,181
SAN IGNACIO,consultas prenatales,repetidas,2013-05-01,159,0,159
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-05-01,318,21,339
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-05-01,11,3,14
SAN JAVIER(STC),consultas prenatales,repetidas,2013-05-01,88,0,88
SAN JOAQUIN,consultas prenatales,repetidas,2013-05-01,10,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-05-01,87,0,87
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-05-01,12,1,13
SAN JULIAN,consultas prenatales,repetidas,2013-05-01,316,8,324
SAN LORENZO(PND),consultas prenatales,repetidas,2013-05-01,30,1,31
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-05-01,112,9,121
SAN LUCAS,consultas prenatales,repetidas,2013-05-01,222,49,271
SAN MATIAS,consultas prenatales,repetidas,2013-05-01,106,0,106
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-05-01,59,6,65
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-05-01,17,1,18
SAN PEDRO,consultas prenatales,repetidas,2013-05-01,106,3,109
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-05-01,94,33,127
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-05-01,15,8,23
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2013-05-01,3,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-05-01,32,1,33
SAN PEDRO(PND),consultas prenatales,repetidas,2013-05-01,3,5,8
SAN RAFAEL,consultas prenatales,repetidas,2013-05-01,38,0,38
SAN RAMON BENI,consultas prenatales,repetidas,2013-05-01,14,0,14
SAN RAMON SCZ,consultas prenatales,repetidas,2013-05-01,108,0,108
SANTA ANA,consultas prenatales,repetidas,2013-05-01,94,0,94
