,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
SAN RAFAEL,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,3,0,1,0,9,0,1,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,32,30,16,10,2,2,2,9,34,29,0,0,0,0,166
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
SANTIAGO DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,4,2,0,1,1,3,1,0,0,0,0,0,14
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-09-01,12,4,7,4,4,5,7,25,2,0,0,0,0,0,70
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,2,4,3,2,5,0,0,0,0,0,0,17
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,3,3,0,0,0,1,0,0,0,0,0,0,0,0,7
TARACO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,2,0,0,2,1,0,0,0,0,0,0,6
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,2,3,0,1,3,14,1,0,0,0,0,0,26
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,1,0,0,0,0,1,1,0,0,0,0,0,4
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLATA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,3,1,0,1,1,0,1,0,0,0,0,0,0,8
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,1,1,1,2,2,4,0,0,0,0,0,0,12
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,1,3,2,1,1,4,2,0,0,0,0,0,15
VACAS,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,4,3,0,0,0,0,0,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,1,1,12,0,1,0,0,0,0,15
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,2,0,0,0,0,1,3,4,0,0,0,0,0,0,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-09-01,4,2,2,2,0,1,4,7,1,0,0,0,0,0,23
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-09-01,8,0,0,0,0,0,3,8,3,1,0,0,0,0,23
YACO,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,3,3,2,3,4,14,0,0,0,0,0,0,29
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,2,0,0,1,4,0,0,0,0,0,0,7
YANACACHI,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-09-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2022-09-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,3,1,0,0,2,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,3,4,0,1,1,5,0,0,0,0,0,0,16
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BATALLAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,1,2,1,0,1,0,0,0,0,0,0,6
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,2,4,2,0,0,2,3,0,0,0,0,0,0,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,3,6,10,4,1,1,1,19,0,0,0,0,0,0,45
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARIPUYO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,2,4,0,1,0,1,0,0,0,0,0,0,10
CHAYANTA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,2,0,1,0,0,0,1,0,0,0,0,0,0,5
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,8,6,3,2,0,0,0,2,2,0,0,0,0,0,23
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,23,17,34,57,11,15,36,83,24,18,0,0,0,0,318
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,4,5,0,1,0,2,0,0,0,0,0,0,12
COLLANA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
COLOMI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,3,1,0,2,0,0,0,1,0,0,0,0,0,0,7
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
COMANCHE,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,2,1,0,1,0,0,0,0,0,0,5
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,13,8,32,33,16,26,22,103,2,0,0,0,0,0,255
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CULPINA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,2,1,2,1,0,0,1,2,0,0,0,0,0,0,9
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,4,8,8,21,1,4,8,16,0,1,0,0,0,0,71
EL CHORO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,5,3,10,7,12,15,18,19,5,5,0,0,0,0,99
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,5,2,0,5,1,12,1,0,0,0,0,0,26
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,3,0,0,1,0,2,0,0,0,0,0,0,8
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3
HUMANATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,1,0,3,0,0,0,0,0,0,0,0,5
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2022-10-01,16,22,46,48,6,8,13,19,5,3,0,0,0,0,186
LAGUNILLAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,6,0,3,21,5,3,12,36,0,2,0,0,0,0,88
LAJA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,2,3,1,0,0,0,0,0,7
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MALLA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
MINEROS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,2,3,2,0,1,6,12,2,1,0,0,0,0,30
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
ORURO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,8,7,40,69,37,60,62,65,8,3,0,0,0,0,359
PADILLA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PALCA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POCONA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,4,0,2,0,0,0,0,0,0,0,0,6
POOPO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PORCO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POROMA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,5,6,1,2,0,0,0,0,0,0,0,0,14
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
POTOSI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,7,9,6,6,5,20,29,55,10,0,0,0,0,0,147
PRESTO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,2,2,0,1,0,0,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,2,2,2,1,0,1,0,0,0,0,0,0,9
PUNATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,2,2,4,0,2,0,1,1,1,0,0,0,0,14
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,2,1,5,4,1,2,5,15,1,3,0,0,0,0,39
RAVELO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,4,0,0,2,2,11,0,0,0,0,0,0,19
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,7,6,1,9,1,2,0,10,0,0,0,0,0,0,36
SABAYA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,5,6,13,22,4,5,6,26,1,2,0,0,0,0,90
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,2,2,0,1,2,8,0,1,0,0,0,0,17
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,2,1,0,1,1,2,0,0,0,0,0,0,7
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,4,1,87,62,4,15,0,1,0,0,0,0,176
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,2,1,1,1,2,5,0,0,0,0,0,0,13
SAN RAFAEL,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,4,1,2,6,8,0,0,0,0,0,0,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,14,19,15,3,0,3,10,13,22,25,0,0,0,0,124
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,1,0,0,3,1,0,0,0,0,0,0,6
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2022-10-01,4,0,2,1,1,0,0,1,0,0,0,0,0,0,9
SORATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
SUCRE,atencion odontologica,trat. odontologico integral terminado,2022-10-01,6,10,6,4,1,8,9,19,1,1,0,0,0,0,65
TACACOMA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,1,1,0,0,1,1,2,0,2,0,0,0,0,9
TARIJA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,0,0,0,0,0,2,23,3,0,0,0,0,0,29
TARVITA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
TIAHUANACU,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,2,1,1,0,0,1,0,0,0,0,0,0,0,0,5
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4
TOCO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,2,0,2,4,4,0,0,0,0,0,0,13
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,1,12,25,21,0,8,10,50,1,3,0,0,0,0,131
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,4,1,1,0,2,9,3,2,0,0,0,0,22
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
VIACHA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,4,6,2,0,0,0,1,2,0,0,0,0,0,0,15
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,2,0,4,1,0,0,0,0,0,8
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,2,0,0,2,1,6,0,0,0,0,0,0,11
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,1,9,24,2,6,0,0,0,0,43
VINTO,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,5,9,1,3,4,25,0,0,0,0,0,0,47
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2022-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACACIO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2022-11-01,1,1,2,2,0,2,0,2,0,0,0,0,0,0,10
ALCALA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,1,2,0,2,2,0,0,0,0,0,0,7
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4
ARANI,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,4,0,1,0,1,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,2,3,0,0,0,2,0,0,0,0,0,0,7
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,1,2,0,1,1,1,0,0,0,0,0,0,6
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,2,2,1,0,2,3,8,1,0,0,0,0,0,19
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,1,1,0,2,1,0,0,0,0,0,0,5
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2022-11-01,6,4,3,2,0,0,3,24,0,0,0,0,0,0,42
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
CHACARILLA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,1,2,2,1,0,0,4,0,0,0,0,0,0,10
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,1,5,10,4,1,5,5,19,0,3,0,0,0,0,53
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
CHIPAYA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
CLIZA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,1,0,2,1,0,0,1,0,0,0,0,0,0,5
COBIJA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,7,13,4,1,0,1,3,3,0,0,0,0,0,0,32
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2022-11-01,25,28,39,33,23,26,41,88,18,26,0,0,0,0,347
