,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,4,10
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,44,0,44
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,0,2
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,10,15
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,5,14
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,133,1,134
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,1,3
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,2,7
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,4,12
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,1,6
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,306,0,306
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,3,8
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,9,0,9
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,13,0,13
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,32,7,39
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,0,14
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,4,8
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,0,5
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,8,16
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,74,1,75
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,8,1,9
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,5,3,8
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,6,0,6
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,17,2,19
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,7,0,7
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,34,1,35
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,2,2,4
VILLA CHARCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,14,0,14
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,10,0,10
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,102,3,105
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,1,1
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,0,4
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,44,0,44
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,1,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,94,1,95
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,6,7
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,69,3,72
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,2,5
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,21,0,21
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,3,0,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,4,2,6
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,0,3,3
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-04-01,1,0,1
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,29,3,32
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,6,9
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,21,0,21
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,3,5
ALTO BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,12,0,12
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,3,5
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,0,5
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,7,10
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,7,8,15
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,0,4
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,4,6
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,17,1,18
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,37,2,39
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,25,0,25
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,0,3
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,0,4
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,27,1,28
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,2,4
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,13,6,19
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,0,3
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,2,5
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,34,0,34
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,38,8,46
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,2,6
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,1,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,0,9
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,13,3,16
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,3,9
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,3,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,1,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,4,7
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,3,12
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,16,2,18
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,49,1,50
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,34,1,35
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,0,4
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,21,3,24
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,45,5,50
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,3,5
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,3,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,8,0,8
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,37,7,44
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,8,0,8
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,36,0,36
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,8,3,11
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,14,8,22
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,17,0,17
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,4,9
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,19,2,21
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,17,2,19
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,71,0,71
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,10,13,23
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1488,63,1551
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,72,0,72
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,12,15
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,18,0,18
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,0,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,24,17,41
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,3,7
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,0,9
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,1,2
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,29,1,30
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,2,6
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,12,0,12
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,22,0,22
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,2,7
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,24,1,25
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,84,0,84
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,0,9
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,1,4
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,1,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,4,6
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1449,15,1464
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,1,6
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,1,6
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,0,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,23,3,26
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,18,2,20
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,20,1,21
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,1,3
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,0,5,5
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,0,4
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,0,9
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,4,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,26,2,28
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,0,1,1
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,45,0,45
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,12,0,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,0,3,3
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,18,0,18
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,1,2
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,1,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,6,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,5,1,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,7,0,7
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,34,2,36
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,59,1,60
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1663,3,1666
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,10,0,10
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,56,9,65
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,2,4
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,0,4
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,11,0,11
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,0,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,4,9,13
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,7,0,7
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,29,1,30
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,1,3
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,0,1,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,13,0,13
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,127,2,129
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,6,15
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,9,4,13
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,16,0,16
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,0,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,526,5,531
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,11,0,11
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,2,0,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,18,8,26
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,12,2,14
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,11,0,11
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,0,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,6,0,6
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,3,0,3
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,1,1,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2012-05-01,30,1,31
