,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
MAGDALENA,consultas prenatales,repetidas,2012-05-01,51,1,52
MAIRANA,consultas prenatales,repetidas,2012-05-01,53,0,53
MALLA,consultas prenatales,repetidas,2012-05-01,7,0,7
MAPIRI,consultas prenatales,repetidas,2012-05-01,160,4,164
MECAPACA,consultas prenatales,repetidas,2012-05-01,66,6,72
MINEROS,consultas prenatales,repetidas,2012-05-01,76,0,76
MIZQUE,consultas prenatales,repetidas,2012-05-01,149,3,152
MOCOMOCO,consultas prenatales,repetidas,2012-05-01,42,5,47
MOJINETE,consultas prenatales,repetidas,2012-05-01,7,0,7
MOJOCOYA,consultas prenatales,repetidas,2012-05-01,38,4,42
MONTEAGUDO,consultas prenatales,repetidas,2012-05-01,276,11,287
MONTERO,consultas prenatales,repetidas,2012-05-01,795,1,796
MORO MORO,consultas prenatales,repetidas,2012-05-01,17,0,17
MOROCHATA,consultas prenatales,repetidas,2012-05-01,49,21,70
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2012-05-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2012-05-01,7,6,13
OCURI,consultas prenatales,repetidas,2012-05-01,38,15,53
OKINAWA,consultas prenatales,repetidas,2012-05-01,90,0,90
OMEREQUE,consultas prenatales,repetidas,2012-05-01,22,3,25
ORURO,consultas prenatales,repetidas,2012-05-01,1923,4,1927
PADCAYA,consultas prenatales,repetidas,2012-05-01,80,3,83
PADILLA,consultas prenatales,repetidas,2012-05-01,69,10,79
PAILON,consultas prenatales,repetidas,2012-05-01,96,4,100
PALCA,consultas prenatales,repetidas,2012-05-01,59,3,62
PALOS BLANCOS,consultas prenatales,repetidas,2012-05-01,187,6,193
PAMPA AULLAGAS,consultas prenatales,repetidas,2012-05-01,24,0,24
PAMPA GRANDE,consultas prenatales,repetidas,2012-05-01,66,0,66
PAPEL PAMPA,consultas prenatales,repetidas,2012-05-01,26,11,37
PASORAPA,consultas prenatales,repetidas,2012-05-01,6,0,6
PATACAMAYA,consultas prenatales,repetidas,2012-05-01,204,0,204
PAZÑA,consultas prenatales,repetidas,2012-05-01,24,4,28
PELECHUCO,consultas prenatales,repetidas,2012-05-01,34,2,36
POCOATA,consultas prenatales,repetidas,2012-05-01,49,28,77
POCONA,consultas prenatales,repetidas,2012-05-01,62,3,65
POJO (CBBA),consultas prenatales,repetidas,2012-05-01,77,2,79
POOPO,consultas prenatales,repetidas,2012-05-01,38,3,41
PORCO,consultas prenatales,repetidas,2012-05-01,76,2,78
POROMA,consultas prenatales,repetidas,2012-05-01,57,40,97
PORONGO,consultas prenatales,repetidas,2012-05-01,30,0,30
PORTACHUELO,consultas prenatales,repetidas,2012-05-01,214,0,214
PORVENIR,consultas prenatales,repetidas,2012-05-01,22,0,22
POSTRER VALLE,consultas prenatales,repetidas,2012-05-01,3,0,3
POTOSI,consultas prenatales,repetidas,2012-05-01,1313,0,1313
PRESTO,consultas prenatales,repetidas,2012-05-01,29,29,58
PUCARA,consultas prenatales,repetidas,2012-05-01,5,1,6
PUCARANI,consultas prenatales,repetidas,2012-05-01,129,5,134
PUERTO ACOSTA,consultas prenatales,repetidas,2012-05-01,38,22,60
PUERTO CARABUCO,consultas prenatales,repetidas,2012-05-01,40,8,48
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2012-05-01,35,0,35
PUERTO PEREZ,consultas prenatales,repetidas,2012-05-01,13,7,20
PUERTO QUIJARRO,consultas prenatales,repetidas,2012-05-01,52,0,52
PUERTO RICO,consultas prenatales,repetidas,2012-05-01,41,11,52
PUERTO SILES,consultas prenatales,repetidas,2012-05-01,7,0,7
PUERTO SUAREZ,consultas prenatales,repetidas,2012-05-01,79,0,79
PUERTO VILLARROEL,consultas prenatales,repetidas,2012-05-01,547,0,547
PUNA,consultas prenatales,repetidas,2012-05-01,107,6,113
PUNATA,consultas prenatales,repetidas,2012-05-01,98,0,98
QUIABAYA,consultas prenatales,repetidas,2012-05-01,20,1,21
QUILLACOLLO,consultas prenatales,repetidas,2012-05-01,400,5,405
QUIME,consultas prenatales,repetidas,2012-05-01,63,1,64
QUIRUSILLAS,consultas prenatales,repetidas,2012-05-01,3,0,3
RAVELO,consultas prenatales,repetidas,2012-05-01,50,15,65
REYES,consultas prenatales,repetidas,2012-05-01,50,27,77
RIBERALTA,consultas prenatales,repetidas,2012-05-01,786,16,802
ROBORE,consultas prenatales,repetidas,2012-05-01,48,0,48
RURRENABAQUE,consultas prenatales,repetidas,2012-05-01,86,1,87
SABAYA,consultas prenatales,repetidas,2012-05-01,20,2,22
SACABA,consultas prenatales,repetidas,2012-05-01,1019,0,1019
SACABAMBA,consultas prenatales,repetidas,2012-05-01,18,1,19
SACACA,consultas prenatales,repetidas,2012-05-01,74,13,87
SAIPINA,consultas prenatales,repetidas,2012-05-01,31,0,31
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2012-05-01,33,10,43
SAMAIPATA,consultas prenatales,repetidas,2012-05-01,49,2,51
SAN AGUSTIN,consultas prenatales,repetidas,2012-05-01,6,0,6
SAN ANDRES,consultas prenatales,repetidas,2012-05-01,42,0,42
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2012-05-01,10,8,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2012-05-01,7,0,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2012-05-01,32,7,39
SAN BENITO,consultas prenatales,repetidas,2012-05-01,83,3,86
SAN BORJA,consultas prenatales,repetidas,2012-05-01,200,3,203
SAN BUENA VENTURA,consultas prenatales,repetidas,2012-05-01,84,0,84
SAN CARLOS,consultas prenatales,repetidas,2012-05-01,193,1,194
SAN IGNACIO,consultas prenatales,repetidas,2012-05-01,138,3,141
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2012-05-01,405,34,439
SAN JAVIER(BNI),consultas prenatales,repetidas,2012-05-01,7,1,8
SAN JAVIER(STC),consultas prenatales,repetidas,2012-05-01,117,0,117
SAN JOAQUIN,consultas prenatales,repetidas,2012-05-01,24,0,24
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2012-05-01,60,0,60
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2012-05-01,84,1,85
SAN JULIAN,consultas prenatales,repetidas,2012-05-01,284,13,297
SAN LORENZO(PND),consultas prenatales,repetidas,2012-05-01,12,5,17
SAN LORENZO(TJA),consultas prenatales,repetidas,2012-05-01,87,9,96
SAN LUCAS,consultas prenatales,repetidas,2012-05-01,187,112,299
SAN MATIAS,consultas prenatales,repetidas,2012-05-01,60,0,60
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2012-05-01,91,1,92
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2012-05-01,10,1,11
SAN PEDRO,consultas prenatales,repetidas,2012-05-01,84,0,84
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2012-05-01,66,11,77
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2012-05-01,12,8,20
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2012-05-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2012-05-01,12,2,14
SAN RAFAEL,consultas prenatales,repetidas,2012-05-01,45,2,47
SAN RAMON BENI,consultas prenatales,repetidas,2012-05-01,9,0,9
SAN RAMON SCZ,consultas prenatales,repetidas,2012-05-01,81,0,81
SANTA ANA,consultas prenatales,repetidas,2012-05-01,116,0,116
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2012-05-01,5338,0,5338
SANTA ROSA,consultas prenatales,repetidas,2012-05-01,57,0,57
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-05-01,114,2,116
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-05-01,3,11,14
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-05-01,43,4,47
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-05-01,19,1,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-05-01,9,0,9
SANTIVAÑES,consultas prenatales,repetidas,2012-05-01,23,0,23
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-05-01,10,3,13
SAPAHAQUI,consultas prenatales,repetidas,2012-05-01,15,4,19
SENA,consultas prenatales,repetidas,2012-05-01,18,0,18
SHINAOTA,consultas prenatales,repetidas,2012-05-01,380,0,380
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-05-01,95,6,101
SICAYA,consultas prenatales,repetidas,2012-05-01,9,0,9
SIPE SIPE,consultas prenatales,repetidas,2012-05-01,405,1,406
SOPACHUY,consultas prenatales,repetidas,2012-05-01,27,8,35
SORACACHI,consultas prenatales,repetidas,2012-05-01,30,18,48
SORATA,consultas prenatales,repetidas,2012-05-01,78,14,92
SUCRE,consultas prenatales,repetidas,2012-05-01,2814,9,2823
TACACHI,consultas prenatales,repetidas,2012-05-01,4,1,5
TACACOMA,consultas prenatales,repetidas,2012-05-01,42,8,50
TACOBAMBA,consultas prenatales,repetidas,2012-05-01,21,7,28
TACOPAYA,consultas prenatales,repetidas,2012-05-01,35,3,38
TAHUA,consultas prenatales,repetidas,2012-05-01,6,0,6
TAPACARI,consultas prenatales,repetidas,2012-05-01,96,20,116
TARABUCO,consultas prenatales,repetidas,2012-05-01,99,28,127
TARACO,consultas prenatales,repetidas,2012-05-01,4,1,5
TARATA,consultas prenatales,repetidas,2012-05-01,46,1,47
TARIJA,consultas prenatales,repetidas,2012-05-01,1586,2,1588
TARVITA,consultas prenatales,repetidas,2012-05-01,81,27,108
TEOPONTE,consultas prenatales,repetidas,2012-05-01,63,10,73
TIAWANACU,consultas prenatales,repetidas,2012-05-01,39,5,44
TINGUIPAYA,consultas prenatales,repetidas,2012-05-01,53,8,61
TIPUANI,consultas prenatales,repetidas,2012-05-01,122,0,122
TIQUIPAYA,consultas prenatales,repetidas,2012-05-01,442,12,454
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-05-01,85,4,89
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-05-01,4,0,4
TOCO,consultas prenatales,repetidas,2012-05-01,32,0,32
TOLATA,consultas prenatales,repetidas,2012-05-01,52,0,52
TOLEDO,consultas prenatales,repetidas,2012-05-01,15,2,17
TOMAVE,consultas prenatales,repetidas,2012-05-01,48,7,55
TOMINA,consultas prenatales,repetidas,2012-05-01,63,2,65
TORO TORO,consultas prenatales,repetidas,2012-05-01,28,4,32
TOTORA(CBBA),consultas prenatales,repetidas,2012-05-01,37,44,81
TOTORA(ORR),consultas prenatales,repetidas,2012-05-01,12,0,12
TRIGAL,consultas prenatales,repetidas,2012-05-01,6,0,6
TRINIDAD,consultas prenatales,repetidas,2012-05-01,913,0,913
TUPIZA,consultas prenatales,repetidas,2012-05-01,271,30,301
TURCO,consultas prenatales,repetidas,2012-05-01,10,2,12
UMALA,consultas prenatales,repetidas,2012-05-01,16,3,19
UNCIA,consultas prenatales,repetidas,2012-05-01,78,11,89
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-05-01,73,2,75
URUBICHA,consultas prenatales,repetidas,2012-05-01,28,0,28
UYUNI,consultas prenatales,repetidas,2012-05-01,203,6,209
VACAS,consultas prenatales,repetidas,2012-05-01,31,12,43
VALLEGRANDE,consultas prenatales,repetidas,2012-05-01,81,0,81
VIACHA,consultas prenatales,repetidas,2012-05-01,304,2,306
VILA VILA,consultas prenatales,repetidas,2012-05-01,15,5,20
VILLA CHARCAS,consultas prenatales,repetidas,2012-05-01,72,42,114
VILLA MONTES,consultas prenatales,repetidas,2012-05-01,204,5,209
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-05-01,12,2,14
VILLA RIVERO,consultas prenatales,repetidas,2012-05-01,70,2,72
VILLA SERRANO,consultas prenatales,repetidas,2012-05-01,54,14,68
VILLA TUNARI,consultas prenatales,repetidas,2012-05-01,572,6,578
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-05-01,67,15,82
VILLAZON,consultas prenatales,repetidas,2012-05-01,259,7,266
VINTO,consultas prenatales,repetidas,2012-05-01,212,0,212
VITICHI,consultas prenatales,repetidas,2012-05-01,37,0,37
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-05-01,9,0,9
WARNES,consultas prenatales,repetidas,2012-05-01,771,0,771
YACO,consultas prenatales,repetidas,2012-05-01,19,12,31
YACUIBA,consultas prenatales,repetidas,2012-05-01,573,17,590
YAMPARAEZ,consultas prenatales,repetidas,2012-05-01,33,11,44
YANACACHI,consultas prenatales,repetidas,2012-05-01,31,0,31
YAPACANI,consultas prenatales,repetidas,2012-05-01,429,4,433
YOCALLA,consultas prenatales,repetidas,2012-05-01,15,7,22
YOTALA,consultas prenatales,repetidas,2012-05-01,45,5,50
YUNCHARA,consultas prenatales,repetidas,2012-05-01,16,28,44
ZUDAÑEZ,consultas prenatales,repetidas,2012-05-01,42,13,55
ACACIO,consultas prenatales,repetidas,2012-06-01,24,5,29
ACHACACHI,consultas prenatales,repetidas,2012-06-01,149,23,172
ACHOCALLA,consultas prenatales,repetidas,2012-06-01,49,17,66
AIQUILE,consultas prenatales,repetidas,2012-06-01,212,3,215
ALALAY,consultas prenatales,repetidas,2012-06-01,3,6,9
ALCALA,consultas prenatales,repetidas,2012-06-01,24,2,26
ALTO BENI,consultas prenatales,repetidas,2012-06-01,43,0,43
ANCORAIMES,consultas prenatales,repetidas,2012-06-01,45,2,47
ANDAMARCA,consultas prenatales,repetidas,2012-06-01,10,5,15
ANTEQUERA,consultas prenatales,repetidas,2012-06-01,28,0,28
ANZALDO,consultas prenatales,repetidas,2012-06-01,23,8,31
APOLO,consultas prenatales,repetidas,2012-06-01,75,20,95
ARAMPAMPA,consultas prenatales,repetidas,2012-06-01,15,1,16
ARANI,consultas prenatales,repetidas,2012-06-01,114,1,115
ARBIETO,consultas prenatales,repetidas,2012-06-01,62,11,73
ARQUE,consultas prenatales,repetidas,2012-06-01,62,1,63
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2012-06-01,174,4,178
ATOCHA,consultas prenatales,repetidas,2012-06-01,60,1,61
AUCAPATA,consultas prenatales,repetidas,2012-06-01,8,0,8
AYATA,consultas prenatales,repetidas,2012-06-01,32,8,40
AYO AYO,consultas prenatales,repetidas,2012-06-01,32,0,32
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2012-06-01,127,10,137
AZURDUY,consultas prenatales,repetidas,2012-06-01,43,28,71
BATALLAS,consultas prenatales,repetidas,2012-06-01,58,9,67
BAURES,consultas prenatales,repetidas,2012-06-01,33,0,33
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2012-06-01,7,1,8
BELEN DE URMIRI,consultas prenatales,repetidas,2012-06-01,4,5,9
BELLA FLOR,consultas prenatales,repetidas,2012-06-01,5,2,7
BERMEJO,consultas prenatales,repetidas,2012-06-01,283,5,288
BETANZOS,consultas prenatales,repetidas,2012-06-01,141,20,161
BOLIVAR,consultas prenatales,repetidas,2012-06-01,33,4,37
BOLPEBRA,consultas prenatales,repetidas,2012-06-01,3,4,7
BOYUIBE,consultas prenatales,repetidas,2012-06-01,13,2,15
BUENA VISTA,consultas prenatales,repetidas,2012-06-01,31,0,31
CABEZAS,consultas prenatales,repetidas,2012-06-01,72,7,79
CAIROMA,consultas prenatales,repetidas,2012-06-01,28,4,32
"CAIZA ""D""",consultas prenatales,repetidas,2012-06-01,37,3,40
CAJUATA,consultas prenatales,repetidas,2012-06-01,60,0,60
CALACOTO,consultas prenatales,repetidas,2012-06-01,2,3,5
CALAMARCA,consultas prenatales,repetidas,2012-06-01,39,4,43
CAMARGO,consultas prenatales,repetidas,2012-06-01,97,12,109
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2012-06-01,17,5,22
CAMIRI,consultas prenatales,repetidas,2012-06-01,211,3,214
CAPINOTA,consultas prenatales,repetidas,2012-06-01,166,1,167
CAQUIAVIRI,consultas prenatales,repetidas,2012-06-01,12,7,19
CARACOLLO,consultas prenatales,repetidas,2012-06-01,88,6,94
CARANAVI,consultas prenatales,repetidas,2012-06-01,341,27,368
CARAPARI,consultas prenatales,repetidas,2012-06-01,88,1,89
CARIPUYO,consultas prenatales,repetidas,2012-06-01,16,19,35
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2012-06-01,23,0,23
CATACORA,consultas prenatales,repetidas,2012-06-01,0,1,1
CHACARILLA,consultas prenatales,repetidas,2012-06-01,1,0,1
CHALLAPATA,consultas prenatales,repetidas,2012-06-01,182,22,204
CHAQUI,consultas prenatales,repetidas,2012-06-01,28,0,28
CHARAGUA,consultas prenatales,repetidas,2012-06-01,142,7,149
CHARAÑA,consultas prenatales,repetidas,2012-06-01,3,1,4
CHAYANTA,consultas prenatales,repetidas,2012-06-01,43,20,63
CHIMORE,consultas prenatales,repetidas,2012-06-01,79,3,82
CHIPAYA,consultas prenatales,repetidas,2012-06-01,12,0,12
CHOQUE COTA,consultas prenatales,repetidas,2012-06-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-06-01,151,1,152
CHUMA,consultas prenatales,repetidas,2012-06-01,26,5,31
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-06-01,27,4,31
CKOCHAS,consultas prenatales,repetidas,2012-06-01,63,8,71
CLIZA,consultas prenatales,repetidas,2012-06-01,221,0,221
COBIJA,consultas prenatales,repetidas,2012-06-01,630,4,634
COCAPATA,consultas prenatales,repetidas,2012-06-01,47,41,88
COCHABAMBA,consultas prenatales,repetidas,2012-06-01,5666,2,5668
COIPASA,consultas prenatales,repetidas,2012-06-01,4,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2012-06-01,558,0,558
"COLCHA ""K""",consultas prenatales,repetidas,2012-06-01,43,7,50
COLLANA,consultas prenatales,repetidas,2012-06-01,11,2,13
COLOMI,consultas prenatales,repetidas,2012-06-01,89,1,90
COLPA BELGICA,consultas prenatales,repetidas,2012-06-01,32,0,32
COLQUECHACA,consultas prenatales,repetidas,2012-06-01,100,40,140
COLQUENCHA,consultas prenatales,repetidas,2012-06-01,46,0,46
COLQUIRI,consultas prenatales,repetidas,2012-06-01,50,34,84
COMANCHE,consultas prenatales,repetidas,2012-06-01,14,0,14
COMARAPA,consultas prenatales,repetidas,2012-06-01,162,0,162
COMBAYA,consultas prenatales,repetidas,2012-06-01,2,8,10
CONCEPCION,consultas prenatales,repetidas,2012-06-01,96,0,96
COPACABANA,consultas prenatales,repetidas,2012-06-01,56,5,61
CORIPATA,consultas prenatales,repetidas,2012-06-01,71,0,71
CORO CORO,consultas prenatales,repetidas,2012-06-01,18,3,21
COROICO,consultas prenatales,repetidas,2012-06-01,15,1,16
CORQUE,consultas prenatales,repetidas,2012-06-01,19,8,27
COTAGAITA,consultas prenatales,repetidas,2012-06-01,145,6,151
COTOCA,consultas prenatales,repetidas,2012-06-01,371,1,372
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-06-01,142,0,142
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-06-01,0,1,1
CUEVO,consultas prenatales,repetidas,2012-06-01,13,2,15
CULPINA,consultas prenatales,repetidas,2012-06-01,112,20,132
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-06-01,20,1,21
CURVA,consultas prenatales,repetidas,2012-06-01,1,3,4
DESAGUADERO,consultas prenatales,repetidas,2012-06-01,25,0,25
EL ALTO,consultas prenatales,repetidas,2012-06-01,5607,18,5625
EL CHORO,consultas prenatales,repetidas,2012-06-01,5,15,20
EL PUENTE(STC),consultas prenatales,repetidas,2012-06-01,89,0,89
EL PUENTE(TJA),consultas prenatales,repetidas,2012-06-01,60,10,70
EL TORNO,consultas prenatales,repetidas,2012-06-01,307,0,307
EL VILLAR,consultas prenatales,repetidas,2012-06-01,26,0,26
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-06-01,104,6,110
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-06-01,160,0,160
ESCOMA,consultas prenatales,repetidas,2012-06-01,23,2,25
ESMERALDA,consultas prenatales,repetidas,2012-06-01,0,1,1
EUCALIPTUS,consultas prenatales,repetidas,2012-06-01,32,0,32
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-06-01,5,2,7
EXALTACION,consultas prenatales,repetidas,2012-06-01,6,0,6
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-06-01,32,0,32
FILADELFIA,consultas prenatales,repetidas,2012-06-01,25,5,30
GENERAL SAAVEDRA,consultas prenatales,repetidas,2012-06-01,69,15,84
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2012-06-01,39,5,44
GUANAY,consultas prenatales,repetidas,2012-06-01,63,9,72
GUAQUI,consultas prenatales,repetidas,2012-06-01,18,2,20
GUAYARAMERIN,consultas prenatales,repetidas,2012-06-01,395,1,396
GUTIERREZ,consultas prenatales,repetidas,2012-06-01,65,10,75
HUACARETA,consultas prenatales,repetidas,2012-06-01,48,5,53
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2012-06-01,19,10,29
HUACHACALLA,consultas prenatales,repetidas,2012-06-01,1,0,1
HUANUNI,consultas prenatales,repetidas,2012-06-01,275,0,275
HUARACAJE,consultas prenatales,repetidas,2012-06-01,24,0,24
HUARINA,consultas prenatales,repetidas,2012-06-01,11,3,14
HUAYLLAMARCA,consultas prenatales,repetidas,2012-06-01,6,1,7
HUMANATA,consultas prenatales,repetidas,2012-06-01,6,5,11
ICHOCA,consultas prenatales,repetidas,2012-06-01,9,1,10
ICLA,consultas prenatales,repetidas,2012-06-01,53,18,71
INCAHUASI,consultas prenatales,repetidas,2012-06-01,56,44,100
INGAVI (HUMAITA),consultas prenatales,repetidas,2012-06-01,7,0,7
INQUISIVI,consultas prenatales,repetidas,2012-06-01,36,9,45
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2012-06-01,71,3,74
IXIAMAS,consultas prenatales,repetidas,2012-06-01,30,0,30
JESUS DE MACHACA,consultas prenatales,repetidas,2012-06-01,66,1,67
LA ASUNTA,consultas prenatales,repetidas,2012-06-01,248,1,249
LA GUARDIA,consultas prenatales,repetidas,2012-06-01,433,0,433
LA PAZ,consultas prenatales,repetidas,2012-06-01,6697,1,6698
LAGUNILLAS,consultas prenatales,repetidas,2012-06-01,22,7,29
LAJA,consultas prenatales,repetidas,2012-06-01,80,2,82
LAS CARRERAS,consultas prenatales,repetidas,2012-06-01,21,4,25
LICOMA PAMPA,consultas prenatales,repetidas,2012-06-01,22,2,24
LLALLAGUA,consultas prenatales,repetidas,2012-06-01,326,12,338
LLICA,consultas prenatales,repetidas,2012-06-01,25,0,25
LORETO,consultas prenatales,repetidas,2012-06-01,6,0,6
LURIBAY,consultas prenatales,repetidas,2012-06-01,10,3,13
MACHACAMARCA,consultas prenatales,repetidas,2012-06-01,27,3,30
MACHARETI,consultas prenatales,repetidas,2012-06-01,45,7,52
MAGDALENA,consultas prenatales,repetidas,2012-06-01,70,5,75
MAIRANA,consultas prenatales,repetidas,2012-06-01,64,0,64
MALLA,consultas prenatales,repetidas,2012-06-01,6,3,9
MAPIRI,consultas prenatales,repetidas,2012-06-01,97,0,97
MECAPACA,consultas prenatales,repetidas,2012-06-01,56,1,57
MINEROS,consultas prenatales,repetidas,2012-06-01,99,0,99
