,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
DESAGUADERO,atencion odontologica,exodoncia,2020-03-01,0,0,0,3,1,2,3,7,5,4,0,0,0,0,25
EL ALTO,atencion odontologica,exodoncia,2020-03-01,24,26,227,215,69,75,113,219,61,44,0,0,0,0,1073
EL CHORO,atencion odontologica,exodoncia,2020-03-01,0,0,10,4,0,3,4,7,7,2,0,0,0,0,37
EL PUENTE(STC),atencion odontologica,exodoncia,2020-03-01,0,0,9,10,2,5,6,9,2,1,0,0,0,0,44
EL PUENTE(TJA),atencion odontologica,exodoncia,2020-03-01,0,0,16,13,1,3,10,13,4,2,0,0,0,0,62
EL TORNO,atencion odontologica,exodoncia,2020-03-01,1,1,4,5,1,5,16,27,31,18,0,0,0,0,109
EL VILLAR,atencion odontologica,exodoncia,2020-03-01,1,0,8,7,1,3,5,15,0,2,0,0,0,0,42
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2020-03-01,1,0,9,9,1,2,4,19,2,4,0,0,0,0,51
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,1,0,1,4,5,0,0,0,0,0,15
ESCARA,atencion odontologica,exodoncia,2020-03-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,exodoncia,2020-03-01,0,0,3,4,3,0,3,5,2,0,0,0,0,0,20
ESMERALDA,atencion odontologica,exodoncia,2020-03-01,0,0,0,1,0,0,0,1,0,2,0,0,0,0,4
EUCALIPTUS,atencion odontologica,exodoncia,2020-03-01,1,0,3,4,0,3,0,5,0,2,0,0,0,0,18
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2020-03-01,0,0,6,16,0,4,2,16,5,6,0,0,0,0,55
FILADELFIA,atencion odontologica,exodoncia,2020-03-01,0,0,6,4,0,3,2,5,0,0,0,0,0,0,20
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2020-03-01,0,0,8,0,2,3,2,11,3,1,0,0,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2020-03-01,1,0,15,28,4,8,26,37,13,7,0,0,0,0,139
GUANAY,atencion odontologica,exodoncia,2020-03-01,0,0,12,7,0,0,0,1,0,0,0,0,0,0,20
GUAQUI,atencion odontologica,exodoncia,2020-03-01,0,0,3,5,3,5,13,14,11,12,0,0,0,0,66
GUAYARAMERIN,atencion odontologica,exodoncia,2020-03-01,0,3,16,21,4,4,29,25,2,1,0,0,0,0,105
GUTIERREZ,atencion odontologica,exodoncia,2020-03-01,1,0,14,17,7,7,21,28,7,1,0,0,0,0,103
HUACARETA,atencion odontologica,exodoncia,2020-03-01,0,0,15,12,2,2,3,29,7,0,0,0,0,0,70
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2020-03-01,0,0,0,9,1,0,2,4,0,0,0,0,0,0,16
HUACHACALLA,atencion odontologica,exodoncia,2020-03-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
HUANUNI,atencion odontologica,exodoncia,2020-03-01,0,2,24,21,7,10,22,15,11,8,0,0,0,0,120
HUARACAJE,atencion odontologica,exodoncia,2020-03-01,0,0,2,0,1,0,3,2,0,0,0,0,0,0,8
HUARINA,atencion odontologica,exodoncia,2020-03-01,1,0,1,6,1,0,0,5,8,2,0,0,0,0,24
HUATAJATA,atencion odontologica,exodoncia,2020-03-01,0,0,1,2,1,5,0,8,1,2,0,0,0,0,20
HUAYLLAMARCA,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,1,5,0,6,1,2,0,0,0,0,18
HUMANATA,atencion odontologica,exodoncia,2020-03-01,0,1,7,4,5,3,5,9,3,11,0,0,0,0,48
ICHOCA,atencion odontologica,exodoncia,2020-03-01,0,1,2,4,3,5,3,11,2,7,0,0,0,0,38
ICLA,atencion odontologica,exodoncia,2020-03-01,0,0,5,11,1,5,12,25,9,4,0,0,0,0,72
INCAHUASI,atencion odontologica,exodoncia,2020-03-01,0,0,2,5,0,1,4,6,1,2,0,0,0,0,21
INQUISIVI,atencion odontologica,exodoncia,2020-03-01,0,1,15,13,10,6,20,30,10,13,0,0,0,0,118
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2020-03-01,1,0,10,21,8,1,10,13,5,1,0,0,0,0,70
IXIAMAS,atencion odontologica,exodoncia,2020-03-01,0,0,4,17,5,9,9,24,3,6,0,0,0,0,77
JESUS DE MACHACA,atencion odontologica,exodoncia,2020-03-01,0,0,8,10,8,17,12,22,17,4,0,0,0,0,98
LA ASUNTA,atencion odontologica,exodoncia,2020-03-01,0,0,42,30,20,16,44,42,5,2,0,0,0,0,201
LA GUARDIA,atencion odontologica,exodoncia,2020-03-01,5,2,20,7,3,5,9,15,20,21,0,0,0,0,107
LA PAZ,atencion odontologica,exodoncia,2020-03-01,16,8,222,202,52,104,182,326,132,80,0,0,0,0,1324
LA RIVERA,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5
LAGUNILLAS,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,0,0,3,8,2,1,0,0,0,0,14
LAJA,atencion odontologica,exodoncia,2020-03-01,0,0,7,6,2,4,17,16,13,2,0,0,0,0,67
LAS CARRERAS,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,1,0,5,6,0,1,0,0,0,0,16
LICOMA PAMPA,atencion odontologica,exodoncia,2020-03-01,0,0,5,0,0,0,1,2,0,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,exodoncia,2020-03-01,1,1,11,13,5,6,12,18,12,10,0,0,0,0,89
LLICA,atencion odontologica,exodoncia,2020-03-01,0,0,2,4,1,0,5,5,2,0,0,0,0,0,19
LORETO,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,exodoncia,2020-03-01,1,0,3,8,1,3,1,5,1,0,0,0,0,0,23
MACHACAMARCA,atencion odontologica,exodoncia,2020-03-01,0,0,3,0,0,5,4,1,4,1,0,0,0,0,18
MACHARETI,atencion odontologica,exodoncia,2020-03-01,0,0,3,3,0,0,7,11,0,0,0,0,0,0,24
MAGDALENA,atencion odontologica,exodoncia,2020-03-01,1,0,10,5,1,0,1,7,2,0,0,0,0,0,27
MAIRANA,atencion odontologica,exodoncia,2020-03-01,0,1,1,6,0,4,3,6,0,9,0,0,0,0,30
MALLA,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,1,3,1,2,0,2,0,0,0,0,11
MAPIRI,atencion odontologica,exodoncia,2020-03-01,0,0,4,4,0,2,3,3,0,2,0,0,0,0,18
MECAPACA,atencion odontologica,exodoncia,2020-03-01,4,1,15,16,6,9,13,17,4,4,0,0,0,0,89
MINEROS,atencion odontologica,exodoncia,2020-03-01,0,0,6,2,0,2,2,4,3,0,0,0,0,0,19
MIZQUE,atencion odontologica,exodoncia,2020-03-01,0,0,8,17,1,5,6,17,2,8,0,0,0,0,64
MOCOMOCO,atencion odontologica,exodoncia,2020-03-01,0,0,12,17,4,8,22,38,10,8,0,0,0,0,119
MOJINETE,atencion odontologica,exodoncia,2020-03-01,0,0,0,3,0,2,1,6,1,1,0,0,0,0,14
MOJOCOYA,atencion odontologica,exodoncia,2020-03-01,0,0,8,3,0,2,7,6,4,0,0,0,0,0,30
MONTEAGUDO,atencion odontologica,exodoncia,2020-03-01,1,0,27,19,5,3,21,60,4,7,0,0,0,0,147
MONTERO,atencion odontologica,exodoncia,2020-03-01,2,0,14,30,9,6,21,52,18,9,0,0,0,0,161
MORO MORO,atencion odontologica,exodoncia,2020-03-01,0,0,1,5,0,1,2,12,0,1,0,0,0,0,22
MOROCHATA,atencion odontologica,exodoncia,2020-03-01,0,0,7,13,2,1,6,20,0,4,0,0,0,0,53
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2020-03-01,0,0,3,2,1,1,3,6,0,0,0,0,0,0,16
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2020-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
OCURI,atencion odontologica,exodoncia,2020-03-01,0,0,5,8,9,5,17,53,18,16,0,0,0,0,131
OKINAWA,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,0,0,1,5,0,2,0,0,0,0,11
OMEREQUE,atencion odontologica,exodoncia,2020-03-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
ORURO,atencion odontologica,exodoncia,2020-03-01,2,1,94,102,25,34,124,205,42,55,0,0,0,0,684
PADCAYA,atencion odontologica,exodoncia,2020-03-01,0,0,7,8,1,0,16,14,0,1,0,0,0,0,47
PADILLA,atencion odontologica,exodoncia,2020-03-01,0,0,14,10,0,3,27,34,6,5,0,0,0,0,99
PAILON,atencion odontologica,exodoncia,2020-03-01,0,0,4,6,0,2,3,7,0,0,0,0,0,0,22
PALCA,atencion odontologica,exodoncia,2020-03-01,2,3,15,7,5,20,29,40,2,4,0,0,0,0,127
PALOS BLANCOS,atencion odontologica,exodoncia,2020-03-01,0,0,20,26,7,4,14,20,3,0,0,0,0,0,94
PAMPA AULLAGAS,atencion odontologica,exodoncia,2020-03-01,0,0,3,1,0,1,5,6,0,0,0,0,0,0,16
PAMPA GRANDE,atencion odontologica,exodoncia,2020-03-01,0,0,1,3,1,1,5,5,0,3,0,0,0,0,19
PAPEL PAMPA,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,1,2,2,2,5,4,0,0,0,0,19
PASORAPA,atencion odontologica,exodoncia,2020-03-01,0,0,3,7,0,0,2,2,1,3,0,0,0,0,18
PAZÑA,atencion odontologica,exodoncia,2020-03-01,0,2,12,7,2,2,0,6,0,2,0,0,0,0,33
PELECHUCO,atencion odontologica,exodoncia,2020-03-01,0,0,8,7,3,8,18,20,1,2,0,0,0,0,67
POCOATA,atencion odontologica,exodoncia,2020-03-01,0,1,6,5,4,3,12,15,4,3,0,0,0,0,53
POCONA,atencion odontologica,exodoncia,2020-03-01,1,0,2,0,1,1,1,10,12,0,0,0,0,0,28
POJO (CBBA),atencion odontologica,exodoncia,2020-03-01,1,0,9,9,3,2,6,10,4,1,0,0,0,0,45
POOPO,atencion odontologica,exodoncia,2020-03-01,0,0,5,9,0,2,6,2,1,0,0,0,0,0,25
PORCO,atencion odontologica,exodoncia,2020-03-01,0,0,0,2,0,0,1,0,2,6,0,0,0,0,11
POROMA,atencion odontologica,exodoncia,2020-03-01,0,0,14,9,2,5,7,30,6,8,0,0,0,0,81
PORONGO,atencion odontologica,exodoncia,2020-03-01,1,0,6,5,1,1,3,10,1,0,0,0,0,0,28
PORTACHUELO,atencion odontologica,exodoncia,2020-03-01,0,0,1,5,0,0,0,5,1,0,0,0,0,0,12
PORVENIR,atencion odontologica,exodoncia,2020-03-01,0,0,3,8,4,3,9,14,1,1,0,0,0,0,43
POSTRER VALLE,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,4,2,8,1,2,0,0,0,0,0,17
POTOSI,atencion odontologica,exodoncia,2020-03-01,3,0,81,82,27,40,57,167,26,34,0,0,0,0,517
PRESTO,atencion odontologica,exodoncia,2020-03-01,1,0,6,19,2,2,8,28,20,2,0,0,0,0,88
PUCARA,atencion odontologica,exodoncia,2020-03-01,0,1,2,0,0,0,0,2,0,4,0,0,0,0,9
PUCARANI,atencion odontologica,exodoncia,2020-03-01,0,1,18,18,7,21,25,46,19,12,0,0,0,0,167
PUERTO ACOSTA,atencion odontologica,exodoncia,2020-03-01,0,0,7,8,1,5,7,20,13,3,0,0,0,0,64
PUERTO CARABUCO,atencion odontologica,exodoncia,2020-03-01,1,0,14,8,8,11,12,24,11,19,0,0,0,0,108
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2020-03-01,0,0,4,4,0,4,2,7,1,0,0,0,0,0,22
PUERTO PEREZ,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,0,0,2,2,0,0,0,0,0,0,6
PUERTO RICO,atencion odontologica,exodoncia,2020-03-01,0,1,7,10,2,8,17,22,1,0,0,0,0,0,68
PUERTO SUAREZ,atencion odontologica,exodoncia,2020-03-01,0,2,1,1,0,0,0,8,1,0,0,0,0,0,13
PUERTO VILLARROEL,atencion odontologica,exodoncia,2020-03-01,2,1,19,25,6,8,2,43,2,4,0,0,0,0,112
PUNA,atencion odontologica,exodoncia,2020-03-01,1,0,7,9,4,5,7,25,4,8,0,0,0,0,70
PUNATA,atencion odontologica,exodoncia,2020-03-01,1,0,14,14,1,1,4,7,4,8,0,0,0,0,54
QUIABAYA,atencion odontologica,exodoncia,2020-03-01,0,0,4,0,0,2,6,9,0,1,0,0,0,0,22
QUILLACOLLO,atencion odontologica,exodoncia,2020-03-01,0,2,43,43,2,5,8,54,7,11,0,0,0,0,175
QUIME,atencion odontologica,exodoncia,2020-03-01,3,1,18,23,6,13,28,34,3,2,0,0,0,0,131
QUIRUSILLAS,atencion odontologica,exodoncia,2020-03-01,0,0,3,1,0,1,0,1,1,1,0,0,0,0,8
RAVELO,atencion odontologica,exodoncia,2020-03-01,0,0,6,9,2,7,14,44,19,18,0,0,0,0,119
REYES,atencion odontologica,exodoncia,2020-03-01,0,0,7,3,1,6,4,3,0,0,0,0,0,0,24
RIBERALTA,atencion odontologica,exodoncia,2020-03-01,2,2,36,40,15,15,21,71,11,16,0,0,0,0,229
ROBORE,atencion odontologica,exodoncia,2020-03-01,0,0,8,8,0,1,9,8,9,1,0,0,0,0,44
RURRENABAQUE,atencion odontologica,exodoncia,2020-03-01,0,0,14,7,4,4,3,9,4,1,0,0,0,0,46
SABAYA,atencion odontologica,exodoncia,2020-03-01,0,0,12,6,0,1,2,8,1,5,0,0,0,0,35
SACABA,atencion odontologica,exodoncia,2020-03-01,2,6,104,88,9,17,23,78,24,17,0,0,0,0,368
SACABAMBA,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,0,0,2,6,0,4,0,0,0,0,16
SACACA,atencion odontologica,exodoncia,2020-03-01,0,0,29,29,14,11,20,17,5,4,0,0,0,0,129
SAIPINA,atencion odontologica,exodoncia,2020-03-01,0,0,4,6,0,0,4,3,3,5,0,0,0,0,25
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2020-03-01,0,0,13,15,1,2,13,13,4,3,0,0,0,0,64
SAMAIPATA,atencion odontologica,exodoncia,2020-03-01,1,3,13,12,2,2,9,4,2,0,0,0,0,0,48
SAN AGUSTIN,atencion odontologica,exodoncia,2020-03-01,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,0,0,2,4,0,0,0,0,0,0,10
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2020-03-01,0,0,1,3,1,2,2,2,8,0,0,0,0,0,19
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,0,1,1,3,0,0,0,0,0,0,7
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2020-03-01,0,0,4,1,1,0,5,5,0,0,0,0,0,0,16
SAN BENITO,atencion odontologica,exodoncia,2020-03-01,0,0,5,5,0,1,1,1,0,1,0,0,0,0,14
SAN BORJA,atencion odontologica,exodoncia,2020-03-01,0,0,21,17,3,4,22,27,6,0,0,0,0,0,100
SAN BUENA VENTURA,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,1,0,1,7,0,3,0,0,0,0,14
SAN CARLOS,atencion odontologica,exodoncia,2020-03-01,0,0,1,2,0,0,1,8,0,3,0,0,0,0,15
SAN IGNACIO,atencion odontologica,exodoncia,2020-03-01,0,0,10,11,3,9,13,35,3,0,0,0,0,0,84
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2020-03-01,0,0,5,2,0,1,2,11,27,22,0,0,0,0,70
SAN JAVIER(BNI),atencion odontologica,exodoncia,2020-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,exodoncia,2020-03-01,2,1,3,1,0,1,0,1,4,1,0,0,0,0,14
SAN JOAQUIN,atencion odontologica,exodoncia,2020-03-01,0,0,5,4,5,6,2,19,10,4,0,0,0,0,55
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,4,1,15,14,8,0,0,0,0,0,46
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2020-03-01,0,0,11,14,0,4,10,8,2,0,0,0,0,0,49
SAN JULIAN,atencion odontologica,exodoncia,2020-03-01,0,1,19,14,2,2,21,36,10,4,0,0,0,0,109
SAN LORENZO(PND),atencion odontologica,exodoncia,2020-03-01,0,1,0,1,1,1,0,5,0,0,0,0,0,0,9
SAN LORENZO(TJA),atencion odontologica,exodoncia,2020-03-01,0,0,7,11,3,2,14,27,1,3,0,0,0,0,68
SAN LUCAS,atencion odontologica,exodoncia,2020-03-01,0,0,23,25,4,11,21,52,7,36,0,0,0,0,179
SAN MATIAS,atencion odontologica,exodoncia,2020-03-01,1,0,0,0,2,1,3,4,0,0,0,0,0,0,11
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2020-03-01,0,0,8,0,0,2,3,23,2,3,0,0,0,0,41
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2020-03-01,0,0,2,3,0,1,12,2,2,0,0,0,0,0,22
SAN PEDRO,atencion odontologica,exodoncia,2020-03-01,0,0,12,8,4,3,11,16,2,1,0,0,0,0,57
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2020-03-01,2,0,8,3,1,5,11,26,5,4,0,0,0,0,65
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,4,3,4,2,1,3,0,0,0,0,20
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,0,1,0,0,2,1,0,0,0,0,4
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2020-03-01,0,0,7,6,3,4,10,15,3,1,0,0,0,0,49
SAN PEDRO(PND),atencion odontologica,exodoncia,2020-03-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,6
SAN RAFAEL,atencion odontologica,exodoncia,2020-03-01,0,1,6,0,0,2,4,13,4,1,0,0,0,0,31
SAN RAMON BENI,atencion odontologica,exodoncia,2020-03-01,0,0,4,1,0,1,3,15,0,0,0,0,0,0,24
SAN RAMON SCZ,atencion odontologica,exodoncia,2020-03-01,0,1,4,6,2,3,0,3,1,0,0,0,0,0,20
SANTA ANA,atencion odontologica,exodoncia,2020-03-01,0,0,3,5,2,3,4,9,0,1,0,0,0,0,27
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2020-03-01,7,10,100,121,12,14,65,129,72,52,0,0,0,0,582
SANTA ROSA,atencion odontologica,exodoncia,2020-03-01,3,2,5,2,0,2,2,3,0,0,0,0,0,0,19
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2020-03-01,0,0,1,7,0,1,2,5,0,0,0,0,0,0,16
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2020-03-01,0,0,2,5,0,3,6,1,5,10,0,0,0,0,32
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2020-03-01,0,0,8,10,0,1,4,10,11,6,0,0,0,0,50
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2020-03-01,0,0,2,5,1,3,6,20,0,12,0,0,0,0,49
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2020-03-01,0,0,3,7,2,3,2,13,3,2,0,0,0,0,35
SANTIVAÑES,atencion odontologica,exodoncia,2020-03-01,0,0,1,2,1,2,1,4,11,2,0,0,0,0,24
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2020-03-01,0,0,3,2,0,1,5,4,2,2,0,0,0,0,19
SAPAHAQUI,atencion odontologica,exodoncia,2020-03-01,0,0,4,8,1,1,12,15,3,2,0,0,0,0,46
SENA,atencion odontologica,exodoncia,2020-03-01,0,0,10,5,0,3,7,22,0,0,0,0,0,0,47
SHINAOTA,atencion odontologica,exodoncia,2020-03-01,0,0,0,3,0,0,0,2,0,1,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2020-03-01,0,0,5,7,5,9,14,26,6,12,0,0,0,0,84
SICAYA,atencion odontologica,exodoncia,2020-03-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
SIPE SIPE,atencion odontologica,exodoncia,2020-03-01,0,1,25,25,1,5,2,18,5,15,0,0,0,0,97
SOPACHUY,atencion odontologica,exodoncia,2020-03-01,0,0,5,9,0,3,2,9,3,0,0,0,0,0,31
SORACACHI,atencion odontologica,exodoncia,2020-03-01,0,0,5,12,3,4,9,10,5,11,0,0,0,0,59
SORATA,atencion odontologica,exodoncia,2020-03-01,1,0,14,13,4,7,20,16,8,4,0,0,0,0,87
SUCRE,atencion odontologica,exodoncia,2020-03-01,3,2,84,110,10,23,61,140,52,35,0,0,0,0,520
TACACHI,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,exodoncia,2020-03-01,0,0,7,1,1,1,3,4,1,4,0,0,0,0,22
TACOPAYA,atencion odontologica,exodoncia,2020-03-01,0,0,3,5,3,5,8,15,12,5,0,0,0,0,56
TAHUA,atencion odontologica,exodoncia,2020-03-01,0,0,6,3,2,1,1,8,2,1,0,0,0,0,24
TAPACARI,atencion odontologica,exodoncia,2020-03-01,0,0,17,10,4,5,7,29,4,8,0,0,0,0,84
TARABUCO,atencion odontologica,exodoncia,2020-03-01,0,0,11,11,6,10,6,18,4,13,0,0,0,0,79
TARACO,atencion odontologica,exodoncia,2020-03-01,0,0,3,4,2,2,5,5,9,9,0,0,0,0,39
TARATA,atencion odontologica,exodoncia,2020-03-01,0,0,1,2,0,0,6,6,2,3,0,0,0,0,20
TARIJA,atencion odontologica,exodoncia,2020-03-01,1,4,43,59,19,18,46,124,19,28,0,0,0,0,361
TARVITA,atencion odontologica,exodoncia,2020-03-01,0,0,20,33,9,6,49,77,19,7,0,0,0,0,220
TEOPONTE,atencion odontologica,exodoncia,2020-03-01,0,0,10,6,1,0,9,9,3,3,0,0,0,0,41
TIAHUANACU,atencion odontologica,exodoncia,2020-03-01,0,0,10,9,1,7,3,4,2,6,0,0,0,0,42
TINGUIPAYA,atencion odontologica,exodoncia,2020-03-01,0,0,19,14,6,10,20,58,25,23,0,0,0,0,175
TIPUANI,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,0,0,2,6,7,0,0,0,0,0,19
TIQUIPAYA,atencion odontologica,exodoncia,2020-03-01,0,0,28,37,7,10,22,31,7,3,0,0,0,0,145
TIRAQUE (CBBA),atencion odontologica,exodoncia,2020-03-01,0,0,9,8,0,4,1,7,4,1,0,0,0,0,34
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2020-03-01,0,0,2,2,0,1,3,3,0,1,0,0,0,0,12
TOCO,atencion odontologica,exodoncia,2020-03-01,0,0,3,4,0,1,2,3,5,1,0,0,0,0,19
TODOS SANTOS,atencion odontologica,exodoncia,2020-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TOLATA,atencion odontologica,exodoncia,2020-03-01,0,0,1,2,1,0,0,6,5,6,0,0,0,0,21
TOLEDO,atencion odontologica,exodoncia,2020-03-01,0,0,2,2,0,1,3,2,0,2,0,0,0,0,12
TOMAVE,atencion odontologica,exodoncia,2020-03-01,0,0,11,12,4,5,4,23,7,9,0,0,0,0,75
TOMINA,atencion odontologica,exodoncia,2020-03-01,0,0,5,7,1,4,8,19,13,5,0,0,0,0,62
TORO TORO,atencion odontologica,exodoncia,2020-03-01,1,0,16,5,2,6,5,43,7,18,0,0,0,0,103
TOTORA(CBBA),atencion odontologica,exodoncia,2020-03-01,0,1,4,13,1,0,8,5,0,5,0,0,0,0,37
TOTORA(ORR),atencion odontologica,exodoncia,2020-03-01,0,0,2,1,0,1,0,5,3,2,0,0,0,0,14
TRIGAL,atencion odontologica,exodoncia,2020-03-01,0,0,1,10,0,0,5,1,2,0,0,0,0,0,19
TRINIDAD,atencion odontologica,exodoncia,2020-03-01,1,3,50,39,13,17,36,118,14,4,0,0,0,0,295
TUPIZA,atencion odontologica,exodoncia,2020-03-01,1,3,18,13,4,9,15,37,12,13,0,0,0,0,125
TURCO,atencion odontologica,exodoncia,2020-03-01,0,1,0,1,0,0,2,4,3,0,0,0,0,0,11
UMALA,atencion odontologica,exodoncia,2020-03-01,0,0,0,2,2,0,2,0,1,5,0,0,0,0,12
UNCIA,atencion odontologica,exodoncia,2020-03-01,0,0,9,15,2,5,11,11,7,6,0,0,0,0,66
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2020-03-01,0,0,2,9,2,3,7,23,5,3,0,0,0,0,54
URUBICHA,atencion odontologica,exodoncia,2020-03-01,0,0,1,6,0,3,3,12,1,0,0,0,0,0,26
UYUNI,atencion odontologica,exodoncia,2020-03-01,0,0,10,8,0,2,2,8,7,2,0,0,0,0,39
VACAS,atencion odontologica,exodoncia,2020-03-01,0,0,8,18,1,5,5,18,13,5,0,0,0,0,73
VALLEGRANDE,atencion odontologica,exodoncia,2020-03-01,0,0,5,13,2,2,6,18,8,3,0,0,0,0,57
VIACHA,atencion odontologica,exodoncia,2020-03-01,12,6,93,69,14,28,53,96,31,28,0,0,0,0,430
VILA VILA,atencion odontologica,exodoncia,2020-03-01,0,0,2,8,0,0,7,3,6,0,0,0,0,0,26
VILLA CHARCAS,atencion odontologica,exodoncia,2020-03-01,0,0,1,1,3,3,1,4,1,0,0,0,0,0,14
VILLA MONTES,atencion odontologica,exodoncia,2020-03-01,0,0,18,27,4,7,9,39,6,2,0,0,0,0,112
VILLA RIVERO,atencion odontologica,exodoncia,2020-03-01,0,1,2,4,0,1,1,2,0,6,0,0,0,0,17
VILLA SERRANO,atencion odontologica,exodoncia,2020-03-01,0,0,4,7,2,0,7,16,8,1,0,0,0,0,45
VILLA TUNARI,atencion odontologica,exodoncia,2020-03-01,1,2,22,36,5,10,10,35,3,1,0,0,0,0,125
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2020-03-01,0,0,21,17,2,3,5,42,4,2,0,0,0,0,96
VILLAZON,atencion odontologica,exodoncia,2020-03-01,0,0,27,39,11,10,30,36,12,11,0,0,0,0,176
VINTO,atencion odontologica,exodoncia,2020-03-01,0,0,16,31,3,7,4,28,2,7,0,0,0,0,98
VITICHI,atencion odontologica,exodoncia,2020-03-01,0,0,16,18,1,0,5,17,1,5,0,0,0,0,63
WALDO BALLIVIAN,atencion odontologica,exodoncia,2020-03-01,0,0,6,8,3,2,5,5,0,0,0,0,0,0,29
WARNES,atencion odontologica,exodoncia,2020-03-01,0,1,12,27,5,14,27,45,13,10,0,0,0,0,154
YACO,atencion odontologica,exodoncia,2020-03-01,0,0,2,1,3,3,7,4,1,1,0,0,0,0,22
YACUIBA,atencion odontologica,exodoncia,2020-03-01,0,0,18,24,2,10,24,36,14,2,0,0,0,0,130
YAMPARAEZ,atencion odontologica,exodoncia,2020-03-01,0,0,7,5,0,4,6,13,10,16,0,0,0,0,61
YANACACHI,atencion odontologica,exodoncia,2020-03-01,0,1,3,5,2,1,4,0,0,2,0,0,0,0,18
