municipality,group,variable,month,Pulpotomías,TOTAL
COTAGAITA,consultas odontologicas,pulpotomias,2005-05-01,120,120
COTOCA,consultas odontologicas,pulpotomias,2005-05-01,49,49
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2005-05-01,7,7
CUEVO,consultas odontologicas,pulpotomias,2005-05-01,21,21
CULPINA,consultas odontologicas,pulpotomias,2005-05-01,129,129
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-05-01,28,28
DESAGUADERO,consultas odontologicas,pulpotomias,2005-05-01,65,65
EL ALTO,consultas odontologicas,pulpotomias,2005-05-01,3920,3920
EL PUENTE(STC),consultas odontologicas,pulpotomias,2005-05-01,17,17
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-05-01,39,39
EL TORNO,consultas odontologicas,pulpotomias,2005-05-01,39,39
EL VILLAR,consultas odontologicas,pulpotomias,2005-05-01,36,36
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-05-01,44,44
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-05-01,16,16
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-05-01,24,24
EUREKA (SANTOS MERCADO),consultas odontologicas,pulpotomias,2005-05-01,6,6
EXALTACION,consultas odontologicas,pulpotomias,2005-05-01,11,11
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-05-01,86,86
FILADELFIA,consultas odontologicas,pulpotomias,2005-05-01,175,175
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-05-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-05-01,129,129
GUANAY,consultas odontologicas,pulpotomias,2005-05-01,13,13
GUAQUI,consultas odontologicas,pulpotomias,2005-05-01,39,39
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-05-01,144,144
GUTIERREZ,consultas odontologicas,pulpotomias,2005-05-01,52,52
HUACARETA,consultas odontologicas,pulpotomias,2005-05-01,13,13
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2005-05-01,14,14
HUACHACALLA,consultas odontologicas,pulpotomias,2005-05-01,12,12
HUANUNI,consultas odontologicas,pulpotomias,2005-05-01,166,166
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-05-01,49,49
ICHOCA,consultas odontologicas,pulpotomias,2005-05-01,20,20
ICLA,consultas odontologicas,pulpotomias,2005-05-01,33,33
INCAHUASI,consultas odontologicas,pulpotomias,2005-05-01,24,24
INQUISIVI,consultas odontologicas,pulpotomias,2005-05-01,69,69
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-05-01,77,77
IXIAMAS,consultas odontologicas,pulpotomias,2005-05-01,88,88
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-05-01,89,89
LA ASUNTA,consultas odontologicas,pulpotomias,2005-05-01,64,64
LA GUARDIA,consultas odontologicas,pulpotomias,2005-05-01,34,34
LA PAZ,consultas odontologicas,pulpotomias,2005-05-01,3218,3218
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-05-01,10,10
LAJA,consultas odontologicas,pulpotomias,2005-05-01,51,51
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-05-01,52,52
LLALLAGUA,consultas odontologicas,pulpotomias,2005-05-01,105,105
LLICA,consultas odontologicas,pulpotomias,2005-05-01,36,36
LURIBAY,consultas odontologicas,pulpotomias,2005-05-01,37,37
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-05-01,58,58
MAGDALENA,consultas odontologicas,pulpotomias,2005-05-01,14,14
MAIRANA,consultas odontologicas,pulpotomias,2005-05-01,9,9
MALLA,consultas odontologicas,pulpotomias,2005-05-01,24,24
MAPIRI,consultas odontologicas,pulpotomias,2005-05-01,90,90
MECAPACA,consultas odontologicas,pulpotomias,2005-05-01,66,66
MINEROS,consultas odontologicas,pulpotomias,2005-05-01,33,33
MIZQUE,consultas odontologicas,pulpotomias,2005-05-01,14,14
MOCOMOCO,consultas odontologicas,pulpotomias,2005-05-01,143,143
MOJOCOYA,consultas odontologicas,pulpotomias,2005-05-01,8,8
MONTEAGUDO,consultas odontologicas,pulpotomias,2005-05-01,99,99
MONTERO,consultas odontologicas,pulpotomias,2005-05-01,187,187
MOROCHATA,consultas odontologicas,pulpotomias,2005-05-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,pulpotomias,2005-05-01,33,33
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2005-05-01,4,4
OCURI,consultas odontologicas,pulpotomias,2005-05-01,65,65
OKINAWA,consultas odontologicas,pulpotomias,2005-05-01,30,30
ORURO,consultas odontologicas,pulpotomias,2005-05-01,1574,1574
PADCAYA,consultas odontologicas,pulpotomias,2005-05-01,134,134
PADILLA,consultas odontologicas,pulpotomias,2005-05-01,21,21
PALCA,consultas odontologicas,pulpotomias,2005-05-01,116,116
PALOS BLANCOS,consultas odontologicas,pulpotomias,2005-05-01,76,76
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2005-05-01,4,4
PAMPA GRANDE,consultas odontologicas,pulpotomias,2005-05-01,6,6
PAPEL PAMPA,consultas odontologicas,pulpotomias,2005-05-01,12,12
PATACAMAYA,consultas odontologicas,pulpotomias,2005-05-01,94,94
PAZÑA,consultas odontologicas,pulpotomias,2005-05-01,5,5
PELECHUCO,consultas odontologicas,pulpotomias,2005-05-01,35,35
POCOATA,consultas odontologicas,pulpotomias,2005-05-01,65,65
POCONA,consultas odontologicas,pulpotomias,2005-05-01,12,12
POJO (CBBA),consultas odontologicas,pulpotomias,2005-05-01,24,24
POOPO,consultas odontologicas,pulpotomias,2005-05-01,36,36
POROMA,consultas odontologicas,pulpotomias,2005-05-01,97,97
PORONGO,consultas odontologicas,pulpotomias,2005-05-01,24,24
PORTACHUELO,consultas odontologicas,pulpotomias,2005-05-01,51,51
PORVENIR,consultas odontologicas,pulpotomias,2005-05-01,14,14
POSTRER VALLE,consultas odontologicas,pulpotomias,2005-05-01,16,16
POTOSI,consultas odontologicas,pulpotomias,2005-05-01,546,546
PRESTO,consultas odontologicas,pulpotomias,2005-05-01,12,12
PUCARANI,consultas odontologicas,pulpotomias,2005-05-01,97,97
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2005-05-01,156,156
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2005-05-01,187,187
PUERTO PEREZ,consultas odontologicas,pulpotomias,2005-05-01,28,28
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2005-05-01,21,21
PUERTO RICO,consultas odontologicas,pulpotomias,2005-05-01,40,40
PUERTO SILES,consultas odontologicas,pulpotomias,2005-05-01,31,31
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2005-05-01,78,78
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2005-05-01,91,91
PUNA,consultas odontologicas,pulpotomias,2005-05-01,71,71
PUNATA,consultas odontologicas,pulpotomias,2005-05-01,46,46
QUILLACOLLO,consultas odontologicas,pulpotomias,2005-05-01,86,86
QUIME,consultas odontologicas,pulpotomias,2005-05-01,110,110
QUIRUSILLAS,consultas odontologicas,pulpotomias,2005-05-01,20,20
RAVELO,consultas odontologicas,pulpotomias,2005-05-01,64,64
REYES,consultas odontologicas,pulpotomias,2005-05-01,135,135
RIBERALTA,consultas odontologicas,pulpotomias,2005-05-01,101,101
ROBORE,consultas odontologicas,pulpotomias,2005-05-01,80,80
RURRENABAQUE,consultas odontologicas,pulpotomias,2005-05-01,12,12
SACABA,consultas odontologicas,pulpotomias,2005-05-01,183,183
SACABAMBA,consultas odontologicas,pulpotomias,2005-05-01,21,21
SACACA,consultas odontologicas,pulpotomias,2005-05-01,102,102
SAIPINA,consultas odontologicas,pulpotomias,2005-05-01,35,35
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2005-05-01,30,30
SAMAIPATA,consultas odontologicas,pulpotomias,2005-05-01,37,37
SAN AGUSTIN,consultas odontologicas,pulpotomias,2005-05-01,18,18
SAN ANDRES,consultas odontologicas,pulpotomias,2005-05-01,30,30
SAN BENITO,consultas odontologicas,pulpotomias,2005-05-01,30,30
SAN BORJA,consultas odontologicas,pulpotomias,2005-05-01,74,74
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2005-05-01,90,90
SAN CARLOS,consultas odontologicas,pulpotomias,2005-05-01,29,29
SAN IGNACIO,consultas odontologicas,pulpotomias,2005-05-01,53,53
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2005-05-01,145,145
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2005-05-01,5,5
SAN JOAQUIN,consultas odontologicas,pulpotomias,2005-05-01,25,25
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2005-05-01,86,86
SAN JULIAN,consultas odontologicas,pulpotomias,2005-05-01,43,43
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2005-05-01,2,2
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2005-05-01,88,88
SAN LUCAS,consultas odontologicas,pulpotomias,2005-05-01,40,40
SAN MATIAS,consultas odontologicas,pulpotomias,2005-05-01,36,36
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2005-05-01,78,78
SAN PEDRO,consultas odontologicas,pulpotomias,2005-05-01,27,27
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2005-05-01,37,37
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2005-05-01,43,43
SAN RAFAEL,consultas odontologicas,pulpotomias,2005-05-01,129,129
SAN RAMON,consultas odontologicas,pulpotomias,2005-05-01,25,25
SAN RAMON,consultas odontologicas,pulpotomias,2005-05-01,31,31
SANTA ANA,consultas odontologicas,pulpotomias,2005-05-01,23,23
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2005-05-01,1889,1889
SANTA ROSA,consultas odontologicas,pulpotomias,2005-05-01,16,16
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2005-05-01,108,108
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2005-05-01,31,31
SANTIVAÑES,consultas odontologicas,pulpotomias,2005-05-01,8,8
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2005-05-01,7,7
SENA,consultas odontologicas,pulpotomias,2005-05-01,38,38
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2005-05-01,55,55
SICAYA,consultas odontologicas,pulpotomias,2005-05-01,1,1
SIPE SIPE,consultas odontologicas,pulpotomias,2005-05-01,135,135
SOPACHUY,consultas odontologicas,pulpotomias,2005-05-01,51,51
SORACACHI,consultas odontologicas,pulpotomias,2005-05-01,14,14
SORATA,consultas odontologicas,pulpotomias,2005-05-01,123,123
SUCRE,consultas odontologicas,pulpotomias,2005-05-01,693,693
TACACOMA,consultas odontologicas,pulpotomias,2005-05-01,74,74
TAPACARI,consultas odontologicas,pulpotomias,2005-05-01,22,22
TARABUCO,consultas odontologicas,pulpotomias,2005-05-01,34,34
TARACO,consultas odontologicas,pulpotomias,2005-05-01,12,12
TARATA,consultas odontologicas,pulpotomias,2005-05-01,15,15
TARIJA,consultas odontologicas,pulpotomias,2005-05-01,284,284
TARVITA,consultas odontologicas,pulpotomias,2005-05-01,80,80
TEOPONTE,consultas odontologicas,pulpotomias,2005-05-01,33,33
TIAWANACU,consultas odontologicas,pulpotomias,2005-05-01,143,143
TINGUIPAYA,consultas odontologicas,pulpotomias,2005-05-01,23,23
TIPUANI,consultas odontologicas,pulpotomias,2005-05-01,16,16
TIQUIPAYA,consultas odontologicas,pulpotomias,2005-05-01,93,93
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2005-05-01,97,97
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2005-05-01,3,3
TOLATA,consultas odontologicas,pulpotomias,2005-05-01,4,4
TOLEDO,consultas odontologicas,pulpotomias,2005-05-01,60,60
TOMAVE,consultas odontologicas,pulpotomias,2005-05-01,28,28
TOMINA,consultas odontologicas,pulpotomias,2005-05-01,40,40
TORO TORO,consultas odontologicas,pulpotomias,2005-05-01,40,40
TOTORA(CBBA),consultas odontologicas,pulpotomias,2005-05-01,30,30
TRIGAL,consultas odontologicas,pulpotomias,2005-05-01,7,7
TRINIDAD,consultas odontologicas,pulpotomias,2005-05-01,526,526
TUPIZA,consultas odontologicas,pulpotomias,2005-05-01,230,230
TURCO,consultas odontologicas,pulpotomias,2005-05-01,60,60
UNCIA,consultas odontologicas,pulpotomias,2005-05-01,93,93
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2005-05-01,83,83
UYUNI,consultas odontologicas,pulpotomias,2005-05-01,149,149
VACAS,consultas odontologicas,pulpotomias,2005-05-01,37,37
VALLEGRANDE,consultas odontologicas,pulpotomias,2005-05-01,104,104
VIACHA,consultas odontologicas,pulpotomias,2005-05-01,164,164
VILA VILA,consultas odontologicas,pulpotomias,2005-05-01,17,17
VILLA MONTES,consultas odontologicas,pulpotomias,2005-05-01,93,93
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2005-05-01,19,19
VILLA RIVERO,consultas odontologicas,pulpotomias,2005-05-01,15,15
VILLA SERRANO,consultas odontologicas,pulpotomias,2005-05-01,34,34
VILLA TUNARI,consultas odontologicas,pulpotomias,2005-05-01,305,305
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2005-05-01,82,82
VILLAZON,consultas odontologicas,pulpotomias,2005-05-01,197,197
VINTO,consultas odontologicas,pulpotomias,2005-05-01,10,10
VITICHI,consultas odontologicas,pulpotomias,2005-05-01,22,22
WARNES,consultas odontologicas,pulpotomias,2005-05-01,51,51
YACO,consultas odontologicas,pulpotomias,2005-05-01,44,44
YACUIBA,consultas odontologicas,pulpotomias,2005-05-01,219,219
YAMPARAEZ,consultas odontologicas,pulpotomias,2005-05-01,7,7
YANACACHI,consultas odontologicas,pulpotomias,2005-05-01,7,7
YAPACANI,consultas odontologicas,pulpotomias,2005-05-01,46,46
YOCALLA,consultas odontologicas,pulpotomias,2005-05-01,23,23
YOTALA,consultas odontologicas,pulpotomias,2005-05-01,30,30
ZUDAÑEZ,consultas odontologicas,pulpotomias,2005-05-01,2,2
ACHACACHI,consultas odontologicas,pulpotomias,2005-06-01,132,132
ACHOCALLA,consultas odontologicas,pulpotomias,2005-06-01,24,24
AIQUILE,consultas odontologicas,pulpotomias,2005-06-01,62,62
ALALAY,consultas odontologicas,pulpotomias,2005-06-01,15,15
ALCALA,consultas odontologicas,pulpotomias,2005-06-01,23,23
ANCORAIMES,consultas odontologicas,pulpotomias,2005-06-01,63,63
ANDAMARCA,consultas odontologicas,pulpotomias,2005-06-01,22,22
ANZALDO,consultas odontologicas,pulpotomias,2005-06-01,34,34
APOLO,consultas odontologicas,pulpotomias,2005-06-01,18,18
ARAMPAMPA,consultas odontologicas,pulpotomias,2005-06-01,1,1
ARANI,consultas odontologicas,pulpotomias,2005-06-01,30,30
ARQUE,consultas odontologicas,pulpotomias,2005-06-01,49,49
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2005-06-01,69,69
ATOCHA,consultas odontologicas,pulpotomias,2005-06-01,106,106
AUCAPATA,consultas odontologicas,pulpotomias,2005-06-01,32,32
AYATA,consultas odontologicas,pulpotomias,2005-06-01,15,15
AYO AYO,consultas odontologicas,pulpotomias,2005-06-01,57,57
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2005-06-01,107,107
AZURDUY,consultas odontologicas,pulpotomias,2005-06-01,87,87
BATALLAS,consultas odontologicas,pulpotomias,2005-06-01,152,152
BAURES,consultas odontologicas,pulpotomias,2005-06-01,24,24
BELEN DE ANDAMARCA,consultas odontologicas,pulpotomias,2005-06-01,3,3
BELLA FLOR,consultas odontologicas,pulpotomias,2005-06-01,7,7
BERMEJO,consultas odontologicas,pulpotomias,2005-06-01,97,97
BETANZOS,consultas odontologicas,pulpotomias,2005-06-01,29,29
BOLIVAR,consultas odontologicas,pulpotomias,2005-06-01,19,19
BOYUIBE,consultas odontologicas,pulpotomias,2005-06-01,37,37
BUENA VISTA,consultas odontologicas,pulpotomias,2005-06-01,12,12
CABEZAS,consultas odontologicas,pulpotomias,2005-06-01,29,29
"CAIZA ""D""",consultas odontologicas,pulpotomias,2005-06-01,9,9
CALACOTO,consultas odontologicas,pulpotomias,2005-06-01,23,23
CALAMARCA,consultas odontologicas,pulpotomias,2005-06-01,44,44
CAMARGO,consultas odontologicas,pulpotomias,2005-06-01,76,76
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2005-06-01,9,9
CAMIRI,consultas odontologicas,pulpotomias,2005-06-01,235,235
CAPINOTA,consultas odontologicas,pulpotomias,2005-06-01,17,17
CAQUIAVIRI,consultas odontologicas,pulpotomias,2005-06-01,48,48
CARACOLLO,consultas odontologicas,pulpotomias,2005-06-01,81,81
CARANAVI,consultas odontologicas,pulpotomias,2005-06-01,222,222
CARAPARI,consultas odontologicas,pulpotomias,2005-06-01,49,49
CHALLAPATA,consultas odontologicas,pulpotomias,2005-06-01,59,59
CHAQUI,consultas odontologicas,pulpotomias,2005-06-01,16,16
CHARAGUA,consultas odontologicas,pulpotomias,2005-06-01,117,117
CHARAÑA,consultas odontologicas,pulpotomias,2005-06-01,21,21
CHAYANTA,consultas odontologicas,pulpotomias,2005-06-01,69,69
CHIMORE,consultas odontologicas,pulpotomias,2005-06-01,98,98
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2005-06-01,96,96
CHUMA,consultas odontologicas,pulpotomias,2005-06-01,58,58
CLIZA,consultas odontologicas,pulpotomias,2005-06-01,11,11
COBIJA,consultas odontologicas,pulpotomias,2005-06-01,95,95
COCHABAMBA,consultas odontologicas,pulpotomias,2005-06-01,1010,1010
COLCAPIRHUA,consultas odontologicas,pulpotomias,2005-06-01,22,22
"COLCHA ""K""",consultas odontologicas,pulpotomias,2005-06-01,14,14
COLOMI,consultas odontologicas,pulpotomias,2005-06-01,73,73
COLPA BELGICA,consultas odontologicas,pulpotomias,2005-06-01,38,38
COLQUECHACA,consultas odontologicas,pulpotomias,2005-06-01,18,18
COLQUIRI,consultas odontologicas,pulpotomias,2005-06-01,78,78
COMARAPA,consultas odontologicas,pulpotomias,2005-06-01,130,130
COMBAYA,consultas odontologicas,pulpotomias,2005-06-01,7,7
CONCEPCION,consultas odontologicas,pulpotomias,2005-06-01,55,55
COPACABANA,consultas odontologicas,pulpotomias,2005-06-01,53,53
CORIPATA,consultas odontologicas,pulpotomias,2005-06-01,49,49
CORO CORO,consultas odontologicas,pulpotomias,2005-06-01,80,80
COROICO,consultas odontologicas,pulpotomias,2005-06-01,145,145
CORQUE,consultas odontologicas,pulpotomias,2005-06-01,12,12
COTAGAITA,consultas odontologicas,pulpotomias,2005-06-01,121,121
COTOCA,consultas odontologicas,pulpotomias,2005-06-01,73,73
CUEVO,consultas odontologicas,pulpotomias,2005-06-01,13,13
CULPINA,consultas odontologicas,pulpotomias,2005-06-01,24,24
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2005-06-01,106,106
DESAGUADERO,consultas odontologicas,pulpotomias,2005-06-01,74,74
EL ALTO,consultas odontologicas,pulpotomias,2005-06-01,4933,4933
EL PUENTE(STC),consultas odontologicas,pulpotomias,2005-06-01,36,36
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2005-06-01,64,64
EL TORNO,consultas odontologicas,pulpotomias,2005-06-01,75,75
EL VILLAR,consultas odontologicas,pulpotomias,2005-06-01,18,18
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-06-01,87,87
ENTRE RIOS,consultas odontologicas,pulpotomias,2005-06-01,26,26
EUCALIPTUS,consultas odontologicas,pulpotomias,2005-06-01,42,42
EXALTACION,consultas odontologicas,pulpotomias,2005-06-01,39,39
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2005-06-01,113,113
FILADELFIA,consultas odontologicas,pulpotomias,2005-06-01,3,3
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2005-06-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2005-06-01,93,93
GUANAY,consultas odontologicas,pulpotomias,2005-06-01,19,19
GUAQUI,consultas odontologicas,pulpotomias,2005-06-01,59,59
GUAYARAMERIN,consultas odontologicas,pulpotomias,2005-06-01,217,217
GUTIERREZ,consultas odontologicas,pulpotomias,2005-06-01,39,39
HUACARETA,consultas odontologicas,pulpotomias,2005-06-01,43,43
HUACHACALLA,consultas odontologicas,pulpotomias,2005-06-01,8,8
HUANUNI,consultas odontologicas,pulpotomias,2005-06-01,111,111
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2005-06-01,14,14
ICHOCA,consultas odontologicas,pulpotomias,2005-06-01,18,18
ICLA,consultas odontologicas,pulpotomias,2005-06-01,71,71
INCAHUASI,consultas odontologicas,pulpotomias,2005-06-01,36,36
INGAVI (HUMAITA),consultas odontologicas,pulpotomias,2005-06-01,12,12
INQUISIVI,consultas odontologicas,pulpotomias,2005-06-01,55,55
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2005-06-01,115,115
IXIAMAS,consultas odontologicas,pulpotomias,2005-06-01,53,53
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2005-06-01,87,87
LA ASUNTA,consultas odontologicas,pulpotomias,2005-06-01,58,58
LA GUARDIA,consultas odontologicas,pulpotomias,2005-06-01,40,40
LA PAZ,consultas odontologicas,pulpotomias,2005-06-01,3249,3249
LAGUNILLAS,consultas odontologicas,pulpotomias,2005-06-01,82,82
LAJA,consultas odontologicas,pulpotomias,2005-06-01,59,59
LICOMA PAMPA,consultas odontologicas,pulpotomias,2005-06-01,50,50
LLALLAGUA,consultas odontologicas,pulpotomias,2005-06-01,84,84
LLICA,consultas odontologicas,pulpotomias,2005-06-01,20,20
LORETO,consultas odontologicas,pulpotomias,2005-06-01,4,4
LURIBAY,consultas odontologicas,pulpotomias,2005-06-01,30,30
MACHACAMARCA,consultas odontologicas,pulpotomias,2005-06-01,55,55
MACHARETI,consultas odontologicas,pulpotomias,2005-06-01,10,10
MAGDALENA,consultas odontologicas,pulpotomias,2005-06-01,28,28
MAIRANA,consultas odontologicas,pulpotomias,2005-06-01,16,16
MALLA,consultas odontologicas,pulpotomias,2005-06-01,9,9
