,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,134,6,140
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,2,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,36,8,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,50,9,59
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,1,8
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,2,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,29,8,37
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,4,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,45,7,52
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,21,25
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,14,10,24
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,5,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,73,15,88
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,18,11,29
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,6,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,6,7
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,48,8,56
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,0,7
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,7,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,2,6
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,2,9
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,5,7
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,4,14
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,19,9,28
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,17,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,11,21,32
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,0,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,8,20
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,89,12,101
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,142,6,148
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1513,24,1537
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,1,10
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,23,13,36
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,0,7
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,53,30,83
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,0,3
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,5,5
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,3,8
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,6,15
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,21,11,32
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,40,1,41
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,12,12
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,27,5,32
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,5,13
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,54,14,68
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,29,26,55
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,19,6,25
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,5,10
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,43,14,57
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,297,9,306
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,6,1,7
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,13,18,31
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,4,6
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,21,28
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,21,0,21
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,9,13
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,568,20,588
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,29,2,31
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,13,5,18
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,45,53,98
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,20,14,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,53,20,73
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,20,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,5,6
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,5,8
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,35,10,45
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,0,9
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,4,7
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,14,32,46
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,9,19
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,20,7,27
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,17,0,17
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,16,4,20
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,20,20,40
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,16,14,30
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,49,4,53
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,4,14
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,2,3
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,445,10,455
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,15,22
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,41,9,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,8,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,8,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,6,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,29,18,47
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,13,14,27
PUERTO SILES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,35,5,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,94,13,107
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,16,14,30
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,42,3,45
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,4,7
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,256,9,265
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,13,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,0,3
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,16,19,35
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,23,14,37
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,339,45,384
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,39,1,40
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,47,4,51
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,2,6
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,268,36,304
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,1,10
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,34,22,56
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,2,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,8,16
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,17,0,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,21,9,30
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,6,9,15
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,9,21
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,79,47,126
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,26,23,49
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,57,4,61
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,58,34,92
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,135,30,165
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,0,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,33,0,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,1,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,48,8,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,12,22
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,73,32,105
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,19,27
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,17,12,29
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,36,61,97
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,26,11,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,24,7,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,49,58,107
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,7,10
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,4,11
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,6,1,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,5,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,28,1,29
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,15,25,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2918,63,2981
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,22,11,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,35,4,39
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,10,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,11,18
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,1,1
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,6,14
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,1,13
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,46,1,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,16,24,40
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,3,5
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,105,4,109
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,2,7
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,10,22
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,0,10,10
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,621,19,640
TACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,0,4
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,6,3,9
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,15,11,26
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,8,16
TAHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,3,5
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,30,27,57
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,19,17,36
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,3,6
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,19,1,20
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,384,4,388
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,5,17
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,4,12
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,11,18,29
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,11,23,34
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,20,2,22
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,115,14,129
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,31,16,47
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,1,1,2
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,3,6
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,12,2,14
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,2,11
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,14,11,25
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,9,17
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,12,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,35,13,48
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,0,8
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,3,5
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,261,4,265
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,59,11,70
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,4,3,7
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,5,6,11
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,31,13,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,19,6,25
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,11,10,21
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,53,9,62
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,10,8,18
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,38,4,42
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,105,10,115
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,3,1,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,21,13,34
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,96,7,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,6,5,11
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,14,2,16
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,24,12,36
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,154,38,192
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,13,11,24
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,72,5,77
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,91,5,96
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,14,7,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,195,18,213
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,7,19,26
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,184,12,196
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,9,3,12
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2011-03-01,8,1,9
