,group,variable,month,BCG,BCG,TOTALES
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-04-01,13,26,39
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,14,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-04-01,11,16,27
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,24,10,34
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,7,19
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,92,23,115
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-04-01,117,3,120
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,1621,1,1622
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,3,5
LAJA,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,17,25
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,2,7
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-04-01,38,60,98
LLICA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,0,5
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,12,17
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,1,4
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,2,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,10,20
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-04-01,26,0,26
MALLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,8,8
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-04-01,27,0,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,7,18
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-04-01,40,4,44
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-04-01,35,17,52
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,22,31
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,1,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-04-01,46,6,52
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-04-01,392,0,392
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,1,5
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,31,35
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2011-04-01,1,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2011-04-01,25,30,55
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,8,30
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,0,7
ORURO,vacunaciones en menores de 1 ano,bcg,2011-04-01,534,0,534
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,8,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,17,1,18
PAILON,vacunaciones en menores de 1 ano,bcg,2011-04-01,41,31,72
PALCA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,11,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-04-01,61,8,69
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,4,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,1,4
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,25,6,31
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,4,9
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,4,8
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,38,39
POCONA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,14,24
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-04-01,22,12,34
POOPO,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,3,6
PORCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,20,4,24
POROMA,vacunaciones en menores de 1 ano,bcg,2011-04-01,13,26,39
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,7,18
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-04-01,47,3,50
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-04-01,421,16,437
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,9,12
PUCARA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,23,24,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,16,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,10,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,4,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,5,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-04-01,24,8,32
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,11,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,47,7,54
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-04-01,149,6,155
PUNA,vacunaciones en menores de 1 ano,bcg,2011-04-01,23,17,40
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,82,2,84
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-04-01,195,0,195
QUIME,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,21,22
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,0,3
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,34,39
REYES,vacunaciones en menores de 1 ano,bcg,2011-04-01,26,19,45
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,291,5,296
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-04-01,35,14,49
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-04-01,44,24,68
SACABA,vacunaciones en menores de 1 ano,bcg,2011-04-01,215,8,223
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,0,8
SACACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,14,28,42
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,10,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,7,12
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,4,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-04-01,13,1,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,2,13
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,1,4
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,10,17
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-04-01,81,23,104
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-04-01,18,15,33
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-04-01,55,19,74
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-04-01,49,9,58
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,181,21,202
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2011-04-01,1,3,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-04-01,24,3,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,6,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-04-01,35,9,44
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,15,5,20
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-04-01,84,16,100
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-04-01,4,5,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-04-01,7,1,8
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,48,44,92
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,31,5,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,18,6,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,1,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-04-01,35,2,37
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,44,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,4,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,3,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,10,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,28,0,28
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-04-01,28,11,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3630,87,3717
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,4,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-04-01,24,6,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,7,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,4,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,7,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,8,8
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,4,6
SENA,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,3,7
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-04-01,77,1,78
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-04-01,16,22,38
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,1,3,4
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-04-01,66,10,76
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,1,9
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,16,16
SORATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,22,37,59
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-04-01,598,8,606
TACACHI,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,7,17
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-04-01,6,11,17
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,6,11
TAHUA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,3,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-04-01,25,36,61
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,21,3,24
TARATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,16,0,16
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-04-01,443,4,447
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-04-01,18,5,23
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,8,16
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,16,21
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,23,33,56
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,14,6,20
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-04-01,83,16,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-04-01,35,11,46
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2011-04-01,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,6,7,13
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-04-01,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,2,6
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,14,18
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,7,12
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,9,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-04-01,16,10,26
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-04-01,3,0,3
TRIGAL,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,0,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-04-01,417,1,418
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-04-01,70,11,81
TURCO,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
UMALA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,5,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-04-01,18,13,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-04-01,7,0,7
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-04-01,12,7,19
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-04-01,50,6,56
VACAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,16,16
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-04-01,51,2,53
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-04-01,78,7,85
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,11,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-04-01,4,14,18
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-04-01,105,0,105
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,6,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-04-01,11,3,14
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-04-01,159,37,196
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-04-01,17,5,22
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-04-01,55,3,58
VINTO,vacunaciones en menores de 1 ano,bcg,2011-04-01,80,4,84
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-04-01,10,15,25
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2011-04-01,0,2,2
WARNES,vacunaciones en menores de 1 ano,bcg,2011-04-01,154,12,166
YACO,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,7,10
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-04-01,161,1,162
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,9,0,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-04-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-04-01,94,5,99
YOCALLA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,3,10
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-04-01,7,2,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-04-01,2,9,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-04-01,3,5,8
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,22,26
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-05-01,54,35,89
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-05-01,20,6,26
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-05-01,51,3,54
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,8,11
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-05-01,9,11,20
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-05-01,7,18,25
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,7,10
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-05-01,5,18,23
APOLO,vacunaciones en menores de 1 ano,bcg,2011-05-01,20,12,32
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,10,10
ARANI,vacunaciones en menores de 1 ano,bcg,2011-05-01,11,1,12
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-05-01,9,9,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-05-01,17,24,41
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-05-01,103,1,104
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-05-01,12,10,22
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,13,13
AYATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,5,13,18
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,11,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-05-01,23,26,49
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-05-01,6,3,9
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,18,9,27
BAURES,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,0,8
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,5,5
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-05-01,60,3,63
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-05-01,35,37,72
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,11,13
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,13,13
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,0,8
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,20,42,62
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,11,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-05-01,10,10,20
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,11,0,11
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,18,22
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-05-01,24,7,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-05-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-05-01,90,2,92
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-05-01,34,12,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,8,10
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,26,30
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-05-01,107,38,145
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-05-01,10,7,17
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-05-01,6,28,34
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-05-01,14,4,18
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,35,19,54
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,10,12
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-05-01,37,78,115
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-05-01,10,35,45
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-05-01,39,4,43
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-05-01,38,9,47
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-05-01,7,22,29
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,10,11
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,9,16,25
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-05-01,23,11,34
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-05-01,159,2,161
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,33,36
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1601,169,1770
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-05-01,72,0,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-05-01,8,12,20
COLLANA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,3,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-05-01,27,1,28
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,4,12
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-05-01,39,67,106
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,13,16
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-05-01,10,34,44
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,4,6
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-05-01,63,7,70
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,6,7
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-05-01,55,6,61
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-05-01,15,2,17
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,20,1,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,9,11
COROICO,vacunaciones en menores de 1 ano,bcg,2011-05-01,17,6,23
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,5,9
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,31,39
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-05-01,119,24,143
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,29,18,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2011-05-01,2,3,5
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,3,5
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-05-01,35,15,50
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-05-01,6,3,9
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-05-01,1857,41,1898
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,6,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-05-01,15,3,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-05-01,7,3,10
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-05-01,106,0,106
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-05-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-05-01,22,12,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-05-01,32,6,38
ESCARA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-05-01,13,2,15
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2011-05-01,0,4,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-05-01,25,13,38
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,16,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-05-01,25,6,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-05-01,5,18,23
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-05-01,13,9,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,7,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-05-01,137,16,153
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-05-01,22,22,44
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-05-01,5,1,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-05-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-05-01,52,1,53
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2011-05-01,12,0,12
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,3,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-05-01,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,7,8
ICLA,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,6,9
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-05-01,16,3,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2011-05-01,0,17,17
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-05-01,3,19,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-05-01,5,11,16
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,8,6,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-05-01,10,11,21
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-05-01,65,11,76
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-05-01,112,0,112
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-05-01,1716,3,1719
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,6,4,10
LAJA,vacunaciones en menores de 1 ano,bcg,2011-05-01,5,21,26
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-05-01,0,5,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-05-01,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-05-01,32,48,80
