,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,9,17
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,83,9,92
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,25,11,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,17,9,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,1,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,34,3,37
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,5,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,11,21
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,20,39
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,12,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,15,22
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,5,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,4,13
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,82,15,97
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,117,3,120
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1103,36,1139
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,4,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,19,33
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,49,26,75
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,2,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,1,5
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,7,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,2,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,3,15
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,1,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,10,10
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,38,0,38
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,7,19
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,46,7,53
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,23,21,44
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,17,5,22
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,35,14,49
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,241,7,248
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,19,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,6,6
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,36,45
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,5,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,0,7
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,405,3,408
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,10,25
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,8,23
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,48,44,92
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,17,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,41,15,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,8,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,7,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,2,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,29,35,64
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,3,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,11,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,40,49
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,8,17
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,10,25
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,1,12
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,5,26
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,16,16,32
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,10,28
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,2,23
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,10,13
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,1,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,343,10,353
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,14,23
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,35,9,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,8,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,11,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,1,5
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,5,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,17,36
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,9,18
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,6,21
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,79,22,101
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,25,27,52
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,45,4,49
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,7,9
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,170,8,178
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,6,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,30,41
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,25,10,35
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,197,21,218
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,28,12,40
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,23,15,38
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,191,32,223
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,22,22,44
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,1,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,7,25
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,2,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,8,12
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,0,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,4,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,12,22
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,72,21,93
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,5,17
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,50,2,52
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,30,11,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,114,40,154
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,5,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,27,12,39
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,5,18
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,57,66,123
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,14,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,8,22
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,31,39,70
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,15,15,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,20,9,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,4,10
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,28,56,84
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,5,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,3,14
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,21,21,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2317,195,2512
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,2,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,24,9,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,6,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,9,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,6,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,3,7
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,3,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,10,15
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,4,9
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,41,4,45
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,18,32
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,3,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,53,10,63
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,7,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,12,9,21
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,23,32,55
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,524,36,560
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,1,6
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,9,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,10,10,20
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,16,31,47
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,19,20,39
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,2,2
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,3,9
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,319,14,333
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,9,12,21
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,9,12
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,17,28
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,27,33,60
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,8,21
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,90,9,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,29,15,44
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,9,15
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,4,17
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,10,23
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,7,11
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,11,14,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,24,8,32
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,1,2,3
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,4,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,156,6,162
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,47,13,60
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,0,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,5,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,5,18
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,14,4,18
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,0,28,28
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,26,5,31
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,7,10
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,31,4,35
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,70,4,74
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,9,14
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,18,15,33
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,55,12,67
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,0,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,3,10
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,13,15,28
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,130,20,150
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,7,8,15
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,58,5,63
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,66,4,70
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,9,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,3,2,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,132,47,179
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,14,19
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,128,2,130
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,48,11,59
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,7,13
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,6,3,9
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,4,5,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-04-01,8,9,17
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,5,11,16
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,42,37,79
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,22,10,32
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,32,10,42
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,6,2,8
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,1,4,5
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,23,11,34
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,13,8,21
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,4,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,1,2,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,7,17,24
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,12,18,30
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,4,3,7
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,16,5,21
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,10,16,26
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,29,24,53
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,44,10,54
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,16,15,31
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,0,13,13
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,3,7,10
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,13,5,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,22,28,50
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,16,13,29
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,27,5,32
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,9,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,0,5,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,2,15,17
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,55,12,67
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,44,17,61
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,9,13,22
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-05-01,3,2,5
