,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,17,33,50
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,102,18,120
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,21,13,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,3,4
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,29,18,47
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,3,6
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,2,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1500,239,1739
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,1,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,11,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,12,7,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,105,7,112
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,33,23,56
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,50,35,85
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,5,12
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,3,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,5,7
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,24,9,33
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,8,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,48,10,58
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,17,25
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,17,6,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,7,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,62,29,91
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,35,19,54
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,3,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,4,6
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,46,11,57
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,4,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,4,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,7,10
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,6,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,9,18
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,18,23,41
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,5,5
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,17,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,13,19
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,8,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,11,8,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,76,11,87
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,133,19,152
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1278,81,1359
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,0,7
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,17,32
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,4,8
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,44,30,74
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,2,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,13,15
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,5,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,12,14
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,18,6,24
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,27,7,34
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,24,1,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,3,5
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,23,4,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,8,15
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,47,8,55
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,42,41,83
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,17,9,26
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,1,7
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,32,14,46
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,224,10,234
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,25,35
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,2,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,6,6
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,33,42
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,5,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,8,14
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,536,35,571
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,16,16,32
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,14,6,20
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,27,76,103
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,16,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,43,12,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,16,3,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,3,5
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,37,10,47
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,9,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,37,52
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,24,8,32
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,2,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,19,6,25
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,21,21,42
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,7,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,45,6,51
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,12,12
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,3,6
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,322,22,344
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,15,25
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,0,3
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,34,23,57
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,9,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,11,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,6,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,27,17,44
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,15,21
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,2,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,20,7,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,94,33,127
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,21,27,48
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,54,3,57
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,201,6,207
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,16,22
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,1,5
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,25,32
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,18,60,78
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,212,116,328
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,18,5,23
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,32,11,43
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,203,55,258
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,4,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,26,16,42
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,1,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,13,22
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,12,2,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,16,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,9,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,1,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,6,13
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,12,8,20
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,72,46,118
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,13,6,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,53,1,54
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,42,37,79
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,122,36,158
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,6,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,28,4,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,36,7,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,9,17
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,48,28,76
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,11,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,23,17,40
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,26,36,62
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,16,5,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,20,8,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,0,10
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,22,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,24,49,73
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,2,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,5,11
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,7,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,6,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,17,0,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,21,16,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2273,191,2464
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,22,17,39
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,36,24,60
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,8,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,16,23
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,9,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,2,8
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,1,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,3,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,11,16
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,10,15,25
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,46,10,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,24,16,40
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,8,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,83,10,93
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,11,15
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,16,23
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,22,20,42
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,518,47,565
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,12,14,26
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,11,17,28
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,3,4
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,27,35,62
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,20,24,44
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,1,3
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,13,0,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,364,96,460
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,13,14,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,9,16
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,13,13,26
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,29,35,64
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,16,9,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,90,29,119
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,21,32,53
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,1,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,5,7
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,1,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,5,10
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,16,25
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,8,16
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,23,27
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,11,26
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,1,2,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,194,5,199
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,60,35,95
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,1,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,8,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,20,20,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,20,6,26
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,13,11,24
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,36,5,41
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,11,18
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,26,8,34
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,82,14,96
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,13,19
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,15,30
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,43,7,50
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,4,6
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,7,4,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,12,27
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,114,28,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,14,11,25
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,68,26,94
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,86,7,93
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,18,6,24
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,1,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,155,44,199
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,6,9,15
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,133,39,172
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,9,2,11
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,2,2,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,64,36,100
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,15,5,20
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,8,4,12
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,0,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-05-01,5,9,14
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,6,7,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,52,24,76
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,3,16,19
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,18,10,28
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,5,9,14
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-06-01,4,0,4
