,group,variable,month,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 10 A 14,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 15 A 19,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 20 A 34,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 35 A 49,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 50 Y +,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS < A 10,TOTALES
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,1,0,0,0,1
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,0,1,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,11,80,33,21,0,145
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,8,7,3,0,18
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,22,5,3,0,32
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,10,5,1,0,16
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,7,14,6,2,0,29
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,38,242,147,80,0,507
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,5,22,6,3,0,36
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,5,0,5,0,11
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,5,28,26,10,0,69
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,15,13,7,0,36
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,9,10,1,0,22
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,13,14,12,0,42
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,21,13,8,0,44
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,18,181,129,31,0,360
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,23,8,0,0,37
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,10,120,1640,1586,1096,0,4452
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,55,38,15,0,110
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,28,28,10,0,67
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,14,15,8,0,37
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,11,58,25,6,0,100
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,25,16,4,0,47
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,16,55,29,14,0,115
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,11,9,5,0,25
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,9,6,5,0,21
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,5,0,1,0,6
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,16,15,5,0,36
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,4,1,1,0,6
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,5,52,30,3,0,90
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,7,6,1,0,14
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,4,41,32,9,0,86
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,10,20,9,0,41
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,7,117,118,63,0,305
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,8,1,1,0,11
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,7,66,65,50,13,201
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,18,111,61,19,0,209
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,4,1,0,0,5
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,30,33,22,0,88
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,1,1,1,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,2,0,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,10,58,28,16,0,112
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,12,6,3,0,21
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,4,6,3,0,13
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,136,1617,1302,399,0,3454
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,5,7,3,0,17
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,8,8,3,0,20
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,8,6,2,0,16
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,2,74,220,140,54,0,490
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,9,13,7,0,31
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,91,96,71,0,264
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,7,38,24,9,0,78
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,2,1,1,0,6
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,1,2,0,0,3
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,1,2,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,32,30,4,0,67
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,25,11,3,0,42
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,2,19,7,3,31
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,50,44,30,0,126
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,14,10,0,0,26
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,21,15,7,0,49
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,13,2,2,0,17
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,7,65,21,11,1,106
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,12,6,3,0,24
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,4,21,9,3,0,37
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,7,1,2,0,11
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,21,14,6,0,42
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,11,6,2,0,19
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,1,3,5,0,9
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,6,2,2,0,11
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,2,1,2,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,3,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,18,22,20,0,66
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,8,42,18,11,0,79
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,18,6,2,0,27
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,17,21,5,0,44
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,3,2,2,0,8
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,12,5,6,0,26
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,4,75,93,28,0,200
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,53,290,177,68,0,589
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,44,1243,1534,1103,0,3924
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,0,1,0,1
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,8,2,5,15
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,8,4,1,0,13
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,12,13,12,0,38
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,8,3,9,0,21
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,8,94,116,24,0,242
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,34,10,5,0,51
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,39,52,43,0,135
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,6,3,0,0,10
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,9,44,31,15,0,99
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,12,9,2,0,23
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,12,107,79,29,0,227
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,18,17,3,0,40
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,11,37,31,9,0,88
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,46,15,14,0,81
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,10,5,6,0,23
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,2,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,13,18,17,0,49
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,41,28,29,0,104
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,12,173,170,68,12,435
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,0,2,2,0,4
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,9,2,2,0,13
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,2,3,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,10,8,3,0,21
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,8,26,27,25,0,87
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,5,57,55,28,0,145
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,10,4,1,0,16
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,2,32,805,611,261,0,1711
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,20,38,15,0,75
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,18,15,18,0,53
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,5,25,8,1,0,39
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,6,57,50,14,0,127
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,18,106,50,16,0,190
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,6,4,1,0,12
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,2,0,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,5,12,8,0,25
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,6,1,7,0,16
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,12,13,10,0,35
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,2,4,3,3,0,12
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,0,16,4,0,0,20
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,1,28,65,52,38,0,184
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,3,23,12,5,0,43
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-05-01,0,1,1,2,1,0,5
