,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) < A 10,TOTALES
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,2,2,0,0,5
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,7,3,1,0,11
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,1,0,0,1,0,0,2
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,0,0,0,3
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,12,12,0,0,24
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,9,95,76,22,8,210
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,1,0,0,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,1,0,0,3
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,1,0,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,4,0,0,0,4
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,0,0,0,3
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,3,1,1,0,0,5
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,2,2,0,5
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,4,0,0,0,4
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,2,8,2,0,0,12
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,34,243,53,8,1,339
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,0,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,3,1,0,0,5
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,3,0,0,6
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,5,2,0,0,7
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,15,292,273,9,0,589
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,1,3,2,3,1,0,10
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,0,1,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,2,2,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,4,2,0,0,6
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,6,3,0,0,10
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,1,1,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,3,2,1,0,0,6
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,6,2,0,9
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,1,2,0,0,4
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,7,62,20,1,0,90
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,12,3,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,5,2,0,0,8
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,7,2,0,0,9
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,7,0,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,3,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,7,10,2,0,19
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,1,4,8,0,0,0,13
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,10,3,1,0,14
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,1,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,6,0,0,8
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,4,2,1,0,7
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,1,0,1,0,3
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,4,3,0,0,7
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,17,9,9,0,36
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,3,2,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,6,10,8,0,0,24
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,14,10,0,0,25
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,8,3,1,0,12
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,8,3,0,0,12
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,1,37,3,0,0,41
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,2,1,2,0,0,5
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,2,0,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,31,36,0,67
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,0,0,1,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,3,9,5,1,0,18
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-03-01,0,5,8,4,0,0,17
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,0,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,9,1,0,0,10
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,6,0,0,0,7
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,5,5,0,0,10
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,6,3,1,0,10
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,2,0,0,4
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,2,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,2,1,2,0,0,5
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,3,0,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,51,25,0,0,76
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,3,2,0,0,0,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,8,2,0,10
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,3,0,0,3
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,1,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,3,0,1,0,4
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,4,0,0,5
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,3,1,0,0,5
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,4,1,0,0,5
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,1,1,7,2,0,0,11
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,0,0,0,2
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,3,0,0,0,3
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,6,4,1,0,11
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,2,3,1,0,7
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,2,5,4,0,0,11
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,2,0,0,4
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,5,2,0,0,7
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,2,3,1,0,0,6
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,1,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,5,6,0,0,11
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,2,0,0,4
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,1,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,6,4,0,0,11
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,1,0,0,2
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,1,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,0,0,0,1
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,12,3,1,0,16
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,1,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,1,1,0,4
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,3,5,0,0,9
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,1,1,0,3
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,1,2,0,1,4
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,3,4,1,0,0,8
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,2,5,0,0,0,7
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,12,117,32,12,0,173
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,3,3,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,5,146,14,1,0,166
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,0,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,0,0,0,2
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,1,8,1,0,0,10
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-04-01,0,0,2,1,0,0,3
