,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,13,5,0,0,20
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,2,2,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,0,1,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,57,246,41,0,0,345
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,4,3,1,0,0,8
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,8,0,0,0,8
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,4,14,3,0,0,22
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,5,11,4,0,0,20
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,1,2,0,0,4
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,7,0,0,0,7
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,3,5,6,1,0,15
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,2,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,7,1,0,0,9
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,5,24,6,0,0,35
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,11,2,0,0,15
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,3,0,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,3,10,1,0,0,14
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,0,0,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,0,1,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,4,2,0,0,6
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,3,0,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,3,33,6,0,0,42
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,10,180,31,3,0,224
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,6,2,0,0,9
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,0,0,1,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,9,33,4,0,0,46
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,0,1,0,0,2
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,0,0,2
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,1,0,0,6
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,7,0,0,0,8
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,11,3,0,0,14
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,2,35,32,2,0,0,71
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,10,3,0,0,15
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,2,0,0,0,3
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,3,0,0,0,4
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,12,2,0,0,15
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,1,0,0,0,2
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,2,0,0,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,2,0,0,3
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,2,1,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,26,127,18,0,0,172
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,7,1,0,0,10
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,7,1,0,0,9
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,2,0,0,0,3
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,4,0,0,5
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,12,42,11,0,0,65
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,0,1,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,4,1,0,0,7
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,2,1,0,0,4
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,4,0,0,0,5
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,2,29,4,0,0,36
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,9,20,3,0,0,32
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,1,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,9,2,0,0,13
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,3,1,0,0,4
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,6,14,6,0,0,27
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,6,42,15,0,0,63
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,9,2,0,0,11
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,3,1,0,0,6
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,1,2,2,0,0,6
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,1,0,0,6
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,4,15,2,0,0,22
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,3,3,13,4,0,0,23
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,4,2,0,0,7
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,4,1,0,0,6
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,8,44,5,0,0,57
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,1,0,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,2,77,88,12,0,0,179
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,2,4,17,2,0,0,25
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,4,1,1,0,0,6
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,19,67,10,2,0,98
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,3,6,0,0,0,10
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,8,1,0,0,9
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,3,1,0,0,5
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,3,15,1,0,0,20
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,4,1,0,0,7
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,3,11,29,3,0,0,46
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,4,0,0,0,5
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,14,30,7,0,0,51
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,1,0,0,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,3,40,2,0,0,46
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,2,6,2,0,0,11
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,4,19,2,0,0,25
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,10,0,0,0,11
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,0,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,3,8,1,0,0,12
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,2,6,1,0,0,10
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,0,0,2
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,2,0,0,3
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,0,0,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,0,0,0,2
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,4,0,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,3,43,184,133,26,1,390
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,2,0,0,0,3
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,6,0,0,0,6
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,2,2,0,0,4
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,4,3,11,1,0,0,19
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,4,16,1,0,0,21
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,2,0,0,7
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,7,2,0,0,9
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,4,3,0,0,7
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,3,3,2,0,0,8
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,1,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,0,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,2,23,138,31,1,0,195
TACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,0,1,0,0,1
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,5,3,0,0,9
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,2,2,1,0,7
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,5,1,0,0,6
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,2,3,1,0,0,6
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,1,0,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,20,92,36,1,0,149
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,1,4,0,0,0,0,5
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,4,1,0,0,5
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-04-01,0,0,1,0,0,0,1
